,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Hazardous,Capacity (kg),Ports (single / dual),Size,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 5,Range,Evaporator Fans,Power Supply,Attachment 6,Weight,Refrigerant Suitability,Fin Spacing mm,Depth (mm),Surface Area,Air Throw,Fan Amps,Motor,Air Volume (m3 per s),Capacity at SC2 R404A,Inlet Size,Noise Level,Number of Fans,Outlet Size,ASHRAE Code,Safety Classification,GWP,Connection Size,Pressure,Model For Use With,Dimensions (L x W x D),Defrost,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 7,Pack Quantity,Liquid Line Connection,Suction Connection Size (inch),Material Type,Warranty,Material,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Amps,Connection Type,Voltage Rating,Display Type,Sensor,Application,Feature 13,Feature 14,Electric Supply,Operating Temperature Range (C),Cable Length (m),IP Rating,Maximum Working Pressure (Bar g),Feature 15,Diameter,Nominal Running Current (A),Speed RPM,Phase
607,P684875,A-Gas CO2 Vapour Rental Cylinder 10ltr,A Gas,77.67,"This 10L A-Gas rental cylinder contains R744 refrigerant grade CO2. Thanks to its low global warming potential and good properties, this gas is increasingly popular for refrigerant purposes and is suitable for use alongside other primary refrigerants including hydrocarbons and ammonia.",Refrigeration/Refrigeration.csv -> A-Gas CO2 Vapour Rental Cylinder 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/75/684875_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/sd/s3/Agas_CO2_SDS3.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,P675585,Kelvion TEC TEC2-7 cooler,Kelvion,384.88,"Suitable for reach-in and walk-in cold cabinets or small cold rooms, the Kelvion Searle TEC2-7 0.89kW small blow-through unit cooler has a wide operating range of 10 to -40°C. This cooler is optimised to meet the requirements of emerging CO2 system designs with variables including transcritical, subcritical and standing pressures.",Refrigeration/Refrigeration.csv -> Kelvion TEC TEC2-7 cooler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/68/682968_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Kelvion_Searle_Cooler_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GEA_TEC_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kelvion_Searle_TEC_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,P656592,Kelvion MSC-402-4RE cooler electric defrost,Kelvion,2881.3,"The Kelvion MSC-402-4RE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Refrigeration.csv -> Kelvion MSC-402-4RE cooler electric defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/92/656592_wm.jpg,,,,,,N,,,,,100778271,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1535 RPM motor,21M air throw,,,,,230/1/50,,90 kg,HFC,4 mm,590,64.6,21,2.1,1535,2.31,16.84,22 mm,60dB(A) @ 3m,2,35mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,P656241,Tecumseh fht 4524zhr 230v hp cond unit,Tecumseh,2130.08,"The Tecumseh FHT4524ZHR-XC single phase condensing unit brings together a compressor, condenser, fan motor, controls and a mounting plate. It offers a heat exchanger function for cooling down and condensing incoming refrigerant vapor plus a fan, designed to pull outside air through the heat exchanger to effectively cool the internal refrigerant.",Refrigeration/Refrigeration.csv -> Tecumseh fht 4524zhr 230v hp cond unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/41/NW-656241_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,P600023,Danfoss Optyma 080Z3201 3 phase controller 4.5-6.3a,Danfoss,566.03,The controller will control standard or pump down three phase refrigeration plant with off cycle or electric defrosting.,Refrigeration/Refrigeration.csv -> Danfoss Optyma 080Z3201 3 phase controller 4.5-6.3a,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/23/600023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,P693601,Danfoss TE12/TE20 straight valve body,Danfoss,48.28,"This Danfoss TE12/TE20 7/8 x 1 1/8"" valve body is for use with thermostatic expansion valves. It is compatible with R134a, R404A, R507. R22 and R407C refrigerant.",Refrigeration/Refrigeration.csv -> Danfoss TE12/TE20 straight valve body,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/01/NW-693601_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,P677592,Tecumseh Lunite fan motor assembly 220v 22w,Tecumseh,159.81,"This Tecumseh Lunite 240V, 1P, 22W fan motor assembly has a 300mm diameter and 160mm shaft. It is suitable for use with CAE9470ZMHR, CAJ9480ZMHR, T/CAJ9510ZMHR, T/CAJ9513ZMHR, CAJ4476YHR, CAJ4492YHR, T/CAJ4511YHR, T/CAJ2446ZBR and T/CAJ2464ZBR.",Refrigeration/Refrigeration.csv -> Tecumseh Lunite fan motor assembly 220v 22w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/92/NW-677591_677592_wm.jpg,,,,,,N,,,,,8668734,Fan / Motor Assembly,N,Shaft height: 160mm,,,,,,,,,Lunite,,"240 VAC at 50 Hz, 1P, 22 W",,,,,,,,,,,,,,,,,,,,,CAE9470ZMHRCAJ9480ZMHRT/CAJ9510ZMHRT/CAJ9513ZMHRCAJ4476YHRCAJ4492YHRT/CAJ4511YHRT/CAJ2446ZBRT/CAJ2464ZBR,300 mm (Dia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,P686859,Whirlpool Embraco Aspera NEK6217GK compressor,Whirlpool,230.26,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 3/4HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Refrigeration.csv -> Whirlpool Embraco Aspera NEK6217GK compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/59/NW-686859_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_686859_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,P659700,Kelvion KDC KDC-353-4AN dual discharge no defrost evaporator with three fans,Kelvion,2370.9,"Ideal for sensitive produce or in working areas, this Kelvion Searle KDC-353-4AN 9.8/7.8kW air cooler operates quietly and offers gentle cooling with dual discharge for high, medium and low temperature applications in commercial refrigeration. Easy to install and simple to service, this cooler promises improved performance and energy cost savings alongside pleasant comfort for staff members.",Refrigeration/Refrigeration.csv -> Kelvion KDC KDC-353-4AN dual discharge no defrost evaporator with three fans,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/00/659700_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kelvion_KDC_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Kelvion_KDC_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,P656492,Kelvion KSC-301-4BE cooler electric defrost,Kelvion,916.0,"The Kelvion KSC-301-4BE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Refrigeration.csv -> Kelvion KSC-301-4BE cooler electric defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/92/656492_wm.jpg,,,,,,N,,,,,100685109,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1600 RPM motor,10M air throw,,,,,230/1/50,,18 kg,HFC,7 mm,453,7.7,10,0.6,1600,0.46,2,22 mm,47dB(A) @ 3m,1,22mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,P656520,Kelvion KSC-303-4BE cooler electric defrost,Kelvion,1834.88,"The Kelvion KSC-303-4BE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Refrigeration.csv -> Kelvion KSC-303-4BE cooler electric defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/20/656520_wm.jpg,,,,,,N,,,,,100685112,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1600 RPM motor,17M air throw,,,,,230/1/50,,42 kg,HFC,7 mm,453,23,17,0.6,1600,1.38,9.59,15mm,51dB(A) @3m,3,28mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,P682384,Copeland ZF ZF18K4E-TFD-551 glacier refrigeration 3 phase scroll compressor (R404A),Copeland,4129.84,"Developed specifically to provide high performance in low temperature applications, this Copeland Scroll ZF three phase, 6HP compressor with rotolock connections offers 17.1M³/h displacement and a compressor design optimised for frozen food application requirements. ZF*K4E models operate with liquid injection for controlled discharge temperatures.",Refrigeration/Refrigeration.csv -> Copeland ZF ZF18K4E-TFD-551 glacier refrigeration 3 phase scroll compressor (R404A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/84/NW-682381_682384_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Copeland_ZF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Copeland_Low_Temperature_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Copeland_Compressor_Oil_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Copeland_BOM_Technical.pdf,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Copeland_ZF_EU_Declaration.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Copeland_Product_Catalogue_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,P682452,Copeland ZR ZR34K3E-TFD-522 scroll compressor,Copeland,2127.22,"This Copeland Scroll ZR three phase 2.8HP compressor with brazed tube connections offers 8M³/h displacement. Popular in the air conditioning industry for water chillers, roof-tops and close control unit applications, scroll compressors are common replacements for reciprocating or screw compressors. Multiple fully qualified compressor assemblies (tandem/trio) can allow for the use of Copeland Scroll in large capacity systems, the ideal replacement for screw compressors in air cooled chillers up to 500kW.",Refrigeration/Refrigeration.csv -> Copeland ZR ZR34K3E-TFD-522 scroll compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/55/NW-682451_682455_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Copeland_ZR_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Copeland_BOM_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Copeland_Compressor_Oil_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Copeland_ZR_Brochure.pdf,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Copeland_ZR_Installation.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Copeland_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,P672310,"Henry Technologies 5230 pressure relief valve 27.6bar 1/4x1/2"" (ce ped)",Henry Technologies,61.36,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5230 pressure relief valve (PRV) has 1/4"" NPTF x 1/2"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Refrigeration.csv -> Henry Technologies 5230 pressure relief valve 27.6bar 1/4x1/2"" (ce ped)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/10/NW-672310_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,P656504,Kelvion cooler ksc-302-3be elec defrost,Kelvion,1338.98,"The Kelvion KSC-302-3BE electric defrost cooler/evaporator is designed for use in commercial applications. A lightweight unit, this evaporator offers ease of transport and installation while a hinged drip tray and side panels provide simplified maintenance.",Refrigeration/Refrigeration.csv -> Kelvion cooler ksc-302-3be elec defrost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/04/656504_wm.jpg,,,,,,N,,,,,100685108,Evaporator,N,Compatible with HFC refrigerant,With hinged drain tray,With hinged side panels for ease of access,Lightweight design,Up-to-date EC fans offer high levels of efficiency,1600 RPM motor,15M air throw,,,,,230/1/50,,27kg,HFC,7 mm,453,11.6,15,0.6,1600,0.88,3.42,15mm,49dB(A) @3m,2,28mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,P684874,A-Gas CO2 Vapour Rental Cylinder 30ltr,A Gas,229.54,"This A-Gas 30L rental cylinder contains refrigerant grade R-744 (CO2), a suitable replacement for R-134A and R-404A in ultra-low, low and medium temperature refrigeration applications. Offering an Ozone Depleting Potential (ODP) of 0 and a global warming potential (GWP) of 1, the increasingly popular R-744 (CO2) is a natural refrigerant for eco-friendly use. With a water content ten times lower than industrial grade R-744 (CO2), this cylinder helps to prevent the formation of carbonic acid which can result in corrosion of machinery and pipework.",Refrigeration/Refrigeration.csv -> A-Gas CO2 Vapour Rental Cylinder 30ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/74/NW-684874_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_CO2_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R744_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,P686858,Whirlpool Embraco Aspera NT6226GK single phase compressor,Whirlpool,355.89,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 1HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Refrigeration.csv -> Whirlpool Embraco Aspera NT6226GK single phase compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/58/NW-686858_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_686858_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,P683661,Maneurop NTZ NTZ068A5LR1B 1 phase reciprocating compressor,Maneurop,789.39,"This Maneurop NTZ 2.3HP, single phase commercial hermetic reciprocating compressor is designed for use in low evaporating temperature applications. Replacing the LTZ range, the NTZ series is engineered as a true low temperature compressor, optimised with R404A at -35°C with an extended evaporating temperature range from -45 to -10°C with no need for a liquid injection system. Operable at a return gas temperature (suction gas temperature) of 20°C, even at low evaporating temperatures, NTZ components are precision engineered for a long product life while a large internal free volume helps to reduce the risk of liquid hammering. The NTZ's electrical motor is fully suction gas cooled so no additional body cooling is required, allowing insulation with an acoustic hood.",Refrigeration/Refrigeration.csv -> Maneurop NTZ NTZ068A5LR1B 1 phase reciprocating compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/61/NW-683660_683661_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555016_K_MFR_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_CmrclCompressorParts_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555014_O_MFR_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_683661_Technical.pdf,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lr/tn/Danfoss_Cmrcl_Compressors_AS_Dclrtn.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Maneurop_Huile_Ester_175PZ_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/al/Maneurop_MTMTZNTZ_Promotion_Material.pdf,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_MT_MTZ_NTZ_VTZ_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/id/es/Maneurop_NTZ_Compressors_Appl_Guides.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555032_D_MFR_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555030_F_MFR_Declaration.pdf,,,,,,,,,,,,,,,,,,
625,P613974,Danfoss Optyma Slim Pack OP-MSUM068MLW05G 1 phase condensing unit,Danfoss,1854.19,"The cost-efficient Danfoss Optyma Slim Pack OP-MSUM068MLW05G single phase packaged condensing unit combines up-to-date condenser technology with a micro channel heat exchanger. Compact and reliable, this dedicated outdoor condensing unit is optimised for use in cold, fermentation and storage rooms in convenience stores or restaurants.",Refrigeration/Refrigeration.csv -> Danfoss Optyma Slim Pack OP-MSUM068MLW05G 1 phase condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/82/NW-613968_613982_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Optyma_Slim_Pack_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Danfoss_Optyma_Cond_Unit_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_Slim Pack_Technical.pdf,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/ar/Danfoss_Optyma_Cond_Unit_EU_Declar.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Danfoss_PID_Slim_Pack_W05_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Slim Pack._Instalation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
