,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Colour,Thickness,Warranty,Hazardous,Depth (mm),Frame Colour,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 3,Attachment 4,Range,Attachment 5,Weight
41,PD12278,Ideal Standard Connect 2 side panel 900mm Bright Silver,Ideal Standard,366.38,"The Ideal Standard Connect 2 90 side panel is built in tough safety glass treated with IdealClean for easy, stress-free cleaning. With a chrome-finish frame and concealed fittings, this power shower-proof panel lends a modern, designer look to your shower enclosure.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Ideal Standard Connect 2 side panel 900mm Bright Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/78/UP-D12277_D12278_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Connect2_SlidingDoor1200_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/IS_Bathrooms_2020.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Connect2_SlidingDoor_Install.pdf,,,,
42,PT41774,Scudo pivot door 700 mm,,203.04,"The Scudo 700mm pivot shower door offers universal fitting for left or right-handed opening to best suit your bathroom design. This 1850mm height shower door with smart chrome frame is manufactured in a robust toughened safety glass treated with Aquashield for easier, streak-free cleaning. Forming a protective bond during manufacturing, Acquashield keeps glass looking good for longer, minimising the effort required for limescale-free clarity and reducing the harsh cleaning chemicals you use every week.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Scudo pivot door 700 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/74/T41774_wm.jpg,,,Clear,,,N,,,,S6-GLASS017,,N,Up to 6mm thick toughened safety glass,Universal design for left or right hand openings,Acquashield glass treatment,Large adjustment for out of true walls,Easy installation,High quality pivot mechanism,Lifetime warranty,,,,,,,,,
43,PD05984,Mira Elevate inline panel 400mm,Mira,103.87,"This Mira 400mm shower enclosure inline panel extends the Mira Elevate Door for a more spacious enclosure. Easy to install, the panel is built from robust, thick safety glass.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Mira Elevate inline panel 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/84/UP-D05984_wm.jpg,,,Clear/Polished,6mm,10 Years,N,,Silver,Glass,2.1814.015,In-line Panel,N,6mm toughened safety glass,Height from top of tray 1900mm,25mm adjustment for uneven walls,Pre-drilled wall channels,Supplied with 45° angled bracing bar,Alcove frame adjustment 400 - 400mm,Corner frame adjustment 400 - 400mm,"Combine with pivot, sliding or bifold doors to extend enclosure",10 year warranty,,,,,Elevate,,119.17941
44,PJ78820,SYNERGY L6208 INFOLD DR 900MM SIL CLEAR,Ideal Standard,746.75,"The semi-frameless Ideal Standard Synergy 900mm shower enclosure in-fold door offers a modern look and spacious feel, even in a smaller bathroom. Manufactured from thick safety glass with IdealClean for a long lasting mark-free finish, this door has solid chrome-plated handles and concealed fixings and seals for a clean, seamless look.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> SYNERGY L6208 INFOLD DR 900MM SIL CLEAR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/21/UP-J78819_J78821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/IS_Bathrooms_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Synergy_InfoldDoor900_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Synergy_Brochure.pdf,,,,
45,PD28569,Merlyn MBOX sliding shower door fixed panel box 1700mm,Merlyn,327.68,"Combining practicality and style, the 1700mm Merlyn MBox shower enclosure fixed panel sliding door is ideal for recess and corner shower installations. 1900mm tall and built from tough 6mm safety glass, the MBox offers reversible installation to suit your bathroom, easy installation with generous per profile adjustment and Mershield Stayclear treatment for effortless cleaning.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Merlyn MBOX sliding shower door fixed panel box 1700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/70/UP-D28562_D28570_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Merlyn_MBOX_SlidingDoor_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_MBOX_SlidingDoor_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Merlyn_MBOX_Enclosures_Brochure.pdf,,,,
46,PD29005,Merlyn Ionic Essence hinge and inline fixed panel (only) 1200mm,Merlyn,380.79,"The Merlyn Ionic Essence 1200mm hinged door (sold separately) and fixed inline panel is manufactured in tough 8mm glass protected with Mershield Stayclear for easy cleaning. With smart chrome-finish door handles and a frameless side panel, this set-up is ideal for creating your perfect corner shower enclosure.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Merlyn Ionic Essence hinge and inline fixed panel (only) 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/07/UP-D29004_D29007_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_Ionic_Essence_Hinge_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_Ionic_Essence_Hinge_Install.pdf,,,,
47,PD16376,Roman Haven pivot shower door 900mm,Roman,233.02,"Constructed using 6mm toughened safety glass, the Roman Haven 900mm pivot door is built to last. A luxury design with a smart silver-look full frame, this shower door is treated with the brand's patented Ultra Care glass treatment to minimise water marks, limescale build-up and soap scum, even in hard water areas. The UK-manufactured Haven pivot door is fitted with reliable magnetic door seals to prevent leakage and is fully reversible, making it suitable for left and right-handed installation.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Roman Haven pivot shower door 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/iv/ot/Haven_Pivot_wm.jpg,,,Bright Silver,6mm,Truelife Lifetime,N,,Bright Silver,Glass & Aluminium,H3P9CS,Pivot Shower Door,N,Silver frame finish,Full frame design,6mm toughened safety glass,Treated with Roman Ultra-Care glass treatment,With magnetic door seals,With chromed brass bolt through handle,With chromed plastic top caps,Aperture of 600mm,Allows for adjustment of 840 – 890mm,When used with the optional side panel allows for adjustment of 866 – 916mm,Truelife Lifetime warranty,,,Haven,,
48,PT41777,Scudo pivot door 900 x 1850mm - 6mm glass,Scudo,174.2,"Designed with a quality pivot mechanism for smooth opening and closing, the Scudo S6 900 x 1850mm pivot shower door is a perfect finishing touch for a modern bathroom. Easy to clean thanks to its Aquashield treatment, this door is made of a thick clear glass with chrome frame and fittings and offers easy installation, even in rooms where walls aren't quite perfect.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Scudo pivot door 900 x 1850mm - 6mm glass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/77/T41775_T41777_wm.jpg,,,Clear,up to 6 mm,"Lifetime (fixed parts only), 2 years moving parts and seals",N,,Chrome,Aluminium,S6-GLASS020,Pivot,N,With 6mm thick toughened safety glass,Aquashield glass treatment for ease of cleaning,Universal design offers left and right handed opening,Easy to install,Large adjustment for out-of-true walls,Lifetime warranty for fixed parts only,2 year warranty on moving parts and seals,,,,,,,,,
49,PD16375,Roman Haven bi-fold shower door 760mm,Roman,241.25,"Built right here in the UK, this Roman Haven 760mm bi-fold shower door is made of a high quality 4mm toughened safety glass with a polished silver finish full frame and chrome cover caps. Ideal for most modern bathrooms, this door is 1900mm in height and is fully reversible for left or right-handed use. Quick and simple to install, the Haven bi-fold door features easy-clean glass for effortless maintenance and a long lasting gleam.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Roman Haven bi-fold shower door 760mm,,Bi-fold Enclosure;fixing pack;instructions;Guarantee card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fo/ld/Haven_BiFold_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roman_Haven_Shower_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PD28357,Mira Leap pivot door only 900mm,Mira,345.4,"The Mira Leap 900mm pivot door is ideal for alcove or corner shower enclosures, providing a stylish, frameless look and saving on valuable space. Built using strong 6mm thick glass with CleanCoat glass coating technology and with no visible fixings or screwcaps, the Leap looks sleek and modern and provides easy-clean convenience.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Mira Leap pivot door only 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/59/UP-D28355_D28359_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Leap_Pivot_Door_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/r_/ld/Mira_Leap_Pivot_Door_LD.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PD81446,Ideal Standard i.life 900 pivot door with Idealclean clear glass - bright silver finish,Ideal Standard,739.08,"Manufactured in an 8mm thick toughened safety glass, the Ideal Standard i.Life 900mm pivot door has a bright silver frame and chrome handle to suit the majority of bathroom decors. Measuring 2005mm in height, this shower door is treated with IdealClean and has easy to remove click-and-clean rollers, making regular, thorough cleaning effortless.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Ideal Standard i.life 900 pivot door with Idealclean clear glass - bright silver finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/46/D81446_wm.jpg,,,Bright Silver,8mm,10 Years,N,100,Bright Silver,AluminiumGlass,T4910EO,Pivot,N,With 8mm toughened clear safety glass,IdealClean treatment for ease of cleaning,Offers 25mm adjustment per profile,Bright silver frame,With chrome-plated handle,Click-and-clean wheels removed easily,Unhanded,With concealed fixings,Smooth running wheels,Power showerproof,10 year warranty,,,,,
52,PD29038,Ionic Essence Framed pivot enclosure 800mm Chrome Clear,Ionic,513.93,"The high quality Ionic Essence Framed 800mm pivot shower enclosure door is manufactured in tough 8mm glass and features chrome fittings, right down to the colour-matched magnetic seals. Suitable for fitting with a side panel, this 'clunk' close door has concealed fixings and is treated with Mershield Stayclear for easy cleaning.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Ionic Essence Framed pivot enclosure 800mm Chrome Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/39/UP-D29037_D29039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ionic_Essence_Framed_P_Door_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Shower_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Ionic_Essence_Framed_Pivot_Door_Tech.pdf,,,,
53,PD28583,Merlyn MBOX shower corner door 760mm,Merlyn,462.01,"Combining practicality and style, the 760mm Merlyn MBox shower enclosure corner door is ideal for recess and corner shower installations. 1900mm tall and built from tough 6mm safety glass, the MBox offers reversible installation to suit your bathroom, easy installation with generous per profile adjustment and Mershield Stayclear treatment for effortless cleaning.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Merlyn MBOX shower corner door 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/85/UP-D28583_D28585_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Merlyn_MBOX_CornerDoor_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_MBOX_CornerDoor_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Merlyn_MBOX_Enclosures_Brochure.pdf,,,,
54,PD23783,Roman Haven 8 sliding door 1200mm,Roman,365.23,"Offering wide access suitable for most bathrooms and users, the Roman Haven 8 1200mm sliding shower door has a smooth sliding action to contribute to a sense of luxury. Fitted with a polished chrome frame and low profile seals, this understated 1950mm height shower door will fit seamlessly into most decorative schemes while features like quick-release rollers help to make cleaning and maintenance simple.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Roman Haven 8 sliding door 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/85/D23783_D23785_wm.jpg,,,Chrome/Polished,8mm,Lifetime,N,80,Polished Chrome,AluminiumGlass,H4S12CS,Shower Enclosure,N,Reversible for left or right-hand fixing,Smooth running quick-release roller bearings,Minimalist low profile seals,Chromed brass handles,Polished chrome frame,Lifetime warranty,,,,,,,,Haven 8,,
55,PD23784,Roman Haven 8 sliding door 1400mm,Roman,378.56,"Offering wide access suitable for most bathrooms and users, the Roman Haven 8 1400mm sliding shower door has a smooth sliding action to contribute to a sense of luxury. Fitted with a polished chrome frame and low profile seals, this understated 1950mm height shower door will fit seamlessly into most decorative schemes while features like quick-release rollers help to make cleaning and maintenance simple.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Roman Haven 8 sliding door 1400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/85/D23783_D23785_wm.jpg,,,Chrome/Polished,8mm,Lifetime,N,80,Polished Chrome,AluminiumGlass,H4S14CS,Shower Enclosure,N,Reversible for left or right-hand fixing,Smooth running quick-release roller bearings,Minimalist low profile seals,Chromed brass handles,Polished chrome frame,Lifetime warranty,,,,,,,,Haven 8,,
56,PD27871,Merlyn Mbox MB8S1200 sliding door 1200mm,Merlyn,305.38,"Ideal for recessed and corner showers, this Merlyn MBox 1200mm sliding door is a practical, stylish choice in simple, clear glass. 1900mm in height, this door is made of robust toughened glass for long lasting reliability.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Merlyn Mbox MB8S1200 sliding door 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/71/D27871_wm.jpg,,,Clear,8mm,10 Years,N,,Chrome,Glass,MB8S1200,Sliding Door,N,Manufactured in 8mm toughened glass,Clear glass finish,Chrome fittings,10 year warranty,,,,,,,,,,Mbox,,
57,PD12264,Ideal Standard Connect 2 pivot door 900mm Bright Silver,Ideal Standard,549.58,"The Ideal Standard Connect 2 90 shower enclosure pivot door provides the flexibility to design the enclosure that suits your bathroom. Easy to clean and maintain, this door is manufactured from IdealClean glass with a bright silver-finish frame.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Ideal Standard Connect 2 pivot door 900mm Bright Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/64/UP-D12263_D12264_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Connect_2_900_Pivot_Door_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Connect2_Multiproduct_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PD28574,Merlyn MBox pivot shower door 900mm,Merlyn,324.69,"A smart design that's durable too, the Merlyn Mbox 900mm pivot shower door is built in thick, toughened glass with a modern chrome frame. Reversible for ease of installation, the Mbox shower door is fitted with magnetic seals, reducing the inconvenience of leaks during showering.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Merlyn MBox pivot shower door 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/do/or/Pivot_Door_wm.jpg,,,Chrome,6mm safety glass,10 Years,N,,Chrome,"Aluminium, ABS/ PVC  & Nylon Plastic, Stainless steel and ZA (Zinc alloy)",MBP900,Side Panel,N,With 6mm toughened safety glass,Reversible installation,Magnetic seals for secure closing,Ideal for smaller bathrooms,Chrome frame,10 year warranty,,,,,,,,Mbox,,
59,PD28927,Ionic Express extension profile,Ionic,67.14,"The easy-clean Ionic Express extension profile is compatible with the all Ionic Express shower doors and quadrant enclosures, providing an additional 20mm adjustment.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Ionic Express extension profile,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/27/D28927_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PD29076,Merlyn Ionic Express adjustable pivot door 1000mm Chrome Clear,Merlyn,527.05,"A favourite choice among installers, the Merlyn Ionic Express 1000mm pivot door is practical, functional and stylish as well as simple to install with an Easy Fit system for a quicker job. Easy to clean, this door is built in robust 6mm safety glass with a Mershield Stayclear coating and features smooth, quick-release rollers.",Showering/Shower Doors and Enclosures/Pivot Shower Enclosures/Pivot Shower Enclosures.csv -> Merlyn Ionic Express adjustable pivot door 1000mm Chrome Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/76/UP-D29076_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Merlyn_IonicExpress_SidePanel_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_PDoor_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_PDoor_Install.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_PDoorPanel_Tech.pdf,
