,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Amps,Connection Type,Operating Temperature,Position,Pressure,Pump Type,Range,Voltage (V),Watts,Phase,Positive / Neutral / Universal,Twin / Single,Thickness,Frame Colour,Attachment 6,Attachment 7,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry,Water Heating Energy Efficiency,Cable Entry,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Feature 13,Pack Quantity,Shower Tray Shape,Floor Mounted,Anti Slip Surface,Riser included,Weight,Waste Kit Included,Sector,Material Type,Output,Feature 14,Diameter,Waste Supplied,Attachment 8,Remote Options,Shower Head Position,Controls,Display Type,Water Entry Points,Eco Setting
1473,PD28925,Merlyn Ionic Express bifold shower enclosure 900mm,Merlyn,481.21,"The sleek, frameless Merlyn Ionic Express 900mm bifold door is built in tough 6mm safety glass with easy-clean Mershield Stayclear coating. With a discreet smooth-action bifold hinge and concealed fixings, this door provides a seamless look and is easy to install, with pre-assembled parts saving valuable time.",Showering/Showering.csv -> Merlyn Ionic Express bifold shower enclosure 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/26/UP-D28923_D28926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_BFDoor_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Merlyn_IonicExpress_SidePanel_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_BFDoor_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,PD05984,Mira Elevate inline panel 400mm,Mira,103.87,"This Mira 400mm shower enclosure inline panel extends the Mira Elevate Door for a more spacious enclosure. Easy to install, the panel is built from robust, thick safety glass.",Showering/Showering.csv -> Mira Elevate inline panel 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/84/UP-D05984_wm.jpg,,,,,,Clear/Polished,,,,10 Years,N,,Glass,,,2.1814.015,In-line Panel,N,6mm toughened safety glass,Height from top of tray 1900mm,25mm adjustment for uneven walls,Pre-drilled wall channels,Supplied with 45° angled bracing bar,Alcove frame adjustment 400 - 400mm,Corner frame adjustment 400 - 400mm,"Combine with pivot, sliding or bifold doors to extend enclosure",10 year warranty,,,,,,,,,,Elevate,,,,,,6mm,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.17941,,,,,,,,,,,,,,
1475,PN57637,Multipanel Linda Barker bathroom wall panel unlipped 2400 x 900mm Concrete Elements,Multipanel,182.38,"An easy, grout-free alternative to paint or tiling, this 900mm Multipanel Linda Barker wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. The Linda Barker range is designed to bring a touch of luxury to the bathroom, harnessing design trends pioneered in spas and hotels and bringing them into the home. This panel has a Concrete Elements finish, a realistic urban industrial concrete slab effect.",Showering/Showering.csv -> Multipanel Linda Barker bathroom wall panel unlipped 2400 x 900mm Concrete Elements,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/41/NW-N57636_N57641_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,PD28914,Merlyn Ionic Express moving panel for slider 1400 x 700mm,Merlyn,299.96,"A favourite of installers, the Merlyn Ionic Express shower enclosure fixed panel is part of a range of easy-fit enclosure components with a generous adjustment for uneven walls. Built in toughened safety glass with a Stayclean coating, this panel offers hassle-free cleaning.",Showering/Showering.csv -> Merlyn Ionic Express moving panel for slider 1400 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/14/UP-D28912_D28914_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_SDoor_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,PD12066,Grundfos STR2 twin impeller negative regen shower pump,Grundfos,952.0,"The innovative, tough Grundfos STR2 regenerative shower pump with universal head and two impellers combines impressive performance levels with a durable build at an affordable price. Continuously rated as a regenerative pump, the STR2 overcomes the issue of air pockets and is ideal anywhere a plumbing route includes multiple bends and elbows. Boosting either hot or cold water to single showers or a simple bathroom suite where outlets are below the cold-water tank, this high-performance composite shower pump includes a low-speed induction motor for minimal turbulence in the pump head, quieter operation and a longer life.",Showering/Showering.csv -> Grundfos STR2 twin impeller negative regen shower pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/66/NW-D12065_D12066_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grundfos_SSR2_STN_ShowPumps_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_SSR2_STR2_ShowPumps_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,PD03942,Ideal Standard Tempo Cube shower bath screen White,Ideal Standard,322.01,"This Ideal Standard Tempo Cube shower/bath screen incorporates a luxuriant cube-shaped back rest for a little extra indulgence while you soak. Designed to complement the Tempo range of bathroom furniture, this simple, understated screen will also look good with other ranges.",Showering/Showering.csv -> Ideal Standard Tempo Cube shower bath screen White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/42/UP-D03942_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/IS_Bath_Book_Brchr_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Essentials_Brcr_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,PD08504,Classic Marble ClassiSeal flexible self adhesive upstand 4mtr,Classic Marble,41.14,"A professional waterproofing system, the patented Classic Marble ClassiSeal 4M flexible self-adhesive waterproof upstand is suitable for shower installation but can also be used elsewhere in the home, including kitchens. Accommodating 15mm of movement, this EPDM upstand is applied by hand to the sides of a shower tray or bath ahead of installation for reliable sealing with less effort. It can be used in new build installations as well as being suitable for renovation and refit jobs.",Showering/Showering.csv -> Classic Marble ClassiSeal flexible self adhesive upstand 4mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/04/NW-D08501_D08504_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Classic_Marble_ClassiSeal_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,PD56789,Mira Flight shower tray with 4 upstands and waste 1000 x 800mm,Mira,204.09,"Made of highly durable yet lightweight acrylic capped resin stone, the Mira Flight 1000 x 800mm four upstand shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a flat to the tray waste for a sleek finish, the Flight lends your bathroom an attractive, modern look while inbuilt BioCote technology provides clean resistance to bacteria and mould.",Showering/Showering.csv -> Mira Flight shower tray with 4 upstands and waste 1000 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/89/NW-D56789_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Flight_Rectangle_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,PD12023,Grundfos STP Amazon 3 Bar +VE Twin Regen Pump,Grundfos,1081.0,"Manufactured to the highest standards, the Grundfos STP premium brass shower pump with positive head and two impellers is continuously rated as a regenerative pump, overcoming the issue of air pockets and ideal where a plumbing route includes multiple bends and elbows. This high performance shower pump is suitable for domestic, commercial or light industrial use, improving shower pressure up to 4 bar. Boosting both hot and cold water to single showers, multiple showers or providing a boost to a whole house where outlets are above or below the cold-water tank the robust, corrosion-resistant STN operates quietly and at a low speed for a longer working life.",Showering/Showering.csv -> Grundfos STP Amazon 3 Bar +VE Twin Regen Pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/23/NW-D12021_D12023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_Watermill_ShowPump_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grundfos_SSR2_STN_ShowPumps_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,PD28417,Ionic Express left hand corner entry enclosure 800mm,Ionic,406.74,The 800mm Ionic Express corner entry shower enclosure is 1900mm tall and built from strong glass with Mershield Stayclear coating and quick release rollers for easy day-to-day cleaning and double fin seals for reliable leak-free water retention.,Showering/Showering.csv -> Ionic Express left hand corner entry enclosure 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/17/D28417_wm.jpg,,,,,,Clear,,,,20years,N,800,Glass,,,A0312F1,Corner Entry Shower Enclosure,N,Patented Easy Fit system,Mershield Stayclear easy-clean glass coating,6mm toughened safety glass,Smooth action extra strong rollers,"Easy-clean, quick-release rollers",Rollers pre-assembled onto door,Concealed fixings,Exclusive Ionic Express tool and fittings kit provided,20mm adjustment per wall profile,20 year guarantee,,,,,,,,,Express,,,,,,6mm,Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,PN00913,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 598mm Frost White,Multipanel,85.64,"Easier and less time consuming than tiling and with no need for messy grout, the Multipanel Classic 598mm Hydrolock tongue and groove wall panel is made of a tough hardwood plywood core with a high pressure decorative laminate outer layer and a plain balancing laminate to the rear. Reliably water-resistant, this low maintenance panel is finished in a high gloss Frost White for a clean, bright look well-suited to modern bathrooms.",Showering/Showering.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 598mm Frost White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/13/NW-N00913_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,PD28909,Merlyn Ionic Express sliding door shower enclosure 1000mm,Merlyn,470.49,The smart Merlyn Ionic Express 1000mm sliding shower enclosure door is manufactured in robust 6mm safety glass with Mershield Stayclear coating and features quick release rollers for effortless cleaning and double fin seals for increased watertightness.,Showering/Showering.csv -> Merlyn Ionic Express sliding door shower enclosure 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/11/UP-D28909_D28911_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_SDoorPanel_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_SDoor_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_SDoor_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,PD45075,Roca Raindream A5B0250C00 wall shower arm 400mm Chrome,Roca,40.43,"Designed for use with the extra-slim range of Roca metallic showerheads, this Roca Raindream 75mm straight wall arm has a chrome finish to match most bathroom schemes. Helping to make cleaning effortless Roca shower accessories feature the brand's Easyclean system to prevent the build-up of limescale.",Showering/Showering.csv -> Roca Raindream A5B0250C00 wall shower arm 400mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/75/NW-D45075_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D45075_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D45075_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,PB92908,"Thomas Dudley cast iron towel rail brackets 12"" White",Thomas Dudley,18.31,"Designed for the Lecico Atlas sink, this Thomas Dudley towel rail basin bracket is built from reliably strong cast iron with a white painted finish. Providing durable wall mounting for the basin, installation of the rail means that a pedestal is not required and you'll enjoy the convenience of a built-in towel rail.","Showering/Showering.csv -> Thomas Dudley cast iron towel rail brackets 12"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/08/NW-B92908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,PD28574,Merlyn MBox pivot shower door 900mm,Merlyn,324.69,"A smart design that's durable too, the Merlyn Mbox 900mm pivot shower door is built in thick, toughened glass with a modern chrome frame. Reversible for ease of installation, the Mbox shower door is fitted with magnetic seals, reducing the inconvenience of leaks during showering.",Showering/Showering.csv -> Merlyn MBox pivot shower door 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/do/or/Pivot_Door_wm.jpg,,,,,,Chrome,,,,10 Years,N,,"Aluminium, ABS/ PVC  & Nylon Plastic, Stainless steel and ZA (Zinc alloy)",,,MBP900,Side Panel,N,With 6mm toughened safety glass,Reversible installation,Magnetic seals for secure closing,Ideal for smaller bathrooms,Chrome frame,10 year warranty,,,,,,,,,,,,,Mbox,,,,,,6mm safety glass,Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,PD56183,Merlyn IQ 800 Side panel,Merlyn,210.94,"Offering fast, straightforward installation, the Merlyn IQ 1900 x 800mm side panel has a unique patent pending, easy-fit mechanism suitable for stress-free, one-person installation.",Showering/Showering.csv -> Merlyn IQ 800 Side panel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/84/NW-D56182_D56184_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Merlyn_IQ_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Merlyn_IQ_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,PD04895,Ideal Standard Ceratherm T100 shower mixer T100,Ideal Standard,521.23,"An all-in-one installation package, the Ideal Standard Ceratherm T100 dual exposed thermo shower mixer pack comes with the square Idealrain M1 Rainshower, three function Idealrain Evo hand spray kit and hose. Offering high showering performance, the T100 includes the cutting-edge FirmaFlow® Therm small-sized thermostatic cartridge for efficiency without compromising on a slimline design and a limescale-resistant polymer construction promising a longer maintenance-free life.",Showering/Showering.csv -> Ideal Standard Ceratherm T100 shower mixer T100,,Idealrain M1 Rainshower;Idealrain Evo h;spray kit ;hose;Hose retaining ring,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/30/596030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/IS_Brochure_Dec_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,PD73765,Just Trays Fusion rectangular shower tray with anti slip and waste 1400 x 800mm 40mm White,Just Trays,572.88,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1400 x 800mm shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Showering.csv -> Just Trays Fusion rectangular shower tray with anti slip and waste 1400 x 800mm 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/65/NW-D73765_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,PE95873,Vado Sirkel exposed thermostatic shower valve,Vado,155.0,"A Vado Sirkel chrome shower valve with H-202-RTC flow cartridge, shrouds, offset connectors and accessory box 1.",Showering/Showering.csv -> Vado Sirkel exposed thermostatic shower valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/73/NW-E95873_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/E95873_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/E95873_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/E95873_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,PD33896,Just Trays Fusion tray 1500 x 800 x 45mm White,Just Trays,808.02,"Manufactured in an acrylic stone resin and topped with a dual layer of ABS, this Just Trays Fusion 800 x 45 x 1500mm upstand shower tray is supplied with a waste and four upstands for easy, all in one installation. A slimline design, the Fusion's waste is concealed for a sleek finish that suits modern bathrooms perfectly.",Showering/Showering.csv -> Just Trays Fusion tray 1500 x 800 x 45mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/97/NW-D33895_D33897_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
