,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Thickness,Waste Supplied,Bowl Type,Bowl Shape,Fitting / Mounting Type,Main Bowl Size,Material,Number of Tap Holes,Second Bowl Size,Depth (mm),Feature 15,Feature 16,Connection,Connection Size,Thread Standard,Thread Size,Maximum Operating Temperature,Application,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Sector,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Handle Type,Finish,Pack Quantity,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Fittings Included,Feature 17,Feature 18,Anti Slip,Grips/Handles,Weight,Mounting Type,Feature 19,Feature 20,Feature 21,Position,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Shape,Capacity Litre,Dimensions (L x W x D),Diameter,Attachment 6,Attachment 7,Attachment 8
284,PB79418,Twyford DOC M C/C Value PK Exposed Fixings Blue,Twyford,645.13,"Providing accessible use to a wide range of users, this Twyford Doc M close-coupled value pack in blue contains a variety of items for all-in-one installation. Designed for safety and security, Doc M packs comply with the Building Regulations Approved Document M 2015, concerned with the installation of disabled-friendly facilities.",Commercial Plumbing/Commercial Plumbing.csv -> Twyford DOC M C/C Value PK Exposed Fixings Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/18/B79418_wm.jpg,,,,,,,N,PK8185BE,,N,With anti-vandal cistern cover clip,Anti-scalding thermostatic safety,For exposed installation,Blue colour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PB78993,Ideal Standard Sanura top inlet spreader Chrome Plated,Ideal Standard,42.61,"Made of metal, this Ideal Standard Sanura 425 x 315mm urinal spreader has a chrome-plated finish. It is suitable for use with vitreous china urinal bowls.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Sanura top inlet spreader Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/93/NW-B78993_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B78993_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Standard_Commercial_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IStandard_LiveTheIdeal_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PU91096,Geberit flush bend for low height concealed cistern,Geberit,8.07,This Geberit replacement flush bend is for low height concealed cisterns and includes an internal flush pipe cone for a perfect fit.,Commercial Plumbing/Commercial Plumbing.csv -> Geberit flush bend for low height concealed cistern,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/96/NW-U91096_wm.jpg,,,,,,,N,119.705.93.1,Flush Bend,N,Includes internal rubber cone,For cisterns with 51mm outlet,,,,,,,,,,,,,,,,,,,,,,,415,,,,,,,,,,,,,,,,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PB79367,Twyford Avalon DOC-M hinged rail Blue,Twyford,65.92,"Ideal for domestic bathrooms, hotels, healthcare facilities and public bathrooms, the Twyford Avalon Doc M 805 x 100 x 200mm hinged rail with integrated toilet roll holder helps to make the use of bathroom facilities simpler, providing support for those who require it, aiding comfort and independence. The hinged mechanism makes this rail suitable for smaller bathrooms, folding back against the wall when not in use. Supplied complete with fixings for concealed installation, this rail is made of robust aluminium with a blue powder-coated finish.",Commercial Plumbing/Commercial Plumbing.csv -> Twyford Avalon DOC-M hinged rail Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/67/B79367_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ForLifeBathrooms_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/B79367_Tech_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PB76100,Ideal Standard Alder cleaners sink 510mm White,Ideal Standard,945.72,"Robust and practical for use in public buildings such as schools and hospitals, the Ideal Standard Alder heavy duty rectangular cleaners sink is made of fireclay with a white glazed finish. The Alder is suitable for wall mounting or installation on legs.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Alder cleaners sink 510mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/00/NW-B76100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B76100_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PB51092,Armitage Shanks Sensorflow E electric deck mounted tap (battery powered),Armitage Shanks,180.85,"Helping to reduce water use, the Armitage Shanks Sensorflow E infrared basin mixer is battery operated for ease of installation. Manufactured in robust brass with a chrome finish, this 120mm spout projection, deck-mounted tap automatically switches off after a set length of time while a stagnation flush ensures always hygienic operation.",Commercial Plumbing/Commercial Plumbing.csv -> Armitage Shanks Sensorflow E electric deck mounted tap (battery powered),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/92/B51092_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AS_Sensorflow_E_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PB97892,Twyford Avalon/Sola cistern bottom inlet supply internal overflow 6/4ltr Chrome Plated cover clip,Twyford,192.69,This Twyford Avalon/Sola close coupled toilet cistern is fitted with a chrome-plated spatula lever and cover clip for added security.,Commercial Plumbing/Commercial Plumbing.csv -> Twyford Avalon/Sola cistern bottom inlet supply internal overflow 6/4ltr Chrome Plated cover clip,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/92/NW-B97891_B97892_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rw/ng/Twyford_Avalon_Rimless_CC_WC_Drwng.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Twyford_Avalon_Rimless_CC_WC_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PG34963,i.Care Doc M White with Brassware,i.Care,320.95,"A single box solution for the easier installation of an accessible washroom, the Balmoral i.Care Doc M washroom pack in white includes a complete close-coupled WC with spatula lever flush as well as seats and rails in colours designed for contrast where required. This pack includes grab rails as well as a basin and rimless WC with seat and a sequential mixer tap.",Commercial Plumbing/Commercial Plumbing.csv -> i.Care Doc M White with Brassware,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/63/G34963_wm.jpg,,,,,,,N,1900R.C.L.W,,N,With sequential mixer,Tap should be positioned on side of basin closest to seated user,Select tap side at installation,Basin tap hole stopper supplied,White rail and seat finish,Includes basin waste and bottle trap,With rimless close-coupled raised height WC pan,With close-coupled cistern,Spatula cistern lever for 6L flush,"Ring toilet seat only, no cover",With 500mm grab rail,With 800mm drop down swing arm,Installation layout instructions included,Meets Doc M requirements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PB97302,Ideal Standard Avon 21 shut off tap (Pair),Ideal Standard,214.76,Save water with the eco-friendly Ideal Standard Avon 21 self closing pillar tap with additional water saving anti-vandal outlet spout. This tap features a Laminar flow pressure compensating regulator.,Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Avon 21 shut off tap (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/02/NW-B97302_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_Avon_21_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Avon_21_B8267AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PG34962,i.Care Doc M White without Brassware,i.Care,287.67,"A single box solution for the easier installation of an accessible washroom, the Balmoral i.Care Doc M washroom pack in white includes a complete close-coupled WC with spatula lever flush as well as seats and rails in colours designed for contrast where required. This pack includes grab rails as well as a basin and rimless WC with seat.",Commercial Plumbing/Commercial Plumbing.csv -> i.Care Doc M White without Brassware,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/62/G34962_wm.jpg,,,,,,,N,1900R.C.L.WX,,N,For use with sequential mixer (supplied seperately),Tap should be positioned on side of basin closest to seated user,Select tap side at installation,Basin tap hole stopper supplied,White rail and seat finish,Includes basin waste and bottle trap,With rimless close-coupled raised height WC pan,With close-coupled cistern,Spatula cistern lever for 6L flush,"Ring toilet seat only, no cover",With 500mm grab rail,With 800mm drop down swing arm,Installation layout instructions included,Meets Doc M requirements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PC85146,Ideal Standard Markwik 21+ thermostatic lever arm bib tap bioguard outlet,Ideal Standard,590.65,"Designed for clinical use, the Ideal Standard Markwik 21+ thermostatic single sequential lever bib mixer with de-mountable panel thermostatic mixer tap features a removable spout and Armitage Shanks BioGuard outlet for cross contamination-free hygiene. With an integral thermostat, single sequential lever operation and single flow horizontal nozzle this tap ensures balanced hot and cold draw and precise temperatures while insulated technology keeps the hot side of the mixer at a safe surface temperature. Available with a removable spout for autoclave sterilisation, the Markwik 21+ body de-mounts for submergible disinfection.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Markwik 21+ thermostatic lever arm bib tap bioguard outlet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/46/NW-C85146_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwick_21_A6060AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Markwik21_A6060_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PB98221,Grundfos Sololift2 WC -1 macerator,Grundfos,553.3,"The compact Grundfos Sololift2 WC-1 macerator pump is an automatic lifting station designed to pump black waste water from homes where gravity drainage isn't available, dealing effectively with toilet paper to reduce the risk of clogging. The Sololift2 is easy to maintain and includes an inlet for toilet waste as well as an additional top connection ideal for a handwash basin.",Commercial Plumbing/Commercial Plumbing.csv -> Grundfos Sololift2 WC -1 macerator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/21/NW-B98221_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B98221_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grundfos_Sololift2_WC-1_WC-3_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PD12150,Rada Safetherm wall mounted basin mixer TMV3,Rada,399.01,"Designed for healthcare settings, this wall-mounted Rada Safetherm clinical mixer tap is loaded with innovative features for safe, clean use. Freebac disinfected ahead of installation, this tap minimises water retention in the body and spout to further improve bacterial control.",Commercial Plumbing/Commercial Plumbing.csv -> Rada Safetherm wall mounted basin mixer TMV3,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/50/NW-D12150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Safetherm_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Rada_Safetherm_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_Safetherm_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/at/ic/Rada_Safetherm_Schematic.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PD61727,Rada Meynell thermostatic mixing valve 15/3,Rada,129.46,"The Rada Meynell 15/3 thermostatic mixing valve is a 1/2"" point-of-use valve, suitable for under-basin installation. It is supplied with a white plastic outer casing and integral check valves and strainers.",Commercial Plumbing/Commercial Plumbing.csv -> Rada Meynell thermostatic mixing valve 15/3,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/27/NW-D61727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_Meynell_15_3_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Rada_Meynell_15_3_Mixng_Valve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/cs/Rada_Meynell_15_3_V2_App_Schematics.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Rada_Meynell_15_3_Mixng_Valve_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PD42789,Metlex Callisto grab bar 600mm Brushed Stainless Steel,Metlex,63.09,"Providing stability and confidence when using the bathroom, the Metlex Callisto 600mm angled grab rail is made of reliably strong, corrosion-resistant stainless steel. Designed for suitability in commercial washrooms, hotels and care homes, this rail can also be used in the home.",Commercial Plumbing/Commercial Plumbing.csv -> Metlex Callisto grab bar 600mm Brushed Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/89/NW-D42789_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Metlex_Callisto_AP576343MTL_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Metlex_New_Layout_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PJ23591,Ideal Standard Contour 21+ doc M back to wall right handed rails Stainless Steel,Ideal Standard,1794.33,"Doc M Contour 21+ back to wall right hand corner pack, rimless WC pan, water saving delay fill Conceala cistern with spatula lever, grab rails, hinged support rail with toilet roll holder, seat no cover with retaining buffers, copper tails on TMV3 mixer tap. Doc M pack, specifically designed to latest recommendations which call for the tap to be positioned more conveniently on the side of the basin closest to the seated user. These packs have a left hand or right hand single taphole basin specific to that need. Taps have copper tails as these are preferred in many applications. TMV3 approved basin mixer to help prevent scalding with integral thermostat to reduce Legionella risk. Water saving 4.5 or 6 litre cistern.",Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Contour 21+ doc M back to wall right handed rails Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/6_/rh/S0686_RH_wm.jpg,,,,,,Contour 21,N,S0686MY,Back to Wall Right Handed Rails,N,Delivered in one box,Further rail colour options,LABC approved,BS8300 compliant,Stainless Steel finish rails with Grey seat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PC15125,DELABIE PREMIX NANO HW/CW/MW M1/2 15MM,Delabie,72.19,"Suitable for mixed water distribution at temperatures ranging from 34 to 60°C, the Douglas Delabie Premix Nano thermostatic mixing valve incorporates a variety of features chosen for safety and convenience, including filters and non-return valves. Manufactured in a tough nickel-plated brass, this valve is suitable for the operation of a single shower or up to two taps.",Commercial Plumbing/Commercial Plumbing.csv -> DELABIE PREMIX NANO HW/CW/MW M1/2 15MM,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/25/NW-C15125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Douglas_Delabie_Premix_Nano_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Douglas_Delabie_Spare_Parts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C15125_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,P116474,Fluidmaster Schwab concealed cistern 187 - 747 6ltr,Fluidmaster,97.16,"This Fluidmaster Schwab dual flush cistern is supplied with the Fluidmaster 747 SE valve. Front or top actuated, this cistern and flush has been robustly tested to ensure long lasting quality.",Commercial Plumbing/Commercial Plumbing.csv -> Fluidmaster Schwab concealed cistern 187 - 747 6ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/74/116474_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fluidmaster_SCHWAB_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PB47516,Cistermiser Urinal flush Mains flushing urinal solenoid valve,Cistermiser,139.4,"This Cistermiser 15mm urinal solenoid valve with DC backlow pipe interrupter, supplied with fittings, is compatible with Cistermiser DFD and DFA models.",Commercial Plumbing/Commercial Plumbing.csv -> Cistermiser Urinal flush Mains flushing urinal solenoid valve,,Solenoid Valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/16/NW-B47516_wm.jpg,,,,,,Urinal flush,N,DFV/VALVE,Mains flushing urinal solenoid valve,N,Mains flushing urinal solenoid valve,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PD95305,Ideal Standard 2-person exposed urinal pack,Ideal Standard,769.4,Exposed flush pipes for two bowl urinals with Mura auto cisterns.,Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard 2-person exposed urinal pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/05/Sanura_S6105_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D95305_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PB96683,Saniflo Sanicubic 2 Pro heavy duty macerator pump for WC's and water appliances Grey,Saniflo,1752.83,"Removing waste from toilets and a range of appliances, the Saniflo Sanicubic 2 Pro macerator pump includes two separate high performance, load balanced pumps and two motors for reliable, uninterrupted use in case of heavy load or the failure of a single motor. This robust unit includes easy to remove motors for straightforward, stressless maintenance.",Commercial Plumbing/Commercial Plumbing.csv -> Saniflo Sanicubic 2 Pro heavy duty macerator pump for WC's and water appliances Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/83/NW-B96683_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Saniflo_Pumps_Macerators_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saniflo_Sani_Cubic_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Saniflo_Sanicubic_2_Product_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PU94794,Geberit Sigma20 dual flush plate Chrome/Matt,Geberit,111.02,A Geberit Sigma20 gloss/matte chrome dual flush plate for flush actuation with Geberit Sigma concealed cisterns.,Commercial Plumbing/Commercial Plumbing.csv -> Geberit Sigma20 dual flush plate Chrome/Matt,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/95/NW-U94794_U94795_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Sanitary_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PB97407,Armitage Shanks Contour 21+ right hand close coupled doc M pack with grey rails,Armitage Shanks,1081.08,"Doc M pack, specifically designed to latest recommendations which call for the tap to be positioned more conveniently on the side of the basin closest to the seated user. These packs have a left hand or right hand single taphole basin specific to that need. Taps have copper tails as these are preferred in many applications. TMV3 approved basin mixer to help prevent scalding with integral thermostat to reduce Legionella risk. Water saving delay fill 4.5 litre cistern.",Commercial Plumbing/Commercial Plumbing.csv -> Armitage Shanks Contour 21+ right hand close coupled doc M pack with grey rails,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/07/B97407_wm.jpg,,,,,,Contour 21,N,S0684LJ,Doc-M Pack,N,Left hand option available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PB98816,Ideal Standard Sandringham back inlet spreader Chrome Plated,Ideal Standard,55.12,This Ideal Standard Sandringham back inlet spreader for bowl urinals is made from robust metal with a chrome finish.,Commercial Plumbing/Commercial Plumbing.csv -> Ideal Standard Sandringham back inlet spreader Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/17/NW-B98816_B98817_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sandringham_S6265AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
