,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Seasonal Space Heating Energy Efficiency %,Seasonal Space Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Flow Rate,Water Heating Energy Efficiency Class,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Dry Weight (kg),Boiler Bundles,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6
46,P115350,Worcester Bosch Heatslave II 2022+ 12/18 Greenstar heatslave II external 12/18 2022+,Worcester Bosch,3045.04,"Suitable for properties of most sizes, the floor standing Greenstar Heatslave II 12/18 provides reliable hot water and heating with high levels of efficiency. The oil-fired combi boilers in this range provide flow rates of up to 22LPM and have easy to access connections alongside a single-piece stainless steel primary baffle and cross firing burner for simple servicing and maintenance as well as reliability. Controlling the Heatslave II with the next-gen Heatronic 4i digital control unit provides users with accuracy as well as handy diagnostic information.",Boilers/Oil Boilers/Oil Boilers.csv -> Worcester Bosch Heatslave II 2022+ 12/18 Greenstar heatslave II external 12/18 2022+,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/52/115350_115352_wm.jpg,,Oil,Heatslave II 2022+,2 years,180Kg,A,N,,,18 kW,770,89.0,Floor Standing,7731600263,Oil Boiler,N,Cross firing burner,"One-piece baffle for quick, easy servicing",Easy-access oil and hydraulic connections,Front access for routine servicing,Pivoting expansion vessel for ease of access,"Robust, durable external cabinet",Cabinet blends into garden,Compatible with Greenstar Comfort controls,15 L/min,B,80/125mm room sealed flues up to 8M available,Plume management available up to 5M with conventional flexi-flue kits,A-rated efficiency,IP45 protection from water and dust,2 year warranty,,,,,,,,
47,P333895,Grant Vortex Eco VTXSECO21/26 ERP floor standing oil boiler,Grant,1832.0,"Ideal for installation in utility rooms, the Grant Vortex Eco Utility boiler features the cutting edge Vortex stainless steel heat exchanger and up-to-the-minute Riello burner technology for reliable, efficient and powerful home heating. With a plain, simple casing, an easy to use control panel and straightforward pipework arrangement, this 26kW utility boiler provides hassle-free installation and is supplied with a factory-fitted expansion vessel and high efficiency circulating pump, doing away with the requirement for a feed and expansion tank in the loft.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco VTXSECO21/26 ERP floor standing oil boiler,,Boiler;Expansion vessel;Filling loop;Pressure gauge;Automatic air vent;Pressure relief valve;Circulating pump,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/96/333894_333896_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_Vortex_Eco_Installation.pdf,,,,
48,P117037,Grant Vortex Eco External System 21/26 external sealed system boiler 21/26kw,Grant,2398.13,"The steel-enclosed Grant Vortex Eco External 21/26 condensing boiler is tough and reliable, allowing for installation anywhere outside of the home and standing up to all conditions. With a multi-directional flue and extremely low noise levels, this unit makes installation easy and flexible while cutting edge components such as a Riello RDB low-NOx burner and Grant's own design stainless steel heat exchanger provide ErP A-rated efficiency and reliable operation even under the stresses of inclement weather.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco External System 21/26 external sealed system boiler 21/26kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/38/117036_117038_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grant_Vortex_Burner_Settings_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_VortexEcoExternalSystem_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Oil_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Oil-Boiler_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/117037_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_VortexEcoExternal_Installation.pdf
49,P115349,Worcester Bosch Heatslave II 2022+ 25/32 Greenstar heatslave II 25/32 2022+,Worcester Bosch,3279.99,"Suitable for properties of most sizes, the floor standing Greenstar Heatslave II 25/32 provides reliable hot water and heating with high levels of efficiency. The oil-fired combi boilers in this range provide flow rates of up to 22LPM and have easy to access connections alongside a single-piece stainless steel primary baffle and cross firing burner for simple servicing and maintenance as well as reliability. Controlling the Heatslave II with the next-gen Heatronic 4i digital control unit provides users with accuracy as well as handy diagnostic information.",Boilers/Oil Boilers/Oil Boilers.csv -> Worcester Bosch Heatslave II 2022+ 25/32 Greenstar heatslave II 25/32 2022+,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/49/115347_115349_wm.jpg,,Oil,Heatslave II 2022+,2 years,153 KG,A,N,,,32 kW,600,88.8,Floor Standing,7731600262,Oil Boiler,N,Cross firing burner,"One-piece baffle for quick, easy servicing",Easy-access oil and hydraulic connections,Front access for routine servicing,Pivoting expansion vessel for ease of access,Compatible with Greenstar Comfort controls,80/125mm room sealed flues up to 8M available,Plume management available up to 5M with conventional flexi-flue kits,22 L/min,B,A-rated efficiency,2 year warranty,,,,,,,,,,,
50,P333944,Worcester Bosch Greenstar Danesmoor 25/32 2022+ external system boiler,Worcester Bosch,3028.0,"Suitable for heating most properties of most sizes, the Worcester Bosch Greenstar Danesmoor External System 25/32 2022+ system boiler is designed with a tough, weatherproof cabinet for installation outside the house, meaning there's no need to dedicate a whole kitchen cupboard to running your home heating. With a one-piece stainless steel primary baffle and cross firing burner, this 32kW system boiler offers high levels of efficiency and quick, easy servicing to help reduce running and maintenance costs.",Boilers/Oil Boilers/Oil Boilers.csv -> Worcester Bosch Greenstar Danesmoor 25/32 2022+ external system boiler,,Boiler;Greenstar Danesmoor External installation;Commissioning ;servicing instruction manual;User instructions;Guarantee registration card;Condensate trap;Cabinet key;100mm services duct;Balanced flue kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/61/115359_115361_wm.jpg,White,Oil,Greenstar Danesmoor,2 years,131 kg,A,N,A,,32 kW,780,90.7,Floor Standing,333944 PK,System Boiler,N,Floor standing design,With cross firing burner,Suitable for 30°C return temperature to suit modern heating designs,One-piece baffle for faster servicing,Lightweight design makes installation simple,With easy-access oil and hydraulic connections,Durable casing designed to blend into garden environments,80/125mm room sealed flues available in lengths of up to 8M,,A,Plume management up to 5M with conventional and flexi-flue kits available,ErP A-rated for efficiency,IP45 protection,2 year warranty,,115,,,,,,,
51,P333894,Grant Vortex Eco VTXSECO15/21 ERP floor standing oil boiler,Grant,1685.0,"Ideal for installation in utility rooms, the Grant Vortex Eco Utility boiler features the cutting edge Vortex stainless steel heat exchanger and up-to-the-minute Riello burner technology for reliable, efficient and powerful home heating. With a plain, simple casing, an easy to use control panel and straightforward pipework arrangement, this 21kW utility boiler provides hassle-free installation and is supplied with a factory-fitted expansion vessel and high efficiency circulating pump, doing away with the requirement for a feed and expansion tank in the loft.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco VTXSECO15/21 ERP floor standing oil boiler,,Boiler;Expansion vessel;Filling loop;Pressure gauge;Automatic air vent;Pressure relief valve;Circulating pump,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/96/333894_333896_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_Vortex_Eco_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Brochure.pdf,,,,
52,P115067,HRM Wallstar 2 low nox boiler 12-20kw,HRM,2297.19,"Part of the next generation of boilers, the HRM Wallstar 2 boiler is designed using the brand's 20 years of boiler build experience. As easy to install and service as its predecessors, the Wallstar 2 has a space-saving design and quieter operation, so while it meets the demand of large homes it requires less installation space. This efficient, ErP A-rated boiler is fitted with a low-NOx burner for reduced emissions, safer operation and compliancy with EU directives.",Boilers/Oil Boilers/Oil Boilers.csv -> HRM Wallstar 2 low nox boiler 12-20kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/67/115067_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/115067_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/115067_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HRM_HANDBOOK_Installation.pdf,,,
53,P174927,Warmflow Agentis boilerhouse oil boiler 33kW,Warmflow,1535.0,"Suitable for installation in a boiler house, garage or outhouse, the Warmflow Boilerhouse HE 33kW oil boiler has been designed to withstand harsh environments, though it may also be installed inside the home should space allow. Inside this smart boiler's leathergrain blue casing is an efficient, easy-access heat exchanger along with an up-to-the-minute Riello burner, ensuring ErP A-rated levels of efficiency along with very quiet operation. Full factory-wired with burner and thermostat, the Boilerhouse HE is supplied with a ready-fitted condensate trap and with its flow and return connections top-mounted for ease of plumbing-in.",Boilers/Oil Boilers/Oil Boilers.csv -> Warmflow Agentis boilerhouse oil boiler 33kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/6_/33/B21 26 33_wm.jpg,,Oil,Agentis,2 years,114 kg,A,N,,A,3.3 kW,600,-,Floor Standing,B33,Heat Only Boiler,N,With blue leathergrain casing,Compact design,Robust build,Offers front servicing,Suitable for use with conventional flues,Compatible with multi-directional HE Easy-Fit balanced flue system,Fitted with Riello burner,2 year warranty,,A,,,,,,,,,,,,,
54,P333914,Grant Vortex Eco External 26/35 floor standing heat only oil boiler,Grant,2100.0,"The steel-enclosed Grant Vortex Eco External 26/35 condensing boiler is tough and reliable, allowing for installation anywhere outside of the home and standing up to all conditions. With a multi-directional flue and extremely low noise levels, this unit makes installation easy and flexible while cutting edge components such as a Riello RDB low-NOx burner and Grant's own design stainless steel heat exchanger provide ErP A-rated efficiency and reliable operation even under the stresses of inclement weather.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco External 26/35 floor standing heat only oil boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/rn/al/Grant_Vortex_Eco_External_wm.jpg,Green/Gloss,Oil,Vortex Eco External,5 Year,142Kg,A,N,A,,35 kW,800,92.4,Floor Standing,333914 PK,External Condensing Boiler,N,Suitable for fitting against a wall or freestanding away from the property,Factory-fitted multi-directional flue for flexible fitting,Exceptionally quiet operation,Galvanised steel enclosure,High quality powder-coated paint finish for weather protection,Fitted with Riello RDB low-NOx burner,Unique Grant Vortex stainless steel heat exchanger,Mains isolating switch and test switch,,,Factory-fitted frost stat set to 5°C,5 year warranty available when following Grant installation specification and guidelines,,,,,333914,,,,,,
55,P111874,Firebird Envirogreen Popular C100 boiler 73-100kW,Firebird,4425.99,"With flexible fitting options, the Firebird Envirogreen Popular C100 regular boiler is suitable for new installation or retrofit in a dedicated boiler house, garage or other outside building, freeing up interior space without compromising on comfort in the home. Efficient and reliable, this steel-cased 100kW boiler is packed with impressive features, including a low-NOx blue flame burner and patented heat exchanger for reduced maintenance and an ErP A rating.",Boilers/Oil Boilers/Oil Boilers.csv -> Firebird Envirogreen Popular C100 boiler 73-100kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/74/111871_111874_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Firebird_Envirogreen_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Firebird_Boiler_Handbook.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Firebird_Envirogreen_Popular_ErP.pdf,,,
56,P116266,Grant Vortex Eco 16/21 ErP high efficiency internal wall hung system boiler excluding flue,Grant,2160.66,"Part of the award-winning Vortex range, the Grant Vortex Eco Internal 16/21 automatic pressure jet oil boiler offers a range of flexible fitting options and an ErP A rating for its high levels of energy efficiency. Featuring weather protection for uninterrupted operation in even the worst weather plus Grant's patented stainless steel heat exchanger and turbulator baffle system, the internal Vortex Eco is ultra-reliable for comfort you can rely on all year round.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco 16/21 ErP high efficiency internal wall hung system boiler excluding flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/66/116263_116266_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grant_Vortex_Burner_Settings_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grant_VortexEcoWall_Internal_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Oil_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Oil-Boiler_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_VortexEcoWHInternalSstem_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/116266_ErP.pdf
57,P115352,Worcester Bosch Heatslave II 2022+ 25/32 Greenstar heatslave II external 25/32 2022+,Worcester Bosch,3447.05,"Suitable for properties of most sizes, the floor standing Greenstar Heatslave II 25/32 provides reliable hot water and heating with high levels of efficiency. The oil-fired combi boilers in this range provide flow rates of up to 22LPM and have easy to access connections alongside a single-piece stainless steel primary baffle and cross firing burner for simple servicing and maintenance as well as reliability. Controlling the Heatslave II with the next-gen Heatronic 4i digital control unit provides users with accuracy as well as handy diagnostic information.",Boilers/Oil Boilers/Oil Boilers.csv -> Worcester Bosch Heatslave II 2022+ 25/32 Greenstar heatslave II external 25/32 2022+,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/52/115350_115352_wm.jpg,,Oil,Heatslave II 2022+,2 years,186Kg,A,N,,,32 kW,770,88.8,Floor Standing,7731600265,Oil Boiler,N,Cross firing burner,"One-piece baffle for quick, easy servicing",Easy-access oil and hydraulic connections,Front access for routine servicing,Pivoting expansion vessel for ease of access,"Robust, durable external cabinet",Cabinet blends into garden,Compatible with Greenstar Comfort controls,22 L/min,B,80/125mm room sealed flues up to 8M available,Plume management available up to 5M with conventional flexi-flue kits,A-rated efficiency,IP45 protection from water and dust,2 year warranty,,,,,,,,
58,P115360,Worcester Bosch Greenstar Danesmoor 18/25 2022+ external system boiler,Worcester Bosch,2828.08,"Suitable for heating most properties of most sizes, the Worcester Bosch Greenstar Danesmoor External System 18/25 2022+ system boiler is designed with a tough, weatherproof cabinet for installation outside the house, meaning there's no need to dedicate a whole kitchen cupboard to running your home heating. With a one-piece stainless steel primary baffle and cross firing burner, this 25kW system boiler offers high levels of efficiency and quick, easy servicing to help reduce running and maintenance costs.",Boilers/Oil Boilers/Oil Boilers.csv -> Worcester Bosch Greenstar Danesmoor 18/25 2022+ external system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/61/115359_115361_wm.jpg,,Oil,Greenstar Danesmoor,2 years,121 kg,A,N,,,25 kW,780,90.9,Floor Standing,7731600258,System Boiler,N,Floor standing design,With cross firing burner,Suitable for 30°C return temperature to suit modern heating designs,One-piece baffle for faster servicing,Lightweight design makes installation simple,With easy-access oil and hydraulic connections,Durable casing designed to blend into garden environments,80/125mm room sealed flues available in lengths of up to 8M,,A,Plume management up to 5M with conventional and flexi-flue kits available,ErP A-rated for efficiency,IP45 protection,2 year warranty,,121,,,,,,,
59,P333896,Grant Vortex Eco VTXSECO26/35 ERP floor standing oil boiler,Grant,2114.0,"Ideal for installation in utility rooms, the Grant Vortex Eco Utility boiler features the cutting edge Vortex stainless steel heat exchanger and up-to-the-minute Riello burner technology for reliable, efficient and powerful home heating. With a plain, simple casing, an easy to use control panel and straightforward pipework arrangement, this 35kW utility boiler provides hassle-free installation and is supplied with a factory-fitted expansion vessel and high efficiency circulating pump, doing away with the requirement for a feed and expansion tank in the loft.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco VTXSECO26/35 ERP floor standing oil boiler,,Boiler;Expansion vessel;Filling loop;Pressure gauge;Automatic air vent;Pressure relief valve;Circulating pump,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/96/333894_333896_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_Vortex_Eco_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Brochure.pdf,,,,
60,P116258,Grant Vortex Eco Utility 26/35 ErP floor standing utility boiler excluding flue,Grant,2063.25,"With its simplified design, including an uncomplicated pipework layout and fuss-free control panel, the Grant Vortex Eco Utility 26/35 automatic pressure jet oil boilers, is easy to install and particularly well-suited to utility room spaces. Featuring cutting edge internal components such as a Riello RDB low-NOx burner and Grant's own stainless steel heat exchanger, this boiler combines robustness with economy, helping to reduce costs with an ErP A rating while ensuring the best possible performance.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco Utility 26/35 ErP floor standing utility boiler excluding flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/58/116256_116258_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grant_Vortex_Burner_Settings_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_VortexEcoUtility_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_VortexEcoUtilitySystem_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Oil_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Oil-Boiler_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/116258_ErP.pdf
61,P333917,Grant Vortex Eco External System 26/35 floor standing oil boiler,Grant,2473.0,"Robustly built to withstand challenging outdoor conditions, the steel-enclosed Grant Vortex Eco External 26/35 condensing boiler is designed for installation outside the home, against a wall or as a freestanding unit. The boiler's multi-directional flue and conveniently quiet operation make siting easy in even the most difficult of locations while internal components, including a tough stainless steel heat exchanger and Riello RDB low-NOx burner, help to achieve an ErP A rating.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco External System 26/35 floor standing oil boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/rn/al/Grant_Vortex_Eco_External_wm.jpg,White/Gloss,Oil,Vortex Eco External System,5 Year,15.2Kg,A,N,A,,35 kW,800,92.4,Floor Standing,333917 PK,External System Boiler Pack,N,Suitable for fitting against a wall or freestanding away from the property,Factory-fitted multi-directional flue for flexible fitting,Exceptionally quiet operation,Galvanised steel enclosure,High quality powder-coated paint finish for weather protection,Fitted with Riello RDB low-NOx burner,Unique Grant Vortex stainless steel heat exchanger,Mains isolating switch and test switch,,,Factory-fitted frost stat set to 5°C,5 year warranty available when following Grant installation specification and guidelines,,,,152,,,,,,,
62,P174939,Warmflow Agentis I21C internal combi oil boiler 21kW,Warmflow,2480.9,"The UK and Ireland's only AAA-rated oil combi boiler, the super efficient 21kW output Warmflow Agentis I21C saves up to 5L of fuel per week compared to competing oil boiler brands. This unique patented design hides a highly efficient 32 plate heat exchanger, 24L hinged expansion vessel, a factory-fitted seven day dual channel programmer and the most up-to-date Riello NOx burner technology behind its sleek and slimline white exterior, providing not just great value but easy, straightforward installation too.",Boilers/Oil Boilers/Oil Boilers.csv -> Warmflow Agentis I21C internal combi oil boiler 21kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/40/174939_174940_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Warmflow_Agentis_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Warmflow_Agentis_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Warmflow_Agentis_I21C_ErP.pdf,,,
63,P116264,Grant Vortex Eco Wall Hung Internal 16/21 ErP internal wall hung boiler excluding flue,Grant,1879.71,"Highly efficient and always reliable, the Grant Vortex Eco Internal 16/21 automatic pressure jet oil boiler is part of an award-winning range of ErP A-rated boilers. Fitted with Grant's patented stainless steel heat exchanger and turbulator baffle system, this wall-mounted boiler includes inbuilt weather protection for all year round reliability. Pre-plumbed and with a multi-directional flue, the Vortex Eco provides a variety of fitting options for flexibility of installation.",Boilers/Oil Boilers/Oil Boilers.csv -> Grant Vortex Eco Wall Hung Internal 16/21 ErP internal wall hung boiler excluding flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/66/116263_116266_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grant_Vortex_Burner_Settings_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grant_VortexEcoWall_Internal_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Oil_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/116264_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Oil-Boiler_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_VortexEcoWHInternalSstem_Guide.pdf
