,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Range,Hazardous,Approvals,Material,Size,Wall Thickness (mm),Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Diameter,Length (M),Pack Quantity,Gender,Feature 11,Equal / Unequal,End Connection A size,End Connection B size,End Connection C size,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Weight,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Connection Size,Outer Diameter
157,P507343,Wavin Tigris K1 straight pipe 20mm 3mtr,Wavin,9.4,"Offered in a 3M length, this Wavin Tigris K1 20mm diameter straight pipe is made of white PE-X/AL with press-fit connections.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Wavin Tigris K1 straight pipe 20mm 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/45/NW-507342_507345_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Tigris_K1_Pipe_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PR12801,Riifo 16x2.0mm blue PEX/AL/PEX 100m coil,Riifo,8.19,"Supplied in a 100M coil, this Riifo B1 16mm diameter, 2mm thickness PEX/AL/PEX pipe reduces joints, meaning less labour and fewer fittings, helping to minimise installation time and cost. This pre-insulated pipe is compatible with Riifo F5 press-fit fittings.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Riifo 16x2.0mm blue PEX/AL/PEX 100m coil",,100m Coil,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/07/R12800_R12807_wm.jpg,,,,Blue,,N,WRAS,PEX/AL/PEX,16 mm,2.0,N/A,n/a,1100058800,,N,PEX/AL/PEX construction,Pre-insulated with 13mm Euroclass B insulation,Blue colour-coated finish,WRAS approved,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
159,PP13423,Georg Fischer PROGEF PP (NP10) pipe 5mtr x 20mm (Per Metre),Georg Fischer,2.28,"Suitable for a wide range of uses, this Georg Fischer PROGEF 20mm pipe is made of 1.9mm polypropylene homopolymer (PP-H). Highly reliable, this durable pipe is supplied in 5M lengths.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Georg Fischer PROGEF PP (NP10) pipe 5mtr x 20mm (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/25/NW-P13423_P13425_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Georg_Fischer_PROGEF_Pipe_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PP58411,M OF UPO WHITE PEX IN  100M COIL 12X1.1,Uponor,1.59,"Designed for general plumbing use, this diffusion-resistant Uponor 12mm PE-X pipe, supplied in a 100M length, can also be used for radiator connections. 1.1mm thick, this five-layer pipe is approved for use in both hot and cold water applications.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> M OF UPO WHITE PEX IN  100M COIL 12X1.1",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/11/NW-P58411_wm.jpg,,,,White,,N,WRAS,Cross-Linked Polyethylene (PE-X),12mm,1.1,,,1085245,Pex Pipe,N,Diffusion-resistant,Five-layer construction,Manufactured to ISO 15875 for hot and cold water and heating applications,WRAS approved,,,,,,,,100,,,,,,,,,,,,,,,,0.03000,,,,,,
161,PP90383,GFP 90X63MM TAP SADDLE SDR11,Georg Fischer,34.91,"This Georg Fischer ELGEF Plus SDR11 90mm tapping saddle has a 360° rotatable outlet allowing for infinitely variable positioning and freedom of movement during assembly. This tapping saddle is suitable for use in distribution lines, house connections and in water and gas distribution applications.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> GFP 90X63MM TAP SADDLE SDR11",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/84/NW-P90383_P90384_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/GF_ELGEF_Plus_D280_400mm_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GF_ELGEF_Plus_Piping_System_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Georg_Fischer_ELGEF_Plus_Saddle_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/GF_ELGEF_Plus_D63_160mm_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/GF_ELGEF_Plus_D180_250mm_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/GF_ELGEF_Plus_Mono_D40_D50mm_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/GF_ELGEF_Plus_Mono_D63_D160mm_Instal.pdf,,
162,P581420,JG Speedfit pb layflat pipe coil 85mtr,JG Speedfit,182.09,"Supplied in a length of 85M this JG Speedfit Layflat 15mm polybutylene pipe is ideal for long runs where softer pipe material is needed for easier cabling through joists. Easy to handle, when removed from its coil, this pipe remains straight and lays completely flat, meaning no annoying recoiling. Made with five layers, Layflat pipe includes a central oxygen barrier to prevent the ingress of air and reduce corrosion on a system's metal components. This pipe is designed for low thermal conductivity staying cool even when carrying hot water, making it safe for exposed installation.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> JG Speedfit pb layflat pipe coil 85mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/20/NW-581420_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/JG Speedfit Barrier Pipe Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PP13425,Georg Fischer PROGEF PP (NP10) pipe 5mtr x 32mm (Per Metre),Georg Fischer,4.25,"Suitable for a wide range of uses, this Georg Fischer PROGEF 32mm pipe is made of 2.9mm polypropylene homopolymer (PP-H). Highly reliable, this durable pipe is supplied in 5M lengths.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Georg Fischer PROGEF PP (NP10) pipe 5mtr x 32mm (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/25/NW-P13423_P13425_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Georg_Fischer_PROGEF_Pipe_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,P516507,Polypipe PolyFit polybutylene barrier pipe 28mm x 3mtr White,Polypipe,38.85,"Highly flexible, this Polypipe PolyFit 28mm barrier pipe is designed to fit seamlessly with PolyFit, PolyMax and PolySure plumbing fittings. Made of polybutylene (PB), this pipe can be used in most plumbing and heating installations, including both hot and cold water supply, offering long lasting durability and high levels of performance. This pipe is supplied in a length of 3M.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Polypipe PolyFit polybutylene barrier pipe 28mm x 3mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/08/NW-516507_516508_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PP31032,M OF GF ABS CL T PIPE 169018108 6M     1,Georg Fischer,30.68,"Withstanding a wide temperature range and offering exceptionally high notched impact strength values, even at low temperatures, this Georg Fischer Class T 3/4"" ABS pipe, supplied in a 6M length is part of a highly robust range. The Georg Fischer ABS piping system is highly compliant and extremely efficient, making it ideal for demanding low temperature industrial applications, including refrigeration and cooling.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> M OF GF ABS CL T PIPE 169018108 6M     1",,1 length of pipe,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/03/P31003_wm.jpg,,,,Grey,,N,"WRAS, DWI",ABS,1 in,4.3,Spigot,Spigot,169018108,,N,Excellent resistance to abrasion,Low thermal conductivity,High impact resistance,"Offers safe, easy jointing",Maximum working pressure of 15 bar,Lightweight design,Low pressure losses,Suitable for temperatures of -50 to 60°C,WRAS approved,DWI approved,1,6,Per Metre,male,"Meets ISO, EN ISO, BS, DIN and DVS requirements",,,,,,,,,,,,,,,,,,,
166,P500287,Wavin Hep2O brackets for tapped manifold,Wavin,20.52,"Part of the Wavin Hep2O push-fit plumbing system, this Hep2O manifold bracket incorporates a range of unique features for faster, easier and more secure fitting of manifolds. The system provides joint recognition and secure demounting.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Wavin Hep2O brackets for tapped manifold",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/87/NW-500287_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wavin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,P581338,JG Speedfit barrier pipe 15mm x 6mtr Blue,JG Speedfit,11.66,"Supplied in a 6M length, this JG Speedfit 15mm blue PE-X pipe is an ideal choice for short runs where a harder pipe material is desirable. Incorporating five layers, this pipe has a central blue-coloured oxygen barrier, preventing air ingress and reducing the effect of corrosion on the system's metal components. Thanks to its low thermal conductivity, Speedfit stays cool to the touch when carrying hot water for reliable safety.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> JG Speedfit barrier pipe 15mm x 6mtr Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/38/NW-581338_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,P517015,Polypipe Polyplumb barrier pipe 28mm x 6mtr Grey,Polypipe,77.74,"Highly flexible, this Polypipe PolyPlumb 28mm barrier pipe is designed to fit seamlessly with PolyFit, PolyMax and PolySure plumbing fittings. Made of polybutylene (PB), this pipe can be used in most plumbing and heating installations, including both hot and cold water supply, offering long lasting durability and high levels of performance. This pipe is supplied in a length of 6M.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Polypipe Polyplumb barrier pipe 28mm x 6mtr Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/15/NW-517010_517015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,P517516,JG Speedfit barrier pipe length 28mm x 3mtr,JG Speedfit,15.7,"JG Speedfit 28mm barrier pipe is ideal for use in those short runs where a harder pipe material provides an advantage. Incorporating five layers, with a blue-coloured oxygen barrier in the centre to keep air from entering the system, this pipe offers excellent levels of corrosion resistance. Supplied in a 3M length, JG Speedfit pipe promises low thermal conductivity, making it safe to touch when carrying hot water.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> JG Speedfit barrier pipe length 28mm x 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/17/NW-517514_517517_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PP08600,Uponor Uni Pipe Plus insulated pipe 16 x 2mm x 75mtr White / Red,Uponor,7.15,This Uponor Uni Pipe Plus 16mm insulated pipe is comprised of a pipe coil with round extruded pipe insulation made of a polyethylene foam with closed-cell material structure and lined with seamless aluminium.,"Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Uponor Uni Pipe Plus insulated pipe 16 x 2mm x 75mtr White / Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/02/NW-P08599_P08602_wm.jpg,,,,White / Red,Uni Pipe Plus,N,WRAS,(PE-RT) Aluminium,16 mm (Dia),2,Press fit,Plain End,1093953,Pipe,N,Consists of pipe and insulating layer,Supplied in coils,Round extruded pipe insulation made of polyethylene foam with closed-cell material structure,"Sturdy, seamless foil coating",Blue/white colour,75M length,2mm wall thickness,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PP57925,"Georg Fischer TP ABS pipe (class E) 6mtr x 2""",Georg Fischer,94.62,"Made of ABS, this Georg Fischer TP 2"" pipe offers high impact resistance and elasticity, performing throughout a wide temperature range and at pressures up to 15 bar. This 6M long pipe is resistant to a range of acids, bases, salts and oils.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Georg Fischer TP ABS pipe (class E) 6mtr x 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/25/NW-P57922_P57925_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Georg_Fischer_TP_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PP57923,"Georg Fischer TP ABS pipe (class E) 6mtr x 1.1/4""",Georg Fischer,57.3,"Made of ABS, this Georg Fischer TP 1 1/4"" pipe offers high impact resistance and elasticity, performing throughout a wide temperature range and at pressures up to 15 bar. This 6M long pipe is resistant to a range of acids, bases, salts and oils.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Georg Fischer TP ABS pipe (class E) 6mtr x 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/25/NW-P57922_P57925_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Georg_Fischer_TP_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,P517034,Polypipe Polyplumb barrier coil 15mm x 100mtr Grey,Polypipe,436.76,"Highly flexible, this Polypipe PolyPlumb 15mm barrier pipe is designed to fit seamlessly with PolyFit, PolyMax and PolySure plumbing fittings. Made of polybutylene (PB), this pipe can be used in most plumbing and heating installations, including both hot and cold water supply, offering long lasting durability and high levels of performance. This pipe is supplied in a length of 100M.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Polypipe Polyplumb barrier coil 15mm x 100mtr Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/37/NW-517030_517037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PP82464,Gps Pe Pipe Systems Excel SDR11 MDPE pipe coil SDR11 32mm x 150mtr Blue,Gps Pe Pipe Systems,436.87,"This GPS PE Pipe Systems Excel SDR11 150M light blue pipe coil with 32mm welded connections is made of medium density polyethylene (MDPE), which offers a higher long term stress crack resistance than the usual HDPE PE80.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Gps Pe Pipe Systems Excel SDR11 MDPE pipe coil SDR11 32mm x 150mtr Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/66/NW-P82447_P82466_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/GPS_PE_Infrastrctr_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,P519314,Wavin Hep2O 90deg single socket elbow 22mm,Wavin,4.33,"This Wavin Hep2O HD4 22 x 22mm 90° spigot elbow is made of polybutylene (PB) and incorporates push-fit connections compatible with plastic and copper pipes and In4Sure joint recognition, providing an indication when the pipe is connected. Suitable for hot and cold water and heating use, this single socket pipe comes off the straight coil and offers secure demounting using the HepKey system.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Wavin Hep2O 90deg single socket elbow 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/14/NW-519312_519314_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,P515093,Wavin Hep2O pipe in pipe 15mm x 50mtr Red,Wavin,238.62,"This Wavin Hep2O 15mm pipe-in-pipe is made of 1.85mm thick polybutylene (PB) for a secure, leak-resistant alternative to copper piping. Flexible and simple to install via push-fit, this pipe is supplied in a 50M length.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Wavin Hep2O pipe in pipe 15mm x 50mtr Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/93/NW-515093_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2o_Push_Fit_Plumbing_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Hepworth_Plastic_Products_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Wavin_Hep2o_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PP64504,Georg Fischer ecoFIT PE100 pipe (PN16) 5mtr x 75mm (Per Metre),Georg Fischer,21.19,"The Georg Fischer ecoFIT 75mm pipe is made of 6.8mm thick PE100 polyethylene, making it suitable for use in a wide range of applications. Highly versatile and durable, this pipe is supplied in 5M lengths.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Georg Fischer ecoFIT PE100 pipe (PN16) 5mtr x 75mm (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/04/NW-P64504_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Georg_Fischer_ecoFIT_Pipe_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PP31024,M OF GF ABS CL E PIPE 169018088 6M     3,Georg Fischer,111.09,"A real all-rounder, this Georg Fischer 3"" pipe is made of 8.3mm grey ABS, offering versatility and durability in a wide range of situations. This pipe is supplied in a 6M length.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> M OF GF ABS CL E PIPE 169018088 6M     3",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/24/NW-P31024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Georg_Fischer_ABS_Pipe_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PP82265,Gps Pe Pipe Systems Excel SDR11 MDPE pipe coil 63mm x 25mtr Black,Gps Pe Pipe Systems,722.74,"Suitable for water or sewage use, the GPS PE Pipe Systems Excel SDR11 25M black pipe coil is made of high performance polyethylene (HPPE) and has 63mm welded connections. This pipe is made from strong PE100 polymer, a high density alternative to PE80, providing high resistance to rapid crack propagation in temperatures of 60°C to -30°C as well as to long-term stress cracking.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Gps Pe Pipe Systems Excel SDR11 MDPE pipe coil 63mm x 25mtr Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/65/NW-P82265_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/GPS_PE_Infrastrctr_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PP82461,Gps Pe Pipe Systems Excel SDR11 MDPE pipe coil 63mm x 100mtr Blue,Gps Pe Pipe Systems,1095.89,"This GPS PE Pipe Systems Excel SDR11 100M light blue pipe coil with 63mm welded connections is made of medium density polyethylene (MDPE), which offers a higher long term stress crack resistance than the usual HDPE PE80.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Gps Pe Pipe Systems Excel SDR11 MDPE pipe coil 63mm x 100mtr Blue",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/66/NW-P82447_P82466_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/GPS_PE_Infrastrctr_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PP05483,Uponor Uni Pipe PLUS pipe 32 x 3mm x 5mtr White,Uponor,9.12,"Safe and stable, this Uponor Uni Pipe Plus 32mm multilayer composite pipe is designed for tap water and heating or cooling applications. The pipe's bend radius is up to 40% smaller than similar multilayer composite pipes with changes of direction easily achieved during installation by simply bending the pipe, reducing the amount of fittings required and saving on time.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Uponor Uni Pipe PLUS pipe 32 x 3mm x 5mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/88/NW-P05480_P05488_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Uni_Pipe_PLUS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,P515496,Wavin Hep2O conduit pipe coil 15mm x 50mtr,Wavin,74.24,"Part of the Wavin Hep2O push-fit plumbing system, this Hep2O 15mm x 50M conduit pipe incorporates a range of unique features for faster, easier and more secure fitting. The system provides joint recognition and secure demounting.","Pipe, Valves and Fittings/Plastic Pipe/Plastic Pipe.csv -> Wavin Hep2O conduit pipe coil 15mm x 50mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/96/NW-515496_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Hepworth_Plastic_Products_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wavin_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Hep2O_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
