,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Area (m2),Range,Warranty,Hazardous,Output (W),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Diameter,Dimensions (L x W x D),Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Connection Size,Material,Number of Ports,Depth (mm),Feature 17,Thickness,Connection Type,Operating Temperature,Sector,Model For Use With
45,P581488,JG Underfloor Lowfit JGLOWFITMAN8 8 port manifold stainless steel 12mm conns,JG Underfloor,350.17,"Manufactured to the best possible quality, the high performance JG Speedfit LowFit eight port underfloor heating manifold promises reliability and longevity. Manufactured in stainless steel, this manifold offers quick and easy installation thanks to its Speedfit push-fit connections, pre-assembled wall brackets and ready-fitted vibration isolation mounts and automatic air vent. Suitable for left or right handed supplies, this manifold comes fully assembled with flow and return rails and with adjustable flow meters and a fill valve included. Protective dust caps on the return rail are suitable for removal, opening and closing flow to pipe loops for the installation of circuit actuator valves.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Lowfit JGLOWFITMAN8 8 port manifold stainless steel 12mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/88/581488_wm.jpg,,,,,,,,Lowfit,2,N,,JGLOWFITMAN8,N/A,N,High performance manifold,Stainless steel construction,"Fast, easy installation using 12mm Speedfit connections",No need for further reducing adaptors,Easy to fit due using pre-mounted brackets and vibration isolation mount,Integral automatic air vent discharges air that could affect circulation,,120x336x605,Valves on return manifold compatible with thermoelectric heads,Rail valves on return rail allow easy connection of circuit actuators,Versatile assembly for left or right-hand supply,Suitable for use with JG Speedfit PEX and polybutylene barrier pipe,2 year warranty,,,,,,12 mm,Stainless Steel,8,60.5,,,,,,
46,P606710,Grant Neostat V2 UFLEX underfloor heating control,Grant,79.78,"Putting homeowners in control of thir Grant underfloor heating system, the Grant Uflex Neostat V2 is a programmable room thermostat with intuitive controls, a clear visual display and self-learning capability, helping to improve everyday comfort while reducing waste for potentially lower fuel bills. Stylishly compact to suit any interior, the Uflex Neostat V2 offers a range of programming and, for added flexibility and convenience, is compatible with a variety of sensors, including remote wireless air sensors and door/window switches which can be used provided the thermostat is connected to the brand's neoHub and the Grant app.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Grant Neostat V2 UFLEX underfloor heating control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/10/606710_wm.jpg,,,,,,,,Neostat V2,,N,,UFLEX62,UFH Thermostat,N,Compatible with Grant underfloor heating systems,"Suitable for installation with air source heat pumps, solar thermal and other technologies",Wired and wireless controls,Intuitive programming with clear displays and buttons,Slimline design,Glacier white finish,,,"Offers 5/2 day, 7 day and 24 hour programming",With holiday function,Key lock function for tamper resistance,Self-learning preheat function ensures property is always at the correct temperature,Self-learning preheat also recognises changes to help improve efficiency,Inbuilt air sensor and remote floor sensor option available,Remote air sensing modes available using wireless air sensors and window/door switches,,,,,,,,,,,,,
47,P581481,JG Underfloor Lowfit fibr mesh panel 16mm 12mm pipe,JG Underfloor,26.99,"Providing a high output in low height screed floor underfloor heating systems, JG Underfloor LowFit 16mm low profile castellated panels feature equally spaced castellations at 50mm, allowing for the secure clipping in of 12mm pipe. With an overlapping alignment system, LowFit offers quick, easy installation and features strong adhesive backing for reliable adherence to an existing sub floor structure. Designed for use in solid screed floors, LowFit has an open grid design for uninterrupted flow and even settling of your screed.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Lowfit fibr mesh panel 16mm 12mm pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/81/NW-581481_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/22/John_Guest_RWC_Product_Guide_Feb2022.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/JG_Underfloor_Heating_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P581514,JG Underfloor JG Underfloor wired heating controls  JGWC4 wiring centr 240V,JG Underfloor,105.41,"An all-in-one junction box for underfloor heating systems, the JG Underfloor 240v wiring centre centralises controls with eight zone connections. Easy to mount and wire thanks to its labelled circuit board, this wiring centre incorporates all hard-wired connections for zone valves, pumps, actuators and thermostats, making the connection and control of additional radiators or hot water motorised valves simple. For additional convenience, the JG Underfloor wiring centre can be fully controlled via smartphone using the JG Underfloor gateway and app.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor JG Underfloor wired heating controls  JGWC4 wiring centr 240V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/14/581514_wm.jpg,,,,,,,,JG Underfloor wired heating controls,2 years,N,,JGWC4,,N,Controls up to 4x circuits from a single thermostat,"LED lights indicate power status, thermostats, pump, boiler and hot water",Dip switches on all 8 standard zones stop UFH pump activating when radiators and underfloor heating are available,All functions fully accessible from front of unit,No additional internal link wiring required,Connections for hot water and central heating zone valves,,,2 year warranty,,,,,,,,,,,,,,,57mm,,,,
49,P581432,JG Underfloor speedfit 8 port manifold 15mm conns,JG Underfloor,353.52,"This stainless steel JG Speedfit eight zone underfloor heating manifold is manufactured to the highest standards for robust reliability. With Speedfit Push-fit connections and pre-fitted with brackets, vibration isolation mounts and automatic air vent, this manifold is ultra-easy and fast to install.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor speedfit 8 port manifold 15mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/32/581432_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_UFH_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P262975,Myson Floortec actuator head 24V,Myson,50.54,"This 24V Myson Floortec actuator head is designed to open and close manifold valves in underfloor heating systems. With an adaptor ring allowing for simple snap-on connection on to the underfloor heating manifolds with an M30 thread, this actuator head is easy to install.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec actuator head 24V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ea/d1/Actuator_Head1_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UnderfloorHeating_Introduction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Myson_Floortec_Wiring-C_Stats_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P581441,JG Underfloor JG Aura 230v dial stat thermostat 230v,JG Underfloor,41.54,"This JG Underfloor Speedfit Aura dial thermostat features three temperature options, selectable using the device's simple slide switch. Dial thermostats are suitable for operation as part of a group or alone, with the option to leave or re-join the group at the flick of a switch for easy adaptability. With two multi-coloured LEDs, the Aura provides a clear indication of which mode it is currently working in.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor JG Aura 230v dial stat thermostat 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/41/581441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JGSpeedfit_Aura_Wiring_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Underfloor_UFH_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JG_Underfloor_Dial-Stat-Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JGSpeedfit_JGSTAT1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PP92448,Uponor Eurocone PEX eurocone compression adaptor 16mm,Uponor,7.79,"Made of plated brass, this Uponor compression adapter has a 3/4"" FT Eurocone thread for connection of PEX pipe to 3/4"" MT outlets.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Uponor Eurocone PEX eurocone compression adaptor 16mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/48/P92448_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Uponor_Plumbing&Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P581350,JG Underfloor Speedfit mixing valve,JG Underfloor,149.47,This JG Underfloor Speedfit mixing valve unit is compatible with the brand's Speedfit underfloor hitting systems.,Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Speedfit mixing valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/50/581350_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Speedfit_UnderFloorHeating_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Speedfit_UFHeating_installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,P542506,Hep2O Hepworth HX92T/15W 2 port manifold 15mm,Hep2O,35.8,"Offering quick, easy and reliably secure connection, this Hep2O 15mm two-port manifold features In4Sure joint recognition and allows for demounting using the brand's HepKey system. Colour-coded packaging makes finding the right size Hep2O fittings simple - look out for blue for 15mm sizes.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Hep2O Hepworth HX92T/15W 2 port manifold 15mm,,1 manifold,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/06/542506_wm.jpg,,,,,,,,Hepworth,50 Years,N,,HX92T/15W,Manifold,N,"Converts 15mm Hep2O pipe to 3/4"" BSP male/female connection",In4Sure joint recognition for secure joints,Leak-free connection guaranteed,Secure demounting using HepKey system,Colour-coded packaging for easy identification,"Green 10mm, blue 15mm, purple 22mm, orange 28mm",,100x95x40mm,Meets BS EN 7291 parts 1 and 2,WRAS approved,50 warranty,,,,,,,,15mm,Brass,2,40,,,,,,
55,P581508,JG Underfloor JGSTAT4BL wired programmable stat 240V Black,JG Underfloor,59.47,"A simple control for wet underfloor heating systems, the JG Underfloor 240v wired programmable thermostat in black offers a range of useful functions for convenience, comfort and protection. Stylishly designed to look good on any wall, this easy to install thermostat has a back plate designed for pre-fitting and a front plate that can remain uninstalled until all work is done, while standard pattress box sizing is ideal for renovation and new build projects. With an intuitive interface, this thermostat signals the JG Underfloor wiring centre, making setting times and temperatures simple. App-compatible, this smart thermostat can be controlled remotely using your smartphone or digital home assistant.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor JGSTAT4BL wired programmable stat 240V Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/08/581508_wm.jpg,,,,,,,,,,N,,JGSTAT4BL,Wired programmable room thermostat for underfloor heating,N,Mains-wired,Easy to install and set up,7-day programme with 15-minute increments,6x on/off periods,Ambient temperature sensor,Optional connection for external probe to protect against excessive heat,,,Open Window function detects sudden temperature drops,Adaptive function predicts heat-up times and adjusts to eliminate temperature spikes,Freeze Protection reduces waste in unused rooms,Freeze Protection adjustable from 5 - 17°C,Holiday function maintains low-level heating when unoccupied,Heating Boost boosts for 1 - 9 hours in low temperatures,Anti-seize function protects pump from seizing in low-usage,Smartphone app compatible,Compatible with Alexa or Google Home voice control,Meets Boiler Plus requirements,,,,,,,,,,
56,P581503,JG Underfloor 7 port JGUFHMAN7/3 manifold s/s 15mm connections,JG Underfloor,318.24,"Keeping underfloor heating pipework in one place, the JG Underfloor seven port manifold distributes warm water through pipe circuits for even warmth without hot spots. Manufactured in stainless steel to very high standards, this manifold offers quick, simple installation thanks to its JG Speedfit connections, integral air vent and fill valve and its pre-assembled wall bracket and vibration isolation mount. Additionally, pre-assembled flow rate indicators allow for the easy adjustment of flow and pipe circuit isolation. Protective dust caps on the return rail are suitable for removal, opening and closing flow to pipe loops for the installation of circuit actuator valves. Suitable for use with the JG Aura wiring centre and JG Aura heating controls, the JG Underfloor manifold can also be used for independent zone control.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor 7 port JGUFHMAN7/3 manifold s/s 15mm connections,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/03/NW-581503_wm.jpg,,,,,,,,7 port,2,N,,JGUFHMAN7/3,N/A,N,High performance stainless steel manifold with 7 ports,Easy to fit wall bracket and vibration isolation mount,Fast and simple push-fit connections (JG Speedfit),"Integral air vent, fill valve and adjustable flow meter",Versatile assembly for left or right-hand supply,Protective and removable dust caps,,120x336x605,Suitable for use with JG Speedfit PEX and polybutylene barrier pipe (inserts required),"Screw plugs, pipe inserts (STS) and collet clips supplied",Suitable for underfloor heating applications only,,,,,,,,15mm,Stainless Steel,7,60.5,,,,,,
57,P581494,JG Underfloor Lowfit manifold connection kit,JG Underfloor,12.64,"Connecting JG LowFit or Underfloor manifold together, this JG Underfloor manifold connection kit is perfect for large properties that need multiple loops per room or where additional underfloor heating circuits are to be added to an existing system. Offering simplified installation, this kit is supplied with sealing washers and requires just the removal of blanking plugs and the insertion of the washers into connectors. At this point the manifold is simply connected to the opposite end. The complete system can be controlled using just one JG Underfloor Thermomix control kit meaning there's no need to buy and use additional controls.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor Lowfit manifold connection kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/94/581494_wm.jpg,,,,,,,,Lowfit,,N,,MEXT452301,Underfloor manifold connection kit,N,Connects 2x JG Underfloor or JG LowFit manifolds,"Union connections for fast, simple fitting",Kit contains adapters for flow and return bars,Includes sealing washers,Brass connection,Nickel-plated finish,,,Manifold flow meters require recalibration after installation to maintain performance,,,,,,,,,,,Brass nickel plated,0,,,,,,,
58,P261987,Myson Floortec 24V wiring centre 24v,Myson,180.24,This Myson Floortec wiring centre with inbuilt transformer is designed to connect and control thermostats and actuators in a low voltage 24V power supply.,Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Myson Floortec 24V wiring centre 24v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/87/261987_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_24VWiring_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UFH_Wiring_Centre_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UnderfloorHeating_Introduction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_25085Underfloor_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Myson_Floortec_Wiring-C_Stats_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_25085Underfloor_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P581433,JG Underfloor speedfit 10 port manifold 15mm conns,JG Underfloor,416.01,"This stainless steel JG Speedfit 10 zone underfloor heating manifold is manufactured to the highest standards for robust reliability. With Speedfit Push-fit connections and pre-fitted with brackets, vibration isolation mounts and automatic air vent, this manifold is ultra-easy and fast to install.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor speedfit 10 port manifold 15mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/33/581433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_UFH_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P581430,JG Underfloor speedfit 4 port manifold 15mm conns,JG Underfloor,221.92,"This stainless steel JG Speedfit four zone underfloor heating manifold is manufactured to the highest standards for robust reliability. With Speedfit Push-fit connections and pre-fitted with brackets, vibration isolation mounts and automatic air vent, this manifold is ultra-easy and fast to install.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor speedfit 4 port manifold 15mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/30/581430_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_UFH_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P171614,Reliance Valves Heatguard heat guard and underfloor heating valve 28mm,Reliance Valves,171.94,"Designed for use in high flow rate areas, the Reliance Water Controls Heatguard 139 x 57mm thermostatic blending valve provides a stable mixed water temperature for safer and more comfortable underfloor heating. Fitted with 28mm connections, this valve uses Reliance wax capsule technology to blend flow and return supplies.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Reliance Valves Heatguard heat guard and underfloor heating valve 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/14/NW-171614_wm.jpg,,,,,,,,Heatguard,,N,,HEAT115002,Blending Valve,N,Cast gunmetal body,"High flow rates, suitable for systems up to 250M²","Reacts quickly to supply temperature changes, for stable system temperatures",User adjustable 30 - 60°C for all types of floor,Compression-type connections for easy installation,Lockable temperature adjustment prevents tampering,,139 x 57 mm,,,,,,,,,,,28 mm,,,57,,,Compression 28mm,35 to 60,Healthcare;Sport/Fitness;Assisted Living;Education;Hotels/Leisure;Office/Retail/Washrooms;security,
62,P581511,JG Underfloor JGSTATRF4W wired RF programmable stat 240V White,JG Underfloor,82.01,"A simple control for wet underfloor heating systems, the JG Underfloor 240v wired RF programmable thermostat in white offers a range of useful functions for convenience, comfort and protection. Stylishly designed to look good on any wall, this easy to install thermostat has a back plate designed for pre-fitting and a front plate that can remain uninstalled until all work is done, while standard pattress box sizing is ideal for renovation and new build projects. With an intuitive interface, this thermostat signals the JG Underfloor wiring centre via radio signal, making setting times and temperatures simple and with no need for additional wiring. App-compatible, this smart thermostat can be controlled remotely using your smartphone or digital home assistant.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor JGSTATRF4W wired RF programmable stat 240V White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/11/581511_wm.jpg,,,,,,,,,,N,,JGSTATRF4W,Wired and RF programmable thermostats,N,Mains-wired,Easy to install and set up,7-day programme with 15-minute increments,6x on/off periods,Radio signalling to RF wiring centre saves on cabling and eliminates damage and disruption,Ambient temperature sensor,,,Optional connection for external probe to protect against excessive heat,Open Window function detects sudden temperature drops,Adaptive function predicts heat-up times and adjusts to eliminate temperature spikes,Freeze Protection reduces waste in unused rooms,Freeze Protection adjustable from 5 - 17°C,Holiday function maintains low-level heating when unoccupied,Heating Boost boosts for 1 - 9 hours in low temperatures,Anti-seize function protects pump from seizing in low-usage,Smartphone app compatible,Compatible with Alexa or Google Home voice control,,,,,Meets Boiler Plus requirements,,,,,
63,PP97010,Uponor Fulvia T pump group MPG-UK 15kW,Uponor,573.55,"Suitable for heating loads of up to 15kW, the Uponor Fluvia T pump group is a compact and lightweight underfloor heating thermostatic mixing control supplied complete with a Wilo Para pump. Designed for hassle-free direct connection to heating manifolds, the Fluvia comes fully assembled in left-hand configuration with flexible features like adjustable manifold centres and suitability for left, right or under boiler connection, making it easy to fit and maintain.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> Uponor Fulvia T pump group MPG-UK 15kW,,T pump group;2x isolating ball valves;Red lever hot inlet;Blue lever return,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/10/P97010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/70/10/P97010.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Fulvia_T_Pump_Group_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P581434,JG Underfloor speedfit 12 port manifold 15mm conns,JG Underfloor,487.61,"This stainless steel JG Speedfit 12 zone underfloor heating manifold is manufactured to the highest standards for robust reliability. With Speedfit Push-fit connections and pre-fitted with brackets, vibration isolation mounts and automatic air vent, this manifold is ultra-easy and fast to install.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor speedfit 12 port manifold 15mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/34/581434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_UFH_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P581482,JG Underfloor LowFit 2 port manifold stainless steel 12mm conns,JG Underfloor,174.71,"Manufactured to the best possible quality, the high performance JG Speedfit LowFit two port underfloor heating manifold promises reliability and longevity. Manufactured in stainless steel, this manifold offers quick and easy installation thanks to its Speedfit push-fit connections, pre-assembled wall brackets and ready-fitted vibration isolation mounts and automatic air vent. Suitable for left or right handed supplies, this manifold comes fully assembled with flow and return rails and with adjustable flow meters and a fill valve included. Protective dust caps on the return rail are suitable for removal, opening and closing flow to pipe loops for the installation of circuit actuator valves.",Renewables/Heat Emitters/Underfloor Heating/Underfloor Heating.csv -> JG Underfloor LowFit 2 port manifold stainless steel 12mm conns,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/87/NW-581482_581487_wm.jpg,,,,,,,,Lowfit,2 Year,N,,JGLOWFITMAN2,Manifold,N,2 ports,Stainless steel construction,High performance,"Easy, quick install with 12mm Speedfit connections",Speedfit connections eliminate requirement for reducing adaptors,Pre-mounted brackets and vibration isolation mount for ease of installation,,,Integral automatic air vent eliminates the air that may impact circulation,Valves on return manifold compatible with thermoelectric heads,Rail valves on return rail for easy connection of circuit actuators,Suitable for left- or right-hand supply,Maximum working pressure 3 bar,Maximum test pressure 10 bar,Working temperature 30 - 55°C,2 year warranty,,,12 mm,Stainless Steel,2,,,,,,,
