,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Material Type,Pack Quantity,Range,Hazardous,Material,Size,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Thickness,Feature 7,Feature 8,Feature 9,Connection Size,Connection Type,Diameter,Warranty,Weight,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Standards,Application
118,PM98922,"M Greenaway And Son MS single ring metric 1.1/4"" Black",M Greenaway And Son,3.55,"Made of blackheart malleable iron, this M Greenaway And Son self-colour 1 1/4"" single ring has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MS single ring metric 1.1/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/29/NW-M98919_M98929_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG1102M_MS1102M_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,P511714,Talon Nail-in Clip NCH15/20 nail in clip 15mm Hot Red (20),Talon,0.29,"Supplied in a pack of 20, these Talon 15mm nail-in clips are suitable for use in all commonly used building materials. Coloured hot red, these clips can help to provide ongoing identification of hot water pipes for safe peace of mind.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Talon Nail-in Clip NCH15/20 nail in clip 15mm Hot Red (20)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/14/511714_wm.jpg,,,,,Red,,20,Nail-in Clip,N,Polypropylene,15 mm,NCH15/20,15mm Hot Identification Nail-in Clip - 20 per bag,N,Polypropylene construction,Red colour,Suitable for all common building materials,"Can be used in drywall, wood, brick and concrete",Improves health and safety,Makes hot pipes easy to identify,Width: 27mm,Atrractive finish,Ideal for DIY,Manufactured in the UK,,,,,,,,,,,,,
120,PM12062,S/STEEL 316 LINED CLIP 32-36MM (1IN),DST Group,6.42,"Manufactured in mild steel with a DZR finish, this DST Group Surefix 1"" lined clip can be used to securely fix copper, plastic and stainless steel pipes and tubes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> S/STEEL 316 LINED CLIP 32-36MM (1IN)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/72/NW-M12059_M12072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/DST_Pipe_Support_Sept_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/DST_Product_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PM98920,"M Greenaway And Son MS single ring metric 3/4"" Black",M Greenaway And Son,2.54,"Made of blackheart malleable iron, this M Greenaway And Son self-colour 3/4"" single ring has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MS single ring metric 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/29/NW-M98919_M98929_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG0702M_MS0702M_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PM97915,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 83-93mm,JET Range,6.37,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 83 - 93mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 83-93mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/23/NW-M97904_M97923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PM98946,"M Greenaway And Son MS screw on bracket 3/4"" Black",M Greenaway And Son,2.55,"Made of blackheart malleable iron, this M Greenaway And Son self-colour 3/4"" screw has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MS screw on bracket 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/50/NW-M98945_M98950_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG0701_MS0701_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,P519413,Hep2O HX65 pipe clips-cable 28mm,Hep2O,0.4,"This Hep2O HX65 cable nail-type pipe clip for 28mm pipes is primarily for use on concealed pipework, allowing fast, convenient fixing to timber.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Hep2O HX65 pipe clips-cable 28mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/13/NW-519413_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Hep2O_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hep2o_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,P531196,Polypipe Polyfit 15mm Nail in Clip in White,Polypipe,0.51,"This Polypipe Polyfit 15mm nail-in clip is a quick and easy way to secure platic pipe in position. PolyFit is a quick-fix push-fit plumbing range made of polypropylene. Hand demountable, this range is ideal for first fix use.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Polypipe Polyfit 15mm Nail in Clip in White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/97/NW-531196_531197_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing_Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PM97897,JET Range Unlined pipe clip twin screw M8/M10 dual boss 109-117mm,JET Range,7.29,"This JET Range twin screw unlined pipe clip for 109 - 117mm pipes has a BZP steel construction with strengthening ribs for improved load bearing without the risk of deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility. Having undergone extensive load testing, this clip is manufactured using innovative welding techniques for impressive deadweight loads and good resistance to the shear often experienced as a result of the thermal expansion of pipework. Combination head screws with locator tips and retaining washers make installation simple, even when working at height or on ceiling suspended pipework runs.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Unlined pipe clip twin screw M8/M10 dual boss 109-117mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/03/NW-M97882_M97903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97882 - M97903_UL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PM97901,JET Range Unlined pipe clip twin screw M8/M10 dual boss 142-154mm,JET Range,9.81,"This JET Range twin screw unlined pipe clip for 142 - 154mm pipes has a BZP steel construction with strengthening ribs for improved load bearing without the risk of deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility. Having undergone extensive load testing, this clip is manufactured using innovative welding techniques for impressive deadweight loads and good resistance to the shear often experienced as a result of the thermal expansion of pipework. Combination head screws with locator tips and retaining washers make installation simple, even when working at height or on ceiling suspended pipework runs.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Unlined pipe clip twin screw M8/M10 dual boss 142-154mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/03/NW-M97882_M97903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97882 - M97903_UL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PM98968,"M Greenaway And Son MG galvanised single metric ring 1.1/4""",M Greenaway And Son,5.17,"Made of blackheart malleable iron, this M Greenaway And Son galvanised 1 1/4"" single ring has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MG galvanised single metric ring 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/73/NW-M98965_M98973_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG1102M_MS1102M_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PM98969,"M Greenaway And Son MG galvanised single metric ring 1.1/2""",M Greenaway And Son,5.96,"Made of blackheart malleable iron, this M Greenaway And Son galvanised 1 1/2"" single ring has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MG galvanised single metric ring 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/73/NW-M98965_M98973_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG1302M_MS1302M_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PM97898,JET Range Unlined pipe clip twin screw M8/M10 dual boss 116-125mm,JET Range,8.13,"This JET Range twin screw unlined pipe clip for 116 - 125mm pipes has a BZP steel construction with strengthening ribs for improved load bearing without the risk of deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility. Having undergone extensive load testing, this clip is manufactured using innovative welding techniques for impressive deadweight loads and good resistance to the shear often experienced as a result of the thermal expansion of pipework. Combination head screws with locator tips and retaining washers make installation simple, even when working at height or on ceiling suspended pipework runs.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Unlined pipe clip twin screw M8/M10 dual boss 116-125mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/03/NW-M97882_M97903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97882 - M97903_UL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,P511716,Talon Nail-in Clip NCH22/20 nail in clip 22mm Hot Red (20),Talon,0.34,"Supplied in a pack of 20, these Talon 22mm nail-in clips are suitable for use in all commonly used building materials. Coloured hot red, these clips can help to provide ongoing identification of hot water pipes for safe peace of mind.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Talon Nail-in Clip NCH22/20 nail in clip 22mm Hot Red (20)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/16/511716_wm.jpg,,,,,Red,,20,Nail-in Clip,N,Polypropylene,22 mm,NCH22/20,22mm Hot Identification Nail-in Clip - 20 per bag,N,Polypropylene construction,Red colour,Suitable for all common building materials,"Can be used in drywall, wood, brick and concrete",Improves health and safety,Makes hot pipes easy to identify,Width: 36mm,Atrractive finish,Ideal for DIY,Manufactured in the UK,,,,,,,,,,,,,
132,PM92119,M Greenaway And Son GB galvanised 90deg angled - 3 hole bracket 50 x 96mm,M Greenaway And Son,10.47,"Made of 6mm thick mild steel, this M Greenaway And Son 2 x 1 hole 90° bracket with galvanised finish has been designed to support and fix together Channel (strut) lengths in metal framework. The majority of Channel accessories and bracketry are pre-drilled with 14mm fixing holes, allowing the use of bolts and threaded rod for fixings.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son GB galvanised 90deg angled - 3 hole bracket 50 x 96mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/19/NW-M92119_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_GB09_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_ChannelAccssrs_Size.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PM98923,"M Greenaway And Son MS single ring metric 1.1/2"" Black",M Greenaway And Son,4.5,"Made of blackheart malleable iron, this M Greenaway And Son self-colour 1 1/2"" single ring has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MS single ring metric 1.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/29/NW-M98919_M98929_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG1302M_MS1302M_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PM97924,JET Range Stud Bolt stud bolt BZP M10 30mm (500),JET Range,0.31,"Manufactured in 4.8 grade BZP-coated mild steel, this JET Range M10 x 30mm stud bolt offers fast, consistent and high quality installation. Pre-cut to the most commonly used sizes, these stud bolts save on time and waste and ensure unbeatable accuracy.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Stud Bolt stud bolt BZP M10 30mm (500)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/NW-M97924_M97932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97924-32_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PM98966,"M Greenaway And Son MG galvanised single metric ring 3/4""",M Greenaway And Son,3.88,"Made of blackheart malleable iron, this M Greenaway And Son galvanised 3/4"" single ring has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MG galvanised single metric ring 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/73/NW-M98965_M98973_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG0702M_MS0702M_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PM98991,"M Greenaway And Son MG galvanised screw on bracket 1/2""",M Greenaway And Son,3.54,"Made of blackheart malleable iron, this M Greenaway And Son galvanised 1/2"" screw has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son MG galvanised screw on bracket 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/93/NW-M98991_M98993_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG0401_MS0401_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,P637053,Lawton Tube MUN pressed screw on bracket 35mm Brass,Lawton Tube,6.51,"Made of brass, this Lawton Tube MUN 35mm pressed screw-on bracket is a seamless, one piece fitting, making it strong and easy to work with. This fitting is compatible with the entire Lawton copper plumbing and heating range.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Lawton Tube MUN pressed screw on bracket 35mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/54/NW-637050_637054_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PM97893,JET Range Unlined pipe clip twin screw M8/M10 dual boss 82-89mm,JET Range,4.95,"This JET Range twin screw unlined pipe clip for 82 - 89mm pipes has a BZP steel construction with strengthening ribs for improved load bearing without the risk of deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility. Having undergone extensive load testing, this clip is manufactured using innovative welding techniques for impressive deadweight loads and good resistance to the shear often experienced as a result of the thermal expansion of pipework. Combination head screws with locator tips and retaining washers make installation simple, even when working at height or on ceiling suspended pipework runs.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> JET Range Unlined pipe clip twin screw M8/M10 dual boss 82-89mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/03/NW-M97882_M97903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97882 - M97903_UL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PM92125,M Greenaway And Son GB 90deg galvanised angle 4 hole bracket,M Greenaway And Son,17.17,"Made of 6mm thick mild steel, this M Greenaway And Son 2 x 2 hole 90° bracket with galvanised finish has been designed to support and fix together Channel (strut) lengths in metal framework. The majority of Channel accessories and bracketry are pre-drilled with 14mm fixing holes, allowing the use of bolts and threaded rod for fixings.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> M Greenaway And Son GB 90deg galvanised angle 4 hole bracket",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/25/NW-M92125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_ChannelAccssrs_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_GB13A_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,P695412,Pump House 7 insulation wall clamp 1/2 inner diameter 1/2,Pump House,5.52,"The Pump House Klo-Shure 7 insulation coupling in 1/2"" x 1/2"" is a one-piece tubular sleeve with an internal configuration designed to support, secure and seal tubular insulation while supporting and levelling copper tubing in strut-mounted suspension devices and drop hangers. With Klo-Shure there's no need to double-wrap, glue and tape insulation and insulating copper tubing for refrigerant lines is faster. A patented clamp allows sections of closed-cell insulation to be secured at fixing points.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Clips and Clamps/Pipe Clips and Clamps.csv -> Pump House 7 insulation wall clamp 1/2 inner diameter 1/2",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/13/NW-695411_695413_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Klo-Shure_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Klo-Shure_Line_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Klo-Shure_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
