,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Connection Type,Diameter,Material Type,Range,Warranty,Hazardous,Approvals,Equal / Unequal,Angle,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Colour,End Connection B size,Connection Size,Pack Quantity,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Gender,Pressure,Weight,Body Material,Operating Temperature Range (C),Length (mm),Height (mm),Maximum Operating Temperature,Width (mm)
253,P523330,Polypipe Polyplumb Enhanced socket end 15 mm Black,Polypipe,3.48,"This Polypipe PolyPlumb Enhanced 15mm socket end offers complete compatibility with a wide range of pipe types. PolyPlumb Enhanced is a varied range of professional push-fit fittings. These slimline, sleekly designed parts incorporate patented In-Cert haptic click feedback technology for jointing confidence and high performance grab rings for joint integrity you can rely on.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe Polyplumb Enhanced socket end 15 mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/30/523330_wm.jpg,,,,,,,,Polyplumb Enhanced,,N,BSI  BS7291 Class S Parts 1 & 2: 2010 BBA  00/3699 Reg4 1710049,Equal,,15mm,15mm,Polybutylene,15 mm,Push-Fit,,PB1915EW,Socket Blank End,N,Slimline design,Patented In-Cert technology provides haptic click feedback for confidence the joint has been made,Compatible with Polypipe plumbing and heating pipe and copper pipe,Pre-lubricated EPDM O-ring for joint integrity,High performance stainless steel grab ring,Suitable for most hot and cold water applications,Meets BSI  BS7291 Class S Parts 1 & 2: 2010,,,,,,,,,,,,,,,,,,,
254,P519436,"Wavin Hep2O wall plate elbow 15mm x 1/2""",Wavin,9.8,"This Wavin Hep2O HX6 15mm x 1/2"" 90° wall plate elbow is made of polybutylene (PB) and incorporates push-fit connections and In4Sure joint recognition, providing an indication when the pipe is connected. The socket pipe comes off the straight coil and offers secure demounting using the HepKey system.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Wavin Hep2O wall plate elbow 15mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/36/NW-519436_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,P518036,"JG Speedfit tap tee valve 15 x 15mm x 3/4""",JG Speedfit,9.14,"This John Guest Speedfit 15mm x 3/4"" x 15mm 90° push-fit appliance tee is designed for the connection of plastic and copper pipe. The valve allows isolation of appliances like washing machines or dishwashers for maintenance or installation. The valve is simply pushed fully onto the pipe and the appliance hose threaded on to the valve.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> JG Speedfit tap tee valve 15 x 15mm x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/36/NW-518036_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,P517563,JG Speedfit reducing tee 28 x 22 x 28mm,JG Speedfit,13.27,"This John Guest Speedfit 28 x 22 x 28mm 90° reducing tee is a push-fit plastic fitting designed for the connection of plastic and copper pipe. To connect, simply push the fitting fully onto the pipe and twist the plastic nut clockwise to lock in place. Where demounting is required the nut is unlocked and the collet pushed towards the body of the fitting before pulling the pipe to release. This fitting is easy to work with in confined places and removes the need for hot works on site, reducing installation time by about 40% compared to traditional fixing methods.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> JG Speedfit reducing tee 28 x 22 x 28mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/63/NW-517554_517563_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/JG_Speedfit_PEI_PEM_Range_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,P517976,JG Speedfit stop tap 25 x 15mm,JG Speedfit,42.18,"This John Guest Speedfit 25 x 15mm stop tap is a plastic push-fit valve for connecting MDPE. Uniquely designed, this fitting incorporates stainless teeth for a tight, secure grip on the pipe, however the connection is demountable if needed, making the system easy to work with in the ground, especially where there is a need to maintain and alter an existing set-up.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> JG Speedfit stop tap 25 x 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/77/NW-517975_517977_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/JG_Speedfit_UG_Range_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,P523350,Polypipe Polyplumb Enhanced coupler 15 x 10 mm Red,Polypipe,8.84,"This Polypipe PolyPlumb Enhanced 15 x 10mm coupler offers complete compatibility with a wide range of pipe types. PolyPlumb Enhanced is a varied range of professional push-fit fittings. These slimline, sleekly designed parts incorporate patented In-Cert haptic click feedback technology for jointing confidence and high performance grab rings for joint integrity you can rely on.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe Polyplumb Enhanced coupler 15 x 10 mm Red",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/50/523350_wm.jpg,,,,,,,,Polyplumb Enhanced,,N,BSI  BS7291 Class S Parts 1 & 2: 2010 BBA  00/3699 Reg4 1710026,Unequal,,15mm,10mm,Polybutylene,15mm x 10mm,Push-Fit,,PB5815EW,Coupler,N,Slimline design,Patented In-Cert technology provides haptic click feedback for confidence the joint has been made,Compatible with Polypipe plumbing and heating pipe and copper pipe,Pre-lubricated EPDM O-ring for joint integrity,High performance stainless steel grab ring,Suitable for most hot and cold water applications,Meets BSI  BS7291 Class S Parts 1 & 2: 2010,,,,,,,,,,,,,,,,,,,
259,P542487,Wavin Hep2O double end reduced tee 10 x 10 x 22mm,Wavin,5.98,"This Wavin Hep2O 10 x 10 x 22mm double end reduced tee is manufactured in a robust polybutylene. A tried and tested system, Hep2O is a reliable push-fit plumbing system designed for high levels of performance. Incorporating push-fit connections compatible with plastic and copper pipes and In4Sure joint recognition, providing an indication when the pipe is connected, Hep2O offers secure demounting using the HepKey system.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Wavin Hep2O double end reduced tee 10 x 10 x 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/86/542486_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hep2o_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hep2o_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,P517150,Polypipe Polyplumb 15mm Brass Draincock,Polypipe,19.77,This Polypipe 15mm spigot drain cock is made of brass and used for draining water from a plumbing system.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe Polyplumb 15mm Brass Draincock",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/50/NW-517150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing_Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,P517221,Polypipe Polyfit 15mm Plastic Pipe Stiffener,Polypipe,0.78,"This Polypipe Polyfit 15mm pipe stiffener is a quick way to reinforce the cut end of pipe where it will be inserted into the plumbing fitting. Made of polysulfone, this fitting is compatible with PolyPlumb, PolyFit and PolyMax push-fit ranges.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe Polyfit 15mm Plastic Pipe Stiffener",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/23/NW-517220_517223_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing_Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,P531241,Polypipe PolyMax equal tee 22mm,Polypipe,7.61,"This Polypipe PolyMax 22 x 22 x 22mm 90° tee is slim, streamlined push-fit plumbing fitting made of polybutylene. Tool demountable, this fitting is ideal for surface-mounted applications in home improvement and refit projects.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe PolyMax equal tee 22mm",,10x tee,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/41/NW-531240_531241_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing_Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,P519437,"Wavin Hep2O wall plate elbow 22mm x 3/4""",Wavin,10.66,"This Wavin Hep2O 22mm x 3/4"" wall plate elbow is manufactured in a robust polybutylene. A tried and tested system, Hep2O is a reliable push-fit plumbing system designed for high levels of performance. Incorporating push-fit connections compatible with plastic and copper pipes and In4Sure joint recognition, providing an indication when the pipe is connected, Hep2O offers secure demounting using the HepKey system.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Wavin Hep2O wall plate elbow 22mm x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/37/519437_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hep2o_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hep2o_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,P519435,Wavin Hep2O MDPE x PB stopcock 25 x 22mm,Wavin,23.34,"This Wavin Hep2O 25 x 22mm stopcock is manufactured in MDPE x PB. A tried and tested system, Hep2O is a reliable push-fit plumbing system designed for high levels of performance. Incorporating push-fit connections compatible with plastic and copper pipes and In4Sure joint recognition, providing an indication when the pipe is connected, Hep2O offers secure demounting using the HepKey system.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Wavin Hep2O MDPE x PB stopcock 25 x 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/35/519435_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hep2o_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hep2o_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,P517793,"JG Speedfit FLX valve flexible hose 15mm x 1/2"" - 500mm",JG Speedfit,20.55,"This JG Speedfit FLX valve flexible hose with 15mm x 1/2"" connections connects a plastic or copper pipe to a male thread and is ideal for the installation of monobloc taps. Installation is as simple as pushing the fitting fully on to the pipe and screwing a thread into the bloc. Where demounting is required the nut is unlocked and the collet pushed towards the body of the fitting, pulling the pipe to release.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> JG Speedfit FLX valve flexible hose 15mm x 1/2"" - 500mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/93/NW-517626_517793_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_PipeConnection_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/JG_Speedfit_Plumbing_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/06/JG_Speedfit_MSDS_06.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,P517095,"Polypipe Polyplumb tank connector 15mm x 1/2""",Polypipe,5.82,PolyPlumb Enhanced is a range of reliable push-fit fittings for professional installers - newly enhanced and available for the first time in white.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Polypipe Polyplumb tank connector 15mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/95/NW-517095_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing_Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,P517970,JG Speedfit straight connector 25-32mm,JG Speedfit,25.1,"This John Guest Speedfit 25 x 32mm reducer is designed for connection to MDPE pipe. Uniquely designed, this fitting incorporates stainless teeth for a tight, secure grip on the pipe, however the connection is demountable if needed, making the system easy to work with in the ground, especially where there is a need to maintain and alter an existing set-up.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> JG Speedfit straight connector 25-32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/70/NW-517970_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/JG_Speedfit_UG_Range_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,P517930,JG Speedfit equal tee 20mm,JG Speedfit,14.35,"This John Guest Speedfit 20 x 20 x 20mm 90° tee is a push-fit plastic fitting designed for the connection of MDPE pipe. To connect, simply push the fitting fully onto the pipe and twist the plastic nut clockwise to lock in place. Where demounting is required the nut is unlocked and the collet pushed towards the body of the fitting before pulling the pipe to release. This fitting is easy to work with in confined places and removes the need for hot works on site, reducing installation time by about 40% compared to traditional fixing methods.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> JG Speedfit equal tee 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/31/NW-517930_517931_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/JG_Speedfit_UG_Range_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,P542551,Hep2O Wavin Hep2O HD5/15W P 90deg PB elbow,Hep2O,1.99,"This Wavin Hep2O 90° 15mm push-fit elbow is manufactured in a robust polybutylene (PB). A tried and tested system, Hep2O is a reliable push-fit plumbing system designed for high levels of performance. Incorporating push-fit connections compatible with plastic and copper pipes and In4Sure joint recognition, providing an indication when the pipe is connected, Hep2O offers secure demounting using the HepKey system.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Hep2O Wavin Hep2O HD5/15W P 90deg PB elbow",,14 elbows,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ff/er/Hep2O_ElbowOffer_wm.jpg,,,,,,,,Wavin Hep2O,,N,"WRAS cert 1901900Class S of BS 7291, parts 1 and 2",Equal,90,15mm,15mm,PB,15 mm,Push-Fit,Push-Fit,HD5/15W P,Elbow,N,Suitable for central heating systems,Oxygen barrier stops oxygen permeation,Inhibitors help prevent system corrosion,Suitable for domestic hot and cold water services,WRAS cert 1901900,"Class S of BS 7291, Parts 1 and 2",,,N/A,,,,,,,,,female,,,,,,,,
270,P517910,JG Speedfit reduced connector 25 x 20mm,JG Speedfit,15.97,"This John Guest Speedfit 25 x 20mm reducer is designed for connection to MDPE pipe. Uniquely designed, this fitting incorporates stainless teeth for a tight, secure grip on the pipe, however the connection is demountable if needed, making the system easy to work with in the ground, especially where there is a need to maintain and alter an existing set-up.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> JG Speedfit reduced connector 25 x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/10/NW-517910_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/JG_Speedfit_UG_Range_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,P542509,"Wavin Wavin Hep2O HX30/22W female iron adaptor 22mm x 3/4"" Brass",Wavin,5.84,"This Wavin Hep2O 22mm x 3/4"" female iron adapter is manufactured in tough brass. A tried and tested system, Hep2O is a reliable push-fit plumbing system designed for high levels of performance. Incorporating push-fit connections compatible with plastic and copper pipes and In4Sure joint recognition, providing an indication when the pipe is connected, Hep2O offers secure demounting using the HepKey system.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Wavin Wavin Hep2O HX30/22W female iron adaptor 22mm x 3/4"" Brass",,10,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/09/542509_wm.jpg,,,,,,,,Wavin Hep2O,,N,"WRAS cert 1901900Class S of BS 7291, parts 1 and 2",Unequal,,22mm,3/4,Brass,22 mm,Push-Fit,,HX30/22W,Adaptor,N,Secure In4sure joint recognition,Easy HepKey demounting system,Smartsleeve for reduced force joint assembly,Flexible pipe remains straight,No risk of corrosion,Reduced risk of burst pipes,Kitemarked to Class S of BS7291,,N/A,,,WRAS approval 1312005,,,,,,,,,,,,,,
272,P515355,Wavin Hep2O equal tee 22mm,Wavin,36.49,This Wavin Hep2O HD10 22 x 22 x 22mm 90° tee is made from polybutylene (PB) and includes push-fit connections. This fitting is suitable for use in hot and cold flexible push-fit plumbing systems.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> Wavin Hep2O equal tee 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/55/NW-515354_515355_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,P517615,"JG Speedfit back elbow (BSP) 15mm x 1/2"" Brass",JG Speedfit,12.58,"This John Guest Speedfit 15mm x 1/2"" 90° back plate elbow is made of DZR Brass and is suitable for use in central heating systems.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Polybutylene Pipe Fittings/Polybutylene Pipe Fittings.csv -> JG Speedfit back elbow (BSP) 15mm x 1/2"" Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/15/NW-517615_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
