,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Range,Hazardous,Dimensions mm (H x W x D),Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Model For Use With,Boiler Section,Boiler Range,Warranty,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 2,Connection,Fuel Type,Thread Size,Feature 8,Pack Quantity
63,P466559,Ecoflam motor pump coupling Yellow,Ecoflam,24.54,This Ecoflam BFC02018 yellow plastic pump coupling is suitable for Ecoflam and Stanley cooker burners.,Parts and Spares/Heating Replacement Parts/Burner Parts and Accessories/Burner Parts and Accessories.csv -> Ecoflam motor pump coupling Yellow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/59/NW-466559_wm.jpg,,,N,x  x,,,65320494,Coupling,N,CommercialDomestic,Yellow,Plastic,,,,,,,,,,,,,,,
64,P486378,Trianco Eurostar gasket,Trianco,10.37,"This Trianco E2000 burner gasket is suitable for use in 70/90, Combi 50/65 Ecostar and 50/65 units.",Parts and Spares/Heating Replacement Parts/Burner Parts and Accessories/Burner Parts and Accessories.csv -> Trianco Eurostar gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/78/NW-486378_wm.jpg,,Eurostar,N,x  x,,"70/90,50/65,Combi 50/65 Eco",221173,Burner Gasket,N,,"Suitable for use with 70/90, combi 50/65 Ecostar and 50/65 units",Burner gasket only,,,,,,,,,,,,,,,
65,P446989,"Anglo Nordic oil line 600mm 1/4"" male x 1/4"" female",Anglo Nordic,6.35,"Designed for connecting pipework to an oil burner, this Anglo Nordic braided red and green flexible oil line with 1/4"" male x 1/4"" female connections is suitable for diesel, kerosene and biofuel blends to B20. This oil line includes straight inlet/outlet fittings mechanically crimped to the hose.","Parts and Spares/Heating Replacement Parts/Burner Parts and Accessories/Burner Parts and Accessories.csv -> Anglo Nordic oil line 600mm 1/4"" male x 1/4"" female",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/89/NW-446988_446989_wm.jpg,,,N,x  x,,,9406002,Oil Line,N,,UNI9362 nitrile rubber core,Nitrile rubber complying with EN 6806,"Core generally TN6 6mm, larger bore cores",,,,,Temperature range -25 to 90°C,"Suitable for use with liquid fuels including diesel, kerosene and biofuels up to B20",,,,,,,,
66,P437886,Eogb pump motor coupling,Eogb,1.82,"Suitable for domestic or commercial use, this Eogb pump coupling is compatible with the B9 Aaco motor.",Parts and Spares/Heating Replacement Parts/Burner Parts and Accessories/Burner Parts and Accessories.csv -> Eogb pump motor coupling,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/86/NW-437886_wm.jpg,,,N,x  x,,,C01-00-117-56802,Coupling,N,CommercialDomestic,Burner parts,,,,,,,,,,,,,,,,
67,P466078,Satronic 810-I module timing control box 240v,Satronic,326.07,"The Satronic Mod 43 MMI 810.1 gas burner control box controls and monitors blown gas and combined burners of any nominal thermal load tested and certified according to EN 298. Automatic safety controls on MMI 810.1 models 13, 33 and 35 can also be used for burners on fixed hot air heaters per DIN 4794.",Parts and Spares/Heating Replacement Parts/Burner Parts and Accessories/Burner Parts and Accessories.csv -> Satronic 810-I module timing control box 240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/78/NW-466078_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Satronic_MMI810-1_811-1_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P419420,Satronic control box,Satronic,73.25,"The Satronic DKO 972 oil burner safety control box controls oil burners with throughputs of up to 30kg/h. A microprocessor-based programming sequence provides stable timings independent of voltage variations, ambient temperature and switch-on cycles. The built-in information system provides continuous monitoring of the box and provides information as to the cause of a lock-out, saving those details for easy retrieval after power loss.",Parts and Spares/Heating Replacement Parts/Burner Parts and Accessories/Burner Parts and Accessories.csv -> Satronic control box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/20/NW-419420_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Satronic_DKO970-72_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P419421,Satronic photocell lead,Satronic,11.74,This Satronic 1M long lead is for MZ/FZ photocells.,Parts and Spares/Heating Replacement Parts/Burner Parts and Accessories/Burner Parts and Accessories.csv -> Satronic photocell lead,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/21/NW-419421_wm.jpg,,,N,x  x,,,65325640,Lead,N,,Black,,,,,,,,,,,,,,,,
70,P462803,Ideal Spares main burner injector,Ideal,10.62,This Ideal main burner injector is compatible with a variety of Ideal commercial boilers. The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.,Parts and Spares/Heating Replacement Parts/Burner Parts and Accessories/Burner Parts and Accessories.csv -> Ideal Spares main burner injector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/03/NW-462803_wm.jpg,,Spares,N,11.4L X 15.1W X 2.2H,E58126,"CXC 70,CXA 70,CXAP 60/H,CXS 40,CXAP 80,CXS 100/H,CXA 50/H,CXAP 60,CXA 110,CXA 70/H,CXAP 40,CXA 120/H,CXA 90/H,CXA 60,CXD 70,CXA 80,CXS 50/H,CXAP 90/H,CXAP 70/H,CXS 50,CXA 40/H,CXA 100,CXAP 50/H,CX,CX 100,CX 90,CXA 40,CX 70,CXC 48,CXA 80/H,CX 50,CXA 110/H",111325,Main Burner Injector,N,Commercial,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,,,,
71,P457572,"Riello MB MB 412/1 - RSM 20 gas valve for MBDLE 412 1 1/4""",Riello,1048.09,"Suitable for gas burner use, this Riello MB gas train is fitted with a 1 1/2"" BPST female connection. A gas train is selected based on fuel output and the pressure in the supply line. Either multibloc type or composed type, a gas train can be designed with the fuel supply delivered from the right or left hand side.","Parts and Spares/Heating Replacement Parts/Burner Parts and Accessories/Burner Parts and Accessories.csv -> Riello MB MB 412/1 - RSM 20 gas valve for MBDLE 412 1 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/72/NW-457572_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Riello_GAS_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P456502,Riello 3003794 high tension leads (Pack of 10),Riello,66.55,"This Riello high tension lead is suitable for residential, commercial and industrial use.",Parts and Spares/Heating Replacement Parts/Burner Parts and Accessories/Burner Parts and Accessories.csv -> Riello 3003794 high tension leads (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/02/NW-456502_wm.jpg,,,N,x  x,,,87161105870,High Tension Lead,N,ResidentialCommercialIndustrial,"For single stage, two stage and modulating operation",,,,,,,,,,,,,,,,pack of 10
73,P461795,Ideal Spares burner bar assembly,Ideal,281.22,This Ideal AB 3000 replacement burner bar assembly is suitable for installation in a wide range of the brand's commercial and industrial boilers.,Parts and Spares/Heating Replacement Parts/Burner Parts and Accessories/Burner Parts and Accessories.csv -> Ideal Spares burner bar assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/95/NW-461795_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Super-Series_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P419408,Satronic photocell start lead 500 mm,Satronic,5.54,"Connecting photocells to control boxes, this Satronic photocell connector allows for the transfer of data and power. 500mm in length, this connector is compatible with Ecoflam Minor 1 Stanley 60k, 80k and 100k burners.",Parts and Spares/Heating Replacement Parts/Burner Parts and Accessories/Burner Parts and Accessories.csv -> Satronic photocell start lead 500 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/08/NW-419408_wm.jpg,,,N,x  x,,,65320086,Photocell Connector,N,,Black,,,,,,,,,,,,,,,,
