,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Connection Size,Diameter,Warranty,Hazardous,Energy Efficiency Class,Material,Mounting Type,Supplier Product Code,Type,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Range,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Connection Type,Pressure,Voltage (V),Weight,Overheat Protection,Direct / Indirect,Insulation Type,Application,Feature 15,Grade,Pack Quantity,Feature 16
299,P150957,Baxi Assure indirect cylinder 300i,Baxi,1330.03,"Heating and storing hot water as required before delivering to multiple outlets, the Baxi Assure 300L 300i indirect cylinder is ideal for installation in social housing and new build premises where demand for hot water is high. Designed by Megaflo and Heatrae Sadia, these smart floor-mounted cylinders promise fast recovery, even at low water pressures, as well as ease of installation where space is awkward or limited.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Baxi Assure indirect cylinder 300i,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/1-/57/150951-57_wm.jpg,,,,,,,,N/A,579,"10years on inner cylinder, all other components 2years",N,B,Duplex Stainless Steel,N/A,7737265,Unvented,N,300 l,Internal expansion aids installation,Up to 76LPM of hot water,Qith unique L-shaped immersion,10 year warranty on inner cylinder,2 year warranty on other components,,,,,Assure,,,,,,,,,,,,,,,,,,
300,P422796,Grant Quick Recovery twin coil cylinder 250ltr,Grant,1756.0,"One of a wide range of cylinders designed for ease of specification, the 250L capacity Grant QR twin coil cylinder is an efficient choice for hot water economy. Providing faster heat up times and lower standing heat loss than previous Grant models, this cylinder boasts reliable efficiency via robust stainless steel coils, helping homeowners to reduce waste and costs. Labelled compression connections and ready-fitted internal parts help to make QR models easy to install too.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Grant Quick Recovery twin coil cylinder 250ltr,,Cylinder;Expansion vessel;Temperature ;PRV;Tundish;5x compression nut ;olive;Compression adapter;Drain cock;Inlet manifold;2-port motorised valve;Dual thermostat;Immersion heater,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/97/NW-422796_422797_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Grant_QRTC250_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_QR_Cylinder_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_QR_Cylinder_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_QR_Cylinder_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PS12448,Acv Smart E+ indirect stainless steel cylinder and unvented kit 210ltr (1),Acv,1726.52,"Supplied with multiple ports, the ACV Smart E+ 210L indirect stainless steel cylinder and unvented kit reliably delivers domestic hot water and offers the option to harness the benefits of a variety of technologies, including heat pumps. Manufactured in a robust stainless steel, this vertical cylinder is easy to install and requires minimal maintenance.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Acv Smart E+ indirect stainless steel cylinder and unvented kit 210ltr (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/48/S12448_wm.jpg,,,,,,,,3/4,565 mm,5 Years,N,B,Stainless steel and Polypropylene,Vertical,XB302100,Unvented Cylinders,N,203 l,Offers ease of installation,No de-stratification kit required,No flue requirements,Simplified wiring with plug-and-play electrical connection,Easy connection to heat sources including heat pumps and condensing boilers,Stainless steel construction,Polyurethane foam insulation and thick polypropylene jacket for low standing losses,Water stored at over 60°C to reduce Legionella risk,Low maintenance unit,Smart E+,No anode protection required,Suitable for unvented systems,Supplied with 3.5 bar mains unvented kit,Capacity maximised with supplied DHW mixing valve and 2-port valve,With 3kW immersion heater (6kW option available),,,,,,,,,,Most models fit through standard doorways,,1,5 year warranty
302,P422793,Grant Quick Recovery pre plumbed single coil cylinder 250ltr,Grant,2677.0,"One of a wide range of cylinders designed for ease of specification, the 250L capacity Grant QR pre-plumbed single coil cylinder is an efficient choice for hot water economy. Providing faster heat up times and lower standing heat loss than previous Grant models, this cylinder boasts reliable efficiency via robust stainless steel coils, helping homeowners to reduce waste and costs. Labelled compression connections and ready-fitted internal parts help to make QR models easy to install too.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Grant Quick Recovery pre plumbed single coil cylinder 250ltr,,"factory-fitted pre-wired controls including the Grant EP001 wiring centre, digital dual thermostat and immersion heat timer, factory-fitted cold water inlet pipework, potable water expansion vessel for the cylinder, factory-fitted primary system pipework",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/94/NW-422792_422794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Grant_QRSC250PP_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grant_QR_Cylinder_PrePlumbed_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_QR_Cylinder_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_QR_Cylinder_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,P174864,UK Cylinders Elite Air indirect unvented cylinder 170ltr,UK Cylinders,823.76,"Elite AIR cylinders are built using high grade Duplex stainless steel and designed to provide fast flowing hot water to single or multiple outlets. Elite Air cylinders are manufactured to the highest standards and supplied with innovative components to ensure quick recovery, low heat loss and economic use of energy.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Air indirect unvented cylinder 170ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/67/NW-174862_174867_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,P122982,UK Cylinders Elite Cyl twin coil solar unvented cylinder 200ltr,UK Cylinders,752.32,"Built in the UK by skilled manufacturing specialists, the 200L UK Cylinders Elite Cyl twin coil solar unvented cylinder delivers the ideal blend of performance and reliability. Made of tough, long-lasting Duplex stainless steel and with high-quality components, the Elite Cyl delivers fast-flowing water to all outlets. Designed to reheat quickly while minimising heat loss, this unvented cylinder ensures reliable hot water, even in high use homes.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Cyl twin coil solar unvented cylinder 200ltr,,Cylinder;Casing;Mechanical cylinder stat;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/84/NW-122980_122984_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,P175006,UK Cylinders ProLite indirect cylinder 120ltr Stainless Steel,UK Cylinders,570.12,"Built in a high-grade, long-lasting Duplex stainless steel, the UK Cylinders ProLite 120L unvented indirect cylinder is designed for a reliably long lifetime. Incorporating top-quality internal components, this tough cylinder provides fast flowing water to outlets throughout the home with fast reheat, excellent performance and minimal heat loss thanks to 50mm thick CFC and HCFC-free lagging.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders ProLite indirect cylinder 120ltr Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/11/NW-175006_175011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/UK_Cylinders_Indirect_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/UK_Cylinders_ProLite_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,P471037,Oso Hotwater Super Coil SC indirect cylinder 150ltr,Oso Hotwater,907.02,"Suitable for use with a system or heat-only boiler, the Oso Hotwater Super Coil SC 150L virtually pre-plumbed cylinder has a smooth-piped, scale-resistant heating coil for ultra-efficient heat transfer plus a dedicated secondary return. Supplied with a high-grade Inotec immersion heater suitable for connection to PV panels as a back-up, this cylinder offers good heat loss and reliably excellent heat-up and recovery times. Super Coil is ready to install with piping, line strainer, T and P, PRV and mixing valves integrated in a single valve set while flow and return connects from the top or rear of the cylinder for convenience.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Oso Hotwater Super Coil SC indirect cylinder 150ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/38/NW-471036_471038_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Oso_Hotwater_Super_Coil_SC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/471030-41_OSO_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,P422797,Grant Quick Recovery twin coil cylinder 300ltr,Grant,1812.0,"Offering fast heat up and reduced standing heat losses, the Grant Quick Recovery 300L twin coil cylinder is the brand's most efficient yet. An adaptable design for ease of installation, this vertical cylinder is part of a comprehensive range offering a wide variety of capacities, coil types and sizes, all chosen to make specification and siting simple. Requiring no anode and supplied with an unvented kit, the stainless steel QR water cylinder is fitted with a pressure relief valve for safe operation.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Grant Quick Recovery twin coil cylinder 300ltr,,Cylinder;Expansion vessel;Temperature ;PRV;Tundish;5x compression nut ;olive;Compression adapter;Drain cock;Inlet manifold;2-port motorised valve;Dual thermostat;Immersion heater,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/97/NW-422796_422797_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Grant_QRTC300_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_QR_Cylinder_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_QR_Cylinder_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_QR_Cylinder_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PS12449,Acv Smart E+ indirect stainless steel cylinder and unvented kit 240ltr (1),Acv,1845.02,"Supplied with multiple ports, the ACV Smart E+ 240L indirect stainless steel cylinder and unvented kit reliably delivers domestic hot water and offers the option to harness the benefits of a variety of technologies, including heat pumps. Manufactured in a robust stainless steel, this vertical cylinder is easy to install and requires minimal maintenance.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Acv Smart E+ indirect stainless steel cylinder and unvented kit 240ltr (1),,"SLE240+, Unvented Kit, 3kW Immersion, DHW mixing valve",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/49/S12449_wm.jpg,,,,,,,,3/4,565,5 Years,N,B,Stainless steel and Polypropylene,Vertical,XB302400,Unvented Cylinders,N,242 l,Offers ease of installation,No de-stratification kit required,No flue requirements,Simplified wiring with plug-and-play electrical connection,Easy connection to heat sources including heat pumps and condensing boilers,Stainless steel construction,Polyurethane foam insulation and thick polypropylene jacket for low standing losses,Water stored at over 60°C to reduce Legionella risk,Low maintenance unit,Smart E+,No anode protection required,Suitable for unvented systems,Supplied with 3.5 bar mains unvented kit,Capacity maximised with supplied DHW mixing valve and 2-port valve,With 3kW immersion heater (6kW option available),,,,,,,,,,Most models fit through standard doorways,,1,5 year warranty
309,P113861,UK Cylinders Elite Cyl cylinder horizontal indirect unvented 170ltr,UK Cylinders,819.84,"Designed to be used in loft spaces or other spots where a vertical cylinder won't fit, the UK Cylinders Elite Cyl 170L horizontal indirect cylinder is ideal for small homes that are short on space. Supplied with installation cradles and high-quality components, this easy to install Suplex steel cylinder ensures a reliable hot water supply for years to come.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Cyl cylinder horizontal indirect unvented 170ltr,,Cylinder;Casing;Mounting cradles;Mechanical cylinder stat;Immersion heater,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/64/NW-113859_113864_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,P174653,Albion Ultrasteel indirect unvented cylinder ErP 210ltr,Albion,770.31,"Albion's 210L Ultrasteel unvented indirect cylinder combines reliability and value for money, making it a popular choice for homeowners and installers alike. Manufactured from high-grade engineering materials, including tough duplex stainless steel, and featuring highly reliable valves, thermostats and control sets, the functional and robust Ultrasteel is economical and efficient with high flow rates, good insulation and quick recovery coils, making it ideal for fast hot water delivery, even in homes with multiple bathrooms.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Albion Ultrasteel indirect unvented cylinder ErP 210ltr,,Cylinder;Acetal tundish;Inlet control set with balanced cold;Temperature and pressure relief valve;Two port valves;Immersion heater;Potable water expansion vessel;Dual thermostat,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/53/174653_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Kingspan_Albion_UltrasteelAero_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Albion_Ultrasteel_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/AUI210ERP_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,P168404,Range Tribune HE TIS180 slimline indirect cylinder ErP,Range,1233.8,"Built to last, the slimline Kingspan Range Tribune HE 180L indirect unvented hot water cylinder has been manufactured using resilient duplex stainless steel for corrosion resistance you can rely on. Insulated with environmentally-friendly foam for improved efficiency and with high flow rate performance for the comfort and convenience of high pressure on-demand hot water throughout the home, the Tribune HE is supplied with pre-adjusted safety and control devices for fast, easy connection to the cold water mains.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Range Tribune HE TIS180 slimline indirect cylinder ErP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/05/168401_168405_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Kingspan_Range_Tribune_HE_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/168404_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Kingspan_Range_Tribune_HE_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kingspan_Range_Tribune_HE_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,P174856,UK Cylinders Elite Air direct unvented cylinder 120ltr,UK Cylinders,669.5,"Reliably providing fast flowing hot water to single or multiple outlets, this 120L UK Cylinders Elite Air standard direct unvented cylinder is ideal for busy family homes. Manufactured to high standards using cutting-edge components, this robust Duplex steel cylinder with internal expansion offers fast recovery and low heat loss as well as efficient energy use.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Air direct unvented cylinder 120ltr,,Cylinder;Immersion heater;Cylinder case;Mechanical cylinder stat,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/61/NW-174856_174861_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,P175008,UK Cylinders ProLite indirect cylinder 170ltr Stainless Steel,UK Cylinders,620.56,"Built in a high-grade, long-lasting Duplex stainless steel, the UK Cylinders ProLite 170L unvented indirect cylinder is designed for a reliably long lifetime. Incorporating top-quality internal components, this tough cylinder provides fast flowing water to outlets throughout the home with fast reheat, excellent performance and minimal heat loss thanks to 50mm thick CFC and HCFC-free lagging.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders ProLite indirect cylinder 170ltr Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/11/NW-175006_175011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/UK_Cylinders_Indirect_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/UK_Cylinders_ProLite_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,P168403,Range Tribune HE TIS150 slimline indirect cylinder ErP,Range,1158.26,"Built to last, the slimline Kingspan Range Tribune HE 150L indirect unvented hot water cylinder has been manufactured using resilient duplex stainless steel for corrosion resistance you can rely on. Insulated with environmentally-friendly foam for improved efficiency and with high flow rate performance for the comfort and convenience of high pressure on-demand hot water throughout the home, the Tribune HE is supplied with pre-adjusted safety and control devices for fast, easy connection to the cold water mains.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Range Tribune HE TIS150 slimline indirect cylinder ErP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/05/168401_168405_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Kingspan_Range_Tribune_HE_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/168403_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Kingspan_Range_Tribune_HE_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kingspan_Range_Tribune_HE_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,P170630,Bosch Green Storage WB green storage unvented cylinder 90ltr & G3 kit,Bosch,677.82,"Easy to install and maintain, the 90L Bosch Green Storage WB unvented cylinder is supplied with a factory-fitted G3 temperature and pressure relief valve. Compatible with the Bosch system diverter valve kit, this unvented cylinder is an affordable yet quality choice for any home. Every cylinder in the WB range offers excellent water retention and heats up quickly for reliable delivery of hot water without long, frustrating waits.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Bosch Green Storage WB green storage unvented cylinder 90ltr & G3 kit,,Cylinder;Installation ;maintenance instructions;Inlet control set with balanced cold;Temperature ;pressure relief valve;Anti splash tundish;External expansion vessel,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/36/NW-170630_170636_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/170630_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bosch_Green_Storage_WB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bosch_Green_Storage_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,P174865,UK Cylinders Elite Air indirect unvented cylinder 200ltr,UK Cylinders,861.85,"Elite AIR cylinders are built using high grade Duplex stainless steel and designed to provide fast flowing hot water to single or multiple outlets. Elite Air cylinders are manufactured to the highest standards and supplied with innovative components to ensure quick recovery, low heat loss and economic use of energy.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> UK Cylinders Elite Air indirect unvented cylinder 200ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/67/NW-174862_174867_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,P150955,Baxi Assure indirect cylinder 210i,Baxi,1220.91,"Capable of heating, storing and delivering domestic hot water to multiple outlets, the floor-mounted Baxi Assure 210L indirect cylinder is the ideal choice for installation in multi-tenanted social or new build housing developments. Blending the experience and knowledge of Megaflo and Heatrae Sadia, this compact yet robust duplex stainless steel cylinder promises quick recovery times, even where water pressure is low.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Baxi Assure indirect cylinder 210i,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/1-/57/150951-57_wm.jpg,,,,,,,,N/A,579,"10years on inner cylinder, all other components 2years",N,B,Duplex Stainless Steel,N/A,7737262,Unvented,N,210 l,Duplex stainless steel construction,Internal expansion for ease of installation,Unique L-shaped immersion element,"10 year warranty on inner cylinder, 2 years on components",,,,,,Assure,,,,,,,,,,,,,,,,,,
318,P422792,Grant Quick Recovery pre plumbed single coil cylinder 210ltr,Grant,2539.0,"One of a wide range of cylinders designed for ease of specification, the 210L capacity Grant QR pre-plumbed single coil cylinder is an efficient choice for hot water economy. Providing faster heat up times and lower standing heat loss than previous Grant models, this cylinder boasts reliable efficiency via robust stainless steel coils, helping homeowners to reduce waste and costs. Labelled compression connections and ready-fitted internal parts help to make QR models easy to install too.",Water Heating and Storage/Hot Water Cylinders/Unvented Cylinders/Unvented Cylinders.csv -> Grant Quick Recovery pre plumbed single coil cylinder 210ltr,,"factory-fitted pre-wired controls including the Grant EP001 wiring centre, digital dual thermostat and immersion heat timer, factory-fitted cold water inlet pipework, potable water expansion vessel for the cylinder, factory-fitted primary system pipework",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/94/NW-422792_422794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Grant_QRSC210PP_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grant_QR_Cylinder_PrePlumbed_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_QR_Cylinder_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_QR_Cylinder_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
