,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Diameter,Range,Thickness,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Pack Quantity,Hardness,Outer Diameter
176,P644106,"Lawton Tube ACR female x copper reducing fitting 1.3/8 x 5/8""",Lawton Tube,4.11,"Made of copper, this 1 3/8 x 5/8"" Lawton Tubes ACR fitting reducer includes plain end x compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR female x copper reducing fitting 1.3/8 x 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/12/NW-644095_644112_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
177,P621391,Armaflex Evo AC coil 7/8OD X 3/8WT (09022) 30M,Armaflex,42.36,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo "" OD x 7/8"" WT pipe insulation is designed with a unique microcell structure for easy installation with no need for an additional vapour barrier. Supplied in a 15M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Armaflex Evo AC coil 7/8OD X 3/8WT (09022) 30M",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/99/621374_621399_wm.jpg,Black,22 mm,Evo,22mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09022299,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,Self-seal tube format speeds up installation,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,
178,P644107,"Lawton Tube ACR female x copper reducing fitting 1.3/8 x 7/8""",Lawton Tube,4.05,"Made of copper, this 1 3/8 x 7/8"" Lawton Tubes ACR fitting reducer includes plain end x compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR female x copper reducing fitting 1.3/8 x 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/12/NW-644095_644112_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,
179,P621331,Armaflex Evo technical insulation 3/4in OD x 3/8in WT - 2mtr,Armaflex,2.59,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Armaflex Evo technical insulation 3/4in OD x 3/8in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,Black,20 mm,Evo,20 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09020000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,
180,P644098,"Lawton Tube ACR female x copper reducing fitting 7/8 x 3/8""",Lawton Tube,1.82,"Made of copper, this 7/8 x 3/8"" Lawton Tubes ACR fitting reducer includes plain end x compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR female x copper reducing fitting 7/8 x 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/12/NW-644095_644112_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
181,P621359,Armaflex Evo technical insulation 3-1/8in OD x 3/4in WT - 2mtr,Armaflex,20.33,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Armaflex Evo technical insulation 3-1/8in OD x 3/4in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,Black,80mm,Evo,80mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU19080000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,
182,P621362,Armaflex Evo technical insulation 3/4in OD x 1in WT - 2mtr,Armaflex,9.86,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Armaflex Evo technical insulation 3/4in OD x 1in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,Black,20 mm,Evo,20 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU25020000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,
183,P670253,"Lawton Tube straight copper tube (18SWG) 3/4"" x 3m",Lawton Tube,25.21,"Designed for refrigeration and air conditioning use, this Lawton Tube 3/4"" 18SWG straight tube, supplied in a 3M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube straight copper tube (18SWG) 3/4"" x 3m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/58/NW-670250_670258_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
184,P644424,"Lawton Tube ACR end cap 3/4""",Lawton Tube,0.58,"Made of copper, this 3/4"" Lawton Tubes ACR end cap has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR end cap 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/31/NW-644424_644431_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
185,P644222,"Lawton Tube ACR 45deg copper x copper elbow 1/2""",Lawton Tube,2.42,"Made of copper, this 1/2"" Lawton Tubes ACR 45° elbow includes compression ends and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR 45deg copper x copper elbow 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/31/NW-644221_644231_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
186,P644146,"Lawton Tube ACR 90deg copper x copper short radius elbow 1.3/8""",Lawton Tube,4.49,"Made of copper, this 1 3/8"" Lawton Tubes ACR 90° short elbow includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR 90deg copper x copper short radius elbow 1.3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/48/NW-644139_644148_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
187,P644290,Lawton Tube ACR equal tee 1.5/8,Lawton Tube,14.45,"Made of copper, this 1 5/8 x 1 5/8 x 1 5/8"" Lawton Tubes ACR equal tee includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR equal tee 1.5/8",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/93/NW-644283_644293_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
188,P644148,"Lawton Tube ACR 90deg copper x copper short radius elbow 2.1/8""",Lawton Tube,12.91,"Made of copper, this 2 1/8"" Lawton Tubes ACR 90° short elbow includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR 90deg copper x copper short radius elbow 2.1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/48/NW-644139_644148_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
189,P644442,"Lawton Tube ACR suction-line P-trap 7/8""",Lawton Tube,20.1,"Made of copper, this 7/8"" Lawton Tubes ACR suction line P trap includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR suction-line P-trap 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/46/NW-644440_644446_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
190,P644105,"Lawton Tube ACR female x copper reducing fitting 1.1/8 x 7/8""",Lawton Tube,2.41,"Made of copper, this 1 1/8 x 7/8"" Lawton Tubes ACR fitting reducer includes plain end x compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR female x copper reducing fitting 1.1/8 x 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/12/NW-644095_644112_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
191,P644117,"Lawton Tube ACR female x copper reducing fitting 2.1/8 x 1.5/8""",Lawton Tube,10.02,"Made of copper, this 2 1/8 x 1 5/8"" Lawton Tubes ACR fitting reducer includes plain end x compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR female x copper reducing fitting 2.1/8 x 1.5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/20/NW-644115_644120_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,
192,P688188,"Armaflex Class 0 sheet insulation 1/2"" Black",Armaflex,17.56,"This Armaflex Class 0 13mm insulation sheet is made of an elastomeric foam based on synthetic rubber and supplied in a 2M length. A flexible, closed-cell nitrile rubber insulation material, Class 0 has high water vapour diffusion resistance and low thermal conductivity, prevents condensation and reduces energy loss while protecting pipes, air ducts, and vessels from frost. ArmaFlex Class 0 is suitable for use on hot and cold water services, chilled water lines, heating systems, air conditioning ductwork, refrigerated pipework, process and industrial pipework and equipment.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Armaflex Class 0 sheet insulation 1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/88/NW-688188_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Armacell_Armaflex_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Armacell_Class-O_Armaflex_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Armacell_Class-O_Armaflex_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armacell_ClassO_Armaflex_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Armacell_Class-O_Application_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Armacell_Application_Installation.pdf,,,
193,P644400,"Lawton Tube ACR both ends reduced tee 5/8 x 5/8 x 7/8""",Lawton Tube,4.4,"Made of copper, this 5/8 x 7/8 x 5/8"" Lawton Tubes ACR reducing tee includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR both ends reduced tee 5/8 x 5/8 x 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/00/NW-644399_644400_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
194,P670299,"Lawton Tube straight copper tube (18SWG) 7/8"" x 6m",Lawton Tube,56.75,"Designed for refrigeration and air conditioning use, this Lawton Tube 7/8"" 18SWG straight tube, supplied in a 6M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube straight copper tube (18SWG) 7/8"" x 6m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/04/NW-670298_670304_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
195,P644420,"Lawton Tube ACR end cap 1/4""",Lawton Tube,0.53,"Made of copper, this 1/4"" Lawton Tubes ACR end cap has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/AC Pipe, Fittings & Insulation/AC Pipe, Fittings & Insulation.csv -> Lawton Tube ACR end cap 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/22/NW-644420_644422_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,
