,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Volume,Hazardous,Pack Type,Physical State / Form,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Material,Size,Range,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Connection Size,Material Type,Dimensions mm (H x W x D),Connection Type,Diameter,Weight,Protection Time,Drainage Product Type,Resistance Features,Standards,Application,Feature 9,Feature 10,Feature 11,Container Type,Quantity
59,PF25305,Marley Chemicals and Adhesives silicone lubricant aerosol (no cfc),Marley,25.22,This Marley SZ400 universal silicone lubricant is formulated specifically for use with Marley Equator products. It is suitable for use in both above and below ground drainage projects.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Marley Chemicals and Adhesives silicone lubricant aerosol (no cfc),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/05/NW-F25305_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Marley_Silicone_Spray_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PW91271,Horobin jar fluoresceine dye 200g Green,Horobin,11.6,"This Horobin green drain tracing dye is simple to use, helping to detect water flow in drains or pipes, identifying individual drain runs into a common gully and tracing leaks in drains.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin jar fluoresceine dye 200g Green,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/71/NW-W91269_W91271_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Horobin_Tool_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PK29701,"JET Range extended length test plug 8mm (1/4"" bsp)",JET Range,11.52,"A JET Range 8mm, 1/4"" BSP extended length test plug.","Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> JET Range extended length test plug 8mm (1/4"" bsp)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/01/NW-K29701_wm.jpg,,,,,,N,,,JET_TESTPLUG_EX_8,Test Plug,N,,,,,,,,,Rubber,8 mm,,,,,,1/4 in8 mm,Rubber,x  x,,,,,,,,,,,,,
62,PK29700,"JET Range standard length test plug 8mm (1/4"" bsp)",JET Range,7.37,"A JET Range 8mm, 1/4"" BSP standard length test plug.","Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> JET Range standard length test plug 8mm (1/4"" bsp)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/00/NW-K29700_wm.jpg,,,,,,N,,,JET_TESTPLUG_ST_8,Test Plug,N,,,,,,,,,Rubber,8 mm,,,,,,1/4 in8 mm,Rubber,x  x,,,,,,,,,,,,,
63,PM16132,DST Group fire pipe wrap up to 4 hour 110 mm,DST Group,33.2,"Maintaining the fire resistance of fire rated walls and floors when plastic pipes, conduits or metal pipes with continuous combustible insulation are inserted, DST Group Protecta 110mm, 4 hour FR pipe wrap is suitable for use in drywall, masonry and concrete walls or concrete floors. These wraps contain a graphite-based reactive material which reacts when exposed to heat, closing openings created when a plastic pipe or insulation softens in the heat of a fire.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> DST Group fire pipe wrap up to 4 hour 110 mm,,PROTECTA FIRE PIPE WRAP UP TO 4 HOUR 110MM,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/5_/38/M16125_38_wm.jpg,,,,White,,N,,,PROFC110050,,N,For plastic pipe,Suitable for use on smallest pipes available to Ø 400mm,Compatible with a wide range of pipe wall thicknesses,Suitable for metal pipes with continuous combustible pipe insulation,Suitable for plastic pipes with cables (conduits),Available in 2x types ready to suit most common diameters,25M rolls suit all diameters,White colour,"Each pipe wrap consists of a graphite based reactive intumescent strip, which reacts to heat and closes the opening left by the softening plastic pipe or pipe insulation in a fire.",,,,,,,N/A,,,N/A,110,0.60kg,Fire classifications up to 240 minutes for both integrity and  insulation,Pipe Wrap,"Protecta® FR Pipe Wrap is designed to maintain the fire resistance of fire separating walls and floors when these are breached by plastic pipes, conduits or metal pipes with continuous combustible insulation, and may be used in drywalls, masonry or conc","Certified for PVC-U, PVC-C, PE, LDPE, MDPE, HDPE, ABS, SAN+PVC and PP pipes. The sound insulation has been tested by the accredited laboratory. Exova BM Trada in Great Britain according to EN ISO 10140-2. Test report is available upon request.","Protecta® FR Pipe Wrap is designed to maintain the fire resistance of fire separating walls and floors when these are breached by plastic pipes or metal pipes with continuous combustible insulation, and may be used in gypsum, masonry or concrete walls a","Certified for PVC-U, PVC-C, PE, LDPE, MDPE, HDPE, ABS, SAN+PVC and PP pipes",Sound insulation tested by accredited laboratory,Exova BM Trada in Great Britain according to EN ISO 10140-2,,
64,PW91149,"Horobin steel drain test plug with brass cap 6"" 150mm",Horobin,7.58,This Horobin 150mm test plug is made of steel with a corrosion-resistant zinc plating.,"Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin steel drain test plug with brass cap 6"" 150mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/49/NW-W91147_W91149_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Horobin_Tool_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PF91435,Flexseal drain tracing dye 200g Purple,Flexseal,26.05,"Odourless and non-toxic to animals and humans, this Flexseal drain dye powder is used to identify and trace leaks, drain damage, contamination and water pathways.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Flexseal drain tracing dye 200g Purple,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/35/NW-F91435_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Flexseal_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PW91010,Horobin contractors stand pipe comes with single bib tap,Horobin,54.33,This Horobin 1M stand pipe is supplied with a single bib tap and double check valve.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin contractors stand pipe comes with single bib tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/10/NW-W91010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Horobin_Tool_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PW91035,"Horobin universal rubber plunger diameter 6""",Horobin,3.49,A Horobin 150mm rubber plunger.,"Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin universal rubber plunger diameter 6""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/35/NW-W91034_W91035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Horobin_Tool_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PN57447,Gyproc Easi-Fill filler 1kg (Pack of 5),Gyproc,24.61,"An ideal snagging tool, Gyproc Easi-Filler multi-purpose filler grips to painted surfaces, drying to set within 70 minutes. Lightweight and easy to prepare, apply and then sand, Easi-Filler has a working time of 45 minutes and is perfect for carrying out lots of small filling jobs in one go.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Gyproc Easi-Fill filler 1kg (Pack of 5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/47/NW-N57447_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Gyproc_Jointing_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PN39446,"Rothenberger Rospi drain cleaner 8"" comes with 7.5m cable",Rothenberger,134.2,"Employing a drain cleaning spiral, this Rothenberger Rospi drain cleaner effectively removes obstructions in kitchen, bath, toilets or drainage openings using manual or electric power.","Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Rothenberger Rospi drain cleaner 8"" comes with 7.5m cable",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/46/NW-N39446_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Rothenberger_Rospi_Celaner_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PP01470,Durapipe UPVC cement 500ml,Durapipe,45.67,"Lightweight unplasticised polyvinyl chloride (PVC-U), ideal for use in pressurised irrigation systems and drinking water, in chemical installations and for water treatment.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Durapipe UPVC cement 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/70/NW-P01470_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Durapipe_Solvent_Cement_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT86021,Rothenberger threading spray (mineral) 600ml,Rothenberger,16.71,Rothenberger Ronol high performance mineral thread cutting oil ensures clean threads and improved durability.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Rothenberger threading spray (mineral) 600ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/21/NW-T86021_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/T86021_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Rothenberger_Catalogue_2016_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PN10897,Rothenberger threading oil mineral 5ltr,Rothenberger,29.15,Rothenberger Ronol high performance mineral thread cutting oil ensures clean threads and improved durability.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Rothenberger threading oil mineral 5ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/97/NW-N10897_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/N10897_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Rothenberger_Catalogue_2016_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P497681,Rocol Sapphire aqua silicon 85g,Rocol,36.25,"Offering long term lubrication, Rocol Sapphire Aqua-Sil is a highly resistant silicone grease for lubricating seals, slides and slow speed bearings.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Rocol Sapphire aqua silicon 85g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/81/NW-497681_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/ROCOL_SAPPHIRE_Aqua_Sil_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/ROCOL_Lubrication_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/ROCOL_SAPPHIRE_Aqua_Sil_SDS.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ROCOL_Gas_and_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,
74,PW91189,"Horobin aluminium drain test plug brass cap 1.1/2"" 40mm",Horobin,9.44,This robust and lightweight Horobin 40mm test plug is made of aluminium with zinc-plated steel components.,"Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin aluminium drain test plug brass cap 1.1/2"" 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/89/NW-W91189_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Horobin_Tool_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PW91293,Horobin pvc testing bag 150mm,Horobin,60.52,"Made of PVC, this Horobin testing bag for 150mm pipes is easy to inflate using a simple bicycle tire pump for almost effortless pipe sealing.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin pvc testing bag 150mm,,Testing bag;1.2m hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/93/NW-W91291_W91293_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Horobin_Tool_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PP41596,Georg Fischer Tangit cleaning fluid for PVC/CPVC/ABS 1kg,Georg Fischer,46.26,"Georg Fischer Tangit cleaner is suitable for the cleaning of PVC-U, PVC-C and ABS.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Georg Fischer Tangit cleaning fluid for PVC/CPVC/ABS 1kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/96/NW-P41596_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Georg_Fischer_Tangit_Cleanr_ABS_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/George_Fischer_Tangit_Cleaner_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Piping_Systems_ABS_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PM16127,DST Group fire collar up to 4 hour 55 mm,DST Group,21.37,"Maintaining the fire resistance of fire rated walls and floors when pipes are inserted, the DST Group Protecta 55mm, 4 hour FR collar is suitable for use in gypsum, masonry and concrete. This collar is made up of a white-coated circular steel shell that splits into two to easily fit around a service penetration using a clever slide-lock system. Containing a graphite-based reactive material which reacts when exposed to heat, the shell closes openings created when a plastic pipe softens in the heat of a fire.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> DST Group fire collar up to 4 hour 55 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/5_/38/M16125_38_wm.jpg,,,,Red / White / Gloss,,N,,,PROFC055050,,N,Patented fast expanding graphite material,For pipe sizes from smallest pipes available to Ø 315mm,Wide range of pipe wall thicknesses,Collars available in 2x heights for different fire classifications,Smaller pipes can be fitted within larger collars,Accommodates pipes at an angle,Suitable for use if opening around pipe is too large,Red or white gloss finish,Each pipe collar consists of a white coated circular steel shell that splits in two to fit around the service penetrations by means of a simple ’slide-lock’ system. The steel shell contains a graphite based reactive material which reacts when exposed,,,,,,,4mm holes on fixing lugs,,,4mm holes on fixing lugs,55,0.33 kg,Fire classifications up to 240 minutes for both integrity and  insulation,Fire Collar,"Protecta® FR Collar are designed to maintain the fire resistance of fire rated walls and floors where these are breached by continuous plastic pipes, and may be used in gypsum, masonry and concrete walls and floors. Each pipe collar consists of a white","Certified for PVC-U, PVC-C, PE, LDPE, MDPE, HDPE, ABS, SAN+PVC and PP pipes. The sound insulation has been tested by the accredited laboratory. Exova BM Trada in Great Britain according to EN ISO 10140-2. Test report is available upon request.","Protecta® FR Collar are designed to maintain the fire resistance of fire rated walls and floors where these are breached by plastic pipes, and may be used in gypsum, masonry and concrete walls and floors.","Certified for PVC-U, PVC-C, PE, LDPE, MDPE, HDPE, ABS, SAN+PVC and PP pipes",Sound insulation tested by accredited laboratory,Exova BM Trada in Great Britain according to EN ISO 10140-4,,
78,PW91269,Horobin jar fluoresceine dye 200g Red,Horobin,11.6,"This Horobin red drain tracing dye is simple to use, helping to detect water flow in drains or pipes, identifying individual drain runs into a common gully and tracing leaks in drains.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Horobin jar fluoresceine dye 200g Red,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/71/NW-W91269_W91271_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Horobin_Tool_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PF32504,Polypipe Terrain solvent-weld cement 500ml,Polypipe,58.79,This Polypipe Terrain solvent weld cement is for solvent jointing of uPVC and ABS fittings in non-pressure systems.,Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Polypipe Terrain solvent-weld cement 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/04/NW-F32504_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_TerrainS&W_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PM16125,DST Group fire collar up to 4 hour 32 mm,DST Group,19.79,"Maintaining the fire resistance of fire rated walls and floors when pipes are inserted, the DST Group Protecta 32mm, 4 hour FR collar is suitable for use in gypsum, masonry and concrete. This collar is made up of a white-coated circular steel shell that splits into two to easily fit around a service penetration using a clever slide-lock system. Containing a graphite-based reactive material which reacts when exposed to heat, the shell closes openings created when a plastic pipe softens in the heat of a fire.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> DST Group fire collar up to 4 hour 32 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/5_/38/M16125_38_wm.jpg,,,,Red / White / Gloss,,N,,,PROFC032050,,N,Patented fast expanding graphite material,For pipe sizes from smallest pipes available to Ø 315mm,Wide range of pipe wall thicknesses,Collars available in 2x heights for different fire classifications,Smaller pipes can be fitted within larger collars,Accommodates pipes at an angle,Suitable for use if opening around pipe is too large,Red or white gloss finish,Steel/Graphite,,,,,,,4mm holes on fixing lugs,,,4mm holes on fixing lugs,32,0.33 kg,Fire classifications up to 240 minutes for both integrity and  insulation,Fire Collar,"Protecta® FR Collar are designed to maintain the fire resistance of fire rated walls and floors where these are breached by continuous plastic pipes, and may be used in gypsum, masonry and concrete walls and floors. Each pipe collar consists of a white","Certified for PVC-U, PVC-C, PE, LDPE, MDPE, HDPE, ABS, SAN+PVC and PP pipes. The sound insulation has been tested by the accredited laboratory. Exova BM Trada in Great Britain according to EN ISO 10140-2. Test report is available upon request.","Protecta® FR Collar are designed to maintain the fire resistance of fire rated walls and floors where these are breached by plastic pipes, and may be used in gypsum, masonry and concrete walls and floors.","Certified for PVC-U, PVC-C, PE, LDPE, MDPE, HDPE, ABS, SAN+PVC and PP pipes",Sound insulation tested by accredited laboratory,Exova BM Trada in Great Britain according to EN ISO 10140-3,,
81,PM16133,DST Group fire collar up to 4 hour 125 mm,DST Group,50.49,"Maintaining the fire resistance of fire rated walls and floors when pipes are inserted, the DST Group Protecta 110mm, 4 hour FR collar is suitable for use in gypsum, masonry and concrete. This collar is made up of a white-coated circular steel shell that splits into two to easily fit around a service penetration using a clever slide-lock system. Containing a graphite-based reactive material which reacts when exposed to heat, the shell closes openings created when a plastic pipe softens in the heat of a fire.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> DST Group fire collar up to 4 hour 125 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/5_/38/M16125_38_wm.jpg,,,,Red / White / Gloss,,N,,,PROFC125060,,N,Patented fast expanding graphite material,For pipe sizes from smallest pipes available to Ø 315mm,Wide range of pipe wall thicknesses,Collars available in 2x heights for different fire classifications,Smaller pipes can be fitted within larger collars,Accommodates pipes at an angle,Suitable for use if opening around pipe is too large,Red or white gloss finish,Each pipe collar consists of a white coated circular steel shell that splits in two to fit around the service penetrations by means of a simple ’slide-lock’ system. The steel shell contains a graphite based reactive material which reacts when exposed,,,,,,,4mm holes on fixing lugs,,,4mm holes on fixing lugs,110,0.54Kg,Fire classifications up to 240 minutes for both integrity and  insulation,Fire Collar,"Protecta® FR Collar are designed to maintain the fire resistance of fire rated walls and floors where these are breached by continuous plastic pipes, and may be used in gypsum, masonry and concrete walls and floors. Each pipe collar consists of a white","Certified for PVC-U, PVC-C, PE, LDPE, MDPE, HDPE, ABS, SAN+PVC and PP pipes. The sound insulation has been tested by the accredited laboratory. Exova BM Trada in Great Britain according to EN ISO 10140-2. Test report is available upon request.","Protecta® FR Collar are designed to maintain the fire resistance of fire rated walls and floors where these are breached by plastic pipes, and may be used in gypsum, masonry and concrete walls and floors.","Certified for PVC-U, PVC-C, PE, LDPE, MDPE, HDPE, ABS, SAN+PVC and PP pipes",Sound insulation tested by accredited laboratory,Exova BM Trada in Great Britain according to EN ISO 10140-6,,
82,PQ97064,Wavin OsmaS 4S391 silicone lubricant tube 50g,Wavin,20.15,"This Wavin OsmaS silicone lubricant is ideal for use in waste, soil and ventilation systems.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> Wavin OsmaS 4S391 silicone lubricant tube 50g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/64/NW-Q97064_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Soluble_Lubricant_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PM16141,DST Group fire collar up to 4 hour 160 mm,DST Group,12.21,"Maintaining the fire resistance of fire rated walls and floors when pipes are inserted, the DST Group Protecta 160mm, 4 hour FR collar is suitable for use in gypsum, masonry and concrete. This collar is made up of a white-coated circular steel shell that splits into two to easily fit around a service penetration using a clever slide-lock system. Containing a graphite-based reactive material which reacts when exposed to heat, the shell closes openings created when a plastic pipe softens in the heat of a fire.",Trade Essentials/Drainage Essentials/Drainage Essentials.csv -> DST Group fire collar up to 4 hour 160 mm,,PROTECTA FIRE COLLAR 160MM UP TO 4 HOUR,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/9_/48/M16139_48_wm.jpg,,,,Red / White / Gloss,,N,,,PROFW110,,N,Patented fast expanding graphite material,For pipe sizes from smallest pipes available to Ø 315mm,Wide range of pipe wall thicknesses,Collars available in 2x heights for different fire classifications,Smaller pipes can be fitted within larger collars,Accommodates pipes at an angle,Suitable for use if opening around pipe is too large,Red or white gloss finish,Each pipe collar consists of a white coated circular steel shell that splits in two to fit around the service penetrations by means of a simple ’slide-lock’ system. The steel shell contains a graphite based reactive material which reacts when exposed,,,,,,,4mm holes on fixing lugs,,,4mm holes on fixing lugs,160,1.08 kg,Fire classifications up to 240 minutes for both integrity and  insulation,Fire Collar,"Protecta® FR Collar are designed to maintain the fire resistance of fire rated walls and floors where these are breached by continuous plastic pipes, and may be used in gypsum, masonry and concrete walls and floors. Each pipe collar consists of a white","Certified for PVC-U, PVC-C, PE, LDPE, MDPE, HDPE, ABS, SAN+PVC and PP pipes. The sound insulation has been tested by the accredited laboratory. Exova BM Trada in Great Britain according to EN ISO 10140-2. Test report is available upon request.","Protecta® FR Collar are designed to maintain the fire resistance of fire rated walls and floors where these are breached by plastic pipes, and may be used in gypsum, masonry and concrete walls and floors.","Certified for PVC-U, PVC-C, PE, LDPE, MDPE, HDPE, ABS, SAN+PVC and PP pipes",Sound insulation tested by accredited laboratory,Exova BM Trada in Great Britain according to EN ISO 10140-8,,
