,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Pack Quantity,Voltage (V),Hazardous,Setting Range,Dimensions mm (H x W x D),Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Attachment 2,Switch Type,Operating Temperature Range (C),Range,Attachment 3,Attachment 4,Attachment 5,Connection,Connection Size,Connection Type,Material,Thread Size,Working Pressure,Maximum Operating Temperature,Number of Ports,Operator Type,Seal Material,Size,Colour,Attachment 6,Connection Gender,Standards,Feature 11,Operating Temperature,Attachment Type,Pipe Diameter,Pressure Rating,Attachment 7,Material Type,Min Outlet Pressure,Max Outlet Pressure,Feature 12,Feature 13,Feature 14,Feature 15
44,PK81019,DANFOSS IHPT 15/2.4 CONTROL VALVE     15,Danfoss,1138.75,"Designed for domestic hot water use, the Danfoss IHPT 15mm 2.4 bar control valve is an integrated self-acting controller for installations featuring heat exchangers.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> DANFOSS IHPT 15/2.4 CONTROL VALVE     15,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/19/K81019_wm.jpg,,,,N,,,003L3813,Control Valve,N,,For integrated installation,Suitable for domestic use,For use with heat exchangers,,,,,,,,,,,IHPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PK28045,Crane return mounted differential pressure control valve 32mm Bronze,Crane,245.83,"Helping to optimise system performance, the Crane 32mm return-mounted differential pressure control valve is designed for use with variable speed pumps in HVAC systems. Offering high levels of efficiency, this DPCV is set to a maximum differential pressure, ensuring that flow will not exceed the preferred rate. Using a DPCV can aid the reduction of energy use, minimise noise and make commissioning simpler for the installer.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Crane return mounted differential pressure control valve 32mm Bronze,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/45/K28045_wm.jpg,,,,N,,,0EA08344N,Differentail Pressure Control Valve,N,,Bronze construction,"Quick, easy installation",Longer life design'Requires little to no maintenance,PN16 rated,Adjustable differential pressure range of 20 - 100kPA,,,,,,,,,,,,,,,Parallel and Taper thread,Bronze,,,,,,,,,,,,,100C,Pipe Mounted,32,PN 16,,,,,,,,
46,PK72698,AYLESBURY KB TYPE FLOAT VALVE (RB)  80MM,Keraflo,2592.0,"This Keraflo Aylesbury KB-type fully variable float valve with 80mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks with or without raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> AYLESBURY KB TYPE FLOAT VALVE (RB)  80MM,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/98/NW-K72698_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_KB_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,,,,,,,,,
47,P804675,"Reliance 1"" tenant valve advance",Reliance,444.37,"The Reliance 1"" Tenant Valve Advance is a single-piece combination valve for the control and monitoring of the water supply to multi-unit sites. It comprises a DZR brass ball-type isolating valve, a pressure reducing valve (PRV), double check valve, dual reading pressure gauge and a Class D water connection point. A one-piece cartridge design suppports quick, easy installation and maintenance while also reducing the risk of leaks.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Reliance 1"" tenant valve advance",,Valve with Insulation jacket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/75/804675_wm.jpg,,,,N,,,TVAP250005,Combination Valve,N,,"With connection point for class D water meter, suitable for use as primary charging meter",Composite ball reduces scale adhesion,Single-piece body design eliminates unnecessary leak points,Suitable for up to 16 bar pressure,For temperatures up to 80°C,Adjustable between 1.5 and 6 bar,Supplied with moulded insulation protection box with identity labels,Easy to service integral strainer within PRV for safety and system protection,,,,,,,,,,,,FBSP,DZR Brass,1,,,2,,None required,1,DZR Brass,,,,,,,,,,,,,,,,
48,P350154,"Belimo 2-way characterised control valve internal thread rp 1.1/4"" kv=32",Belimo,98.7,"This Belimo open/close two way ball valve with 1 1/4"" internal thread is suitable for open and closed cold and warm water systems. It is used for shut-off functions on the water side and two point controls in air-handling units and heating systems.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Belimo 2-way characterised control valve internal thread rp 1.1/4"" kv=32",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/55/NW-350154_350155_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_R2-S_R3-S_Installation.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_R2-S_Ball_Valve_Technical.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Belimo_AHU_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_R20-R30_DN15-32_EUDeclaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,P804674,"Reliance 3/4"" tenant valve advance",Reliance,423.99,"The Reliance 3/4"" Tenant Valve Advance is a single-piece combination valve for the control and monitoring of the water supply to multi-unit sites. It comprises a DZR brass ball-type isolating valve, a pressure reducing valve (PRV), double check valve, dual reading pressure gauge and a Class D water connection point. A one-piece cartridge design suppports quick, easy installation and maintenance while also reducing the risk of leaks.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Reliance 3/4"" tenant valve advance",,Valve with Insulation jacket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/74/804674_wm.jpg,,,,N,,,TVAP250001,Combination Valve,N,,"With connection point for class D water meter, suitable for use as primary charging meter",Composite ball reduces scale adhesion,Single-piece body design eliminates unnecessary leak points,Suitable for up to 16 bar pressure,For temperatures up to 80°C,Adjustable between 1.5 and 6 bar,Supplied with moulded insulation protection box with identity labels,Easy to service integral strainer within PRV for safety and system protection,,,,,,,,,,,,FBSP,DZR Brass,3/4,,,2,,None required,3/4,DZR Brass,,,,,,,,,,,,,,,,
50,P307277,"ESBE 2 way valve and actuator 1 1/2 ""230v",ESBE,405.07,"Made of nickel-plated brass, this ESBE two way motorised ball valve with two point 230 VAC motor and microswitch has a 1 1/2"" female BSP parallel connection.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> ESBE 2 way valve and actuator 1 1/2 ""230v",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/78/NW-307277_307278_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Esbe_Motorized_Ball_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P301520,Watts Industries Powerseat Eco screw powerseat valve 1.1/2inch 230v,Watts Industries,1165.98,"Offering extremely high flow rates, this electro-hydraulically operated Watts Industries Black Teknigas Powerseat Eco family gas safety shut-off valve is supplied with 1 1/2"" connections, removable strainer and a range of switching options. Providing on-off general and safety control of low pressure combustible gases, air and oil, this shut-off valve is suitable for use with 1st (town gas), 2nd (natural gas) and 3rd (LPG) families and offers compatibility with oil with a viscosity of up to 200 seconds Redwood.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Watts Industries Powerseat Eco screw powerseat valve 1.1/2inch 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/20/NW-301520_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/WI_Black_Teknigas_Powerseat_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P312129,Honeywell 2 port valve dn15 15mm kv=1.6,Honeywell,52.89,This Honeywell small linear valve with 15mm connections is for use in combination with small electric linear valve actuators and thermoelectric actuators to control hot and/or chilled water in fan coil units and small reheaters or recoolers in electric or electronic temperature control systems.,Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Honeywell 2 port valve dn15 15mm kv=1.6,,Linear valve;Adjustment cap,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/29/NW-312129_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_V5822A_5823A-C_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PK72692,Keraflo Aylesbury float valve (high flow) 40mm,Keraflo,1275.0,"This Keraflo Aylesbury KB-type fully variable float valve with 40mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks with or without raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Keraflo Aylesbury float valve (high flow) 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/93/NW-K72688_K72693_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_KB_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,,,,,,,,,
54,P310791,Honeywell 3 port medium pressure hot water 50mm cv=40.0,Honeywell,274.86,"This Honeywell linear single seated control or shut-off valve for hot water and chilled water has 50mm connections. It is suitable for use in heating, ventilation and air conditioning systems and in open circuits.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Honeywell 3 port medium pressure hot water 50mm cv=40.0,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/91/NW-310791_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Honeywell_V5013R_Technical.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_V5011_V5013_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,P301743,"Watts Industries Black Teknigas gas solenoid valve fast opening and flow 1"" 230v (fo and flow)",Watts Industries,323.96,"This Watts Industries Black Teknigas series 2000 solenoid operated safety shut-off valve with 1"" connection is primarily used in the on/off control of low pressure 1st (town gas), 2nd (natural gas) and 3rd (LPG) family gases, but is also suitable as a control valve for automatic burners and for low pressure air applications.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Watts Industries Black Teknigas gas solenoid valve fast opening and flow 1"" 230v (fo and flow)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/43/NW-301743_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Black_Teknigas_Series_2000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P307269,"ESBE 3 way valve 1.5"" cv=25 dn40",ESBE,155.62,"Suitable for mixing or diverting, this ESBE series VRG130 three way valve with 40mm Rp thread is made of robust brass for use in heating and cooling installations. This valve combines well with ESBE actuators and controllers.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> ESBE 3 way valve 1.5"" cv=25 dn40",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/70/NW-307269_307270_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Esbe_VRG130_Series_Mixing_Valve_Tech.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_VRG_VRB_Building_Declaration.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Esbe_VRG130_Mixing_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_VRx_Mixing_Valve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,P303881,"Siemens 4 port fan coil unit valve 1/2""  kv=1.6",Siemens,44.42,"This Siemens three port seat valve with bypass and 1/2"" male threaded connections is designed for the control of terminal units, chilled ceilings or heating zones.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Siemens 4 port fan coil unit valve 1/2""  kv=1.6",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/82/NW-303880_303882_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/tr/Siemens_VVGVXGVVIVXIVXPVVPVMP_EN_TR.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/rn/Siemens_VV_VX_VMP47_EnvironDeclrn.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Siemens_VVP47_VXP47_VMP47_S_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Siemens_VVP47_VXP47_VMP47_S_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,P305819,Siemens Ancillary female thermostat coupling 20mm (Pack of 3),Siemens,14.18,"This Siemens 20mm coupling is designed for globe and pressure independent control valves. It incorporates a 1 1/4"" BSPP x 3/4"" FBSPT type connection.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Siemens Ancillary female thermostat coupling 20mm (Pack of 3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/20/NW-305819_305820_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Heating Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P170173,Nabic Fig 568 anti-vacuum valve 25mm,Nabic,275.02,This Nabic Fig 568 gunmetal anti-vacuum valve is set to open at a vacuum pressure of 50 mbar. Thie wrench operated valve includes 25mm BSP tapered male connections.,Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Nabic Fig 568 anti-vacuum valve 25mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/73/NW-170173_wm.jpg,,,,N,,,N-568-025,Anti-Vacuum Valve,N,,PTFE to metal seating,Gunmetal construction,For use in vented hot water systems,,,,,,,,,,,FIG 568,,,,,25mm,BSP Tapered Male,Gun Metal,,,,,Manual,Viton,,,,,,,,,,,,,,,,,,
60,PK21509,Crane Dominator Peak Pro D995LF D299P D902 strainer drain DN15/15,Crane,160.24,"The compact, modular Crane Dominator Peak Pro Z9801PF includes the Peak Pro Pressure Independent Control Valve (D995) providing precise flow, temperature and pressure control. Supplied fully assembled, the Peak Pro incorporates an integral Venturi metering station for improved flow range, equal lengths through union connections and the option to orientate the valve on-site for quicker, simpler installation. This lightweight unit provides all the essential control components and connecting 15mm pipework required for terminal units in a single ready-to-use package and delivers and maintains a high performance system, offering excellent energy and cost reductions over its lifetime.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Crane Dominator Peak Pro D995LF D299P D902 strainer drain DN15/15,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/09/NW-K21509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_FS_Z9801P_Technical.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_Z9601_Z9701_Z9801_Install.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PK00540,Kemper multi therm auto balancing valve 15,Kemper,150.46,"The Kemper Multi-Therm thermostatic balancing valve hydraulically balances riser and distribution pipes. It is also suitable for the balancing of hot water return systems (PWH-C).Supporting thermal disinfection, this valve is resistant to aggressive water and resists corrosion for a longer useable life.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Kemper multi therm auto balancing valve 15,,Thermal Balanc Valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/40/K00540_wm.jpg,,,,N,,,143 00 015,Valve,N,,Wetted metal parts made from dezincification-free and corrosion-resistant gunmetal,Isolating unit with temperature sensor pocket,PTFE seat gasket,Female pipe thread with plugged drain port,Free from dead spots,"With isolating, balancing and pre-setting functions",,,,,,,,,,,,,,Female ended,Gun Metal,DN15 - DN25,,,0,Automatic,PTFE,DN15 - DN25,GunMetal,,,,,,,,,,,,,,,,
62,P301511,Watts Industries Powerseat Eco flanged powerseat valve 80mm 230v,Watts Industries,1842.66,"Offering extremely high flow rates, this electro-hydraulically operated Watts Industries Black Teknigas Powerseat Eco family gas safety shut-off valve is supplied with 80mm connections, removable strainer and a range of switching options. Providing on-off general and safety control of low pressure combustible gases, air and oil, this shut-off valve is suitable for use with 1st (town gas), 2nd (natural gas) and 3rd (LPG) families and offers compatibility with oil with a viscosity of up to 200 seconds Redwood.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Watts Industries Powerseat Eco flanged powerseat valve 80mm 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/12/NW-301510_301512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/WI_Black_Teknigas_Powerseat_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P307014,ESBE 3F 3port flanged iron valve 100mm kv225,ESBE,675.18,"Supplied with a 100mm PN6 flange connection, this ESBE series 3F three-way mixing valve is made of a robust cast iron suitable for heating and cooling installations. Mixing or diverting up to 6 bar, this valve is ideal for use with ESBE actuators and controllers.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> ESBE 3F 3port flanged iron valve 100mm kv225,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/14/NW-307013_307014_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_F_Series_Installation.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Esbe_3F_Series_Mixing_Valve_Tech.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_3F_4F_Mixing_Valve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P302613,"Schneider Electric MB 3 port low pressure hot water valve 1.1/4 "" cv=12",Schneider Electric,369.57,"Supplied with 1 1/4"" female BSP connections, this Schneider Electric MB three port rotary-shoe type valve is suitable for use as a mixing or diverting valve in hot or chilled water in heating, ventilating and air conditioning applications. This valve can be driven by the RM or XRM range of actuators or the MD10/MD20 range of damper actuators, if used in connection with a linkage kit.","Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> Schneider Electric MB 3 port low pressure hot water valve 1.1/4 "" cv=12",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/15/NW-302611_302615_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/SE_Valves_Actuators_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/SE_MB_MBF_RotaryShoeValv_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P307009,ESBE 3F 3port flanged iron valve 65mm kv90,ESBE,375.86,"Supplied with a 65mm PN6 flange connection, this ESBE series 3F three-way mixing valve is made of a robust cast iron suitable for heating and cooling installations. Mixing or diverting up to 6 bar, this valve is ideal for use with ESBE actuators and controllers.",Heating/Central Heating Controls/Commercial Heating Control Valves/Commercial Heating Control Valves.csv -> ESBE 3F 3port flanged iron valve 65mm kv90,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/09/NW-307008_307009_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_F_Series_Installation.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Esbe_3F_Series_Mixing_Valve_Tech.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Esbe_3F_4F_Mixing_Valve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
