,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Colour,Diameter,Hazardous,Material,Size,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Dimensions mm (H x W x D),Material Type,Tap Holes,Body Material,Number of Tap Holes,Feature 6,Feature 7,Range,Feature 8,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Feature 9,Feature 10,Attachment 3,Attachment 4,Weight,Minimum Base Unit Size (mm),Waste Kit Included,Sector
59,PA05102,Center H0534 tap reviver cross head 3/4 (1 pair),Center,17.34,"An easy update for old or broken taps, this pack of two Center CB 3/4"" bath tap revivers with crossheads is suitable for BS5412 and BS1010 bathroom taps. With no need to disturb existing plumbing, tap revivers are a fast fix for tired bathrooms.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Center H0534 tap reviver cross head 3/4 (1 pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/02/A05102_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/ad/A05102 TDS Center tap reviver cross head.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/A05102 - Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PC50267,"Wirquin short/solid bath waste 1.1/2"" Chrome Plated",Wirquin,5.27,This Wirquin short/solid bath waste is made of ductile iron with a chrome finish.,"Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Wirquin short/solid bath waste 1.1/2"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/67/NW-C50267_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wirquin_Macdee_Brassware_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PA05631,* NAB SPARE AERATOR M24*1,Nabis,0.79,"A Nabis tap flow straightener for Barford, Swish and Corda range taps.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> * NAB SPARE AERATOR M24*1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/31/NW-A05631_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,
62,PC39756,Thomas Dudley chrome plated pop-up bath waste 1-1/2in,Thomas Dudley,19.0,"Easy to fit, this Thomas Dudley pop-up bath waste is manufactured with a robust brass body and sleek chrome finish, the ideal finishing touch for a modern bathroom.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Thomas Dudley chrome plated pop-up bath waste 1-1/2in,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/56/C39756_wm.jpg,,,Chrome,,N,Brass,,PSWWAS368330,Bath Waste,N,"Quick, easy installation",Modern design,High-quality brass construction,Smooth chrome finish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PD02873,Nabis Brighton toilet roll holder,Nabis,18.71,"The contemporary Nabis Brighton toilet roll holder is made from durable zinc alloy with a polished chrome finish. Easy to install using the unique X plate system, the Brighton range is a hassle-free upgrade for your bathroom.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Nabis Brighton toilet roll holder,,Toilet roll holderAll fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/73/D02873_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Nabis_BrightonToiletRollHolder_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Nabis_Accessories_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PC50150,"Wirquin long/slotted grid waste 1.1/2"" Chrome Plated",Wirquin,13.09,This Wirquin long/solid grid waste is made of strong ductile iron with a chrome finish to suit most bathroom designs.,"Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Wirquin long/slotted grid waste 1.1/2"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/50/NW-C50150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wirquin_Macdee_Brassware_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PD44966,Roca Aqua bottle trap 200mm Chrome Plated,Roca,45.62,This Roca Aqua outlet connector is finished in chrome to blend seamlessly into almost any bathroom.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Roca Aqua bottle trap 200mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/66/NW-D44966_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A506401614_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PB17062,Ideal Standard Neoperl PCA assembly 4.7ltr/m,Ideal Standard,15.9,"Suitable for use with Contour 21 and Sensorflow taps, this Ideal Standard Neoperl PCA assembly offers 4.7LPM flow limiter and aerator functionality. An aerator helps to minimise water waste by creating a soft, aerated spray that covers a larger area yet reduces splash.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard Neoperl PCA assembly 4.7ltr/m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/_1/B17062_1_wm.jpg,,,,,N,,,B960859AA,Aerator,N,For Countour 21 and Sensorflow taps,Flow rate 4.7LPM,,,,N/A,,,,,,,,Neoperl,,,,,,,,,,,,,,,,,,,13.03234,,,
67,PC30589,"Ideal Standard plastic bottle trap 1.1/2"" Self Coloured",Ideal Standard,32.98,"This Ideal Standard resealing white plastic bottle trap is designed for use in education, hotel, office, residential, leisure and healthcare.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard plastic bottle trap 1.1/2"" Self Coloured",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/89/NW-C30589_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_Sanitaryware_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PF41193,"McAlpine bath click clack waste and overflow 1.1/2""",McAlpine,45.55,"This McAlpine basket strainer waste is made of polypropylene (PP) to McAlpine's always high standards. This fitting includes 1 1/2"" BSP x 70mm flange connections.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> McAlpine bath click clack waste and overflow 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/93/NW-F41193_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/McAlpine_CBWF70CB_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/McAlpine_WcConnectors_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_CBWF70CB_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,
69,PD29204,Croydex Westminster soap dish,Croydex,16.3,"Easy to install, this quality chrome-plated Croydex Westminster soap dish is part of a range of stylish and practical accessories designed for bathroom use.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Croydex Westminster soap dish,,Soap dish;Soap dispenser;2x Long fixing screws;2x Wall plug;Wall fixing bracket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/di/sh/QM201941 Westminster Soap Dish_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Croydex_Product_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Croydex_WM_Range_Fitting_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PB98076,"Wirquin bath waste poly plug with ball chain 18"" Chrome Plated",Wirquin,9.34,"This Wirquin chrome bath waste is supplied with poly plug, ball chain, S hook and metal backnut.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Wirquin bath waste poly plug with ball chain 18"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/76/NW-B98076_wm.jpg,,,Chrome,,N,Brass,,30721137,Bath Waste,N,Unslotted 1.5” bath waste with polyplug and chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PC93197,"Ideal Standard luxury basin clicker plug waste slotted 1.1/4""",Ideal Standard,39.72,"An Ideal Standard basin waste with click plug, built from durable brass with a chrome finish.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard luxury basin clicker plug waste slotted 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/97/NW-C93197_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochr_2014.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/IS_S8803_08_IGuide_NN_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,,,,,
72,PA05108,Center H5812 tap reviver acrylic head 1/2 (1 pair),Center,15.67,"An easy update for old or broken taps, this pack of two Center CB 3/4"" bath tap revivers with acrylic heads is suitable for BS5412 and BS1010 bathroom taps. With no need to disturb existing plumbing, tap revivers are a fast fix for tired bathrooms.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Center H5812 tap reviver acrylic head 1/2 (1 pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/08/A05108_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/A05108 - Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/yl/ic/A05108 TDS Center tap reviver acrylic.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PD02576,Nabis Elixir towel rail 680mm,Nabis,25.86,"Nabis Elixir towel rail is made up of durable zinc alloy construction. Bathroom is special, to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The nabis Bathroom Collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of desire bathroom products to enable to design complete bathroom to the style and specification.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Nabis Elixir towel rail 680mm,,Towel railAll fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/76/D02576_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D02576_Nabis_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02576_Nabis_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PB04813,Ideal Standard IOM single towel rail 600mm Chrome,Ideal Standard,43.95,"The elegantly designed polished chrome Ideal Standard IOM wall-mounted, 60cm towel rail has rounded wall attachment pieces with concealed mounts to provide an understated finish in a modern bathroom design.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard IOM single towel rail 600mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/13/NW-B04813_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/IS_IOM_A9118_IGuide_NN_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_A9118_Towel_Rail_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_LiveTheIdeal_Brochure.pdf,,,,,
75,PA05483,* NAB SPARE FITTING LEGS PAIR FOR A05431,Nabis,36.57,This pair of Nabis Regal fitting legs is suitable for the A05431 deck bath filler.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> * NAB SPARE FITTING LEGS PAIR FOR A05431,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/83/A05483_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P257485,"Center bath chain 18"" Chrome",Center,7.91,"Securing a bath plug to the wall, this Center 18"" bath chain is made of chrome to match most bathroom schemes.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Center bath chain 18"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/85/257485_wm.jpg,,,,,N,,,PPSCLI374437,Plug & Chain,N,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PA05480,* NAB SPARE FITTING LEGS PAIR FOR A05496,Nabis,23.68,This pair of Nabis Regal fitting legs is designed for the A05430 bath/shower mixer.,Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> * NAB SPARE FITTING LEGS PAIR FOR A05496,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/80/A05480_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PC24965,"Ideal Standard strainer waste 1.1/4"" Chrome Plated",Ideal Standard,36.77,"This Ideal Standard brass strainer waste with chrome finish is suitable in a wide range of settings, including education, hotel, office, residential, leisure and healthcare.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard strainer waste 1.1/4"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/65/NW-C24965_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Commercial_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_Sanitaryware_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PE94613,Ideal Standard Connect toilet tissue holder with cover,Ideal Standard,47.65,"A modern design with a smart chrome finish, this Ideal Standard Connect toilet tissue holder is designed with a cover for a neat look and additional hygiene in your bathroom. Supplied with fixtures for ease of installation, this accessory is part of the extensive Connect range for a comprehensive matching finish.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard Connect toilet tissue holder with cover,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/13/E94613_wm.jpg,,,Chrome,,N,Metal,,N1382AA,Contemporary,N,Metal construction,Chrome-plated finish,With fixation set,For wall-mounted installation,,,,,,,,,,Connect,,,,,,,,,,,,,,,,,,,,,,
80,PC24963,"Ideal Standard seal bottle trap 1.1/4"" x 75mm Chrome Plated",Ideal Standard,50.49,"This Ideal Standard metal seal bottle trap is finished in chrome and designed for use in hotel, office, residential or leisure settings.","Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Ideal Standard seal bottle trap 1.1/4"" x 75mm Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/63/NW-C24963_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochr_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PD77293,Bristan Solo double towel rail 605mm,Bristan,89.63,"Smartly modern, this Bristan Solo 660mm double towel rail is made of robust solid brass with a chrome-plated finish. This elegant accessory is a great finishing touch for any bathroom.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Bristan Solo double towel rail 605mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/93/NW-D77293_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_SO_DRAIL_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ns/Bristan_Bathroom_Acc_Fitting_Instrns.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PD05998,Mira Elevate twin panel bath screen,Mira,238.18,"The Mira Elevate twin panel bath/shower screen is strong, stylish and easy to install. Made from a 4 - 6mm toughened safety glass and suitable for alcove or corner installation, this semi-frameless design looks great in both contemporary and traditional bathrooms, offering reliable, leak-free watertightness.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Mira Elevate twin panel bath screen,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/98/NW-D05998_wm.jpg,,,,,N,,,2.1814.022,Bath Screen,N,5mm semi-frameless toughened safety glass with hinges and seals,Coated with CleanCoat glass coating technology,Easy to install,,,,,,,,,,,Elevate,,,,,,,,,,,,,,,,,,,,,,
83,PD02579,Nabis Elixir corner storage basket Stainless Steel,Nabis,14.75,"Nabis Elixir corner storage basket is made up of stainless steel. Bathroom is special, it is where going to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification of desired.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Nabis Elixir corner storage basket Stainless Steel,,Corner storage basketAll fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/79/NW-D02579_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02579_Nabis_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D02579_D02580_Nabis_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PC50264,"Wirquin short/solid grid waste 1.1/2"" Chrome Plated",Wirquin,9.92,This Wirquin short/solid unslotted grid waste is made of tough ductile iron.,"Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Wirquin short/solid grid waste 1.1/2"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/64/NW-C50264_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wirquin_Macdee_Brassware_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PD29103,Merlyn SecureSeal fixed shower panel with two shelves,Merlyn,436.79,"With its practical, easy-clean design, the Merlyn SecureSeal 1.5M height single shower panel minimises mess when showering over a bath thanks to a leak-free sealing arm which extends beyond the screen's profile for a full and reliable seal yet folds neatly away when not in use for a clutter-free look. This bath panel is supplied with two shelves for optional storage.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Merlyn SecureSeal fixed shower panel with two shelves,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/03/NW-D29103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_Secure_Seal_Single_Panel_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Merlyn_SecureSeal_Sgl_Panel_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PF47061,Wade Vari-Level U1404 bottle trap assembly,Wade,55.9,"Made of plastic with a nylon 6 finish, the Wade Vari-Level U1404 removable bottle trap assembly is fitted with a 50mm seal and 110mm universal connections. This trap is suitable for installation inside a grating, funnel or body featuring a 4"" throat or outlet.",Bathrooms and Kitchens/Bathroom Accessories/Bathroom Accessories.csv -> Wade Vari-Level U1404 bottle trap assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/61/NW-F47061_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Wade_Floor_Gullies_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wade_Installation_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
