,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Voltage (V),Watts,Weight,Easy Maintenance,Inlets,Clog Resistance,Noise Level,Application,Thickness,Waste Supplied,Bowl Type,Tap Orientation,Drainer Type,Bowl Shape,Main Bowl Size,Second Bowl Size,Main Bowl Size (mm),Minimum Base Unit Size (mm),Waste Kit Included,Pressure,Material Type,Tap Holes
81,PG30018,Aga Rangemaster Albion AL9501/TMO40 single bowl stainless stell sink,Aga Rangemaster,266.45,"A modern design for stylish kitchens, the Midlands-manufactured Aga Rangemaster Albion single bowl stainless steel kitchen sink has a bright polished finish. Allowing for reversible installation, this rectangular sink has a straight-lined design complementing a softly curved bowl.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Aga Rangemaster Albion AL9501/TMO40 single bowl stainless stell sink,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/18/G30018_wm.jpg,,,,,,,Stainless Steel/Polished,,,,,Albion,,,N,,,,,,,Inset,,Stainless Steel,1,AL9501/TMO40,Inset Sink,N,Reversible drainer,Polished finish,Manufactured from 18/10 stainless steel,Waste kit sold separately,,,,,,,,,,,,,,,,0.7 mm,No,1,Centre,Reversible,Rectangular,360 x 424 x 155,NA,,,,,,
82,PA05647,Nabis Turano/Regal/Morita/Costeno/Matese/Trad/Monate/Barford/Swish braided connector (Pair),Nabis,4.38,"Supplied in a pair, these Nabis braided connectors are suitable for the fitting of a variety of Nabis brand taps, including those in the Turano, Regal and Swish ranges.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Nabis Turano/Regal/Morita/Costeno/Matese/Trad/Monate/Barford/Swish braided connector (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/35/597535_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PA05648,Nabis Lesina/Ossia Spare Thin Aerator M24*1,Nabis,1.44,This Nabis flow straightener is suitable for fitting into Lesina and Ossia kitchen taps for improved water delivery.,Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Nabis Lesina/Ossia Spare Thin Aerator M24*1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/36/597536_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PB75150,Ideal Standard Belfast sink 455 x 380 x 205mm White,Ideal Standard,191.62,"Suitable for heavy use, the Ideal Standard Belfast rectangular sink is built from robust fireclay with a white glazed finish. An inbuilt overflow helps water drain faster making the Belfast ideal for emptying buckets and ongoing draining and refilling.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Ideal Standard Belfast sink 455 x 380 x 205mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/50/NW-B75150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B75150_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PB00070,Ideal Standard Belfast sink without box 600 x 455 x 255mm White,Ideal Standard,294.91,"Suitable for heavy use, the Ideal Standard Belfast rectangular sink from Armitage Shanks is built from robust fireclay with a white glazed finish. An inbuilt overflow helps water drain faster making the Belfast ideal for emptying buckets and ongoing draining and refilling.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Ideal Standard Belfast sink without box 600 x 455 x 255mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/70/B00070_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B55900_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PD77209,Bristan Apricot sink mixer tap with pull out spray,Bristan,267.4,"Ideal for busy family kitchens, the Bristan Apricot sink mixer includes a pull-out hose with push button spray for rinsing dishes and prepping food. Finished in chrome, this neat mixer includes a ceramic cartridge for smooth operation and is suitable for use in any plumbing system.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Apricot sink mixer tap with pull out spray,,"Sink mixer;2x check valves;1x fixing kit,Flexible tails",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/09/NW-D77209_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77209_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D77209_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D77209_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PG66573,CONTRACT LC106L 1000X600 LH RL/FRONT  SS,Leisure Sinks,177.17,"Designed with seamless soldering and a rigid frame construction, this tough Leisure Sinks Contract rectangular inset sink is resistant to bending and flexing, even when put under pressure. Made of robust 18/10 stainless steel with a polished finish, this left hand roll-top front sink has a 400 x 420 x 160mm bowl and ready-drilled tap holes.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> CONTRACT LC106L 1000X600 LH RL/FRONT  SS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/73/NW-G66573_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Leisure_Sinks_Contract_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/te/Leisure_Sinks_Aqualine_Sink_Template.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PD77415,Bristan Monza easyfit sink mixer tap Chrome,Bristan,176.28,"The modern Bristan Monza mono sink mixer works well in any plumbing system, performing best in balanced pressure. Highly robust, this deck-mounted tap is made of brass with a smart chrome finish and is operated using simple lever handles.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Monza easyfit sink mixer tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/15/NW-D77415_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77415_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Monza_Sinkmixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Monza_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PD77200,Bristan Blueberry Easyfit Kitchen Sink Mixer Tap Chrome,Bristan,132.37,"Combining angles and curves for a modern look, the Bristan Blueberry monobloc sink mixer is made of tough brass and finished in chrome. Suitable for use in all plumbing systems, this deck-mounted tap is simple to install and includes a large, tactile handle for ease of use.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Blueberry Easyfit Kitchen Sink Mixer Tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/00/NW-D77200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_EFSNK_C_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D77200_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77200_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PG66602,Leisure Sinks Lexin left hand single drainer 1.0 bowl two tap hole 950 x 508mm Stainless Steel,Leisure Sinks,103.56,"Highly resistant to bending and flexing, even if placed under pressure, this Leisure Sinks Lexin rectangular inset sink is designed with seamless soldering and a rigid frame, making it ideal for heavy duty kitchen use. Made of a tough 18/10 satin finished stainless steel, the Lexin includes a single 350 x 420 x 180mm sink with left hand drainer and two tap holes ready for the tap pair of your choice.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Leisure Sinks Lexin left hand single drainer 1.0 bowl two tap hole 950 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/02/NW-G66602_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Leisure_Sinks_Fitting_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/te/Leisure_Sinks_Aqualine_Sink_Template.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PC66666,Pegler Jeroni horizontal spout 2 handle tap Brushed Nickel,Pegler,109.04,"A statement choice for a contemporary kitchen, the Pegler Jeroni horizontal kitchen mixer tap is made of brass with a brushed chrome-plated finish. With twin handles and a 230mm projection, this high arc deck tap offers an angular design.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Pegler Jeroni horizontal spout 2 handle tap Brushed Nickel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/66/NW-C66666_wm.jpg,,,,,,,Chrome,29.2 L/min at 3 bar,0.1,60,230,Jeroni,Modern,10 Year,N,265,Low,No,No,No,High Arc,Deck,Lever,Brass,1,922101,Kitchen Mixer Tap,N,With aerator,Flow straightener,Low pressure,Single flow,Flow rate 29.2LPM at 3 bar,10 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PD88218,Bristan Value monobloc sink mixer Chrome,Bristan,120.55,"Combining economy and practicality, the Bristan Value high arc sink mixer is made of a tough brass with a hardwearing chrome finish. Fitted with easy to use 3"" metal handles with ceramic disc technology for precise control, this deck-mounted dual flow tap provides a 210mm spout projection.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Value monobloc sink mixer Chrome,,Sink mixer;3inch (76mm) metal lever handles,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/18/NW-D88218_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88218_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88218_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88218_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PD81027,Bristan Renaissance Easyfit kitchen sink mixer tap Chrome,Bristan,265.59,"Inspired by historic Italian design, the deck-mounted Bristan Renaissance EasyFit sink mixer tap has a chrome finish with statement porcelain touches throughout. Suitable for use in any plumbing system, this tough brass high arc tap performs particularly well in a balanced supply.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Renaissance Easyfit kitchen sink mixer tap Chrome,,Sink mixer;Easy fit base;Flexible tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/27/NW-D81027_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Renaissance_SNK_C_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Renaissance_Sinkmixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D81027_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PD77204,Bristan Pistachio Easyfit Kitchen Sink Mixer Tap Chrome,Bristan,175.27,"Smartly rounded with an understated peg handle, the Bristan Pistachio monobloc sink mixer is made of tough brass and bright chrome. Compatible with all plumbing systems, this mixer is designed for deck mounting.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Pistachio Easyfit Kitchen Sink Mixer Tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/04/NW-D77204_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Pistachio_Sinkmixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Pistachio_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77204_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PC42470,Bristan Renaissance bridge sink mixer tap Chrome,Bristan,338.1,"With porcelain details and elegant touches, this Bristan Renaissance bridge sink mixer has a period feel inspired by classical Italian design. Ideal for balanced systems but compatible with all water supplies, this deck-mounted tap is made of hardwearing brass with a chrome surface finish.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Renaissance bridge sink mixer tap Chrome,,Bridge sink mixer;Metal backnuts,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/70/NW-C42470_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Renaissance_DSM_C_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C42470_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/C42470_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PG74670,Aga Rangemaster Andesite Igneous 1.5 bowl sink 1000 x 500mm Crystal White,Aga Rangemaster,232.66,"Combining practicality with style, the AGA Rangemaster Andesite inset sink is made of tough igneous granite with a glossy Crystal White finish. Incorporating a large 345 x 430 x 200mm sink bowl and useful half sink, both with smart geometric design and low profile corners, the Andesite provides plenty of space for all of your kitchen tasks. This sink is finished with a simple, stylish reversible drainer and pre-drilled tap hole.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Aga Rangemaster Andesite Igneous 1.5 bowl sink 1000 x 500mm Crystal White,,Inset sink;Waste kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/70/NW-G74670_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G74670_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Aga_Rangemaster_IGranite_Sink_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PD76432,Bristan Monza Easyfit Kitchen Sink Mixer Tap Brushed Nickel,Bristan,188.85,"The modern Bristan Monza mono sink mixer works well in any plumbing system, performing best in balanced pressure. Highly robust, this deck-mounted tap is made of brass with a smart nickel finish and is operated using simple lever handles.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Monza Easyfit Kitchen Sink Mixer Tap Brushed Nickel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/32/NW-D76432_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D76432_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Monza_Sinkmixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Monza_BN_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PC43195,"Deva LEVER single lever bridge sink mixer 3"" Chrome Plated",Deva,141.12,"This Deva LEVER bridge sink mixer with adjustable centres is made of brass with a chrome finish. Suitable for all plumbing systems, this deck-mounted mixer includes a tactile lever handle for inclusive flow and temperature control.","Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Deva LEVER single lever bridge sink mixer 3"" Chrome Plated",,Bridge sink mixer;Tap fittings;Tap hot ;cold water connections,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/95/NW-C43195_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_DLT305B_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PG77179,Rangemaster Eaton stainless steel inset 950 X 508 sink 1.5 bowls with aquamono 35 tap & waste,Rangemaster,440.79,"Suitable for reversible installation, the Aga Rangemaster Eaton 1.5 bowl sink with drainer is built in a robust, attractive stainless steel. Built in Nottinghamshire, this sink is supplied complete with the Aquamono 35 tap and waste.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Rangemaster Eaton stainless steel inset 950 X 508 sink 1.5 bowls with aquamono 35 tap & waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/G77179_wm.jpg,,,,,,,Stainless Steel/Satin/Bright,,,,,,,,N,,,,,,,Inset,,Stainless Steel,1,EA9502 TMO35,Swivel,N,Includes tap,With waste,Reversible installation,Stainless steel construction,With drainer,WRAS approved,,,,,,,,,,,,,,0.7,Yes,1.5 sink and drainer,Centre,Reversible,Rectangular,340 x 410 x 150,175 x 320 x 80,,,,,,
100,PG69908,Carron Phoenix Dante kitchen tap Chrome Plated,Carron Phoenix,252.08,"Gracefully designed with a swan neck spout, the Carron Phoenix Dante kitchen sink mixer tap has a high shine chrome-plated finish. Offering comfortable, ergonomic use, this mixer includes a 360° swivel action for easy targeted use, ideal for for prep and rinsing.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix Dante kitchen tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/08/NW-G69908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Carron_Phoenix_Dante_Spec_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Carron_Phoenix_Dante_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Carron_Phoenix_Dante_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Carron_Phoenix_Developer_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PG09794,Carron Phoenix Bern monobloc tap Chrome,Carron Phoenix,312.9,"Designed for ease of use, the chrome Carron Phoenix Bern kitchen sink mixer tap has a single-flow spout and smart curved design with ceramic cartridge operated dual lever handles for smooth precision. Suitable for high water pressure systems, this deck-mounted kitchen tap is fitted with a perlator for a softly aerated flow and water economy.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Carron Phoenix Bern monobloc tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/94/NW-G09794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Carron_Phoenix_Developer_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PC63046,Bristan Design utility lever deck sink mixer tap Chrome,Bristan,165.88,"A classic choice for any kitchen, the Bristan Design utility sink mixer is made of tough brass with a clean chrome-plated finish. Lever-operated, this deck-mounted sink tap incorporates long life ceramic disc valves for smooth turning. The Bristan Design is compatible with all plumbing systems.",Bathrooms and Kitchens/Kitchen/Kitchen.csv -> Bristan Design utility lever deck sink mixer tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/46/NW-C63046_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/C63046_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C63046_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C63046_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
