,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Range,Thickness,Hazardous,Waste Supplied,Bowl Type,Tap Orientation,Drainer Type,Bowl Shape,Fitting / Mounting Type,Main Bowl Size,Material,Number of Tap Holes,Second Bowl Size,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Minimum Base Unit Size (mm),Waste Kit Included,Depth (mm),Main Bowl Size (mm),Attachment 4,Material Type,Warranty,Tap Holes,Feature 8,Feature 9
49,PG66796,Leisure Sinks Lexin left hand drainer inset 1.0 bowl 950 x 508mm Stainless Steel,Leisure Sinks,172.85,"Highly resistant to bending and flexing, even if placed under pressure, this Leisure Sinks Lexin rectangular inset sink is designed with seamless soldering and a rigid frame, making it ideal for heavy duty kitchen use. Made of a tough 18/10 satin finished stainless steel, the Lexin includes a single 350 x 420 x 180mm sink with left hand drainer and two tap holes ready for the taps of your choice.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Leisure Sinks Lexin left hand drainer inset 1.0 bowl 950 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/97/NW-G66796_G66797_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Leisure_Sinks_Fitting_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/te/Leisure_Sinks_Aqualine_Sink_Template.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PG60199,"Carron Phoenix Onda 1-tap hole sink 3.1/2""",Carron Phoenix,152.5,"A durable, high performance design, the Carron Phoenix Onda single sink with reversible drainer is manufactured in tough stainless steel with a smart polished finish for ease of cleaning. Supplied with one ready-drilled taphole, the Onda is compatible with your choice of mixer tap.","Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Onda 1-tap hole sink 3.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/99/G60199_wm.jpg,,,,Stainless Steel/Polished,Onda,0.6mm,N,Yes,1 sink 1 drainer,Centre,Reversible,Rectangular,Inset,450 x 395 x 160,Stainless Steel,1,NA,101.0488.563,Inset Sink,N,Rectangular shape,High performance design,With drainer,Reversible installation,Stainless steel construction,Polished finish,With 1x taphole,500,Y,,1.0,,,,,,
51,PG09552,Carron Phoenix Ascona inset rev sink Stainless Steel,Carron Phoenix,275.87,"The Carron Phoenix Ascona kitchen sink is made of smart, easy to clean stainless steel. With a slim top profile, the Ascona fits flush into the kitchen worktop with its edge sitting flat on the surface for a neater, modern finish.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Ascona inset rev sink Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/52/NW-G09552_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Franke_Pro_Value_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G09552_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PB55600,Ideal Standard Belfast sink 600 x 455 x 255mm White,Ideal Standard,391.37,"A timeless choice, the Ideal Standard traditional rectangular Belfast sink is manufactured from a heavy duty fireclay with white glazed finish. The perfect sink for everyday use in a busy kitchen, the Belfast is resistant to acids and staining, keeping it looking brand new for longer.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Ideal Standard Belfast sink 600 x 455 x 255mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/00/NW-B55600_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B55600_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PG30021,Aga Rangemaster Eaton EA9502/TMO40 1.5 bowl stainless steel sink,Aga Rangemaster,327.35,"This Aga Rangemaster Eaton single bowl kitchen sink is made of a robust and attractive stainless steel, ideal for modern kitchens.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Aga Rangemaster Eaton EA9502/TMO40 1.5 bowl stainless steel sink,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/21/G30021_wm.jpg,,,,Stainless Steel,Eaton,0.7 mm,N,No,1.5,Centre,Reversible,Rectangular,Inset,340 x 410 x 150,Stainless Steel,1,175 x 320 x 80,EA9502/TMO40,Inset Sink,N,Reversible drainer,"Satin bowl, bright drainer",Manufactured from 18/10 stainless steel,10 year warranty,Waste kit sold separately,,,,,,,,,,,,
54,PG30019,Leisure Sinks Albion AL9502 1.5 bowl stainless stell sink with TM040 tap and waste kit,Leisure Sinks,386.14,"A modern design for stylish kitchens, the Midlands-manufactured Leisure Sinks Albion 1.5 bowl stainless steel kitchen sink is supplied complete with a TM040 tap and waste kit. Allowing for reversible installation, this rectangular sink has a straight-lined design complementing a softly curved bowl.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Leisure Sinks Albion AL9502 1.5 bowl stainless stell sink with TM040 tap and waste kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/19/G30019_wm.jpg,,,,Stainless Steel/Polished,Albion,0.7 mm,N,No,1.5,Centre,Reversible,Rectangular,Inset,360 x 424 x 155,Stainless Steel,1,151 x 300 x 120,AL9502/TMO40,Inset Sink,N,Reversible drainer,Polished finish,Manufactured from 18/10 stainless steel,Waste kit sold separately,,,,,,,,,,,,,
55,PB32173,Twyford Belfast sink 610 x 455 x 255mm White,Twyford,308.74,"Made of fine fireclay with a white glazed finish, the Twyford 610 x 455mm Belfast rectangular kitchen sink is easy to clean and offers excellent resistance to damage. This rectangular single bowl sink is designed for wall mounting.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Twyford Belfast sink 610 x 455 x 255mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/73/NW-B32173_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B32171_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PG77179,Rangemaster Eaton stainless steel inset 950 X 508 sink 1.5 bowls with aquamono 35 tap & waste,Rangemaster,440.79,"Suitable for reversible installation, the Aga Rangemaster Eaton 1.5 bowl sink with drainer is built in a robust, attractive stainless steel. Built in Nottinghamshire, this sink is supplied complete with the Aquamono 35 tap and waste.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Rangemaster Eaton stainless steel inset 950 X 508 sink 1.5 bowls with aquamono 35 tap & waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/G77179_wm.jpg,,,,Stainless Steel/Satin/Bright,,0.7,N,Yes,1.5 sink and drainer,Centre,Reversible,Rectangular,Inset,340 x 410 x 150,Stainless Steel,1,175 x 320 x 80,EA9502 TMO35,Swivel,N,Includes tap,With waste,Reversible installation,Stainless steel construction,With drainer,WRAS approved,,,,,,,,,,,
57,PG66612,Leisure Sinks Euroline reversible 1.5 bowl 950 x 508mm Stainless Steel,Leisure Sinks,263.71,"Made from high grade 18/10 satin stainless steel, this Leisure Sinks Euroline 1.5 bowl rectangular inset sink is built with seamless soldering and a rigid frame construction for heavy duty use, resisting bending and flexing even under pressure.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Leisure Sinks Euroline reversible 1.5 bowl 950 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/12/NW-G66612_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Leisure_Sinks_Fitting_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/te/Leisure_Sinks_Aqualine_Sink_Template.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PC96112,IS FIRTH N/SINK 160X40 SS LH/OUT WST&CVR,Ideal Standard,2120.06,"Designed for simultaneous use by two people, this Ideal Standard SU H 160mm scrub-up trough sink is fitted with a 1 1/2"" strainer waste, trap cover and earthing terminal. It is made of robust stainless steel and has been manufactured without tapholes, making it suitable for use underneath wall-mounted taps.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> IS FIRTH N/SINK 160X40 SS LH/OUT WST&CVR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/12/C96112_wm.jpg,,,,Stainless Steel,,1.5mm stainless steel 1.4301 (304),N,Yes,Trough,Wall,Flow,Rectangular,Wall mounted,1600 x 400,Stainless Steel,0,NA,S1281MY,Scrub-up trough,N,Stainless steel construction,With left-handed outlet strainer waste,Includes trap cover,With hangers,Suitable for wall-mounted installation,,,,,,,,,,,,
59,PG75564,Carron Phoenix Contessa waste pack,Carron Phoenix,13.95,"This Carron Phoenix Contessa 90/100 waste pack is suitable for use with Franke Carron sinks. Made of robust stainless steel, it has a smart silver finish.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Contessa waste pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/64/G75564_wm.jpg,,,,Black / White / Silver,Contessa,,N,,,,,,,,Stainless Steel,,,112.0352.521,Waste Pack,N,Good Value for Money,High Performance,,,,,,,,N/A,,,,,,,
60,PF49921,McAlpine 2 inlet double bowl sink kit nozzles,McAlpine,22.69,"Compatible with British and European sink designs, this McAlpine standard double bowl sink kit includes two inlet nozzles, each with a moulded internal sleeve for pipe centering and support. Supplied with blanking plugs and P trap, this kit's Multifit and friction washers ensure a secure seal between pipe and fitting wall. If the plastic pipe used is small or misshapen the end may need to be warmed, allowing it to be eased over the internal sleeve.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> McAlpine 2 inlet double bowl sink kit nozzles,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/21/F49921_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/McAlpine_SK2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F49921_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,
61,PG75966,"Carron Phoenix Onda sink 3.1/2""",Carron Phoenix,179.58,"The organic design of the Carron Phoenix Onda rectangular inset kitchen sink is ideal for a contemporary kitchen. Built in  hardwearing stainless steel with a polished finish, the Onda combines Carron Phoenix's practicality with statement looks.","Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Onda sink 3.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/66/NW-G75966_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Carron_Phoenix_Onda_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/G75966_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PG66797,Leisure Sinks Lexin right hand drainer inset 1.0 bowl 950 x 508mm Stainless Steel,Leisure Sinks,172.85,"Highly resistant to bending and flexing, even if placed under pressure, this Leisure Sinks Lexin rectangular inset sink is designed with seamless soldering and a rigid frame, making it ideal for heavy duty kitchen use. Made of a tough 18/10 satin finished stainless steel, the Lexin includes a single 350 x 420 x 180mm sink with right hand drainer and two tap holes for the taps of your choice.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Leisure Sinks Lexin right hand drainer inset 1.0 bowl 950 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/97/NW-G66796_G66797_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Leisure_Sinks_Fitting_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/te/Leisure_Sinks_Aqualine_Sink_Template.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PG69810,Carron Phoenix Precision Plus waste kit,Carron Phoenix,4.02,"A high performance choice for your sink, the Carron Phoenix Precision Plus 90/100 waste kit is suitable for use with Franke Carron sinks. This waste is made of robust stainless steel with a smart silver finish.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Precision Plus waste kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/10/NW-G69810_wm.jpg,,,,Black / White / Silver,Precision Plus,,N,,,,,,,,Stainless Steel,,,112.0020.960,Waste Kit,N,Good Value for Money,High Performance,,,,,,,Y,N/A,,,Stainless Steel,2 Year,None,,
64,PG97170,Leisure Sinks 1 bowl sink with reducer waste kit,Leisure Sinks,18.04,An easy-install Leisure Sinks reducer waste kit for single bowl sinks.,Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Leisure Sinks 1 bowl sink with reducer waste kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/70/NW-G97170_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PB79010,Shaws Of Darwen Cleaner high back cleaners sink 510 x 380 x 230 x 535mm White,Shaws Of Darwen,430.15,"A practical design ideal for heavy commercial use, this Shaws Of Darwen 510 x 380mm high back rectangular cleaner's sink is made of a tough fine fireclay. Constructed using cutting edge kiln technology, this single bowl sink has an antibacterial white glaze finish fired for resistance to stains and acids. This smart cleaner's sink is suitable for floor or wall mounting.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Shaws Of Darwen Cleaner high back cleaners sink 510 x 380 x 230 x 535mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/10/NW-B79010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B79010_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PG97160,Leisure Sinks hole waste kit 52mm,Leisure Sinks,6.57,An easy-install Leisure Sinks waste kit for sinks with 52mm waste holes.,Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Leisure Sinks hole waste kit 52mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/60/NW-G97160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PG73691,Pland right hand catering sink with stand 1000 x 600mm,Pland,705.49,The Pland Burgundy 1000 x 600mm catering sink and stand has a working height of 850mm and a projection of 600mm. Manufactured in satin finish stainless steel this sink is supplied without taps and offers compatibility with the brand's Laffitte catering tables.,Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Pland right hand catering sink with stand 1000 x 600mm,,"Sink, stand and waste",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0s/rf/CS1060SRF_wm.jpg,,,,Satin,,0.9/1.2mm,N,Yes,Catering,Behind Bowl,"Ribbed, right hand.",Rectangular,"Freestanding, frame and undershelf.",508 x 356 x 250,Stainless Steel,2,NA,CS1060SRF,Stainless steel <lt/>304<gt/>,N,With waste kit,Stainless steel construction,Satin finish,Stand with adjustable feet for level installation,Without taps,Sinktops and stands available separately,Right hand drainer,,,,,,,,,,
68,PG62832,Carron Phoenix Debut Granite sink 1.0 bowl 1000mm Polar White,Carron Phoenix,286.96,"Made of a robust white granite, the Carron Phoenix Debut single bowl inset sink brings a touch of tough personality to a kitchen. Functional and attractive, this sink offers reversible installation, allowing you to place the softly grooved drainer platform on whichever side is most convenient for you.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Debut Granite sink 1.0 bowl 1000mm Polar White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/32/G62832_wm.jpg,,,,White,Debut,10 mm,N,Yes,1,Centre,Reversible,Rectangular,Inset,420x340x200,Granite,2,,114.0201.152,Inset Sink,N,Granite construction,Polar White finish,Rectangular shape,With drainer,Reversible installation,With Revolution waste,Includes round overflow and pipe kit,500,Y,,,,,,Two,Suitable for waste disposal,With 2x tapholes
69,PG66610,Leisure Sinks Euroline reversible single drainer 1.0 bowl 950 x 508mm Stainless Steel,Leisure Sinks,155.03,"Designed for heavy duty kitchen use, this Leisure Sinks Euroline rectangular inset sink is built from tough 18/10 polished stainless steel with seamless soldering and a rigid frame. Resistant to bending and flexing, even when placed under pressure, this tough reversible sink incorporates a generous 424 x 340 x 150mm single bowl and handy side drainer.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Leisure Sinks Euroline reversible single drainer 1.0 bowl 950 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/10/NW-G66610_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Leisure_Sinks_Fitting_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/la/te/Leisure_Sinks_Aqualine_Sink_Template.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PG73690,Pland left hand catering sink with stand 1000 x 600mm,Pland,705.49,"With a working height of 850mm and a 600mm projection from wall, the Pland catering sink is compatible with Pland catering tables. Supplied with a waste kit, earth tag, sound deadening pads, adjustable stand and undershelf, this burgundy stainless steel sink requires taps to complete installation.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Pland left hand catering sink with stand 1000 x 600mm,,Catering sink ;Stand,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/90/NW-G73690_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G73690_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PG70665,Carron Phoenix Antea 1 bowl sink reversible Stainless Steel,Carron Phoenix,137.94,"A smart finishing touch for any kitchen, this Carron Phoenix Antea AZN661 reversible rectangular inset kitchen sink is designed to sit in a pre-prepared hole in a kitchen worktop for a sleek, seamless look. Made of a robust stainless steel with a polished finish, the Antea has a 450 x 420 x 160mm sink bowl and a single tap hole ready for the mixer of your choice.",Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> Carron Phoenix Antea 1 bowl sink reversible Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/65/NW-G70665_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G70665_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PG97158,LEISURE WKIT04 1.5B2.0B BSW KIT,Leisure Sinks,32.34,A handy Leisure Sinks basket strainer waste kit for 1.5 and 2 bowl sinks.,Bathrooms and Kitchens/Kitchen/Kitchen Sinks/Kitchen Sinks.csv -> LEISURE WKIT04 1.5B2.0B BSW KIT,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/58/NW-G97158_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/Leisure_Sinks_Sink-Tap_Brochure_2012.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
