,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Type,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Colour,Max Vertical Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Feature 9,Feature 10
43,P333963,Worcester Bosch Greenstar 8000 Style GR8700iW 40 C NG combi boiler pack 40kW White,Worcester Bosch,1736.0,"Redefining the combi boiler, the Worcester Bosch Greenstar 8000 Style GR8700iW 40 C NG combi boiler has been conceived with modern home decor in mind for a design-led look suited to the most contemporary space. Incorporating feedback from installers and customers, the makers of this 40kW boiler have achieved quicker, simpler installation, servicing and commissioning , more intuitive controls and quieter operation compared to its predecessor, the 8000 Life. This 40kW combi features a full colour touchscreen display putting comfort and flexibility at your fingertips and improving fault diagnostics. Compatible with the Greenstar Intelligent Filling System for optimum boiler pressure, the 8000 Style has an ErP A rating.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 40 C NG combi boiler pack 40kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Style_White_wm.jpg,N,333963 PK,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,,,,,,,14 L/min @ 40°C,Natural Gas,Greenstar 8000 Style,8 years,47 kg,A,A,,365,333963,94,Wall Hung,Condensing Combi Boiler,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,,,,8 year guarantee,
44,P334498,Worcester Bosch Greenstar 8000 Life system boiler pack with flue 35kW,Worcester Bosch,1605.0,"An impressive follow-up to the always popular Greenstar CDi Classic, the new and improved Worcester Bosch Greenstar 8000 Life condensing system boiler offers a cutting edge modern design and improved installation thanks to handy features like pre-wired and pre-plumbed components. Compatible with solar, this 35kW digital boiler is fitted with a low energy modulating pump and with frost protection built in, ensuring ErP A-rated efficiency along with lower energy bills and less waste. This pack includes a telescopic horizontal flue kit for easy, time-saving fitting.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Life system boiler pack with flue 35kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/9_/pk/334498_99 PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar8000LifeSstm_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114665_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_8000_LifeStyle_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar8000Life_System_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
45,P333828,Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG combi boiler and flue pack 40kw,Worcester Bosch,1652.0,"A worthy successor to the perennially popular CDi Classic, with all the same connections for ease of replacement, the Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG combi boiler pack with flue is just as reliable while also offering simplified installation, service and maintenance. Lightweight and easy to use, this ErP A-rated 40kW combi is fitted with an intuitive LCD display and offers the option for wireless smart operation using the Bosch EasyControl. Compatible with the state of the art Greenstar Intelligent Filling System, the efficient 8000 Life makes heating a home effortless.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 40 C NG combi boiler and flue pack 40kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/333826_30 PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/333826-30_Worcester_TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/333826-30_Worcester_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P333984,Worcester Bosch Greenstar 8000 Life GR8300iW 50 C NG combi boiler pack 50kW White,Worcester Bosch,2317.0,"The Worcester Bosch Greenstar 8000 Life GR8300iW 50 C NG is designed as a direct replacement for the popular CDi Classic, just as reliable but with better than ever efficiency and flexibility. The 50kW output 8000 Life enjoys a sleek, contemporary design helping it to blend seamlessly into any modern home and installation is simple and fast thanks to a lower than ever lift weight and the familiar Classic layout with all the same fixture points and connections. Daily use of this boiler is hassle-free, putting control at your fingertips with a full colour text display and the option to go smart with Bosch's EasyControl thermostat. Offering an ErP A rating this boiler helps homeowners keep fuel bills and emissions low.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 50 C NG combi boiler pack 50kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Life_White_wm.jpg,N,333984 PK,N,Direct replacement for the Worcester Bosch CDi Classic,"Easier installation, servicing and maintenance",Full colour text display and push button boiler control,,,,,,,18 L/min @ 40°C,Natural Gas,Greenstar 8000 Life,8 years,49kg,A,A,50 kW,365,"333826, 333984",94,Wall Hung,Condensing Combi Boiler,Simple switch from CDi classic with same fixing points and connections,Greenstar Intelligent Filling System,Reduced lift weight compared to the CDi classic,Full wireless connectivity with the Bosch EasyControl,8 year guarantee,,,,,
47,P333960,Worcester Bosch Greenstar 8000 Style GR8700iW 30 CB NG combi boiler pack 30kW Black,Worcester Bosch,1415.0,"In designing the Worcester Bosch Greenstar 8000 Style GR8700iW 30 CB NG combi boiler years of feedback from installers and customers has been taken into account and as a result you'll enjoy faster, easier installation, servicing and commissioning, simpler than ever intuitive controls, quiet operation and a sleek, modern design suited to contemporary interiors. The 8000 Style's full colour touchscreen display makes daily use of this 30kW boiler effortless, giving the owner the very highest levels of comfort and efficiency. Compatible with the Greenstar Intelligent Filling System for optimum boiler pressure, the 8000 Style has an ErP A rating which means lower fuel bills and a reduced carbon footprint.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 30 CB NG combi boiler pack 30kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/la/ck/WB_G_Style_Black_wm.jpg,N,333960 PK,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,,,,,,,11 L/min @ 40°C,Natural Gas,Greenstar 8000 Style,8 years,47 kg,A,A,,365,333960,94,Wall Hung,Condensing Combi Boiler,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,,,,8 year guarantee,
48,P333959,Worcester Bosch Greenstar 8000 Style GR8700iW 35 CB NG combi boiler pack 35kW Black,Worcester Bosch,1544.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 35 CB NG combi boiler offers faster, easy installation, servicing and commissioning, simple to use controls, quiet operation and contemporary design-led looks well-suited to modern decor. The team at Worcester Bosch has harnessed years of installer and customer feedback in designing the 8000 Style's full colour touchscreen display, making using the 35kW boiler effortless, giving you high levels of comfort and efficiency at the touch of a button. Compatible with the innovative Greenstar Intelligent Filling System for optimised boiler pressure, the 8000 Style has an ErP A rating for lower fuel bills and low emissions.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 35 CB NG combi boiler pack 35kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/la/ck/WB_G_Style_Black_wm.jpg,N,333959 PK,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,,,,,,,13 L/min @ 40°C,Natural Gas,Greenstar 8000 Style,8 years,47 kg,A,A,,365,333959,94,Wall Hung,Condensing Combi Boiler,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,,,,8 year guarantee,
49,P333650,Worcester Bosch Greenstar CDi Compact 36CDi NG combi boiler and horizontal flue pack,Worcester Bosch,1390.0,"Designed to supply reliable heating and hot water to properties with up to three bedrooms and two bathrooms, the Worcester Bosch Greenstar 36CDi NG Compact condensing combi boiler is supplied with a horizontal flue and pre-plumbed mounting jig for ease of installation in a kitchen cupboard. Providing an easy to understand commissioning and diagnostic display, this 36kW combi boiler provides both user and engineer with all the information they need for operation and maintenance, minimising the risk of errors and downtime. The Greenstar Compact is ErP A-rated for excellent levels of efficiency, however if installed with the Bosch EasyControl smart thermostat that rating is boosted to an A+.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar CDi Compact 36CDi NG combi boiler and horizontal flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/333648_50 PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Worcester_WM-gas-combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Worcester_CDi Compact_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P114635,Worcester Bosch Greenstar 8000 Style GR8700iW 35 CB NG combi boiler 35kW Black,Worcester Bosch,1684.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 35 CB NG combi boiler offers faster, easy installation, servicing and commissioning, simple to use controls, quiet operation and contemporary design-led looks well-suited to modern decor. The team at Worcester Bosch has harnessed years of installer and customer feedback in designing the 8000 Style's full colour touchscreen display, making using the 35kW boiler effortless, giving you high levels of comfort and efficiency at the touch of a button. Compatible with the innovative Greenstar Intelligent Filling System for optimised boiler pressure, the 8000 Style has an ErP A rating for lower fuel bills and low emissions.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 35 CB NG combi boiler 35kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/36/114632_114636_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/114635_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W_B_Greenstar_8000_Style_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114635_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/W_B_Greenstar_8000_Style_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/W_B_Greenstar_8000_LifeStyle_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
51,P333958,Worcester Bosch Greenstar 8000 Style GR8700iW 40 CB NG combi boiler only pack 40kW Black,Worcester Bosch,1736.0,"Designed with feedback from installers and homeowners in mind, the Worcester Bosch Greenstar 8000 Style GR8700iW 40 CB NG combi boiler offers faster, easier installation, servicing and maintenance, more intuitive controls and even quieter operation compared to the 8000 Life. Ideal for a modern home, this 40kW combi has an attractively designed exterior and incorporates a simple to follow colour touchscreen display to improve controls and make fault diagnostics and commissioning fast and accurate too. Compatible with the Greenstar Intelligent Filling System for optimum boiler pressure, the 8000 Style boasts an ErP A rating for reduced fuel bills.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 40 CB NG combi boiler only pack 40kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/la/ck/WB_G_Style_Black_wm.jpg,N,333958 PK,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,,,,,,,14 L/min @ 40°C,Natural Gas,Greenstar 8000 Style,8 years,47 kg,A,A,,365,333958,94,Wall Hung,Condensing Combi Boiler,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,,,,8 year guarantee,
52,P114646,WORCS GSTAR 8000 STYLE 50KW CMBI BLK LPG,Worcester Bosch,2706.0,"When putting together the Greenstar 8000 Style GR8700iW 50 CB LPG combi boiler the Worcester Bosch team took years of feedback from installers and customers into account. The results are easy to see. Technicians now enjoy speedier, hassle-free installation, straightforward servicing and guided, touchscreen commissioning while homeowners reap the benefits of intuitive controls, quieter operation and a sleek exterior design. The 8000 Style's full colour touchscreen display makes daily use of the 50kW boiler a breeze, for the very highest levels of comfort and efficiency. Compatible with the Greenstar Intelligent Filling System for optimum boiler pressure, this combi offers an ErP A rating for reduced fuel bills and emissions.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> WORCS GSTAR 8000 STYLE 50KW CMBI BLK LPG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/50/114646_114650_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W_B_Greenstar_8000_Style_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/W_B_Greenstar_8000_Style_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/W_B_Greenstar_8000_LifeStyle_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P333823,Worcester Bosch Greenstar Utility 32/50 2022+ heat only boiler,Worcester Bosch,2554.0,"Ideal for large homes and light commercial premises, the Worcester Bosch Greenstar Danesmoor Utility 32/50 2022+ heat only boiler has a compact footprint yet provides an impressive heat output. ErP A-rated, this smartly designed and efficient boiler includes a concealed control panel for a neater look wherever it's installed.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar Utility 32/50 2022+ heat only boiler,,Boiler;Greenstar Utility installation;Commissioning ;servicing instruction manual;User instructions;Fascia information card;Guarantee registration card;ErP label,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/69/115368_115369_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Logic_Max_Heat_Specsheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,P333748,Worcester Bosch Greenstar CDi Highflow 550CDi boiler and horizontal flue,Worcester Bosch,2674.0,"Offering high heating and hot water output, the Worcester Bosch Greenstar CDi Highflow 550CDi NG combi, supplied with a horizontal flue, is ideal for installation in larger homes with two bathrooms. A robust floor standing boiler, the CDi Highflow is designed to sit beneath a standard kitchen countertop, making it easy to reach for installation, maintenance and control. Providing instant hot water in even the most demanding homes, this ErP A-rated boiler is highly efficient and reliable, with built-in frost protection to keep things running in even the worst weather.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar CDi Highflow 550CDi boiler and horizontal flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/pk/333748 PK_wm.jpg,N,333748 PK,N,Includes boiler and horizontal flue,Fits underneath a standard kitchen worktop,Frost protection for safe cellar or garage installation,,,,,,,,Natural Gas,Greenstar CDi Highflow,,,,,,,,,,Condensing Combi Boiler and Horizontal Flue Pack,Simple control knobs and temperature display,"Keep Hot facility for instantaneous, always available hot water",High hot water flow rate over 90L draw-off,DHW flow rate 25LPM,Compatible with a wide choice of controls,White/Gloss,,A,7 year warranty,
55,P114654,WORCS GSTAR 8000 STYLE 35KW CMBI WHT LPG,Worcester Bosch,1758.0,"Redefining the design of the combi boiler, the Worcester Bosch Greenstar 8000 Style GR8700iW 35 C LPG combi boiler is sleekly contemporary, conceived with modern home decor in mind. Incorporating feedback from installers and customers, the makers of this boiler have ensured quicker, hassle-free installation, servicing and commissioning, intuitive controls and quieter operation compared to its predecessor, the 8000 Life. This 35kW combi incorporates a full colour touchscreen display putting comfort and flexibility of use at your fingertips and improving fault diagnostics too. Compatible with the Greenstar Intelligent Filling System for optimum boiler pressure, the 8000 Style has an ErP A rating for lower fuel bills and a reduced carbon footprint.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> WORCS GSTAR 8000 STYLE 35KW CMBI WHT LPG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/55/114651_114655_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W_B_Greenstar_8000_Style_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/W_B_Greenstar_8000_Style_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/W_B_Greenstar_8000_LifeStyle_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P333827,Worcester Bosch Greenstar 8000 Life GR8300iW 45 C NG combi boiler and flue pack 45kw,Worcester Bosch,2066.0,"A worthy successor to the perennially popular CDi Classic, with all the same connections for ease of replacement, the Worcester Bosch Greenstar 8000 Life GR8300iW 45 C NG combi boiler pack with flue is just as reliable while also offering simplified installation, service and maintenance. Lightweight and easy to use, this ErP A-rated 40kW combi is fitted with an intuitive LCD display and offers the option for wireless smart operation using the Bosch EasyControl. Compatible with the state of the art Greenstar Intelligent Filling System, the efficient 8000 Life makes heating a home effortless.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 45 C NG combi boiler and flue pack 45kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/pk/333826_30 PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/333826-30_Worcester_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/333826-30_Worcester_TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,P333961,Worcester Bosch Greenstar 8000 Style GR8700iW 50 C NG combi boiler pack 50kW White,Worcester Bosch,2380.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 50 C NG combi boiler has been conceived with modern home decor in mind for a high-end look suited to contemporary spaces. Incorporating feedback from installers and customers, the makers of this 50kW boiler have achieved simpler, faster installation, servicing and maintenance, highly intuitive controls and quieter operation compared to the Style's predecessor, the 8000 Life. This 50kW combi boiler features a full colour touchscreen display putting comfort and flexibility at your fingertips and improving fault diagnostics and commissioning. Compatible with the Greenstar Intelligent Filling System for optimised boiler pressure, the 8000 Style has an ErP A rating.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 50 C NG combi boiler pack 50kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Style_White_wm.jpg,N,333961 PK,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,,,,,,,18 L/min @ 40°C,Natural Gas,Greenstar 8000 Style,8 years,49kg,A,A,,365,333961,94,Wall Hung,Condensing Combi Boiler,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,,,,8 year guarantee,
58,P333962,Worcester Bosch Greenstar 8000 Style GR8700iW 45 C NG combi boiler pack 45kW White,Worcester Bosch,2059.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 45 C NG combi boiler offers improved installation times, simpler servicing and commissioning, quieter operation and a chassis designed to look the part in a slick, contemporary home. The Worcester Bosch design team has incorporated years of installer and customer feedback into the 45kW 8000 Style, which boasts a full colour touchscreen display for effortless daily control and improved diagnostics. Fully compatible with the Greenstar Intelligent Filling System for optimum boiler pressure, this thoroughly modern combi has an ErP A rating for lower fuel bills and low emissions.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 45 C NG combi boiler pack 45kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Style_White_wm.jpg,N,333962 PK,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,,,,,,,15 L/min @ 40°C,Natural Gas,Greenstar 8000 Style,8 years,49kg,A,A,,365,333962,94,Wall Hung,Condensing Combi Boiler,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,,,,8 year guarantee,
59,P333189,Worcester Bosch Greenstar 4000 GR4700iW 15 S NG system boiler and flue 15kW,Worcester Bosch,1124.0,"Supplied with a flue, the Worcester Bosch Greenstar 4000 System GR4700iW 15 S NG system boiler pack offers easy wall mounting and a neat, attractive finish ideal for modern family homes. Providing excellent levels of performance, this 15kW system boiler has earned an ErP A rating for its energy efficiency and is designed with an intuitive, clear display panel for ease of operation and trouble-free error identification.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 15 S NG system boiler and flue 15kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/2_/pk/333186_333192_PK_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P333971,WORCS GSTAR 8000 STYLE 45K CBI BK LPG PK,Worcester Bosch,2138.0,"Based on the Greenstar CDi Classic, the Worcester Bosch Greenstar 8000 Style GR8700iW 45 CB LPG combi boiler improves on one of the brand's most popular boilers with input from both users and installers. The result? Not only is this combi easy and quick to install, commission and service, it also runs quietly and is effortless to operate. Compatible with the cutting-edge Intelligent Filling System, the Greenstar 8000 Style is designed for convenience and for efficiency, providing an ErP A rating for both heating and hot water.",Boilers/Boiler Packs/Worcester Boilers/Worcester Boilers.csv -> WORCS GSTAR 8000 STYLE 45K CBI BK LPG PK,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/la/ck/WB_G_Style_Black_wm.jpg,N,333971 PK,N,Improved installation and servicing,Easy replacement for CDi Classic with same fixing points and connections,Simple commissioning procedure with all the information to complete the Benchmark Checklist provided quickly,,,,,,,15 L/min @ 40°C,LPG,Greenstar 8000 Style,8 years,49kg,A,A,,365,333971,94,Wall Hung,Condensing Combi Boiler Pack,Design-led product aesthetics for contemporary homes,Quiet combustion chamber design,"Rapid diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Innovative and intuitive full colour text touchscreen boiler control display,Compatible with cutting edge Greenstar Intelligent Filling System,,,,DHW flow rate 15LPM at 40°C,8 year guarantee
