,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Range,Hazardous,Pack Size,Pack Type,Dimensions (L x W x D),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Colour,Connection Size,Connection Type,Thickness,Refrigerant Suitability,Material,Application,Volume,Physical State / Form,Feature 6,Feature 7,Feature 8,Pack Quantity,Diameter,Size,Connection Type 1,Gender,Connection Type 2,Attachment 5,Sheath Colour,Voltage Rating,Cross Sectional Area (mm),Conductor Strand Type,Pack Length,Harmonised Code,Conductor Material,Insulation Material,Number of Cores,Number of Strands,Operating Temperature Range (C),Outer Diameter,Sheath Material,Strands Size,Standards,Ambient CO Range,Magnetic Attachment,Flue Gas Loss Range,O2 Range,Draught Measurable Range,Ambient CO2 Measureable Range,Data Storage Capacity,Bluetooth,CO2 Determination,Display Type,Pressure Rating,Feature 9,Drive,Feature 10,Feature 11,Handle Type,Total Pack Quantity,Washer Type,Warranty,Operating Range,Detection Type,Power Supply,Measuring Range,Weight,Feature 12,Feature 13,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Testing Capability,Testing Range(s),Battery Life,Shank Type,Resistance Features,Depth (mm),Back Box Type,Number of Gangs,Material Type,Nut Types,Feature 14,Feature 15,Head Material,Feature 16,Feature 17,Feature 18,Feature 19,Amps,Voltage (V),Ways,Screw / Bolt Type,Set Type,Screw / Bolt Length,Screw / Bolt Sizes,Length (M),Hole Depth,Operating Temperature,Size (oz),Washer-Exterior Dia,Washer-Internal Dia,Cut Resistance Rating,Tear Resistance Rating,Puncture Resistance Rating,Coating Material,Lining Material,Double Sided,Dimensions mm (H x W x D),Bolt Type,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Head Type,Refrigerant,Max Pressure,Sight Glass,Number of Valves,Operating Pressure,Protection Time,Drainage Product Type,Feature 20,Feature 21,Connection,Flow Rate,Motor Speed,Horse Power,Absolute Vacuum,Stages,Oil Capacity,Container Type,Quantity,Cut Type / Speed,Teeth Per Inch
1214,P517758,JG Speedfit pipe cutter up to 22mm,JG Speedfit,31.38,This JG Speedfit pipe cutter offers clean cutting of barrier pipes up to 22mm.,Trade Essentials/Trade Essentials.csv -> JG Speedfit pipe cutter up to 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/58/NW-517758_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_PipeConnection_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/JG_Speedfit_Plumbing_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,P667755,Javac Veto Pro Pac Classic technicians LC tool bag,Javac,290.41,"Designed for HVAC/R technicians' tools, this Javac Veto Pro Pac Tech LC tool bag is built to withstand harsh working conditions, with tough plastic handles and heavy duty fastenings and zips.",Trade Essentials/Trade Essentials.csv -> Javac Veto Pro Pac Classic technicians LC tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/55/NW-667755_wm.jpg,,,,,Veto Pro Pac,N,,,,AX3500,Tool Bag,N,Hinged ergonomic handles,Large tool pockets,53x pockets,Small punch and bit pockets,Small neoprene pockets,,,,,,,,,,Waterproof base of 3mm polypropylene,Weatherproof body fabric,1800 PVC impregnated denier fabric,,241,241 mm (W) x 342 mm (D) x 330 mm (H),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 year zero downtime warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,P465895,Testo electrical 760-1 multi-meter,Testo,90.51,"A great entry level option, the Testo 760-1 digital multimeter makes measuring all those important electrical parameters simple. The assignment of measuring sockets allows for automatic detection of measurement parameters without making adjustments so there's less risk of expensive and potentially dangerous mistakes. With a generously sized illuminated display, the 760-1 is easy to use, even one-handed, and provides clear, at-a-glance readings.",Trade Essentials/Trade Essentials.csv -> Testo electrical 760-1 multi-meter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/95/NW-465895_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Testo_760_DMultimeter_InstrctnManual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Testo_760_Digital_Multimeter_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/oc/465895_DOC.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,P404452,Anton oil commissioning kit,Anton,100.9,This Anton oil commissioning kit is used for the set-up and commissioning of burner and oil pressure and to test oil fired appliances.,Trade Essentials/Trade Essentials.csv -> Anton oil commissioning kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/52/NW-404452_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Anton_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,PS18862,Fischer DuoLine FixTainer DuoPower universal wall plugs and screws 6/8/10mm (210),Fischer,37.95,"Self-activating, these Fischer DuoLine FixTainer DuoPower 6/8/10mm x 30/40/50mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of 210, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Trade Essentials.csv -> Fischer DuoLine FixTainer DuoPower universal wall plugs and screws 6/8/10mm (210),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/62/S18862_wm.jpg,,,,,DuoLine,N,,,,536162,,N,,,,,,,,,,,Nylon/Steel,,,,,,,210,6/8/10mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,P497673,Rocol manganese pipe joining compound 400g,Rocol,20.67,"Formulated with graphite and manganese, Rocol SteamSeal foliac high pressure pipe sealant provides effective sealing for ferrous pipework. This high pressure, setting pipe sealant is suitable for metallic threaded and flanged joints.",Trade Essentials/Trade Essentials.csv -> Rocol manganese pipe joining compound 400g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/73/NW-497673_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/ROCOL_STEAMSEAL_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/ROCOL_Gas_and_Plumbing_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/ROCOL_STEAMSEAL_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,P337354,FIELD LEAK DETECTOR-REFRIG HD DR58EU,Fieldpiece,485.94,"Offering high levels of sensitivity, the heated diode equipped Fieldpiece DR58EU refrigerant leak detector makes it easy to find and pinpoint leaks in HVACR units. Fast acting and capable of detecting leaks at 1 g/year, this detector has a long battery life of up to 18 hours, plus a user-replaceable diode so there's no need to worry about tool failure on the job. The DR58EU offers the option to automatically recalibrate every three seconds or to manually calibrate, while also offering a range of feedback types, including numeric readings and bar graphs, displayed on an easy-read LED screen, giving the user completely personalised control of every job.",Trade Essentials/Trade Essentials.csv -> FIELD LEAK DETECTOR-REFRIG HD DR58EU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/54/337354_wm.jpg,,,,,,N,,,,DR58EU,Electronic Leak Detector,N,With 5x replaceable tips,Includes blow-moulded case,Heated diode sensor with around 300 hour lifespan,With 3x selectable levels,"Maximum stationary sensitivity level of 1g/a, 3g/a in motion",,,,,,,,,N/A,"Red tip LED, LCD bar graph, LCD digits and beeper feedback","Suitable for HFC, HCFC, CFC, HFOs and A2L refrigerants",Also compatible with 95% N2 5% H2 tracer gas,,,320x280x76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<lt/>1 sec typical response time,,<lt/>10 secs typical recovery,3.7 VDC (nominal) 2600mAh battery,,,,,,,,,,Battery charge time of 6 hours with included charger,18 hour battery life with backlight off,,,,,,,,,,,,,,,,Auto power off after 10 mins without detection or button press,IP54 protection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,PN83310,Rems Akku-Press 14V ACC 99-110R akku-press 15-54 set,Rems,4050.23,"A cordless radial pressing tool, the REMS Akku-Press 14V ACC is perfect for working overhead or in awkward confined spaces thanks to its compact design. Suitable for creating the commonly used press fittings of 10 - 54mm and for all REMS pressing and cropping tongs (except mini-tongs), the portable ACC press fits with a single button, compressing via closed jaws before opening again, ready for the next press.",Trade Essentials/Trade Essentials.csv -> Rems Akku-Press 14V ACC 99-110R akku-press 15-54 set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/10/NW-N83310_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Rems_Power_Akku_Mini_Ax-Press_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,P688486,"Javac Refco low permeability hose set 36 x 1/4 "" connection",Javac,49.33,"A Javac Refco CCL-36 36"" charging line set with a 60 bar/870 psi working pressure.","Trade Essentials/Trade Essentials.csv -> Javac Refco low permeability hose set 36 x 1/4 "" connection",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/86/NW-688486_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,P671300,"Parker 48F 48F-4-4 male flanged x male pipe thread half union 1/4 x 1/4""",Parker,4.64,"Made of brass, this Parker 48F 1/4 x 1/4"" male connector with 7/16-20 thread size is an economical choice for a metal-to-metal seal in high pressure service. It is resistant to mechanical pull out and offers positive connections to ensure reliability and safety. Flare fittings are a suitable alternative to solder joints where an open flame shouldn't be used.","Trade Essentials/Trade Essentials.csv -> Parker 48F 48F-4-4 male flanged x male pipe thread half union 1/4 x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/01/NW-671299_671301_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,PM16126,DST Group fire pipe wrap up to 4 hour 55 mm,DST Group,20.71,"Maintaining the fire resistance of fire rated walls and floors when plastic pipes, conduits or metal pipes with continuous combustible insulation are inserted, DST Group Protecta 55mm, 4 hour FR pipe wrap is suitable for use in drywall, masonry and concrete walls or concrete floors. These wraps contain a graphite-based reactive material which reacts when exposed to heat, closing openings created when a plastic pipe or insulation softens in the heat of a fire.",Trade Essentials/Trade Essentials.csv -> DST Group fire pipe wrap up to 4 hour 55 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/5_/38/M16125_38_wm.jpg,,,,,,N,,,,PROFC040050,,N,For plastic pipe,Suitable for use on smallest pipes available to Ø 400mm,Compatible with a wide range of pipe wall thicknesses,Suitable for metal pipes with continuous combustible pipe insulation,Suitable for plastic pipes with cables (conduits),White,N/A,N/A,,,"Each pipe wrap consists of a graphite based reactive intumescent strip, which reacts to heat and closes the opening left by the softening plastic pipe or pipe insulation in a fire.","Protecta® FR Pipe Wrap is designed to maintain the fire resistance of fire separating walls and floors when these are breached by plastic pipes or metal pipes with continuous combustible insulation, and may be used in gypsum, masonry or concrete walls a",,,Available in 2x types ready to suit most common diameters,25M rolls suit all diameters,White colour,,55,,,,,,,,,,,,,,,,,,,,"Certified for PVC-U, PVC-C, PE, LDPE, MDPE, HDPE, ABS, SAN+PVC and PP pipes. The sound insulation has been tested by the accredited laboratory. Exova BM Trada in Great Britain according to EN ISO 10140-2. Test report is available upon request.",,,,,,,,,,,,"Certified for PVC-U, PVC-C, PE, LDPE, MDPE, HDPE, ABS, SAN+PVC and PP pipes",,Sound insulation tested by accredited laboratory,Exova BM Trada in Great Britain according to EN ISO 10140-2,,,,,,,,,0.60kg,,,,,,,,,,,,"Protecta® FR Pipe Wrap is designed to maintain the fire resistance of fire separating walls and floors when these are breached by plastic pipes, conduits or metal pipes with continuous combustible insulation, and may be used in drywalls, masonry or conc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire classifications up to 240 minutes for both integrity and  insulation,Pipe Wrap,,,,,,,,,,,,,
1225,P493167,Testo 417 kit 1 vane anemometer 100 mm,Testo,469.9,"Supplied with two easy to attach measurement funnels, the Testo 417 compact vane anemometer kit with precision 100mm integrated vane is designed to make taking measurements on air inlets and outlets easy. It can also be used to take measurements on the plate outlets of air conditioning and ventilation systems. This kit offers automatic in-instrument calculation of time and point average values and volume flow, ensuring efficient adjustment of balanced residential ventilation systems. Compatible with the Testo Smart app, 417 uses smartphone technology to help you to create documentation quickly, configure measuring instruments and display and store measured values.",Trade Essentials/Trade Essentials.csv -> Testo 417 kit 1 vane anemometer 100 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/67/493167_wm.jpg,,,,,,N,,,,0563 1417,,N,"Easy, fast, precise measurement","Measures flow, volume flow and temperature at air inlets and outlets",Efficient regulation of balanced residential ventilation,Fast documentation using Testo Smart app,"Fast in-app configuration, graph history, second screen and measurement data memory",,,,,,,IAQ and Climate Control,N/A,,Timed and point mean value calculation,Compact design,With robust housing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included vanes cover wide range of outlet sizes and formats,,Powered by 3x AA batteries,24 month warranty,,,,24 Month,-20 to 50 °C,N/A,Powered by 3 x AA batteries,0.3 to 20 m/s 0 to +50 °C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,P688005,Javac high pressure gauge R410A 80mm,Javac,31.66,This robust brass Javac 80MMHP 34 bar pressure gauge offers easy to read measurements in R-410A and R-32 refrigerants.,Trade Essentials/Trade Essentials.csv -> Javac high pressure gauge R410A 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/05/NW-688005_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_HP-LP-Gauge_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,P688010,Javac CC CC-231-AMM ammonia vacuum pump 9cfm,Javac,929.2,"Ideal for industrial ACR installations of any size, this Javac CC 2/3 HP ammonia dual voltage vacuum pump offers high performance in a lightweight, robust package. At 9CFM and 225LPM, the CC-231 significantly reduces the time spent evacuating systems and pipework.",Trade Essentials/Trade Essentials.csv -> Javac CC CC-231-AMM ammonia vacuum pump 9cfm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/10/NW-688010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Javac_Vacuum-Pump-A5_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_CC_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Javac_CC-231_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,PF25304,Marley Chemicals and Adhesives silicone lubricant tub 500g,Marley,78.27,This Marley SZ500 universal silicone lubricant is formulated specifically for use with Marley Equator products. It is suitable for use in both above and below ground drainage projects.,Trade Essentials/Trade Essentials.csv -> Marley Chemicals and Adhesives silicone lubricant tub 500g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/04/NW-F25304_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Marley_Easyjoint_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,P231621,Arctic Hayes van pack,Arctic Hayes,6.0,"Containing a range of cold weather essentials, this Arctic Hayes WK400 winter pack includes an ice scraper, de-icer and screen wash. Keep this pack in your van or car so you're always prepared for an icy start to the day.",Trade Essentials/Trade Essentials.csv -> Arctic Hayes van pack,,1 x Ice Scraper;1 x 400ml De-Icer Aerosol;1 x 500ml Screen Wash,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/_a/655243_A_wm.jpg,,,,,,N,,,295mm x 130mm x 60mm,231621 PK,Winter Kit,N,Arctic Hayes De-Icer Spray,This rapid action formulation helps prevent freezing to as low as -10°C,"It quickly removes frost from all types of glass, helps release frozen locks","With its Non-Smear formulation, leaves no marks on the glass to give increased visibility","Arctic Hayes Screen Wash this concentrated solution is designed to rapidly remove grime, dirt and insects from windscreens, leaving a smear free screen, giving added visibility",,,,,,,,,,When used undiluted (100% screen wash) helps prevent freezing in the vehicle washer bottle as low as -5°C,Arctic Hayes Ice Scraper high quality Ice Scraper with foam grip handle,A must have van or car  essential over the winter period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,P555937,Arctic Hayes Clipper gas lighter,Arctic Hayes,5.94,"This Arctic Hayes Clipper gas lighter has a long ignition tip for safe lighting of stoves, fires and barbeques.",Trade Essentials/Trade Essentials.csv -> Arctic Hayes Clipper gas lighter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/37/NW-555937_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Arctic_Hayes_Product_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,PT85006,Murex E6013 welding rods 3.2mm,Murex,52.75,"Made of mild steel, this Murex 3.2 x 350mm general purpose welding rod makes welding in all positions, including vertical down, simple.",Trade Essentials/Trade Essentials.csv -> Murex E6013 welding rods 3.2mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/06/NW-T85005_T85006_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/T85005_06_Murex_Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,PS95715,Rems Mini-Press mini-press promo pack 14V,Rems,2690.63,This REMS Mini-Press 14V lithium-ion basic pack includes a handy universal electric pressing tool with forced return. It is suitable for making press joints for all common press fitting systems.,Trade Essentials/Trade Essentials.csv -> Rems Mini-Press mini-press promo pack 14V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/15/NW-S95715_wm.jpg,,,,,Mini-Press,N,,,,578X05,Basic Pack,N,"For press connections diameter 10 - 40mm, 3/8 - 1 1/4""","Electro-hydraulic drive with 14.4V, 380W battery motor",Robust planetary gear,"Eccentric piston pump and compact, powerful hydraulic system",Safety tip switch,,,,,,,,,,LED work light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4 V,,118 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,PC58912,Thomas Dudley Dudley O ring repair kit box,Thomas Dudley,13.36,Plumbers O-ring repair kit box.,Trade Essentials/Trade Essentials.csv -> Thomas Dudley Dudley O ring repair kit box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/12/C58912_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beta_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,PH68148,Wavin OsmaS 4S392 silicone lubricant spray 400ml,Wavin,35.07,"This Wavin OsmaS silicone lubricant is ideal for use in waste, soil and ventilation systems.",Trade Essentials/Trade Essentials.csv -> Wavin OsmaS 4S392 silicone lubricant spray 400ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/48/NW-H68148_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Silicone_Lubricant_Spray_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
