,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,By Model Number,Supplier Product Code,Type,WEEE Compliant,Range,Dimensions mm (H x W x D),Feature 1,Feature 2,Feature 3,Connection,Connection Size,Thread Standard,Material,Thread Size,Maximum Operating Temperature,Application,Feature 4,Feature 5,Spray Angle,Diameter,Operating Temperature,Warranty,Capacitance,Dimensions (L x W x D),Part Gas Council number,Working Pressure,Voltage (V),Output (W),Phase,Frequency,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 6,Attachment 7,Pack Quantity
176,P456450,Riello 3008645 fan,Riello,50.07,"With a 120mm overall diameter and 13mm shaft, this Riello steel-built fan is compatible with RDB2 Neutral, RDB2 Vortex 36 Grant, RDB2 90-120 Warmflow, RDB2 110-140 Grant and RDB2 90-120 Grant units.",Heating/Burner Parts/Burner Parts.csv -> Riello 3008645 fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/50/NW-456450_wm.jpg,,,,,,N,,87161092010,Fan,N,,40 (Dia),120 (Dia) mm,13 (Dia) mm Shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,P486184,Satronic control box module 240v,Satronic,448.08,"The Satronic MMI 813.1 gas burner control box controls and monitors blown gas and combined burners of any nominal thermal load tested and certified according to EN 298. In combination with an air damper motor and two stage burner with two fuel valves, a two stage operation with single fuel valve or a modulating system can be created.",Heating/Burner Parts/Burner Parts.csv -> Satronic control box module 240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/84/NW-486184_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Satronic_MMI813-1_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,P732994,Danfoss ES 01.10 x 80 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Burner Parts.csv -> Danfoss ES 01.10 x 80 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/94/NW-732994_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,P446570,Monarch Water PLP-Type nozzle 04.50 x 60mm,Monarch Water,7.93,"Designed for large capacities, this Monarch type PLP oil nozzle with 60° spray angle offers fine atomization and a solid spray pattern up to about 3.50 USGPH, becoming increasingly hollow in larger sizes.",Heating/Burner Parts/Burner Parts.csv -> Monarch Water PLP-Type nozzle 04.50 x 60mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/70/NW-446570_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Monarch_Nozzles_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,P732900,Danfoss ES 00.45 x 80 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Burner Parts.csv -> Danfoss ES 00.45 x 80 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/00/NW-732900_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,P437892,Eogb motor 70w 1ph (Each),Eogb,104.58,This EOGB M02-1-70-03 70W single phase motor is compatible with the EOGB B9 oil burner.,Heating/Burner Parts/Burner Parts.csv -> Eogb motor 70w 1ph (Each),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/92/NW-437892_wm.jpg,,,,,,N,,M02-1-70-03,Motor,N,,,70W,,,,,,,,,,,,,,,,,,,,,70,1,,,,,,,,,,
182,P456672,Riello fan impellor,Riello,23.9,"Compatible with a wide range of units, this Riello fan impeller increases the volume of the air passing into a combustion head and ensures complete combustion of fuel, reducing carbon monoxide production. This 120 x 50mm fan is suitable for commercial, domestic and industrial use.",Heating/Burner Parts/Burner Parts.csv -> Riello fan impellor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/72/NW-456672_wm.jpg,,,,,,N,"RIELLO 464 T 50,Heatslave II 12/18 External,RIELLO 458 T 55,Heatslave II 18/25 External,RIELLO 459 T 55,Heatslave II 12/18,Heatslave II 25/32 External,Heatslave II 25/32,RIELLO 464 T 55,Heatslave II 18/25",87161093170,Fan Impeller,N,,x  x,"For single stage, two stage and modulating operation",,,,,,,,,ResidentialCommercialIndustrial,,,,,,,,,,,,,,,,,,,,,,,
183,P732984,Danfoss OD-H 01.00 x 80 h nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-H oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Burner Parts/Burner Parts.csv -> Danfoss OD-H 01.00 x 80 h nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/84/NW-732984_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,P419387,Satronic gas control box 240v,Satronic,131.55,"The Satronic DKG 972 oil burner safety control box controls and supervises atmospheric burners for gas. A microprocessor-based programming sequence provides stable timings independent of voltage variations, ambient temperature and switch-on cycles. The built-in information system provides continuous monitoring of the box and provides information as to the cause of a lock-out, saving those details for easy retrieval after power loss.",Heating/Burner Parts/Burner Parts.csv -> Satronic gas control box 240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/87/NW-419386_419387_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Satronic_DKG72_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,P301433,"Watts Industries Black Teknigas gp solenoid valve 1"" 230v",Watts Industries,287.3,"Fitted with 1"" BSP connections, this Watts Industries Black Teknigas general purpose valve provides automatic on/off control for air, inert gas, water, light oils and other media compatible with the sealing material. This compact, well-designed servo-operated valve offers high levels of flow efficiency and robustness and an assisted lift mechanism for operation with zero pressure differential.","Heating/Burner Parts/Burner Parts.csv -> Watts Industries Black Teknigas gp solenoid valve 1"" 230v",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/33/NW-301431_301433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Black_Teknigas_3000GPV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,P469749,"Goldseal Goldseal 40mm  1¼"" 24V AC Water Solenoid Valve.  WRAS Approved",Goldseal,209.4,"WRAS approved, this high quality, normally closed Goldseal 40mm 1 1/2"" 24V AC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Burner Parts.csv -> Goldseal Goldseal 40mm  1¼"" 24V AC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,,,N,,GSW40-24VAC,Water Solenoid Valve,N,,,Normally closed,Brass body,Two-way inlet and outlet ports,BSP,140mm,,Brass,1½ 40mm,120,,WRAS Approved,IP65,,,,,,,,0.5-16 Bar,,,,,,,,,,,,,
187,P455541,Eogb burner 90w,Eogb,88.79,"Compatible with X400, X400-N, X500 and X600, this Eogb burner motor offers 90W power and has a 8 x 26mm shaft.",Heating/Burner Parts/Burner Parts.csv -> Eogb burner 90w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/41/NW-455541_wm.jpg,,,,,,N,"X400-N,X400,X500,X600",M02-1-90-18,Burner Motor,N,,x  x,8 (Dia) x 26 (L) mm shaft,Power: 90W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,P732971,Danfoss OD-H 00.85 x 80 h nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-H oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Burner Parts/Burner Parts.csv -> Danfoss OD-H 00.85 x 80 h nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/71/NW-732971_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,P733079,Danfoss OD-S 02.00 x 80 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Burner Parts/Burner Parts.csv -> Danfoss OD-S 02.00 x 80 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/79/NW-733079_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,P732954,Danfoss OD-S 00.75 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Burner Parts.csv -> Danfoss OD-S 00.75 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/54/NW-732954_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,P456451,Riello Riello Spares air damper assembly 21 kW,Riello,99.47,"Measuring 175 x 170 x 60mm, this Riello air damper assembly is compatible with a variety of units, including Greenstar, Warmflow and Firebird models. This part is used to regulate the flow of air into a burner.",Heating/Burner Parts/Burner Parts.csv -> Riello Riello Spares air damper assembly 21 kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/51/NW-456451_wm.jpg,,,,,,N,,87161092140,Air Damper Assembly,N,Riello Spares,175 x 170 x 60,Damper regulates the flow of air into the burner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,P419118,Siemens LME 22.331 C2 burner control box,Siemens,118.62,"Suitable for the start-up and supervision of one or two stage gas burners or for burners in intermittent operation, the Siemens LME burner control box provides flame supervision using an ionisation probe or a QRA flame detector with AGQ3.xA27 ancillary unit for forced draft gas burners. In the case of blue-burning flames, a QRC blue flame detector supplies flame supervision.",Heating/Burner Parts/Burner Parts.csv -> Siemens LME 22.331 C2 burner control box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/18/NW-419117_419118_wm.jpg,,,,,,N,,65324042,Gas Burner Control,N,,14cm x 9cm x 9cm,Applications in accordance with EN 676: Automatic forced draft burners for gaseous fuels,Type-tested and approved in accordance with DIN EN 298,Undervoltage detection,,,,,,,,Air pressure supervision with functional check of the air pressure switch during startup and operation,Electrical remote reset facility,,,,,,,,,,,,,Multicolor indication of fault status and operational status messages,Limitation of the number of repetitions,Accurate control sequence thanks to digital signal handling,Controlled intermittent operation after a maximum 24 hours of continuous operation,,,,,
193,P417695,"Goldseal GSV GSV 40 gas solenoid valve 40mm 1/2"" 230V BSP BS EN161",Goldseal,145.61,"Ideal for gas distribution applications, this Gold Seal GSV gas solenoid valve with 1 1/2"" BSPT female connection provides isolation and emergency shut-off. Compatible with  a variety of hydrocarbon gases, including natural gas, methane and liquid petroleum gas, this valve incorporates a blue neon light, giving a visual indication that power is at the gas solenoid valve and working correctly, providing an added level of safety.","Heating/Burner Parts/Burner Parts.csv -> Goldseal GSV GSV 40 gas solenoid valve 40mm 1/2"" 230V BSP BS EN161",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/95/417695_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Gold_Seal_GSV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Gold_Seal_GSV_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,P469740,"Goldseal Goldseal 20mm  3/4"" 24V AC Water Solenoid Valve.  WRAS Approved",Goldseal,73.8,"WRAS approved, this high quality, normally closed Goldseal 20mm 3/4"" 24V AC water solenoid valve is suitable for use in hot and cold water. Made of brass, it has a servo-assisted 0.5 - 16 bar operating pressure and BSP connection.","Heating/Burner Parts/Burner Parts.csv -> Goldseal Goldseal 20mm  3/4"" 24V AC Water Solenoid Valve.  WRAS Approved",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/52/469735_469752_wm.jpg,,,,,,N,,GSW20-24VAC,Water Solenoid Valve,N,,,Normally closed,Brass body,Two-way inlet and outlet ports,BSP,3/4 20mm,,Brass,3/4 20mm,120,,WRAS Approved,IP65,,,,,,,,0.5-16 Bar,,,,,,,,,,,,,
195,P455509,Eogb M02-0007 capacitor 4MF 400V THRD,Eogb,9.39,This Eogb 400V 4µF threaded capacitor is suitable for use with P4B.,Heating/Burner Parts/Burner Parts.csv -> Eogb M02-0007 capacitor 4MF 400V THRD,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/09/NW-455509_wm.jpg,,,,,,N,,M02-0007,Capacitor,N,,,Fits multiple appliances,,,,,,,,,,,,,,,,4 µF,,,,,,,,,,,,,,,,
196,P733129,Danfoss OD-S 04.50 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Burner Parts.csv -> Danfoss OD-S 04.50 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/29/NW-733129_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,P733051,Danfoss OD-S 01.65 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Burner Parts.csv -> Danfoss OD-S 01.65 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/51/NW-733051_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,P436264,Delavan type W oil nozzle 01.10 x 60,Delavan,10.11,"Ordinarily used in oil appliances, this Delavan W type all-purpose nozzle has a 60° spray angle and, though offering neither a truly hollow or solid spray pattern, at lower flow rates tends towards a hollow pattern. In use, oil is forced through a tube at high speed creating a cloud of microscopic droplets on contact with the nozzle orifice.",Heating/Burner Parts/Burner Parts.csv -> Delavan type W oil nozzle 01.10 x 60,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/64/NW-436256_436264_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Delavan_Oil_Burner_Nozzles_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,P423283,Asco 210 solenoid valve 1/2'' 230V,Asco,189.47,"Requiring no minimum operating pressure, this Asco 210 solenoid valve is a two way shut-off valve for control of air, inert gases, water, oil and other gases/liquids compatible with the sealing material used. It has 1/2"" RP threaded connections.",Heating/Burner Parts/Burner Parts.csv -> Asco 210 solenoid valve 1/2'' 230V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/83/NW-423283_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Asco_210_Solenoid_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,P436253,Delavan type W oil nozzle 00.60 x 60,Delavan,10.11,"Ordinarily used in oil appliances, this Delavan W type all-purpose nozzle has a 60° spray angle and, though offering neither a truly hollow or solid spray pattern, at lower flow rates tends towards a hollow pattern. In use, oil is forced through a tube at high speed creating a cloud of microscopic droplets on contact with the nozzle orifice.",Heating/Burner Parts/Burner Parts.csv -> Delavan type W oil nozzle 00.60 x 60,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/54/NW-436250_436254_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Delavan_Oil_Burner_Nozzles_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,P408378,Riello digital control box,Riello,234.63,"This Riello digital control box is suitable for residential, commercial and industrial applications.",Heating/Burner Parts/Burner Parts.csv -> Riello digital control box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/78/NW-408378_wm.jpg,,,,,,N,"Heatslave II 12/18 External,Heatslave II 18/25 External,Heatslave II 12/18,Heatslave II 25/32 External,Heatslave II 25/32,Heatslave II 18/25",87186894930,Digital Control Box,N,,x  x,They also manufacture gas boosters for applications where the mains gas pressure available needs to be increased.,,,,,,,,,ResidentialCommercialIndustrial,,,,,,,,,,,,,,,,,,,,,,,
202,P423293,Asco 262 magnetic latch valve 15mm,Asco,155.57,"Designed for high operating pressures, this Asco 262 solenoid valve for high pressure fluids does not require a minimum operating pressure. It has a large selection of seal options to provide broad chemical compatibility and 15mm connections.",Heating/Burner Parts/Burner Parts.csv -> Asco 262 magnetic latch valve 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/93/NW-423293_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Asco_262_Solenoid_Valve_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,P446576,Monarch Water PLP-Type nozzle 05.50 x 60mm,Monarch Water,7.93,"Designed for large capacities, this Monarch type PLP oil nozzle with 60° spray angle offers fine atomization and a solid spray pattern up to about 3.50 USGPH, becoming increasingly hollow in larger sizes.",Heating/Burner Parts/Burner Parts.csv -> Monarch Water PLP-Type nozzle 05.50 x 60mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/76/NW-446576_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Monarch_Nozzles_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,P364442,Fantini Banico ZEV ZEVF80 gas solenoid valve automatic-reset 80mm 230v,Fantini Banico,384.81,"Suitable for use in natural gas, LPG and propane applications, this 230V Fantini Banico gas solenoid valve with 80mm BSP connection and automatic reset provides a safely controlled shut-off for gas feed pipes. With 1/4"" inlet and outlet plugs, this valve is compatible with CPI switch and pressure gauges and can be used for connection to proving and interlock systems.",Heating/Burner Parts/Burner Parts.csv -> Fantini Banico ZEV ZEVF80 gas solenoid valve automatic-reset 80mm 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/43/NW-364441_364443_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Banico_ZEV_F_Solenoid_Valve_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Banico_ZEV_Solenoid_Valve_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Banico_ZEV_Solenoid_Valve_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,P456818,Riello burner motor (Each),Riello,104.7,"This Riello 3007971 motor is compatible with Riello 419 T 55, 424 T 55, 437 T 50, 437 T 55, 444 T 50, 459 T 55 and 464 T 50 burners.",Heating/Burner Parts/Burner Parts.csv -> Riello burner motor (Each),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/18/NW-456818_wm.jpg,,,,,,N,"RIELLO 464 T 50,RIELLO 419 T 55,RIELLO 437 T 55,RIELLO 444 T 50,RIELLO 459 T 55,RIELLO 437 T 50,RIELLO 424 T 55",87161092440,Motor,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,P497067,Riello electrode,Riello,18.51,"Fitting most RDB burners, this Riello electrode assembly ignites the products of combustion after they have been sprayed through the nozzle of a burner. This assembly is suitable for residential, commercial or industrial use.",Heating/Burner Parts/Burner Parts.csv -> Riello electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/68/NW-497067_497068_wm.jpg,,,,,,N,"HEATSLAVE 25/32 EXT,CAMRAY 25/32 EXT,DANESMOOR HE 32/50 OOO GB U'LITY,HEATSLAVE HE 25/32 INT,CAMRAY 25/32 U'LITY SYS,CAMRAY 25/32 U'LITY,CAMRAY 25/32 EXT SYS",87161091830,Electrode Assembly,N,,x  x,"Compatible with Riello RDB 1, 2","2.2, 3, 3.2 and 4.2",,,,,,,,ResidentialCommercialIndustrial,,,,,,,,,,,,,,,,,,,,,,,
