,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Range,Warranty,Hazardous,Output,Range For Use With,Supplier Product Code,Type,WEEE Compliant,Feature 1,Dimensions mm (H x W x D),Part Gas Council number,Application,Depth (mm),Flue Type,Boiler Bundles,Flue Diameter,Flue Length,Flue Size,By Model Number,Feature 2,Feature 3,Flow Rate,Fuel Type,Weight,Energy Rating,Efficiency (SAP 2009),Mounting Type,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Enclosure Class,Standards
187,PS12439,Potterton Sirius three FS 70 floor standing boiler 70kW,Potterton,4226.0,"Suitable for a wide range of projects of different sizes requiring up to 440kW, the Potterton Sirius Three 70 floor standing condensing boiler is extremely compact and easy to fit. With modulation ratios of up to 9:8, a reliable stainless steel heat exchanger and the lowest NOx rating available, the Sirius Three is ErP A-rated for energy efficiency and offers a gross seasonal efficiency of up to 97.5%. This boiler can be installed as part of a cascade system.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Potterton Sirius three FS 70 floor standing boiler 70kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/41/S12438_S12441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_FS_50-110_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_FS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,P126190,"Grundfos Magna 1 25-80 180 circulating pump 180mm x 1"" 230V PN10",Grundfos,932.3,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 25 - 80 circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Grundfos Magna 1 25-80 180 circulating pump 180mm x 1"" 230V PN10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/94/NW-126190_126194_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PS12433,Potterton Sirius three 70 wall hung boiler 70kW,Potterton,3415.0,"The highly efficient Potterton Sirius three 70 wall-hung condensing boiler achieves an ErP A rating thanks in large part to its impressive 9:1 modulating ratio which is designed to reduce on/off cycling, improving boiler longevity. This 70kW output unit also offers the lowest possible NOx rating inbuilt weather compensation and easy to use advanced programming functions alongside a simple descriptive display. Compact and lightweight, the Sirius three 70 makes installation easy in almost any position.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Potterton Sirius three 70 wall hung boiler 70kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/33/S12431_S12433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_WH_50-70_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_WH_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,P114916,Ideal Spares header inline (X2) DN80,Ideal,2164.0,This Ideal Evomax 2 inline header kit 30-100kW (DN80) for PHEX and LLH is designed for inline installation of two boilers.,School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares header inline (X2) DN80,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/16/114916_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/16/114916.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,P116200,"BoilerMag XL magnetic filter 1.1/2"" Black",BoilerMag,823.07,"The Boilermag XL 1 1/2"" magnetic filter helps to prevent the damaging build up of black sludge (also known as ferrous oxide) in heating systems. This sludge can reduce heating efficiency and lead to premature boiler, pump or valve failure.","School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> BoilerMag XL magnetic filter 1.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/00/NW-116200_wm.jpg,,,,,,,,,Boilermag,,N,,,BMXL/AAV,Magnetic filter,N,Black colour,,,Suitable for Heating Systems,,,,,,,,Normally cleaning is only required during annual servicing,Ideal for medium-sized commercial and large residential properties,,,6260.00000,,,,,,,,,,,,,,,,,,,,,,,,
192,PS13791,Remeha Quinta Ace 115 high efficiency condensing wall hung boiler,Remeha,4934.0,"The fully modulating Remeha Quinta Ace 115 boiler is suitable for use in sealed and open-vented systems and can be connected up to LPG or natural gas. The Quinta Ace has a host of great features for high levels of efficiency and a reduced environmental impact, earning it an ErP A rating and a low Class 6 NOx rating. Easy to install and simple to use, this 115kW boiler is compact, lightweight and quiet in operation for convenient installation in any location, whether as a retrofit or brand new install.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Remeha Quinta Ace 115 high efficiency condensing wall hung boiler,,Boiler only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/91/S13789_S13791_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Remeha_Quinta_Ace_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Quinta_Ace_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Remeha_Quinta_Ace_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/S13791_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,P612587,Adey MagnaClean CMX Nano filter nano,Adey,1197.97,"Constructed in high-quality 316L stainless steel, the Adey MagnaClean CMX Nano filter is specifically designed for use in commercial heating and chilled systems. This compact plant room solution supplies impressive adaptive magnetic and non-magnetic filtration at low cost. Easy to fit, the Nano filter requires minimal maintenance and offers improved energy efficiency.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Adey MagnaClean CMX Nano filter nano,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/87/NW-612587_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Adey_MagnaClean_CMX_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,P114926,Ideal Spares low loss header DN100,Ideal,619.0,"Allowing for flow separation in a hydronic system, the Ideal Evomax low loss header is designed for installations with restricted headroom. The header is pre-insulated and supplied with connections.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares low loss header DN100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/26/114926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/27/114925_114927.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax_Frame_HeaderKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PS12440,Potterton Sirius three FS 90 floor standing boiler 90kW,Potterton,5128.0,"The Potterton Sirius Three 90 floor standing condensing boiler is suitable for a whole range of projects of varying sizes requiring up to 440kW or 1WM as part of a cascade system. This unit offers modulation ratios of up to 9:8, has a reliable stainless steel heat exchanger and boasts the lowest NOx rating available. It's also ErP A-rated for energy efficiency and offers a gross seasonal efficiency of up to 97.5%. Extremely compact and fitted with castors for easy roll-in, this boiler makes installation straightforward.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Potterton Sirius three FS 90 floor standing boiler 90kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/41/S12438_S12441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_FS_50-110_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_FS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PS12597,Potterton Paramount Five 115 wall hung boiler 115kW,Potterton,5111.0,"Compact and lightweight for easy installation, the Potterton Five 115 boiler features high quality parts, including a precision-built one-piece aluminium/silicon alloy heat exchanger and incorporated weather sensor, for reliability, high levels of efficiency and reduced maintenance requirements. This 115kW output boiler has an ErP A rating, Class 5 NOx emissions and a modulating ratio of 6:1 and can also be powered by solar or other supplementary heat for additional eco credentials.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Potterton Paramount Five 115 wall hung boiler 115kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/97/S12591_S12597_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_2/Potterton_Paramount_Five_Technical_2.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Potterton_Paramount_Five_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_Alum_Boilers_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_1/Potterton_Paramount_Five_Technical_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Paramount_Five_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PS12438,Potterton Sirius three FS 50 floor standing boiler 50kW,Potterton,3862.0,"The Potterton Sirius Three 50 floor standing condensing boiler is suitable for a whole range of projects of varying sizes requiring up to 440kW. With modulation ratios of up to 9:8, a reliable stainless steel heat exchanger and the lowest NOx rating available, this unit is ErP A-rated for energy efficiency and offers a gross seasonal efficiency of up to 97.5%. Extremely compact, with castors attached to the bottom, this boiler makes installation easy in any location.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Potterton Sirius three FS 50 floor standing boiler 50kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/41/S12438_S12441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_FS_50-110_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_FS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,P114952,Ideal Spares vertical roof flue kit 100/150,Ideal,227.0,"A genuine Ideal part, this concentric vertical roof flue kit is used for installing the flue section of Evomax boilers. The flue is designed to expel steam and gases produced during a boiler's normal operation.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares vertical roof flue kit 100/150,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/52/114952_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/55/114950_114955.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,P114987,Ideal Spares Plate Heat Exchanger Kit 300Kw Dn80,Ideal,2096.0,"Compact and convenient, this Ideal brazed plate heat exchanger keeps system water away from the boiler in cascade installations for optimum transfer efficiency and low resistance.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares Plate Heat Exchanger Kit 300Kw Dn80,,Heat Exchanger Kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/59/578059_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_PlateHeatExchangerKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114986_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,P120045,Ideal Imax Xtra 2 boiler 240 boiler 240kw,Ideal,8848.0,"Suitable for natural gas or for LPG with the use of a conversion kit, the Ideal Imax Xtra 2 240kW boiler helps to futureproof your heating. Designed for floor-standing installation, this condensing boiler can be tucked away beneath a worktop or fitted into a convenient corner.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Imax Xtra 2 boiler 240 boiler 240kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/46/120042_120046_wm.jpg,,,,,,,,,Imax Xtra 2 boiler,5 Years,N,240 kW,,225468,Condensing Boiler,N,Robust cast aluminium silicon,,,,1087,,N/A,,,,,alloy heat exchanger,In-built commissioning and,N/A,Natural Gas / LPG (requires converstion kit),240 kg,N/A,N/A,Floor Standing,fault diagnostics,Volt free contacts and BMS,operation standard,Meets Building Regulations,(Part L2),Compact size - small,footprint,High 5:1 turndown,Up to 107.5% net efficiency,(fully condensing),Fits through standard,doorways,Conventional or room sealed,flue options,Direct weather compensation,option,NOx <lt/>40mg/kWh (Class 5),for maximum BREEAM,points,,
201,P114984,Ideal Spares plate heat exchanger kit 150kW DN50,Ideal,1344.0,"Compact and convenient, this Ideal brazed plate heat exchanger keeps system water away from the boiler in cascade installations for optimum transfer efficiency and low resistance.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares plate heat exchanger kit 150kW DN50,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/84/114984_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_PlateHeatExchangerKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/89/114982_114989.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114984_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,P107178,Ideal Spares evo flue 90 deg elbow 100/150 mm,Ideal,56.0,An Ideal brand 100/125mm diameter 90° concentric elbow for flexible flue installation. The flue is designed to expel steam and gases produced during a boiler's normal operation.,School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares evo flue 90 deg elbow 100/150 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/78/107178_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Evomax-Guide_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/71/78/107178.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PS12432,Potterton Sirius three 60 wall hung boiler 60kW,Potterton,3183.0,"The Potterton Sirius three 60 wall-hung condensing boiler promises high levels of ErP A-rated efficiency and a longer service life thanks to a wide modulation ratio of 9:1 to improve on/off cycling and a weather compensation system. This 60kW output boiler has ultra-low NOx ratings as well as a compact and lightweight body for ease of installation in any location. With a simple display and user-friendly advanced programming functions, the Sirius three 60 puts the homeowner in control of their daily comfort.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Potterton Sirius three 60 wall hung boiler 60kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/33/S12431_S12433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_WH_50-70_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_WH_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,P114949,Ideal Evomax 2 120P packaged LPG boiler 120,Ideal,5206.0,"Including everything you'll need for a complete installation, from wall mounting bracket to condensate trap, this Ideal Evomax 2 120P condensing boiler kit makes the job of fitting a new appliance easy. This highly efficient room-sealed 120kW boiler has a wallet-friendly ErP A rating for a reduction in waste and, thanks to its user-friendly status display, is easy to operate and service. Optional weather compensation and remote user kits give owners the option to personalise the Evomax to suit their lifestyle and build-in even better efficiency.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Evomax 2 120P packaged LPG boiler 120,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/49/114946_114949_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114949_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Evomax-2_EVO-S_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Ideal_CndningCommercialBoilers_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PS12446,Potterton Sirius Three commercial flue and non-return valve kit 110-150kW,Potterton,199.0,This Potterton flue non-return valve kit is designed specifically for Sirius Three WH range boilers installed in a cascade configuration. It helps your system to meet the requirements of a building with accuracy and efficiency.,School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Potterton Sirius Three commercial flue and non-return valve kit 110-150kW,,,https://www.wolseley.co.uk/wcsstore/WolseleyStorefrontAssetStore/images/NoImageIcon.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,P114925,Ideal Spares low standard height kit DN80,Ideal,449.0,"Allowing for flow separation in a hydronic system, the Ideal Evomax three unit low loss header is designed for installations with restricted headroom. The header is pre-insulated and supplied with connections.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares low standard height kit DN80,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/58/578058_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/27/114925_114927.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax_Frame_HeaderKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,P114966,Ideal Spares frame and header low height (X3) DN80 450KW,Ideal,3661.0,"This Ideal low height frame and header pack is designed for three boilers of 30-150kW sharing a common DN80 water and gas header. This compact system makes floor mounting of an entire range possible via single frame configurations and integrated water and gas headers. Supplied with all necessary fittings for hassle-free installation, this kit makes building a system simple.",School's Out/Plant Room | Maintenance Projects/Plant Room | Maintenance Projects.csv -> Ideal Spares frame and header low height (X3) DN80 450KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/66/114966_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax_Frame_HeaderKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/66/114966.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
