,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Part Gas Council number,By Model Number,Pack Quantity,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 6,Colour,Seasonal Space Heating Energy Efficiency %,Feature 13,Feature 14,Diameter,Attachment 7,Dry Weight (kg),Range For Use With,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency Class,Feature 15,Feature 16,Feature 17,Feature 18,Flue Type,Flue Diameter,Flue Length,Flue Size,Energy Efficiency Class,Feature 19,Max Set Pressure,Maximum Operating Temperature,Max Vertical Level Flue Length (metres),Dimensions mm (H x W x D),Application,Length (M),Gender,Material,Size,Connection Type 1,Attachment 8,Attachment 9,Rated Heat Output (Prated or Psup),Feature 20,Feature 21,Feature 22,Preset Pressure Relief Valve (Bar),For Use With
1072,P774220,Potterton flue elbow plate bush assembly,Potterton,8.14,"This flue elbow plate is compatible with Potterton's Main HE, Kingfisher, Kingfisher Mf, Performa SL and Suprima boilers. A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance. As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/Boilers.csv -> Potterton flue elbow plate bush assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/20/774220_wm.jpg,,,,,,N,"Main Heat Only 12 HE, Main Heat Only 15 HE, Main Heat Only 18 HE, Main Heat Only 24 HE, Main Heat Only 9 HE, 40 Cfl (Not Produced), 100Cf, 100Cfl, 100Rs, 100Rsl, 40Cf, 40Cfl, 40Rs, 50Cf, 50Cfl, 50Rs, 50Rsl, 60Cf, 60Cfl, 60Rs, 60Rsl, 70Cf, 70Cfl, 70Rs, 70",Flue,SuprimaMain HEKingfisher MfPerforma SLKingfisherPhoenix,238134,Elbow Plate,N,,,,,,,,,,,,,For flue elbow plate,"Suitable for Suprims, Main HE, Kingfisher Mf, Performa SL, Kingfisher and Phoenix units",,,,,,,114950,"60Cfl,90Cf,100Rsl,60Rs,24 HE,80Rs,70Cf,40Rs,50Cf,12HE,21 SL,70Cfl,50Cfl,40L,60L,Phoenix,100Rs,30,9 HE,80Rsl,100Cfl,60Rsl,80Cf,40HE,90Rs,70Rs,60Cf,50Rs,40Cf,90Cfl,120L,70Rsl,100L,80HE,50Rsl,12 SL,18HE,15HE,80,40 Cfl (Not Produced),80Cfl,40,100Cf,40Cfl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,P116260,Grant Vortex Eco External 15/21 ErP external floor standing utility boiler including flue,Grant,1831.41,"Robustly built to withstand challenging outdoor conditions, the steel-enclosed Grant Vortex Eco External 15/21 condensing boiler is designed for installation outside the home, against a wall or as a freestanding unit. The boiler's multi-directional flue and conveniently quiet operation make siting easy in even the most difficult of locations, while internal components including a tough stainless steel heat exchanger and Riello RDB low-NOx burner help to achieve an ErP A rating.",Boilers/Boilers.csv -> Grant Vortex Eco External 15/21 ErP external floor standing utility boiler including flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/62/116260_116262_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grant_Vortex_Burner_Settings_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_VortexEcoExternalSystem_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Oil_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Oil-Boiler_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/116260_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_VortexEcoExternal_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,P115243,Grant Green System 90deg high level terminal 12-26kW Black,Grant,99.16,A Grant Green system high level  90° terminal suitable for use with a wide range of Grant Vortex boilers including internal and external models.,Boilers/Boilers.csv -> Grant Green System 90deg high level terminal 12-26kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/43/115243_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/52/44/115243_115244.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_EZ-Fit_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,P797311,Glow-worm flue cap test point,Glow-worm,17.12,"This Glow-worm test point cap is a part for use on Betacom, Easicom, Eden, Energy, Energy 7, Flexicom, Home, HXI, Sustain, Ultimate, Ultracom, Ultracom2, Ultrapower, CXI, Ultimate 3, British Gas, SXI, Ultimate 2, Energy 2, Essential and Xtramax boilers.",Boilers/Boilers.csv -> Glow-worm flue cap test point,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/11/797311_wm.jpg,,,,,,N,"Betacom 30C, Easicom 28, Cb, 18s, 35 Store, 15r, 18HX, 30r, 15HXI, 38HXI, 18r, 35c, 24H, 35C, 12HXi, 15HXi, 24HXi, 18 SXi, SXI 170, Betacom 3 30C, 24CXI, 18r, 12r, 18r, 30c, 30r, 12HX, 25r, 30c, 12HXI, 15r, 25c, Ultimate 3 25s, Ultimate 3 35c, Betacom 24",Flue,"Betacom, Easicom, Eden, Energy, Energy 7, Flexicom, Home, HXI, Sustain, Ultimate, Ultracom, Ultracom2, Ultrapower, CXI, Ultimate 3, British Gas, SXI, Ultimate 2, Energy 2, Essential, Xtramax",0020020502,Test Point Cap,N,,,,,,,,,,,,,"Suitable for use with Betacom, Easicom, Eden, Energy, Energy 7, Flexicom, Home, HXI, Sustain, Ultimate, Ultracom, Ultracom2, Ultrapower, CXI, Ultimate 3, British Gas, SXI, Ultimate 2, Energy 2, Essential and Xtramax appliances",Test point cap only,,,,,,,H44205,"35CX,Betacom 2 24,12 S,30CX,38CXI,30C,Betacom 3 30C,30 S,Betacom 3 24C,Vb,15r,25r,15s,Betacom 4 30C,30CXI,Betacom 24C,Easicom 3 24c,Betacom 24A,Easicom 2 24,24CX,25 S,15HX,Easicom 3 25r,12HX,BG330,Easicom 3 28c,24CXI,18r,25 C,12r,28C,Betacom 2 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,P411552,Vaillant connection,Vaillant,77.64,"Supplied with O-ring and packing ring, this Vaillant 90° elbow is suitable for use in VU 656/4-5 boilers.",Boilers/Boilers.csv -> Vaillant connection,,ElbowO-ringPacking ring,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/52/411552_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_SpareParts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,P111864,Firebird Envirogreen Slimline Combi C35 combi internal boiler 26-35kW,Firebird,2514.17,"The compact and ultra-quiet Firebird Envirogreen Slimline Combi C35 internal combi boiler is designed with smaller new builds and tricky re-fits in mind. Measuring in at just under 600mm in width and providing front access servicing and a wide range of flueing options, this feature-packed combi is simple to install and maintain. Highly efficient and eco-friendly, the 36kW Envirogreen has a cost-effective ErP A rating for heating thanks to the elco low NOx burner and a highly efficient patented heat exchanger, designed to make sure that efficiency legislation is met and exceeded.",Boilers/Boilers.csv -> Firebird Envirogreen Slimline Combi C35 combi internal boiler 26-35kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/64/111862_111864_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Firebird_Envirogreen_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Firebird_Envirogreen_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Firebird_Envirogreen_Internal_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Firebird_Envirogreen_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/111864_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,P465403,Ideal Spares internal flue tube 100mm,Ideal,151.05,"This Ideal internal flue tube is suitable for Ideal W 100, Ideal W 45, Ideal W 45 P, Ideal W 60, Ideal W 60 P, Ideal W 80 and Ideal W 80 P boilers as well as Imax W80 and P gas appliances. A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.",Boilers/Boilers.csv -> Ideal Spares internal flue tube 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/03/NW-465403_wm.jpg,,,,,,N,,,,172673,Internal Flue Tube,N,,,Spares,,,,,,,,,,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,H15891,"W 100,W 60 P,W 45,W 80 P,W 80,W 45 P,W 60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16L X 61.8W X 12.9H,Commercial,,,,100 mm,,,,,,,,,
1079,P439270,Ideal Spares thermostat kit,Ideal,196.9,"This Ideal thermostat kit is designed for Bosch SGS45E02GB/45, SGS45E02GB/52 and SGS45E02GB/56. The thermostat allows the user to change or set the temperature of a boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.",Boilers/Boilers.csv -> Ideal Spares thermostat kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/70/NW-439270_wm.jpg,,,,,,N,,,,156016,Thermostat Kit,N,,,Spares,,,,,,,,,,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,E73447,"CXC 70,CXAP 100,CXA 90,CXD 140,CXA 50,CXi 550,CXC 94,CXA 70,CXC 116,CXA 50/H,CXAP 60,CXAP 40/H,CXA 70/H,CXAP 40,CXA 120/H,CXi 180,CXD 170,CXi 120,CXi 480,CXD 275,CXA 80,CXAP 90/H,CXD,CXA 40/H,CXAP 70,CXAP 50,CXAP 90,CXD 100,CXC 66,CXC 88,CXA 40,CXA 110/H",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8L X 16.8W X 6.2H,Commercial,,,,,,,,,,,,,
1080,P333621,Ideal Vogue Combi GEN2 C40 boiler only,Ideal,1399.0,"Lightweight and easy to install, the single piece Ideal Vogue GEN2 C35 boiler makes siting, servicing and maintenance simple. Day-to-day use and recognising issues is simple thanks to a backlit colour LCD display featuring advanced diagnostic information and user-friendly multi-button controls while getting in there and getting the job done is hassle-free with the latest in cool burner door technology for immediate access even when the Vogue's still hot. This 35kW boiler offers an ErP A rating, a must for modern homes, helping to make savings on fuel bills and reduce waste.",Boilers/Boilers.csv -> Ideal Vogue Combi GEN2 C40 boiler only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ge/n2/Vogue_Gen2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue__Gen2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Vogue_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Vogue_Gen2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Vogue_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,P195765,Bosch low loss header plus insulation 300kW (1),Bosch,569.0,"Suitable for use with Condens 7000 WP single boilers or TL2/TR2 cascades, this Bosch 300kW low loss header with insulation comprises a hydraulic separator, Victaulic couplings and a system-side DN65 PN6 connection. Also included is a 10mm diameter, 200mm length immersion sleeve. It is suitable for volume flows no higher than 10K on the secondary side.",Boilers/Boilers.csv -> Bosch low loss header plus insulation 300kW (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/65/195765_wm.jpg,,,,,,N,,,,7736701907,Low Loss Header,N,,,,,,,,,1000,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,PS12441,Potterton Sirius three FS 110 floor standing boiler 110kW,Potterton,5530.0,"Suitable for a range of project types and sizes, the Potterton Sirius Three 110 floor standing condensing boiler can be installed as part of a cascade system. It has modulation ratios of up to 9:8, a reliable stainless steel heat exchanger and the lowest NOx rating available. It's also ErP A-rated for energy efficiency and offers a gross seasonal efficiency of up to 97.5% for reduced fuel bills. Extremely compact, with castors attached, the Sirius Three makes installation easy in any location.",Boilers/Boilers.csv -> Potterton Sirius three FS 110 floor standing boiler 110kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/41/S12438_S12441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_FS_50-110_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_FS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,P333553,Alpha E Tec 33NX combi boiler only,Alpha,900.0,"Offering ease of installation, the robust Alpha E-Tec Plus 33NX combi boiler incorporates a thermoplastic-moulded stainless steel heat exchanger for the ideal combination of lightweight convenience and efficient A-rated performance. This 33kW combi has a backlit touchscreen display for intuitive use by both installer and homeowner while also boasting a double casing design for quieter operation.",Boilers/Boilers.csv -> Alpha E Tec 33NX combi boiler only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/30/196028_196030_wm.jpg,,,,,,N,,,,333553 PK,Combi,N,14.1,Natural Gas,E-Tec,10 Years,33.4,A,XL,3.3 kW,275,,89.4,Wall Mounted,For wall mounting,Lightweight for ease of fitting,Thermoplastic moulded stainless steel main heat exchanger,Double casing design for quieter operation,Backlit display and control panel interface,Removable push-fit flue connection,Fully range output adjustable,Delta T variable speed operation pump,,,,A-rated efficiency,10 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,P174930,Warmflow Agentis I33 internal heat only oil boiler 33kW,Warmflow,1769.49,"Slimline and stylish, the Warmflow Agentis I33 internal heat only boiler offers a seamless finish in contemporary kitchen and utility room designs. Fitted with powerful components, including a patented heat exchanger, Riello low-NOx burner and reliable Grundfos pump, the Agentis internal range includes the only AA-rated oil boiler currently on the market, averaging a saving of 5L of fuel a week for lower fuel bills and reduced emissions.",Boilers/Boilers.csv -> Warmflow Agentis I33 internal heat only oil boiler 33kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/30/174928_174930_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Warmflow_Agentis_I33_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Warmflow_Agentis_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Warmflow_Oil_Boilers_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,P333982,Worcester Bosch Greenstar 8000 Style GR8700iW 35 S LPG system boiler pack 35kW White,Worcester Bosch,1633.0,"User-friendly and easy to install, the Worcester Bosch Greenstar 8000 Style GR8700iW 35 S LPG system boiler is the new and improved take on the always popular Greenstar CDi Classic. Quieter than its predecessor, this 35kW boiler offers easy commissioning and servicing as well as operation via a straightforward touchscreen. Suitable for use with Worcester Bosch's cutting edge Intelligent Filling System, the ErP A-rated Greenstar 8000 Style makes heating a home simpler and more efficient.",Boilers/Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 35 S LPG system boiler pack 35kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Style_White_wm.jpg,,,,,,N,,,,333982 PK,System Boiler Pack,N,,LPG,Greenstar 8000 Style,8 years,46 kg,A,,,365,,94,Wall Hung,Improved installation and servicing,Easy replacement for CDi Classic with same fixing points and connections,Simple commissioning procedure with all the information to complete the Benchmark Checklist quickly,Design-led product aesthetics for contemporary homes,Quiet combustion chamber design,"Rapid diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Innovative and intuitive full colour text touchscreen boiler control display,Compatible with cutting edge Greenstar Intelligent Filling System,,,,8 year guarantee,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,P462980,Ideal Gas Valve gas valve plug assembly,Ideal,389.44,"An Ideal replacement part, this gas valve plug assembly is suitable for use in Ideal Super commercial boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Boilers/Boilers.csv -> Ideal Gas Valve gas valve plug assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/80/NW-462980_wm.jpg,,,,,,N,,,,130184,Gas Valve Plug Assembly,N,,,Gas Valve,,,,,,,,,,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,n/a,"Super - Series 3 350KW Vertical,Super - Series 3 150KW Vertical,Super - Series 3 400KW Ver,Super - Series 3 250KW Horizontal,Super - Series 3 250KW Vertical,Super - Series 3 100KW Vertical,Super - Series 3 400KW Horizontal,Super - Series 3 200KW Vertical",,,,,,,,,,,,,,,,,,,,,,,,,,,Inlet: 18 to 25 mbarOutlet: 8 to 16 mbar,,,,,,,,,,,,,,,,,
1087,P117213,Grant low level extension (for 26 70KW boilers) 450mm,Grant,82.0,"Grant’s low level balanced range of EZ-Flue systems have been developed to make the installation of Grant boilers both quick and simple, whilst ensuring trouble free operation – even in the most exposed site conditions. The round low level kits feature self-sealing ducts requiring no silicone or tape for joints, and the quick-fit connection arrangement ensures a perfect seal every time.  The kits are compatible with all Grant boilers, except external modules.",Boilers/Boilers.csv -> Grant low level extension (for 26 70KW boilers) 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/13/117213_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/h_/20/Grant_EZ-Fit_Flue_Guide_March_20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,P333493,Baxi 624 1 system boiler 2 natural gas or LPG,Baxi,1076.0,"A compact design suitable for fitting into a standard cupboard, the Baxi 624 system boiler offers easy installation using the including wall mounting bracket. Manually convertible, this efficient ErP A-rated 24kW boiler can run on natural gas or LPG and offers compatibility with the Megaflo Eco hot water cylinder range.",Boilers/Boilers.csv -> Baxi 624 1 system boiler 2 natural gas or LPG,,"Boiler, pre-fitted flue adapter, literature pack, hanging bracket, isolation valves, copper tails, prv pipe assembly, condensate adapter",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/60/109160_wm.jpg,,,,,,N,,,,333493 PK,System Boiler,N,N/A,Natural Gas / LPG,624,7 Years Parts & Labour,2.85 kg,A,A,24 kW,285,,94,Wall mounting bracket,Compact cupboard fit design,Suitable for wall mounting,Supplied with mounting bracket,For natural gas or LPG operation,7 year parts and labour warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,P114054,Keston Heat 2 packaged NG boiler 45kW,Keston,2093.5,"Suitable for large domestic and light commercial use, the Keston Heat 2 45kW packaged NG boiler offers a twin flue solution for extra flexibility. Low NOx, this compact boiler is fitted with a low-energy modulating pump and offers compatibility with commercial control systems. The Heat 2 can be cascaded with up to five further units using a Keston frame and header kit.",Boilers/Boilers.csv -> Keston Heat 2 packaged NG boiler 45kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/50/114050_wm.jpg,,,,,,N,,,,355125,Heat Only Boiler,N,,,Heat 2,5 Years,,,,,360,N/A,,,With built-in weather compensator,Minimum pressure 0.3 bar,Small installation footprint,Inbuilt low energy modulating pump,Minimum head 3M,5:1 turndown ratio,Low NOx Class 5,Commercial control system compatibility,41-930-52,N/A,,Can be installed in a cascade producing up to 330kW via 6 boilers,ECA listed,5 year warranty,,,,,,,,,,,,,,,,,"Room Sealed, Twin Flue",50,27000,50,,,,,,,,,,,,,,,,,,,,
1090,P116261,Grant Vortex Eco External 21/26 ErP external floor standing utility boiler including flue,Grant,2063.25,"Robustly built to withstand challenging outdoor conditions, the steel-enclosed Grant Vortex Eco External 21/26 condensing boiler is designed for installation outside the home, against a wall or as a freestanding unit. The boiler's multi-directional flue and conveniently quiet operation make siting easy in even the most difficult of locations, while internal components including a tough stainless steel heat exchanger and Riello RDB low-NOx burner help to achieve an ErP A rating.",Boilers/Boilers.csv -> Grant Vortex Eco External 21/26 ErP external floor standing utility boiler including flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/62/116260_116262_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grant_Vortex_Burner_Settings_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Grant_VortexEcoExternalSystem_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_Vortex_Oil_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/116261_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_Vortex_Oil-Boiler_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_VortexEcoExternal_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
