,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Seasonal Space Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Attachment 1,Attachment 2,Attachment 3,Dimensions mm (H x W x D),By Model Number,Application,Attachment 4,Attachment 5,Part Gas Council number,Diameter,Model For Use With,Boiler Section,Boiler Range,Max Set Pressure,Pack Quantity,Range For Use With,Connection,Exhaust Port Size,Thread Standard,Material,Thread Size,Colour,Flow Rate,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,For Use With,Maximum Operating Temperature,Gender,Size,Connection Type 1
237,P778429,Potterton ignition lead,Potterton,35.63,This Potterton ignition lead is suitable for use in Potterton Paramount and Eurocondense commercial and industrial boilers.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Potterton ignition lead,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/29/NW-778429_wm.jpg,,,,,,N,,,,,,991216,Ignition Lead,N,,,,,,,,,,,,,,x  x,"Eurocondense Four 125-300,Paramount 3,Eurocondense Three 125 - 300,Paramount 2,Eurocondense Two 90-250,Eurocondense Plus 160-500,Paramount,Eurocondense Plus 90-250",CommercialIndustrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,P477804,Remeha Avanta automatic air bleed vent device,Remeha,65.36,"This bleed device is designed for use in the heat exchanger section of Remeha's Avanta and Profile System boilers. The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system. A secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems. As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Remeha Avanta automatic air bleed vent device,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/04/477804_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Avanta_Range_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,P409266,Hamworthy LMU64 LMU64 controller (for wessex modumax 220NG),Hamworthy,389.76,A Hamworthy LMU64 220WM NG programmer for use with the Wesses Modumax 220 NG.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Hamworthy LMU64 LMU64 controller (for wessex modumax 220NG),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/66/NW-409266_wm.jpg,,LMU64,,,,N,,,,,,533901448,Programmer Controller,N,Reliable,Qualified,Trustworthy,Experienced,,,,,,,,,,x  x,"250 C,220 C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,P114984,Ideal Spares plate heat exchanger kit 150kW DN50,Ideal,1344.0,"Compact and convenient, this Ideal brazed plate heat exchanger keeps system water away from the boiler in cascade installations for optimum transfer efficiency and low resistance.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares plate heat exchanger kit 150kW DN50,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/84/114984_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_PlateHeatExchangerKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/89/114982_114989.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114984_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,P729608,Ideal Gas Valve 174379 gas valve,Ideal,1189.15,"An Ideal replacement part, this gas valve is suitable for use in Ideal Xtra F boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Gas Valve 174379 gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/08/NW-729608_wm.jpg,,Gas Valve,,,,N,,,,,,174379,Gas Valve,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,,,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,P461417,Ideal Spares control knob thermostat,Ideal,21.55,"An Ideal replacement thermostat control knob for installation on a range of Ideal commercial boilers. Attached to a spindle on the boiler's control panel, a knob allows for manual control of the appliance's functions.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares control knob thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/17/NW-461417_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Super-Series_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,P107178,Ideal Spares evo flue 90 deg elbow 100/150 mm,Ideal,56.0,An Ideal brand 100/125mm diameter 90° concentric elbow for flexible flue installation. The flue is designed to expel steam and gases produced during a boiler's normal operation.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares evo flue 90 deg elbow 100/150 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/78/107178_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Evomax-Guide_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/71/78/107178.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,P444735,Hamworthy pilot gas valve,Hamworthy,234.15,"This Hamworthy pilot gas valve is compatible with a wide selection of Hamworthy boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Hamworthy pilot gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/35/NW-444735_wm.jpg,,,,,,N,,,,,,533903015,Pilot gas valve,N,,,,,,,,,,,,,,,"PC 120,PC 60,PC 80,P105,W 80,P80,PI 40,PC 105,W 60,P60,P40,PC 40,PI 100,PC 70,P70,P70LL,PI 70,P50,W 95,P95,P100LL,PC 50,PC 95,P40LL,P120,W 140,W 120",,,,,,,,,60 mbar,,,,,,,,,,,,,,,,,,,,60,,,
245,P709207,Reznor Warm Air 03-25322 ignition controller,Reznor,510.17,"This Reznor ignition controller is compatible with a wide range of units.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Reznor Warm Air 03-25322 ignition controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/07/NW-709207_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Reznor_Servicing_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,P114966,Ideal Spares frame and header low height (X3) DN80 450KW,Ideal,3661.0,"This Ideal low height frame and header pack is designed for three boilers of 30-150kW sharing a common DN80 water and gas header. This compact system makes floor mounting of an entire range possible via single frame configurations and integrated water and gas headers. Supplied with all necessary fittings for hassle-free installation, this kit makes building a system simple.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares frame and header low height (X3) DN80 450KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/66/114966_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax_Frame_HeaderKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/66/114966.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,P412844,Ideal BBC card kit (for Evomax NG60),Ideal,37.18,"Compatible with a range of Evomax boilers, this Ideal BCC card kit acts as the control centre of a boiler, controlling every process occurring throughout a system via switches, thermostats and sensors.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal BBC card kit (for Evomax NG60),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/44/NW-412844_wm.jpg,,,,,,N,,,,,,176422,BCC Card,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,17.1L X 11.4W X 1.7H,,Commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,P114933,Ideal Spares frame and HDR low (X4) DN100 up to 600KW,Ideal,5126.0,"This Ideal low height frame and header pack is designed for four boilers of 120-600kW total sharing a common DN100 water and gas header. This compact system makes floor mounting of an entire range possible via single frame configurations and integrated water and gas headers. Supplied with all necessary fittings for hassle-free installation, this kit makes building a system simple.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares frame and HDR low (X4) DN100 up to 600KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/33/114933_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_Evomax_Frame_HeaderKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_Product_Flue_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,P729544,Ideal Spares ignition electrode kit,Ideal,64.51,This Ideal ignition electrode kit is suitable for a range of Ideal Xtra F commercial boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares ignition electrode kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/44/NW-729544_wm.jpg,,Spares,,,,N,,,,,,174432,Ignition Electrode Kit,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,14.9L X 21.7W X 3.3H,"Xtra F 280,Xtra F 160,Xtra F 480,Xtra F 240,Xtra F 120,Xtra F 560,Xtra F 80,Xtra F 320,Xtra F 200,Xtra F 400",Commercial,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,P462166,Ideal Spares fan assembly (WFFB0221-018),Ideal,558.33,"A genuine Ideal spare, this fan assembly is suitable for Ideal Super commercial boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares fan assembly (WFFB0221-018),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/66/NW-462166_wm.jpg,,Spares,,,,N,,,,,,170950,Fan Assembly,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,21.2L X 20.8W X 19.2H,"Super - Series 4 - 100kw Horizontal,Super - Series 4 - 450kw Vertical,Super - Se,Super - Series 4 - 200kw Vertical,Super - Series 4 - 100kw Vertical,Super - Series 4 - 450kw Horizontal,Super - Series 4 - 300kw Horizontal,Super - Series 4 - 250kw Vertical",CommercialIndustrial,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,P477813,Remeha expansion vessel,Remeha,123.0,"A genuine Remeha part, this expansion vessel is suitable for installation in Avanta and Profile System boilers.  A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Remeha expansion vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/13/477813_wm.jpg,,,,,,N,,,,,,S62753,Expansion Vessel,N,,,,,,,,,,,,,,,"Avanta Plus System 18,Avanta Plus Combi 24,30 KW System,Avanta Plus System 24s,Avanta,Avanta Plus Combi 35c,Avanta Exclusive 28C,Avanta Plus System 24,18 KW System,Profile System ErP 18,Avanta Exclusive 35C,Avanta Plus Combi 28c,Avanta Plus Eco Combi 28c",,,,H39138,,"Avanta Exclusive 28C, Avanta Exclusive 35C, Avanta Exclusive 39C, Avanta Plus Combi 24, Avanta Plus Combi 24, Avanta Plus Combi 28, Avanta Plus Combi 28, Avanta Plus Combi 35, Avanta Plus Combi 35, Avanta Plus Combi 39, Avanta Plus Combi 39, Avanta Plus",Pump,"Avanta, Profile System",,,,,,,,,,,,,,,,,,,,,,,,
252,P462675,Ideal Spares control unit,Ideal,750.54,"An Ideal gas valve assembly for use in Ideal Super commercial boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares control unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/75/NW-462675_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Super-Series_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,P462719,Ideal 100612 flame detection probe,Ideal,34.43,This Ideal flame detection probe/electrode is suitable for use in Ideal Super commercial boilers. Flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal 100612 flame detection probe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/19/NW-462719_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Super-Series_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,P462077,Ideal Spares universal gasket set,Ideal,109.74,"This handy Ideal universal gasket kit is compatible with a wide variety of Ideal commercial boilers. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares universal gasket set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/77/NW-462077_wm.jpg,,Spares,,,,N,,,,,,069849,Universal Gasket Set,N,Ideal spare part,,,,,,,,,,,,,33.6L X 45W X 2.4H,"Supe,Super - Series 1 100kw V,Super - Series 1 500kw H,Super - Series 1 400kw V,Super - Series 1 350kw V,Super - Series 1 100kw H,Super - Series 1 300kw V,Super - Series 1 200kw V,Super - Series 1 450kw V,Super - Series 1 200kw H,Super - Series 1 450kw H",CommercialIndustrial,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,P778696,Potterton burner gasket flange,Potterton,3.81,"This Potterton replacement flange burner gasket is compatible with a wide range of the brand's commercial boilers. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Potterton burner gasket flange,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/96/NW-778696_wm.jpg,,,,,,N,,,,,,5132189,Burner Gasket,N,,,,,,,,,,,,,,x  x,"Sirius WH90,Sirius WH110,Sirius WH70,Sirius 2 WH90,Sirius 2 WH60,Sirius 2 WH50,Sirius 2 WH70,Sirius FS 130-160,Sirius FS 50-70,Sirius WH60,Sirius WH50,Gold WH46,Sirius 2 WH110,Sirius FS 90-105,Gold WH65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,P120548,Vaillant plate heat exchanger 240kw,Vaillant,1363.23,"Suitable for use with all Vaillant boilers, this Vaillant 240kW external plate heat exchanger set provides protection when installing in an older sealed or open vented heating system. Protecting boilers from damaging debris, particularly that which will exist in old systems, and improving efficiency at the same time, this set helps to minimise maintenance and ensure consistent flow rates. A complete system solution, the Vaillant 720kW heat exchanger set prevents poor performance in a secondary system even where pressurised boilers are added.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Vaillant plate heat exchanger 240kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/48/NW-120548_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Commercial_Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,P463220,Ideal eco leads assembly,Ideal,64.37,"This Ideal eco lead assembly is designed for Concord CX and Mexico boilers.  These groups of wires and leads are designed to give the PCB complete control over the boiler's processes and safety protocols.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal eco leads assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/20/463220_wm.jpg,,,,,,N,,,,,,173228,Lead Assembly,N,,,,,,,,,,,,,,,"CX2 205,Supe,CX2 240,Super 2 CF 60,Super 2 CF 40,CX2 340,Super 2 RS 100 P,CX2 140P,CX 275,CX 80,CX2 275P,Super 2 CF 100 P,CX 60,CX 40,CX2 310P,CX 170,Super 2 RS 125,Super 2 RS 100,Super 2 CF 50,CX2 275,CX 340,CX2 240P,CX 90,Super 2 CF 75 P,CX2 170,CX 240",,,,n/a,,"CX 40, CX2 140P, CX2 275, CX2 310P, Super 2 RS 60, Super 2 RS 70, CX 140, CX2 170P, CX2 205P, CX2 340P, Super 2 CF 125, Super 2 CF 125 P, Super 2 RS 40, Super 2 RS 50, CX 205, CX 310, Super 2 CF 140, Super 2 CF 60 P, CX 275, CX 60, CX 80, CX 90, Super 2",Control Panel,Super,,,,,,,,,,,,,,,,,,,,,,,,
258,P114988,Ideal Spares plate heat exchanger kit 450kW DN80,Ideal,2531.0,"Compact and convenient, this Ideal brazed plate heat exchanger keeps system water away from the boiler in cascade installations for optimum transfer efficiency and low resistance.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares plate heat exchanger kit 450kW DN80,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/88/114988_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ideal_PlateHeatExchangerKit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/49/89/114982_114989.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114988_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,P707462,Ambirad ID fan,Ambirad,464.59,This Ambirad ID fan offers compatibility with a wide range of boilers.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ambirad ID fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/62/NW-707462_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ambirad_VS-A-LF-DL-LHB_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,P101545,Worcester Greenstar 45deg bend assembly 130mm,Worcester,61.39,A Worcester Greenstar 130mm 45° elbow offering compatibility with condensing oil boilers.,Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Worcester Greenstar 45deg bend assembly 130mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/45/NW-101545_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_oil-boiler&solar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Worcester_greenstar-camray_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Worcester_oilintflue_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,P461507,Ideal Spares venturi/burner gasket,Ideal,10.54,"An Ideal replacement venturi/burner gasket for use in Super Plus boilers. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/sub_categories/Commercial and Industrial Boiler Parts/Commercial and Industrial Boiler Parts.csv -> Ideal Spares venturi/burner gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/07/NW-461507_wm.jpg,,Spares,,,,N,,,,,,013761,Venturi/Burner Gasket,N,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,10.7L X 10.9W X 0.5H,"Super Plus 300/3,Super Plus 400/4A,Super Plus 500/5,Super Plus 400/4,Super Plus 600/6,Super Plus 200/S,Super Plus 300/3A",CommercialIndustrial,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,
