,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 4,Attachment 5,Range,Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Feature 13,Attachment 6,Attachment 7,Attachment 8,Pack Quantity,Feature 14,Pressure,Eco Setting,Voltage (V),Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry Points,Cable Entry,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Water Entry,Water Heating Energy Efficiency
78,PD10601,Bristan Artisan thermostatic shower mixer and multi function kit,Bristan,297.1,"Incorporating TMV2 thermostatic technology, the contemporary Bristan Artisan bar shower with multi-function handset is a reassuringly safe choice for family homes, offering a contemporary design well-suited to the clean lines of modern bathroom interiors.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Artisan thermostatic shower mixer and multi function kit,,Bar shower unit;Wall mount 12 fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/01/D10601_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Artisan_AR2SHXMTFFC_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Artisan_AR2_SHXMTFF_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_AR2SHXMTFFC-VOFFC_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PD45569,Triton Dene concentric mixer tap shower,Triton,188.3,"Part of a durable, functional and attractively designed all-chrome range, the Triton Dene concentric mixer shower offers complete thermostatic control via easy-adjust levers. Suitable for all water systems, including gravity fed and easy to install with all fittings included, the Dene is supplied with a full shower kit including riser rail and three spray pattern showerhead.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Triton Dene concentric mixer tap shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/69/D45569_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_Dene_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_LARA_3-Pos_Showerhead_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_2181109i_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Triton_17015_Mixer_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PD53014,Aqualisa Midas 220 shower column Matt Black,Aqualisa,541.18,"Allowing users to personalise their showering experience, the matte black finish Aqualisa Midas 220 shower column provides versatility through a choice of adjustable five spray pattern handset or 254mm fixed head drencher shower. Manufactured in robust brass, this wall-mounted bar shower valve is fitted with a telescopic column and integrated diverter for easy switching from one outlet to the other.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa Midas 220 shower column Matt Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/14/D53014_wm.jpg,,,,Black/Matt,Handset 12.72 l/min @ 3 bar Fixed head 12.24 l/min @ 3 bar,10,1,5,N,85,"Brass, metal & plastic",Dual,5,MD220SC.MB,Mixer Shower,N,Matte black finish,Easy-clean nozzles,Metal lever handset holder,Temperature and flow control with temperature override button,With 102mm adjustable head,Offers 5 spray patterns,Includes 245mm metal drencher head,With diverter knob,Easy-fit bracket included,Telescopic shower column,Brass body and handles,5 year warranty,,,Midas 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P231487,Bristan Cobalt basin mixer tap plus clicker waste Black pack,Bristan,79.0,"A unique square design, this Bristan Cobalt basin mixer tap with contemporary black finish is the perfect foil to a super-modern bathroom. Supplied with a clicker waste and flexible tails for ease of fitting, this smart tap is suitable for deck mounting.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Cobalt basin mixer tap plus clicker waste Black pack,,1 x Basin Mixer;1 x Clicker Waste;4 x Plastic Washers;1 x Back Nut;2 x Flexi Pipes;1 x O-Ring For Plinth;1 x Black 'C Rubber Washer;1 x Metal 'C' Washer;2 x Threaded Rods ;Nuts;1 x Fitting Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/00/D80800_wm.jpg,,,,Black,5,,0.3,10 Years,N,250,Brass,,,231487 PK,Basin Mixer,N,Brass construction,Black finish,Includes flexible tails,With clicker waste,Long life ceramic cartridge for durability,"Smooth, easy turning",For deck mounting,"Supplied with metal fixing nut for durable, secure fitting",10 year warranty,,,,,,Cobalt,60,100,Contemporary,,No,No,Yes,Fixed,Deck,Lever,1,,,,,,,,,,,,,,,,,,,,,,
82,PC26203,Bristan Zing Zing Bar Valve & Kit Cp,Bristan,99.99,"Designed for safe, easy use by the whole family, the Bristan Zing safe touch bar shower bar, supplied with easy-clean handset, incorporates safe-touch cool pipes and thermostatic technology for scald-free peace of mind, even when water pressure experiences sudden changes.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Zing Zing Bar Valve & Kit Cp,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/03/C26203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/C26203 ZI SHXSMCT C_Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_ZISHXSMCT_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PA05063,Nabis thermostatic valve,Nabis,24.3,"This Nabis thermostatic valve is a replacement part for the A05041, providing safe showering temperatures.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Nabis thermostatic valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/_1/A05063_1_wm.jpg,,,,Black/White,,,,n/a,N,47,,,,WUK131,Thermo Valve,N,White and black colour,Compatible with A05041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PD53006,Aqualisa Midas 220 Exposed Mixer Shower Column,Aqualisa,461.82,"With its high build quality and safety features including temperature override, the Aqualisa Midas 220 bar mixer shower column is an ideal choice for the family bathroom. Slimline and space saving, the Midas fits well into even the smallest spaces.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa Midas 220 Exposed Mixer Shower Column,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/06/NW-D53006_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Aqualisa_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_Midas_220_MD220SC_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PD67572,Ideal Standard Ceratherm shower mixer exposed and wall bracket,Ideal Standard,248.41,"A handy all-in-one kit ideal for a family bathroom, the Ideal Standard Ceratherm T25 exposed dual shower mixer comes complete with the luxuriant IdealRain overhead shower and a practical three-function handspray for targeted use. Supplied with a wall bracket for ease of installation, this high performance chrome finish shower is designed with a range of features that improve safety and comfort, including Cool Body technology, which surrounds the hot water flow with cold, reducing the risk of accidental scalding when the shower body is touched.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Ceratherm shower mixer exposed and wall bracket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/72/D67572_wm.jpg,,,,Chrome,Max 12L @ 300kPa,10,0.5,5 Year,N,492.5,Brass,2,3,A7209AA,Exposed,N,Brass construction,Chrome finish,Cool body for safe use,With temperature safety button,With FirmaFlow ceramic cartridge,Integrated ceramic diverter,Showerhead and handheld spray included,Includes hose retaining ring,5 year warranty,,,,,,Ceratherm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PD51313,Aqualisa Siren SL exposed valve shower with head 90 mm,Aqualisa,330.26,"A family-friendly choice, the Aqualisa Siren SL exposed mixer shower combines functionality with style in a robust chrome-finished brass package that will suit most bathrooms. Offering precise control over temperature and water flow, the Siren SL has a dual lever and large Harmony showerhead with four generous spray settings, including a water-saving Eco selection.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa Siren SL exposed valve shower with head 90 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/13/NW-D51313_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_Siren_SL_SRN001EA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Siren_SL_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aqualisa_Product_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PC42687,Bristan Prism exposed sequential valve and diverter kit Chrome,Bristan,585.44,"The modern Bristan Prism exposed single control shower with rigid riser is built for effortless, fingertip touch use and easy cleaning. Designed with adjustable inlets for use on existing pipework centres, the Prism is easy to fit and offers flexibility of installation.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Prism exposed sequential valve and diverter kit Chrome,,Shower unit;Diverter;Shower rose;Rigid riser;Anti-limescale handset;Hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/87/NW-C42687_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_Expo_Top_Shower_Valve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Prism_PM2_SQSHXDIV_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Prism_PM2_SQSHXDIV_C_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PD60995,Mira Excel thermostatic shower mixer Chrome Plated,Mira,460.66,"Reliable and safe, the Mira Excel built-in valve is packed with useful, safe technology, making this shower ideal for family bathrooms, ranging from thermostatic control to a built-in temperature stop alongside Magni-flo for triple power showering, even in low pressure systems.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira Excel thermostatic shower mixer Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/95/NW-D60995_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Excel_1068628_W2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Excel_Valve_Drw_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Excel_Mixer_Shower_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_ShowersEnclosuresTrays_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PD53002,Aqualisa Midas 110 thermostatic bar valve,Aqualisa,229.5,"Combining style and power, the Aqualisa Midas 110 mixer shower delivers useful features including safe touch controls and an integrated diverter alongside thermostatic temperature protection to make it the ideal choice for a family home.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa Midas 110 thermostatic bar valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/02/NW-D53002_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Aqualisa_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_Midas_110_MD110S_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Midas_110-220_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PD51318,Aqualisa Dream built in variable shower adjustable with adjustable head 105mm,Aqualisa,485.96,"A high quality modern shower, the Aqualisa Dream concealed mixer shower with adjustable head and dual lever controls has an attractive bright chrome finish to suit any bathroom. Simple to operate, and with a water-saving Eco feature that won't compromise on power, the Dream includes a range of safety features making it ideal for family use.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Aqualisa Dream built in variable shower adjustable with adjustable head 105mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/18/D51318_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_Dream_DRM001CA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aqualisa_Product_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PD67571,Ideal Standard Ceratherm T25 shower mixer exposed and shower hose 600 UK,Ideal Standard,169.96,"The Ideal Ceratherm T25 exposed thermostatic mixer valve incorporates the cutting edge FirmaFlow cartridge for excellent durability and reliable safety. Made of brass with a chrome finish, the Ceratherm's controls are flush with the body for a sleek look and effortless maintenance. Cool Body technology surrounds hot water pipes with cold for comfort and protection from scalding. Ceratherm T25 is supplied with the S3 three-mode handset with an eco setting, reducing flow by 50% without impacting performance.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Ideal Standard Ceratherm T25 shower mixer exposed and shower hose 600 UK,,Valve;80mm h;spray;600mm rail;1.25m hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/71/NW-D67571_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Ceratherm_T25_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Ceratherm_T25_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PQ89045,Hansgrohe Crometta E shower pipe Chrome,Hansgrohe,747.1,"The Hansgrohe HG Crometta E 240 Ecosmart is a complete shower solution with dual rain spray overhead and handheld showering included for the ideal combination of indulgence and practicality. Height adjustable, thermostatic and with a temperature safety lock, this shower is an ideal choice for a family bathroom.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Hansgrohe Crometta E shower pipe Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/45/NW-Q89045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hansgrohe_27281000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_16_HRGH1392_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PC42689,Bristan Prism exposed sequential top valve Chrome,Bristan,428.33,"The modern Bristan Prism exposed single control shower is built for effortless, fingertip touch use and easy cleaning. Designed with adjustable inlets for use on existing pipework centres, the Prism is easy to fit and offers flexibility of installation.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Prism exposed sequential top valve Chrome,,Shower unit;Diverter;Shower rose;Rigid riser;Anti-limescale handset;Hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/89/NW-C42689_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_Expo_Top_Shower_Valve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Prism_PM2_SQSHXTVO_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Prism_PM2_SQSHXTVO_C_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PD88191,Bristan Craze Adjustable Rigid Riser Diverter Bar Mixer Shower Chrome,Bristan,308.95,"With a softly angular design, the unique Bristan Craze2 shower is supplied with both a luxuriously large fixed head and a practical easy-clean multi-function handset. Ideal for family use, this shower includes an adjustable height rail, thermostatic control and Safe Touch technology. Installed using Bristan's unique wall mount 12 with inbuilt isolation, fitting of the Craze2 couldn't be simpler.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Craze Adjustable Rigid Riser Diverter Bar Mixer Shower Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/91/D88191_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_CRZ2SHXDIVCTFFC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_CRZ2_SHXDIVCTFFC_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Craze2_CRZ2_SHXDIVCTFFC_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PD62398,Mira Coda Pro shower valve,Mira,95.11,"Easy to fit and offering the ideal balance of performance and practicality, the Mira Coda Pro Valve exposed shower is a popular choice with installers and users alike. Useful features include thermostatic temperature control and a maximum temperature stop for safe family use. Suitable for all systems, even low pressure, the Pro Valve is installed front of tile for a faster, less messy fitting job.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Mira Coda Pro shower valve,,Pro valve;6L/min flow regulator;Bar valve;Pair of handles;Plastic pipe guide;2x wall brackets;2x olives;2x compression nuts;2x wall plugs;2x fixing screws;Installation ;user guide;Guarantee card (back pages of installation ;user guide),https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/98/NW-D62398_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_EV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_EV_ERD_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_EV_ThermostaticBarValve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_Valve_Drw_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,P231488,Bristan Cobalt bath filler tap Black pack,Bristan,119.0,"Stylishly square, this Bristan Cobalt bath filler tap is manufactured in robust brass with a smart black finish. The perfect finishing touch for an uber-modern bathroom, this tap combines unique looks with classic reliability.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Cobalt bath filler tap Black pack,,1 x Bath Filler;2 x Plinths;2 x Black Rubber 'O' Rings;2 x Rubber Washers;2 x Metal Back Nuts;1 x Fitting Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/01/D80801_wm.jpg,,,,Black,110.9,,0.3,10 Years,N,250,Brass,,,231488 PK,Bath Fillers 2 Hole,N,Brass construction,Black finish,Long life quarter-turn ceramic disc valves,With metal fixing nuts for durable security,Easy-operation lever handles,10 year warranty,,,,,,,,,Cobalt,60,104,Contemporary,Low,No,No,Yes,Fixed,Deck,Lever,2,,,,,,,,,,,,,,,,,,,,,,
97,PJ97847,"Grohe G1000 performance thermostatic shower set 1/2""",Grohe,174.28,"Finished in smart, easy to clean chrome, this Grohe Grohtherm G1000 Performance 1/2"" shower set incorporates thermostatic operation for safer showering. The included handheld showerhead offers two possible spray settings to suit the user's preference.","Showering/Showers/Mixer Showers/Mixer Showers.csv -> Grohe G1000 performance thermostatic shower set 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/47/J97847_wm.jpg,,,,Chrome,"7.2lpm @ 1bar, 10.2 lpm @ 2bar, 12.5 lpm @ 3bar",5,1,5 Years,N,79,Brass,1,2,34834000,Thermostatic,N,For handheld use,Brass construction,Chrome finish,Thermostatic operation for safe showering,5 year warranty,,,,,,,,,,G1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PC69088,Bristan Carre thermostatic bar valve with fixed rail,Bristan,333.4,"Designed to blend seamlessly into any bathroom design, the Bristan Carre thermostatic bar shower with rigid riser has sleek chrome shower heads and uniquely tactile handles. Supplied with wall mount 12 fixing kit for easy installation using built in front-of-wall isolation valves the Carre is a safe option for family bathrooms, providing thermostatic control with pre-set limits.",Showering/Showers/Mixer Showers/Mixer Showers.csv -> Bristan Carre thermostatic bar valve with fixed rail,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/88/NW-C69088_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Carre_CR_SHXDIVFF_C_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_CRSHXDIVFFC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_Carre_CR_SHXDIVFF_C_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
