,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Material,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9
51,PF42781,"McAlpine V33S-22 tee piece (BSP) 1.1/2"" x 1.1/2"" x 22mm",McAlpine,3.25,"This McAlpine tee is designed for use on a WC overflow and includes a 1 1/2"" BSP female nut x 1 1/2"" BSP male thread x 19/23mm universal connection.","Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> McAlpine V33S-22 tee piece (BSP) 1.1/2"" x 1.1/2"" x 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/81/NW-F42781_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F42781_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,
52,PF02493,Geberit Silent-db20 DB20 88.5deg right branch 110 x 110 x 56mm Silent-db20,Geberit,66.0,"Geberit Silent-db20 fulfils existing sound insulation requirements without difficulty, because the sound insulation comes already installed.  Polyethylene, the mineral reinforced plastic, is used for its manufacture, which lends the pipes and fittings an increased weight, thus effectively reducing both their natural vibration and the sound it generates.  Sound insulation ribs in the impact zones further reduce noise development.  In addition, system pipe brackets for wall fastening decouple the drainage system acoustically from both walls and ceilings, thus preventing a transmission of solid-borne sound.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Geberit Silent-db20 DB20 88.5deg right branch 110 x 110 x 56mm Silent-db20,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F02493_primary_image_wm.jpg,,,,,,Black,110 mm / 110 mm / 56 mm,Plastic Welded End,110mm,Silent-db20,10 Years,1.447 kg,N,Mineral-Reinforced Polyethylene (PE-S2),BBA 20/5742,310.115.14.1,Multibranch Fitting,N,Swept entry,Outstanding sound insulation,Fitting welded,Abrasion resistant,UV-resistant,,,,
53,PF02494,Geberit Silent-db20 DB20 88.5deg combined branch 110 x 110 x 56mm Silent-db20,Geberit,65.69,"Ready-installed with sound insulation, this Geberit Silent-db20 110 x 110 x 56mm 88.5° combined branch is made of mineral-reinforced plastic, or polyethylene (PP), a heavier material with a reduced risk of natural vibration.  In addition, the fitting is designed with sound insulation ribs built into its impact zones for extra protection from noise.  Using the pipe brackets that make up part of the same system for wall fastening prevents further transmission of sound by keeping pipes and fittings away from walls and ceilings.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Geberit Silent-db20 DB20 88.5deg combined branch 110 x 110 x 56mm Silent-db20,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F02494_primary_image_wm.jpg,,,,,,Black,110 mm / 110 mm / 56 mm,Plastic Welded End,110mm,Silent-db20,10 Years,1.453 kg,N,Mineral-Reinforced Polyethylene (PE-S2),BBA 20/5742,310.813.14.1,Multibranch Fitting,N,Swept entry,Outstanding sound insulation,Fitting welded,Abrasion resistant,UV-resistant,,,,
54,PQ64226,Wavin Wavin OsmaSoil 135deg single branch 110mm Grey,Wavin,78.05,"Made of grey PVC-u, this Wavin OsmaSoil 110mm 135° single branch with socket x socket x plain end connections is suitable for use in both domestic and commercial installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Wavin Wavin OsmaSoil 135deg single branch 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/26/NW-Q64226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,
55,PF60309,Polypipe Terrain 600 91deg ABS swept tee 50mm White,Polypipe,8.89,"Made of white ABS, this Polypipe Terrain 600 sweep tee with 50mm solvent weld connections is suitable for use in commercial building services.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Polypipe Terrain 600 91deg ABS swept tee 50mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/09/NW-F60307_F60309_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PF66556,Polypipe 92.5deg ABS swept tee 50mm White,Polypipe,7.82,"Made of white ABS, this Polypipe swept tee with 50mm solvent weld connections is suitable for domestic applications. A popular selection for residential waste installations, the Polypipe ABS solvent weld range incorporates BioCote anti-microbial technology.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Polypipe 92.5deg ABS swept tee 50mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/56/NW-F66556_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
57,PF02437,Geberit Silent-db20 Multiple (four) branch fitting 110 x 56mm Silent-db20,Geberit,84.03,"Designed to suit premium residential and hotel developments, this Geberit Silent-db20 88.5° quadruple branch fitting is also a reliable choice for healthcare settings including hospitals, nursing homes and retirement complexes.  Made of mineral-reinforced polyethylene (PE-S2) and with 110 x 56mm solvent weld connections. This fitting system with outstanding sound insulation, contains a triple protection against sound transmission and is recommended for use anywhere that high levels of sound insulation are required.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Geberit Silent-db20 Multiple (four) branch fitting 110 x 56mm Silent-db20,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F02437_primary_image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
58,PF24815,Marley Solvent Waste 88.5deg equal tee 40mm White,Marley,4.18,This Marley Solvent Waste 40mm 88.5° tee in white is suitable for both internal and external applications.,Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Marley Solvent Waste 88.5deg equal tee 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/15/NW-F24815_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
59,PF57243,Geberit HDPE 135deg HDPE equal Y-branch 50mm,Geberit,4.2,"Suitable for industrial, commercial or laboratory use, this Geberit HDPE 45° Y branch fitting can be installed during bridge construction, in-ground or in concrete.  It is also compatible with conventional or siphonic roof drainage systems and with land drainage systems.  Made of black colour high density polyethylene, commonly known as HDPE, this fitting is designed with secure 50mm solvent weld connections.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Geberit HDPE 135deg HDPE equal Y-branch 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F57243_primary_image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
60,PF00469,McAlpine 42E-CB compression tee 42mm Chrome Plated,McAlpine,39.42,"This McAlpine 1 1/2 x 1 1/2 x 1 1/2"" compression tee is made of brass with a chrome-plated finish.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> McAlpine 42E-CB compression tee 42mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/69/NW-F00469_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F00469_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,
61,PQ40300,Wavin HDPE 45deg branch 110 x 110mm,Wavin,7.7,"This Wavin HDPE 110mm branch with 100mm welded x welded connections is part of a universal system approved for pipe installation in buildings to DIN 19535 and DIN EN 1519 standards. Wavin HDPE is a complete soil, waste and vent system offering durable chemical resistance, flexibility level and excellent impact resistance. Fittings in the HDPE range are suitable for use in negative pressure installations including the Wavin QuickStream siphonic roof drainage system.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Wavin HDPE 45deg branch 110 x 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/00/NW-Q40300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_HDPE_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
62,PQ66760,Wavin Osma Waste washing machine tee piece White,Wavin,12.1,"Easy and quick to install thanks to its reliable push-fit connections, this Wavin Osma Waste 40mm washing machine tee is made of robust white polypropylene (PP).",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Wavin Osma Waste washing machine tee piece White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/60/NW-Q66760_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,
63,PF02034,Geberit Silent-db20 88.5deg branch 110 x 56mm,Geberit,17.56,"Ideal for use in projects requiring high levels of sound insulation, this Geberit Silent-db20 88.5° branch fitting is made of mineral-reinforced polyethylene (PE-S2) and offers 110 x 56 x 110mm solvent weld connections. This fitting is suitable for use in premium residential buildings and hotels as well as in hospitals, retirement and nursing homes.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Geberit Silent-db20 88.5deg branch 110 x 56mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/34/NW-F02034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
64,PF24864,Marley Solvent Waste 88.5deg cross tee 50mm White,Marley,20.11,This Marley Solvent Waste 50mm 88.5° cross tee in white is suitable for both internal and external applications.,Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Marley Solvent Waste 88.5deg cross tee 50mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/64/NW-F24864_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
65,PQ66001,Wavin Wavin OsmaSoil equal single branch 87.5' 110mm Black,Wavin,51.71,"Made of black PVC-u, this Wavin OsmaSoil 110mm 87.5° equal single branch with solvent weld x solvent weld x plain end connections is suitable for use in both domestic and commercial installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Wavin Wavin OsmaSoil equal single branch 87.5' 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/01/NW-Q66001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,
66,PF47682,"McAlpine V33L tee for washing machne 1.1/2 x 1.1/2 x 3/4""",McAlpine,6.84,"This McAlpine 1 1/2 x 1 1/2 x 3/4"" Surefit swept tee with BSP female nut x BSP male thread x nozzle is used for the discharge hose of domestic appliances such as washing machines.","Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> McAlpine V33L tee for washing machne 1.1/2 x 1.1/2 x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/82/NW-F47682_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F47682_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,
67,PQ64179,Wavin Wavin OsmaSoil 87.5deg single branch 110mm Black,Wavin,52.51,"Made of black PVC-u, this Wavin OsmaSoil 110 x 110 x 100mm 87.5° single branch with socket x socket x plain end connections is suitable for use in both domestic and commercial installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Wavin Wavin OsmaSoil 87.5deg single branch 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/79/NW-Q64179_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,
68,PF41134,"McAlpine V8M multi-fit swept equal tee 1.1/4""",McAlpine,3.97,"This McAlpine 1 1/4 x 1 1/4 x 1 1/4"" swept equal tee has a multifit connection with moulded internal sleeves designed to centre and support the pipe. Multifit and friction washers are used to create a secure seal between the pipe and the fitting wall of the fitting. Where a plastic pipe is undersized or out of shape it may be necessary to warm the end, enabling it to be pushed over the internal sleeve.","Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> McAlpine V8M multi-fit swept equal tee 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/35/F41535_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F41134_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,
69,PQ64228,Wavin Wavin OsmaSoil 92.5deg double branch 110mm Grey,Wavin,131.32,"Made of grey PVC-u, this Wavin OsmaSoil 110mm 92.5° double branch with socket x socket x socket x plain end connections is suitable for use in both domestic and commercial installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Wavin Wavin OsmaSoil 92.5deg double branch 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/28/NW-Q64228_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,
70,PQ64246,"Wavin Wavin OsmaSoil 87.5deg 5-boss branch 4"" Grey",Wavin,59.04,"Made of grey PVC-u, this Wavin OsmaSoil 4"" 87.5° five-boss branch with 110mm socket x socket x plain end connections is suitable for use in both domestic and commercial installations.","Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Wavin Wavin OsmaSoil 87.5deg 5-boss branch 4"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/46/NW-Q64246_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,
71,PF66486,Polypipe 92.5deg ABS swept tee 40mm Black,Polypipe,4.56,"Made of black ABS, this Polypipe swept tee with 40mm solvent weld connections is suitable for domestic applications. A popular selection for residential waste installations, the Polypipe ABS solvent weld range incorporates BioCote anti-microbial technology.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Polypipe 92.5deg ABS swept tee 40mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/86/NW-F66486_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
72,PQ64939,Wavin Osma Waste 87.5deg tee 40mm Black,Wavin,4.95,"Easy to use, this Wavin Osma Waste 40mm 87.5° tee is made of black polypropylene, or PP. Reliable push-fit connections make this fitting simple and quick to install.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Wavin Osma Waste 87.5deg tee 40mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/39/NW-Q64939_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,
73,PF57713,Geberit HDPE 135deg HDPE double Y-branch 110mm,Geberit,16.54,"Suitable for industrial, commercial or laboratory use, this Geberit HDPE 45° double Y branch fitting can be installed during bridge construction, in-ground or in concrete.  It is also compatible with conventional or siphonic roof drainage systems and with land drainage systems.  Made of black colour high density polyethylene, commonly known as HDPE, this fitting is designed with secure 110mm solvent weld connections.",Drainage/Waste Pipe and Fittings/Waste Pipe Branches/Waste Pipe Branches.csv -> Geberit HDPE 135deg HDPE double Y-branch 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F57713_primary_image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
