,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Warranty,Hazardous,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Number of Channels,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Colour,Connection Type,Range,Style,With Drain Off,Max Pressure,Flow Water Temperature,Material,Orientation,Pipe Connection Size,Radiator Connection Size,Sensor,Shape,With Lockshield,Feature 14,Pack Quantity,Feature 15,Feature 16,Weight
104,P247431,Drayton TRV4 remote capillary sensor 2m,Drayton,39.25,"This Drayton TRV4 chrome straight remote head with 2M remote sensor is an accessory designed for use with thermostatic radiator valves (TRVs). The remote head is designed to read the temperature in a room where a normal TRV would be hidden behind furniture or curtains and unable to take an accurate reading. Slimline and compact, the TRV4 remote head is an understated but useful accessory.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton TRV4 remote capillary sensor 2m,,Remote head;2m remote sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/31/247431_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_TRV4_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_TRV4_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,P249306,Pegler Yorkshire angled thermostatic radiator valve and lockshield (and push fit elbow 10mm) 15mm,Pegler,78.41,"This quick-to-fit Pegler Yorkshire Terrier 631 angled thermostatic radiator valve (TRV) is built with 'Tectite Push' push-fit technology to save time and hassle during installation with no need for secondary operations in difficult to reach spots, reducing the risk of damage to chrome pipes. Designed for consistent heating comfort, this chrome finish TRV maintains a room's temperature by adjusting radiator output in response to changes in its immediate surroundings.",Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Yorkshire angled thermostatic radiator valve and lockshield (and push fit elbow 10mm) 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/06/249306_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_12306196_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,P296042,Myson TRV2 TRV angle c/w comp 90o elbow 10mm Chrome (1),Myson,17.2,"Offering ease of installation to reduce the need for expensive and inconvenient callouts, the Myson TRV2 10mm 90° elbow angled thermostatic radiator valve is fitted with simple compression connections. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Radiator Valves.csv -> Myson TRV2 TRV angle c/w comp 90o elbow 10mm Chrome (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/42/296042_wm.jpg,,,,,,,,2 years,N,,,,,,,,,,,,,TRV210AC90,TRV,N,,Angled version,Compression connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215 and BS2767-10,2 year warranty,,,,,,,Chrome,Compression,TRV2,Modern,No,10,Max 120 deg C,CR3 and Brass,,10mm,1/2 BSP,Yes,Angle,No,,1,,,
107,P246077,"Danfoss RLV-S vertical angle valve 1/2"" 15mm",Danfoss,16.27,The Danfoss RLV-S standard lockshield valve has a nickel-plated finish with internal threaded connection.,"Radiators/Radiator Valves/Radiator Valves.csv -> Danfoss RLV-S vertical angle valve 1/2"" 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/77/NW-246077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_RLV_S_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_DRL_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_RLV_S_Self_Seal_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RLV_D_RLV_S_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_RLV_B_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RLV_S_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,P311233,Honeywell Home Valencia VT200 hw home vt200 trv + l/s 15mm ang,Honeywell Home,30.31,"Helping developers to meet Building Regs Part L1, the Valencia classic thermostatic radiator valve (TRV) offers individual room-by-room control of radiator temperatures. With a high quality of design, performance and reliability, this TRV is suitable for any heating installation and can be mounted vertically or horizontally at either end of a radiator. For best use, the TRV should be installed in a two-pipe heating system with free flow of air around the head for accurate temperature sensing.",Radiators/Radiator Valves/Radiator Valves.csv -> Honeywell Home Valencia VT200 hw home vt200 trv + l/s 15mm ang,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/33/311233_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,P311223,Honeywell Home Valencia hw home vtl120 trv + l/s 15mm str,Honeywell Home,25.59,"Offering excellent performance and reliability, the Valencia traditional thermostatic radiator valve (TRV) is popular with installers and homeowners for its combination of energy efficiency and flexible ease of installation. With a bi-directional flow design, this TRV is suitable for any heating installation and can be mounted vertically or horizontally at either end of a radiator. Once in place, the valve's integrated radiator balancing insert retains the radiator's balancing setting when the TRV and lockshield valve is closed. For best use, the TRV should be installed in a two-pipe heating system with free flow of air around the head for accurate temperature sensing.",Radiators/Radiator Valves/Radiator Valves.csv -> Honeywell Home Valencia hw home vtl120 trv + l/s 15mm str,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/23/NW-311220_311223_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Honeywell_Valencia_O_code_Transition.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,P247390,Drayton TRV4 angled TRV4 and internal head 15mm Chrome,Drayton,38.31,"Ideal for towel rails, the bathroom-suitable Drayton TRV4 chrome 15mm angled boxed thermostatic radiator valve (TRV) with integral head has a neat, wipe-clean finish and contemporary chrome design. The TRV4 incorporates a double gland seal and non-stick, pre-set internals, a useful feature designed to allow for balancing the radiator through the TRV.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton TRV4 angled TRV4 and internal head 15mm Chrome,,Thermostatic radiator valve;Integral head;Double gland seal,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/90/247390_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_TRV4_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_TRV4_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_h002943_31426_t_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,P250083,Pegler Yorkshire thermostatic radiator valve and lockshield drain-off valve pack 15mm,Pegler,14.0,"This ergonomically designed Pegler Yorkshire Bulldog 2 angled thermostatic radiator valve (TRV) has a sleek design and better-than-ever limiting and locking. With built-in frost protection settings for added safety and low water resistance, this polished chrome and white TRV incorporates the best of Pegler design tech for high levels of reliability and functionality.",Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Yorkshire thermostatic radiator valve and lockshield drain-off valve pack 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/83/250083_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BulldogTRV_FeatureBenefit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bulldog_250083_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_Bulldog_2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ec/Pegler_Yorkshire_Bulldog2_250083_Tec.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,P246134,Danfoss RAS-C2 straight TRV and lockshield pack 15mm,Danfoss,21.73,"This pack includes a Danfoss RAS-C2 sensor and the flow selectable RA-FS bi-directional valve body, suitable for mounting vertically or horizontally and in flow or return. Offering a simple to solution to a common problem, the valve's patented flow selection device can be turned to reverse water direction inside with no need to drain down the system, doing away with the noise and potential destruction of water hammer. Meanwhile, the compact RAS-C2 sensor, based on the brand's proven liquid sensor actuator, offers highly accurate temperature control, a frost setting and positive off, a handy feature when radiators need to be removed for home renovations. Requiring no tools, sensor mounting is easy, just press the sensor onto the valve body and tighten the clamping ring for a secure fit.",Radiators/Radiator Valves/Radiator Valves.csv -> Danfoss RAS-C2 straight TRV and lockshield pack 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/34/NW-246134_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RAS_C2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RAS_C2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_RAS_C2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RAS_C2_Range_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,P250105,Pegler Yorkshire wheelhead and lockshield manual valve pack 15mm,Pegler,9.04,"A quality essential, this Pegler Yorkshire Bulldog 2 angled manual radiator valve (MRV) with its polished chrome finish is ideal for radiators in modern family homes. It is supplied with LS cap and lockshield.",Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Yorkshire wheelhead and lockshield manual valve pack 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/06/250105_250106_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BulldogTRV_FeatureBenefit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_Bulldog_2_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,P247960,Drayton Lockshield angled trv valve and reducder 10mm White/Chrome,Drayton,12.07,This Drayton TRV angled lockshield valve has a 10mm reducer for 10mm pipe.,Radiators/Radiator Valves/Radiator Valves.csv -> Drayton Lockshield angled trv valve and reducder 10mm White/Chrome,,"15mm angle lockshild, 10mm reducer",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/60/NW-247960_wm.jpg,,,,,,,,2 years,N,,,,,,,,,,,,,0705915,Lockshield Valve,N,,Angled pattern,Chrome finish,,,,,,,,,,,,White / Chrome,CompressionThreaded,,Modern,No,10,Max 120C,Brass,,10mm,1/2,No,Angle pattern,Yes,,,,,
115,P222013,Drayton TRV4 Chrome angled valve with lockshield 15mm,Drayton,34.0,"Suitable for use in bathrooms, the Drayton TRV4 15mm angled thermostatic radiator valve (TRV) with lockshield an ideal addition to your towel rail. Constructed in a neat, wipe-clean chrome, this TRV has a smartly contemporary design that won't detract from your interior decor whether modern or traditional. Offering increased sensitivity thanks to its innovative liquid-filled head, the TRV4 provides faster and more accurate responses to changes in temperature for precision temperature control.",Radiators/Radiator Valves/Radiator Valves.csv -> Drayton TRV4 Chrome angled valve with lockshield 15mm,,Thermostatic radiator valve;Lockshield,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/16/247516_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Drayton_5543_D127_TRV4_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,P537918,Altecnic Modern angled radiator valves 15mm (Pair),Altecnic,17.65,"With a clean, chrome finish, this smart Altecnic Modern angled radiator valve pair is a suitable finishing touch for any décor. These valves include 1/2"" radiator connections and 15mm pipe connections.",Radiators/Radiator Valves/Radiator Valves.csv -> Altecnic Modern angled radiator valves 15mm (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/18/NW-537918_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Radiator_Valve_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,P249296,Pegler Yorkshire angled thermostatic radiator valve and lockshield with drain off 15mm,Pegler,76.26,"The easy to install bi-directional Pegler Yorkshire Terrier 631 angled thermostatic radiator valve (TRV) is highly reliable and top-rated for energy efficiency, ensuring the ideal balance of comfort and cost savings. Providing accurate temperature adjustment in response to conditions inside a room, the Terrier TRV includes an economy setting for minimised waste and easy-read numerals making it an ideal choice for visually impaired users.",Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Yorkshire angled thermostatic radiator valve and lockshield with drain off 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/96/249296_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pegler_Yorkshire_631804_631805_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_12306196_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,P246031,Danfoss RLV-D compression fit 10mm/8mm lockshield valve,Danfoss,7.06,The Danfoss RLV-D standard lockshield valve has a nickel-plated finish with internal threaded connection.,Radiators/Radiator Valves/Radiator Valves.csv -> Danfoss RLV-D compression fit 10mm/8mm lockshield valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/31/NW-246030_246031_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_Warranty_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_HeatingResidentl_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RLV_D_RLV_S_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RLV_D_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_5_Year_Warranty_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RLV_D_Push_Fit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,P537917,Altecnic Radiator Valves 15mm Pair,Altecnic,18.09,"With a clean, chrome finish, this smart Altecnic Modern straight radiator valve pair is a suitable finishing touch for any décor. These valves include 1/2"" radiator connections and 15mm pipe connections.",Radiators/Radiator Valves/Radiator Valves.csv -> Altecnic Radiator Valves 15mm Pair,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/17/NW-537917_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Radiator_Valve_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,P312859,Danfoss RAS-B2 dynamic radiator pack 10mm,Danfoss,24.94,"Offering high levels of performance, the Danfoss RAS-B2 10mm dynamic radiator pack is built around a dynamic pressure independent radiator valve which has been fitted with a flow limiting device for the pre-setting of a maximum water flow. Suitable for use in two-pipe heating systems, this TRV offers a maximum flow of 10 - 135L/h with a built-in pressure regulator maintaining differential pressure over the valve at 0.1 bar. Made of robust brass, RAS-B2 has a smooth brushed finish along with a chromium steel gland seal pressure pin and lifetime lubricated O-ring. The valve's gland seal assembly is fully replaceable without drain down while a protective cap provides manual regulation during construction.",Radiators/Radiator Valves/Radiator Valves.csv -> Danfoss RAS-B2 dynamic radiator pack 10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/59/NW-312859_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/al/Danfoss_Promotion_Material.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_HeatingResidentl_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_RAS_B2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_RAS_B2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_RAS_B2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_Product_Selection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,P250390,Pegler Yorkshire radiator valve wheel-head and lockshield 15mm Chrome,Pegler,8.0,This Pegler Yorkshire Mercia Jazz 15mm angle pattern manual radiator valve with drain off and elbow push-fit has a chrome-plated finish for a smart finishing touch.,Radiators/Radiator Valves/Radiator Valves.csv -> Pegler Yorkshire radiator valve wheel-head and lockshield 15mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/90/NW-250390_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pegler_Yorkshire_Merica_P_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,P224927,Terrier 3 angled thermostatic radiator valve with lockshield 15 mm pack,Terrier,9.99,"Easy to fit, the Pegler Yorkshire Terrier 15mm angled thermostatic radiator valve, or TRV, with lockshield is bi-directional for either-way installation. A reliable choice for room-by-room heating comfort, the Terrier aids in improving a home's efficiency for reduced environmental impact and potential fuel bill savings too. With a host of useful features, including easy-read numbers for ease of operation by the visually impaired and an economy setting to keep you ticking over when a blast of heat isn't required, the Terrier TRV is a highly practical choice for any home.",Radiators/Radiator Valves/Radiator Valves.csv -> Terrier 3 angled thermostatic radiator valve with lockshield 15 mm pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/95/249293_249295_wm.jpg,,,,,,,,5 Years,N,,,,,,,,,,,,,224927 PK,Thermostatic Radiator Valve,N,,With lockshield,Bi-directional flow for installation flexibility,Polished chrome finish,Double O-ring seal,Clear temperature settings for visually impaired use,Low hysteresis for rapid response to changing temperatures,Economy settings maximise energy efficiency,Improved nominal flow rates for bi-direction applications,"With 1/2"" radiator connection",15mm pipe connection,10 bar test pressure,A-rated TELL approved for thermostatic energy efficiency,Terrier valves generally approved to BS 2767-10,Chrome/Polished,"Threaded, Compression",3,Modern,No,10,120,Brass,,15 mm,1/2 inch,No,Angular,No,Connections approved to BS EN 1254-2,,Threaded connections comply with BS 21 or BS 2780,5 year warranty,
123,P306493,Danfoss RA-DV 3 axis left hand radiator valve,Danfoss,58.2,"The pressure independent Danfoss RA-DV 3 Axis left-hand 1/2"" radiator valve is designed for use in commercial two-pipe heating systems. It is compatible with all of the brand's standard commercial TRV sensors.",Radiators/Radiator Valves/Radiator Valves.csv -> Danfoss RA-DV 3 axis left hand radiator valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/93/306493_wm.jpg,,,,,,,,5 Years,N,,,,,,,,,,,,,013G7720,Radiator Valve,N,,Metal construction,Includes RAS-C2 sensor,RA-FS 8 mm bi-directional angle valve,Matching lockshield valve,5 year warranty,,,,,,,,,Brass,"Threaded, Compression",RA-DV,Modern,No,16,120,Metal,,1/2,1/2,No,Angular,No,,,,,
124,P311207,Honeywell Home Valencia hw home man vlv l/s 15mm ang do p/fit,Honeywell Home,30.95,"Helping homeowners to maximise comfort and save on energy, this Valencia angled manual valve with lockshield, drain-off tailpiece and 10mm push-fit connections provides local control of room temperatures.",Radiators/Radiator Valves/Radiator Valves.csv -> Honeywell Home Valencia hw home man vlv l/s 15mm ang do p/fit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/08/NW-311207_311208_wm.jpg,,,,,,,,1 year,N,,,,,,,,,,,,,VHL120-15A-DP,Manual Valve,N,,Bi-directional flow design,Can be mounted vertically or horizontally,Positive shut-off,1 year warranty,,,,,,,,,,White / Metallic,CompressionPush Fit,Valencia,Traditional,Yes,10,130,Brass,,10mm,10mm,No,Cylindrical,Yes,,,,,
