,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Connection Size,Connection Type,Diameter,Warranty,Weight,Hazardous,Drainage Product Type,Material,Standards,Supplier Product Code,WEEE Compliant,Application,Feature 1,Feature 2,Range,Type,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Dimensions (L x W x D),Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable
179,PW12219,Saint Gobain Ensign EF070 plain blank end 150mm,Saint Gobain,15.19,"This Saint Gobain Ensign EF070 150mm plain blank end is made of cast iron with a red protective finish. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Saint Gobain Ensign EF070 plain blank end 150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/19/NW-W12219_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PF66116,Polypipe Push-Fit Waste UWC40G universal waste coupler 40mm Grey,Polypipe,6.91,"Featuring BioCote to minimise the build-up of blockage and odour-causing biofilms, this Polypipe 40mm universal waste coupler is part of the brand's universal soil and waste range. Offering a wide variety of products, this range incorporates fittings suitable for push-fit, solvent weld, compression and overflow waste prodcts.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe Push-Fit Waste UWC40G universal waste coupler 40mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/16/F66116_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_TerrainS&W_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Polypipe_Terrain_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_TerrainS&W_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PQ40465,Wavin HDPE 3003497 push-fit socket with cap 110mm,Wavin,6.09,"Wavin HDPE is a universal system approved for pipe installation in buildings to DIN 19535 and DIN EN 1519. The product range includes pipes and fittings with dimensions between 40mm and 315mm. Wavin HDPE is a complete soil, waste and vent system of pipes and fittings, manufactured from high-density polyethylene (PE HD). This tough and durable HDPE system offers an extraordinary chemical resistance in combination with a high flexibility level and great impact resistance. Wavin HDPE pipes and fittings are jointed by welding, making the joints resistant to tension. There are two methods of welding: butt welding and electro-fusion welding. Most Wavin HDPE products can also be used as part of negative pressure installations like the siphonic roof drainage system Wavin QuickStream.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Wavin HDPE 3003497 push-fit socket with cap 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/65/Q40465_wm.jpg,,,,,Black,110mm,Push Fit,110mm,1 year,0.245 kg,N,,Polyethylene (PE),DIN EN 15919-1:2001DIN 19535-10:200-01,3003497,N,,Wavin HDPE is resistant to temperatures of up to 90degrees C continuous temperature and 100degrees C short term,Wavin HDPE is well suited to assemblies subjected to vibration. It is therefore ideal for use in seismic zones and across expansion joints,HDPE,Coupler with cap,"With the addition of a percentage of carbon black, HDPE is UV-stabilised and can therefore be installed outdoors without degradation problems","An advantage of Wavin HDPE is that it can be welded (both by butt welding and with electrofusion joints), thereby providing a perfectly sealed system",Wavin HDPE’s lightness makes transportation and handling easy,"Because of its high resistance to chemical agents, Wavin HDPE cannot be jointed with adhesives",The elasticity of Wavin HDPE allows pipes to withstand freezing of internal water,Wavin HDPE’s elasticity gives pipes a high impact strength at temperatures as low as -40degrees C. This ruggedness makes handling of pipes easy during installation,The smooth surface of Wavin HDPE allows for both an optimum flow of any type o,,,,,,,,,,
182,PF80916,Marley HDPE elbow 110mm,Marley,7.72,"Ideal for commercial use, this high impact Marley HDPE 88.5° elbow in black offers excellent abrasion resistance. It is supplied with 110mm solvent weld connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Marley HDPE elbow 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/16/NW-F80916_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_HDPE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PW12020,Saint Gobain Ensign EF048 single fixing pipe bracket 50mm,Saint Gobain,11.1,"This Saint Gobain Ensign EF048 50mm bracket is made of ductile iron with a red protective finish. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Saint Gobain Ensign EF048 single fixing pipe bracket 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/24/NW-W12020_W12024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PQ66739,Wavin OsmaWeld 4Z161B 87.5deg ABS bend 32mm Black,Wavin,3.78,"Kitemarked to BS EN 1455-1:2058, this Wavin OsmaWeld 32mm 87.5° bend is made of robust ABS in black. This fitting is designed with solvent weld connections for reliably secure jointing.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Wavin OsmaWeld 4Z161B 87.5deg ABS bend 32mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/39/Q66739_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wavin_BelowGroundDrainage_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PW12023,Saint Gobain Ensign EF048 single fixing pipe bracket 150mm,Saint Gobain,23.76,"This Saint Gobain Ensign EF048 150mm bracket is made of ductile iron with a red protective finish. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Saint Gobain Ensign EF048 single fixing pipe bracket 150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/24/NW-W12020_W12024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PF68760,Polypipe double socket pipe coupler 110mm Black,Polypipe,17.59,"This Polypipe System 2000 coupler is made of black PVC-U with 110mm solvent weld connections and is suitable for domestic use. An alternative to ring seal fittings, System 2000 Solvent weld soil fittings are the ideal choice where a permanent homogeneous connection is needed.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe double socket pipe coupler 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/60/NW-F68760_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PF81297,Marley HDPE HDPE inspect long screw cap 110mm,Marley,20.41,This Marley HDPE 110 x 145mm inspection screw in black is ideal for commercial applications or for use anywhere that high impact or abrasion resistance is needed.,Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Marley HDPE HDPE inspect long screw cap 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/97/NW-F81297_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marley_HDPE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PF68817,Polypipe side fixing strap on boss 110mm,Polypipe,13.99,"This Polypipe System 2000 boss strap is made of grey PVC-U with 110mm push-fit connections and is suitable for domestic use. An alternative to ring seal fittings, System 2000 Solvent weld soil fittings are the ideal choice where a permanent homogeneous connection is needed.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe side fixing strap on boss 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/17/NW-F68817_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PF16328,Center CB 87.5deg short radius bend double pushfit socket 110mm Grey,Center CB,28.72,"Made of plastic, this Center CB 110mm short radius bend double push fit socket is part of a complete range of push-fit soil system fittings offering fast, easy installation, making it ideal for use in a wide range of applications",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Center CB 87.5deg short radius bend double pushfit socket 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/28/NW-F16328_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/CenterCB_Drainage_Prod_Guide_Feb2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PF14661,Center CB boss adaptor 110 x 50mm Black,Center CB,3.66,"This Center CB 110mm PVC-U boss adapter with 50mm connections is part of a complete range of push-fit soil system fittings offering fast, easy installation, making it ideal for use in a wide range of applications.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Center CB boss adaptor 110 x 50mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/61/NW-F14661_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PF47451,MULTIKWIK UNIVERSAL ADAPTOR BLACK  MKUAB,Hunter,13.46,"This Hunter Multikwik 110mm x 32/40/50mm universal connector is manufactured in EVA for ongoing flexibility and a watertight connection. The WC fins are made from thermoplastic elastomer, a high performance synthetic rubber resistant to cracking and eroding. Multikwik WC connectors are designed to fit pans conforming to BS 5503 and BS 5504, including those with bosses.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> MULTIKWIK UNIVERSAL ADAPTOR BLACK  MKUAB,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/51/NW-F47451_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Hunter_Multikwik_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PF57906,Geberit HDPE HDPE eccentric reducer 160 x 110mm,Geberit,10.28,"Made of high density polyethylene (HDPE), this Geberit HDPE short eccentric reducer with 160 x 110mm solvent weld connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Geberit HDPE HDPE eccentric reducer 160 x 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/06/NW-F57906_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PF41030,Polypipe Terrain Fuze PVC push fit socket 56 x 40mm,Polypipe,13.55,"Suitable for use in commercial building services, the Polypipe Terrain Fuze 56 x 40mm push-fit ring seal adapter is made of HDPE. Offering better performance than traditional drainage materials, the Terrain Fuze range supplies high impact and abrasion resistance as well as standing up to chemical corrosion and extreme temperatures. The lightweight Terrain Fuze system saves on time with fast, simple installation.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe Terrain Fuze PVC push fit socket 56 x 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/30/NW-F41030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PF72046,Saint Gobain Timesaver GT12 reduced coupling 75 x 63mm,Saint Gobain,25.82,"Made of ductile iron, this Saint Gobain Timesaver GT12 75mm two-piece transitional coupling with synthetic rubber gasket joints Timesaver soil to conventional soil (black gasket with identity marking). The Timesaver drainage system offers a range of extremely high strength fittings ideal for below ground applications.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Saint Gobain Timesaver GT12 reduced coupling 75 x 63mm,,Coupling;2x set screws,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/46/F72046_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PF14624,Center CB socket plug 110mm Black,Center CB,8.13,"Center CB socket plug is made of plastic. The Center PVC-U solvent weld soil fittings are frequently used in conjunction with push-fit range of pipes and fittings and are the perfect solution for when only a permanent connection will do. Designed and engineered to perform, this range is as suited for use in commercial developments as it is in domestic housing.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Center CB socket plug 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/24/NW-F14624_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PF72005,Saint Gobain Timesaver GT01 pipe coupling 50mm,Saint Gobain,22.08,"Made of ductile iron, this Saint Gobain Timesaver GT01 50mm two-piece standard coupling with synthetic rubber gasket joints Timesaver soil to Timesaver soil (black gasket). The Timesaver drainage system offers a range of extremely high strength fittings ideal for below ground applications.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Saint Gobain Timesaver GT01 pipe coupling 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/05/NW-F72005_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PF23674,Marley Push-Fit Soil vent terminal 110mm Grey,Marley,7.18,"This Marley Push-Fit Soil 110mm vent terminal is made of grey PVC-U and offers solvent weld connections. Fast and simple to install, this fitting is suitable for most drainage jobs.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Marley Push-Fit Soil vent terminal 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/74/NW-F23674_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PF68831,Polypipe screwed solvent socket tail access cap 110mm Grey,Polypipe,43.3,"This Polypipe System 2000 110mm push-fit cap/plug is made of grey PVC-U and is suitable for domestic use. An alternative to ring seal fittings, System 2000 Solvent weld soil fittings are the ideal choice where a permanent homogeneous connection is needed.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe screwed solvent socket tail access cap 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/31/NW-F68831_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PF14656,Center CB reducer 110 x 50mm Black,Center CB,20.99,"Center CB reducer is made of plastic. The 110mm PVC-U Center push-fit soil system offers a complete range of push-fit fittings. This time saving system is quick and easy to install as it is simply pushed together on site, making it the system of choice for countless installations.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Center CB reducer 110 x 50mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/56/NW-F14656_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PQ40372,Wavin HDPE electro-fusion coupler WaviDuo 110mm,Wavin,5.19,"This Wavin HDPE 110mm electro-fusion coupler with 100mm connections is part of the tough and durable Wavin high density polyethylene (HDPE) system, designed to combine chemical resistance with flexibility and excellent impact resistance. This fitting is jointed by welding, ensuring resistance to tension.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Wavin HDPE electro-fusion coupler WaviDuo 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/72/NW-Q40372_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_HDPE_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PF66907,Polypipe PolySoil single socket 110mm Black,Polypipe,20.43,"Made of black PVC-U, this Polypipe PolySoil single socket with 110mm push-fit connections is suitable for use in domestic applications. Incorporating single-piece moulding technology the PolySoil system offers improved performance and longevity with ring lock seal technology preventing seal distortion for simple, reliable installation with no risk of dislodgment.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe PolySoil single socket 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/07/NW-F66907_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PF29084,"Polypipe Terrain 100 straight branch boss adaptor 4"" x 2"" Grey",Polypipe,12.0,"Made of grey PVC-U, this Polypipe Terrain 100 straight boss adapter with 50mm solvent weld connections is designed for use in commercial building services. The Polypipe Terrain PVC drainage system is fully accredited and is suitable for joining to a variety of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe Terrain 100 straight branch boss adaptor 4"" x 2"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/84/NW-F29084_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PF30707,"Polypipe Terrain 200 pipe fixing clip 1.5"" White",Polypipe,1.52,"Made of mPVC-u, this Polypipe Terrain 200 1 1/2"" pipe fixing clip is designed with 40mm solvent weld connections. Ideal for use in high temperatures and where harsh chemicals are used, mPVC-U is a suitable alternative to ABS in education and healthcare settings. In residential installations, this robust material is often chosen for boiler discharge and standard waste use.","Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Polypipe Terrain 200 pipe fixing clip 1.5"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/07/NW-F30707_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PF02087,Geberit Silent-db20 double sleeve coupling 110mm,Geberit,91.18,"This Geberit Silent-db20 110mm double sleeve coupling with solvent weld connections is ideal for use in high-end residential developments as well as in hotels, hospitals and retirement and nursing homes. For connecting pipes and fittings and compensating for material expansion in fittings and pipes up to max. 4m in length, use with Geberit pipe bracket one DN larger. Offering excellent levels of sound insulation, the Silent-db20 system minimises the disturbances that can be caused by noisy waste removal in multi-occupancy premises.",Drainage/Soil Pipes and Fittings/Soil Pipe Fittings/Soil Pipe Fittings.csv -> Geberit Silent-db20 double sleeve coupling 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F02087_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
