,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Attachment 2,By Model Number,Range For Use With,Feature 1,Feature 2,Feature 3,Feature 4,Part Gas Council number
51,P453754,Alpha manifold,Alpha,14.01,"Located in the diverter valve section, this fitting collar manifold is for units in Alpha's CB, CD and HE ranges.  A directional water device in combi boilers, a diverter valve directs hot water into either a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha manifold,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/54/453754_wm.jpg,,N,"CB 24, CD 24C, CB 24X, CD 32C, CB 28X LPG, CB 28, CB 24X LPG, CB 28X, CD 32C LPG, HE CB 33, CB 24 LPG, CD 24C LPG, HE CB 25, CB 28 LPG, HE CB 25 LPG, HE CB 33 LPG",Diverter Valve,"CB Range, CD Range, HE Range",1.015633,Manifold,N,,"CD 24C,CB 28X LPG,CB 24X LPG,CD 32C,CB 28,HE CB 33 LPG,CB 24,HE CB 25,HE CB 33,CD 32C LPG,CB 24X,HE CB 25 LPG,CB 28X,CB 24 LPG,CD 24C LPG,CB 28 LPG",,,,,,
52,P465862,Alpha condensate trap,Alpha,42.54,"A plastic siphon condensate trap for Alpha's CD, CDS, InTec, Eco, InTec ErP and CDX ranges.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe connected to the condensate trap sends held water out of the property. The pipe is usually plastic because the condensate can contain low levels of acid due to CO2 from the combustion process dissolving in the water.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha condensate trap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/62/465862_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CD28S_Installation.pdf,,,,,,,,,,,,,,,
53,P465781,Alpha hose 600mm,Alpha,16.58,"This hose is a spare part for use in Alpha's CD, CDS, CDX, Eco, E-Tec, HE, InTec, Evoke, InTec ErP, InTec2 and ProTec range boilers.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha hose 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/81/465781_wm.jpg,,N,"CD 13R LPG, CD 28C Extra LPG, CD 35C LPG, CD 50 LPG, CD 90S, CD 28X, Eco2 28 kW, 25R, 25R LPG, 28, HE CB 33 LPG, 18 S, 24 X, 30 GS, CD 13R, CD 18R, 20R LPG, 30S LPG, 28 LPG, 33, 30 GS LPG, 25 X, 115 Plus LPG, 60 Plus LPG, 90 LPG, CD 18R LPG, CD 28C, CD 2",Fan Combustion Chamber,"CD Range, CDS Range, CDX Range, Eco Range, E-Tec Range, HE Range, InTec Range, Evoke Range, InTec ErP Range, InTec2 Range, ProTec Range",1.019654,Hose,N,,"CD 50S LPG,28,CD 115S LPG,CD 30S LPG,CD 28X LPG,HE 25,CD 18R LPG,HE S,CD 13R,CD 32C LPG,CD 28C,28 LPG,33,CD 28C Extra,33 LPG,CD 32C,CD 28S,HE 25 LPG,CD 18R,CD 24S,CD 12S,CD 70S LPG,CD 24R,CD 28C LPG,CD 20S LPG,HE CB 25 LPG,CD 70S,CD 18S LPG",,,,,,
54,P431470,Alpha control panel button frame,Alpha,11.47,"This Alpha control panel button frame is a suitable replacement part for InTec, InTec ErP and E-Tec boilers.  The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha control panel button frame,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/70/431470_wm.jpg,,N,"18 S LPG, 34 C, 12 S, 28 S LPG, 30 GS LPG, 34 C LPG, 40 GS, 15R LPG, 25R LPG, 30 C, 30 GS LPG, 40 GS LPG, 30 C LPG, 18 S, 28 X, 30 C LPG, 30 GS, 20R, 12 S LPG, 20R LPG, 40 GS, 40GS2, 24 X, 26 C LPG, 28 X LPG, 30 C, 15R, 25R, 30 GS, 34 C LPG, 24 X LPG, 40",Control Panel,"InTec Range, InTec ErP Range, E-Tec Range",1.031288,Button Frame,N,,,,,,,,
55,P468304,Alpha wiring assembly gas valve,Alpha,118.13,"A wiring harness assembly for the Alpha CD range.  This wiring harness gives the PCB complete control over the boiler's processes and safety protocols.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha wiring assembly gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/04/468304_wm.jpg,,N,"CD 25C, CD 35C LPG, CD 28C, CD 28C LPG, CD 28C Extra, CD 35C, CD 25C LPG, CD 28C Extra LPG",Control Panel,CDCDSCDX,3.018591,Wiring Harness Assembly,N,,"CD 35C,CD 28C Extra,CD 28C LPG,CD 25C,CD 25C LPG,CD 28C Extra LPG,CD 28C,CD 35C LPG",,,,,,
56,P468321,Alpha main printed circuit board,Alpha,365.66,"A printed circuit board designed for use in Alpha CDS range boilers.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha main printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/21/468321_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CR90S_Installation.pdf,,,,,,,,,,,,,,,
57,P480338,Alpha 3.025192 electrode - INTEC2/ECO2,Alpha,66.47,"An Alpha electrode kit for Intec 2 and Eco 2 boiler models.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 3.025192 electrode - INTEC2/ECO2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/38/480338_wm.jpg,,N,,,,3.025192,,N,,,,,,,,
58,P453904,Alpha 1.029719 fan assembly,Alpha,208.0,"This fan is a genuine Alpha spare designed for use in the brand's InTec, CDS, CD, CDX and InTec ErP ranges.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.029719 fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/04/453904_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CD28S_Installation.pdf,,,,,,,,,,,,,,,
59,P465877,Alpha diverter valve assembly,Alpha,121.69,"This Alpha 3-way diverter valve assembly is for use in CDX, HE and CD range appliances.  A directional water device in combi boilers, a diverter valve directs hot water into either a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha diverter valve assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/77/465877_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_HE_Installation.pdf,,,,,,,,,,,,,,,
60,P435438,Alpha 3.026244 fan,Alpha,259.99,Pro Tec 60-70 Plus fan and gaskets kit,Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 3.026244 fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/38/435438_wm.jpg,,N,,,,3.026244,Boiler Fan,N,,,,"This Alpha ProTec 60-70 fan and gaskets kit is compatible with boilers in the ProTec Plus boiler range.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",,,,
61,P453837,Alpha 1.018091 pressure relief valve,Alpha,32.98,"An Alpha brand part, this 6 bar pressure relief valve is suitable for CD, CB and InTec ranges units.  These valves help to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.018091 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/37/453837_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CB_Installation.pdf,,,,,,,,,,,,,,,
62,P453903,Alpha 1.018745 fan assembly,Alpha,127.76,"This fan assembly is for use in Alpha C range boilers.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.018745 fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/03/453903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_C23_Installation.pdf,,,,,,,,,,,,,,,
63,P465861,Alpha diverter valve motor assembly,Alpha,66.96,"This replacement Alpha diverter valve motor assembly is suitable for boilers in the brand's CD, HE, CDX and InTec ranges.  A directional water device in combi boilers, a diverter valve directs hot water into a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha diverter valve motor assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/61/465861_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CD25C_28C_35C_Installation.pdf,,,,,,,,,,,,,,,
64,P196078,Alpha vertical terminal flashing slate,Alpha,51.48,Alpha vertical terminal flashing slate is suitable to use with a vertical terminal pitched roof.,Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha vertical terminal flashing slate,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/78/196078_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_E-Tec_Brochure.pdf,,,,,,,,,,,,,,,
65,P453907,Alpha 1.01687 overheat thermostat,Alpha,14.16,"An Alpha overheat thermostat compatible with Alpha's ProTec, CD, CDS, C and CB boiler ranges.  The thermostat allows the user to change or set the temperature of your boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 1.01687 overheat thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/07/453907_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CDX_Installation.pdf,,,,,,,,,,,,,,,
66,P468413,Alpha overheat thermostat 100c,Alpha,16.71,"This Alpha 100°C overheat thermostat is suitable for use with InTec, InTec ErP and Eco boilers.  This thermostat uses built-in sensors to monitor a boiler's temperature, ceasing operation if the maximum selected temperature is reached.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha overheat thermostat 100c,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/13/468413_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_Eco_Installation.pdf,,,,,,,,,,,,,,,
67,P468401,Alpha water and gas complete seal kit,Alpha,63.94,"This seal kit is use in boilers in Alpha's CDS and CDX ranges.  Seals are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha water and gas complete seal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/01/468401_wm.jpg,,N,"CD 12S LPG, CD 20S LPG, CD 25X LPG, CD 12S, CD 25X, CD 28S LPG, CD 28X LPG, CD 20S, CD 28S, CD 28X",Gas Assembly,"CDS Range, CDX Range",3.018997,Seal Kit,N,,"CD 28X,CD 12S,CD 28S LPG,CD 25X LPG,CD 20S LPG,CD 25X,CD 20S,CD 12S LPG,CD 28S,CD 28X LPG",,,,,,
68,P468388,Alpha gas valve assembly,Alpha,149.03,"A genuine Alpha part, this gas valve assembly is compatible with InTec, Eco and InTec ErP boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha gas valve assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/88/468388_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_40GS2_Installation.pdf,,,,,,,,,,,,,,,
69,P453848,Alpha 3.013392 seal kit,Alpha,6.07,"This seal kit is use in the automatic air vent, NTC sensor pressure gauge and expansion vessel of boilers in Alpha's ProTec, InTec, C, CB, CDS, CD, HE and SY ranges.  Seals are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 3.013392 seal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/48/453848_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CB24_Installation.pdf,,,,,,,,,,,,,,,
70,P431473,Alpha Pro-Tec electrode assembly,Alpha,32.99,"An Alpha flame sensing electrode suitable for InTec and ProTec boilers.  Flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha Pro-Tec electrode assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/73/431473_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Alpha_ProTecPlus_507090115_Install.pdf,,,,,,,,,,,,,,,
71,P196178,Alpha Flowsmart fittings kit,Alpha,169.47,"This flue fittings kit is suitable for the Alpha FlowSmart boiler.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha Flowsmart fittings kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/78/196178_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_FlowSmart_Installation.pdf,,,,,,,,,,,,,,,
72,P468276,Alpha pipe,Alpha,8.32,"This 300mm condensate hose is used alongside the condensate trap in Alpha's CD range of boilers.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe, usually plastic because the condensate can contain low levels of acid due to CO2 from the combustion process dissolving in the water, connected to the condensate trap sends held water out of the property.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/76/468276_wm.jpg,,N,"CD 28C Extra LPG, CD 25C LPG, CD 25C, CD 28C LPG, CD 28C, CD 35C, CD 35C LPG, CD 28C Extra",Condensate Trap,CD Range,1.024195,Hose,N,,"CD 35C,CD 28C Extra,CD 25C,CD 28C LPG,CD 25C LPG,CD 28C Extra LPG,CD 28C,CD 35C LPG",,,,,,
73,P444645,Alpha fan assembly,Alpha,119.13,"A fan assembly for boilers in Alpha's HE range.  The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha fan assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/45/444645_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_HE_CB_Installation.pdf,,,,,,,,,,,,,,,
74,P453793,Alpha spark generator,Alpha,37.17,"This Alpha spark generator is suited to installation in the CD, CDS, InTec ErP, InTec, CDX and Eco ranges.  A spark generator and spark electrode are part of a boiler's pilot assembly, used when generating a spark to ignite the pilot burner. This assembly is operated by an electronic control, usually via the user control panel but sometimes, particularly with older boilers, the pilot must be ignited manually.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha spark generator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/93/453793_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CB24_28_Installation.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_InTec_12S_Installation.pdf,,,,,,,
75,P449991,Alpha special pump (UPS 15/60),Alpha,137.33,"An Alpha pump intended for installation after the primary heat exchanger in 240, 280, 500 E, C, CB, CDS, CD, HE, District Heating, Ocean and SY range boilers.  The pump moves heated water around a closed heating system and is normally located before the diverter valve in a combi to allow circulation through a heating and hot water system.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha special pump (UPS 15/60),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/91/449991_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CDS_Installation.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alpha_CB24_28_Installation.pdf,,,,,,,
76,P465884,Alpha 3.018596 hydraulic assembly seal kit,Alpha,22.03,"This hydraulic assembly seal kit contains seals, gaskets, washers and O-rings and is for use in boilers in Alpha's HE, PremierPack and CD ranges.  Seals are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/Domestic Boiler Parts/Alpha Boiler Parts/Alpha Boiler Parts.csv -> Alpha 3.018596 hydraulic assembly seal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/84/465884_wm.jpg,,N,"HE 25, HE 25 LPG, PremierPack, CD 25C LPG, CD 28C Extra, CD 28C Extra LPG, HE 33, CD 28C, CD 35C, HE 33 LPG, CD 25C, CD 28C LPG, CD 35C LPG",Hydraulics,"HE Range, PremierPack, CD Range",3.018596,Seal Kit,N,,"CD 35C,CD 28C Extra,CD 25C,PremierPack,HE 25 LPG,HE 25,CD 28C LPG,HE 33,CD 25C LPG,CD 28C Extra LPG,HE 33 LPG,CD 28C,CD 35C LPG",,,,,,
