,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Voltage (V),Warranty,Weight,Hazardous,Sound Power Level (Indoors),Output,Depth (mm),Mounting Type,Compressor Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 1,Attachment 2,Capacity Litre,Feature 8,Attachment 3,Attachment 4,Colour,Projection Depth,Style,Watts,Fuel Source,Material,Orientation,Shape,Wall to Centre Tapping,BTU h,Feature 9,Feature 10,Feature 11,Attachment 5,Diameter,Feature 12,Feature 13,Feature 14,Connection Type,Pressure,Overheat Protection,Direct / Indirect,Insulation Type,Application,Pack Quantity,Area (m2),Attachment 6,Refrigerant Suitability
174,P175026,UK Cylinders Prolite WPHPD3250 Heat Pump Cylinder 250 ltr,UK Cylinders,1063.44,"Offering high levels of performance, this UK Cylinders Prolite 250L capacity heat pump indirect cylinder incorporates a full bore coil for high flow and high gain. Made of tough duplex stainless steel, it is lagged using environmentally friendly 50mm insulation to help minimise heat loss.",Renewables/Renewables.csv -> UK Cylinders Prolite WPHPD3250 Heat Pump Cylinder 250 ltr,,Heat Pump cylinder;unvented components to comply with G3 regulations,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/27/175023_27_wm.jpg,ProLite,230,Cylinder has a 25 year warranty against manufacturing defect and 2 years with supplied components.,53 kg,N,,,,,,WPHPD3250,,N,For domestic use,Duplex stainless steel construction,Silver colour,22mm compression fittings,Includes 50mm CFC and HCFC-free insulation,25 year warranty against manufacturing defects,2 year warranty on supplied components,,,250 l,,,,Silver,,,,,Duplex Stainless Steel,,,,,,,,,545mm,,,,22mm compression fittings,6 bar,Yes,Indirect,50mm CFC and HCFC free insulation,Domestic,,,,
175,P619177,Mitsubishi Ecodan 180 litre versatile slimline cylinder,Mitsubishi,2391.45,"An efficient unit featuring a high capacity coil heat exchanger, the pre-plumbed Mitsubishi Ecodan 180L slimline cylinder is part of a versatile range designed to meet the needs of a wide variety of hot water applications. These adaptable MELCloud enabled cylinders offer fast heat-up times, thanks to their integral plate heat exchangers, and are suitable for integration with the brand's monobloc air source heat pumps, helping to reduce a system's carbon footprint.",Renewables/Renewables.csv -> Mitsubishi Ecodan 180 litre versatile slimline cylinder,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/77/619177_wm.jpg,Ecodan,220 - 240,3 Years,50 kg,N,,,,,,678153,Cylinder,N,Plug-and-play installation,Unvented,"For efficient, rapid heating",With premium insulation,Flexible 2-zone space heating control,MELCloud enabled,3 year warranty,,,180 l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,P439018,Gledhill A-class overheat sensor,Gledhill,23.15,"This Gledhill overheat sensor is suitable for BoilerMate, ElectraMate, Gulfstream and PulsaCoil A-Class cylinders. An overheat thermostat uses this built-in sensor to monitor an appliance's temperature, ceasing operation if the maximum selected temperature is reached.",Renewables/Renewables.csv -> Gledhill A-class overheat sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/18/NW-439018_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Gledhill_Benchmark_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,P119664,Vaillant aroTHERM plus VWL 105 / 6 air source heat pump 10kW,Vaillant,5323.55,"An outdoor solution with monobloc technology, the Vaillant aroTHERM Plus 10kW air-to-water heat pump offers excellent performance combined with a high level of energy efficiency. Employing natural refrigerant R290, the aroTHERM Plus has an extremely low Global Warming Potential (GWP) of 3. It also operates very quietly, with a 54dB(A) sound level, making it suitable for flexible installation in even the most densely populated housing estates.",Renewables/Renewables.csv -> Vaillant aroTHERM plus VWL 105 / 6 air source heat pump 10kW,,Air-to-water heat pumpDirt filterSafety valveExpansion vesselFilling loop and pressure gaugeValvesHydraulic and wiring connectionsHeating systemWarranty card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/64/NW-119664_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_aroTHERM_plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_aroTHERM_plus_Installation.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_aroTHERM_plus_VWL_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,P633011,Worcester Bosch Solar-Lifestyle on roof rail first panel port,Worcester Bosch,100.07,"Easy, fast and safe to install, this Worcester Bosch Solar-Lifestyle portrait rail first panel is a main roof kit part for the installation of a solar thermal system.",Renewables/Renewables.csv -> Worcester Bosch Solar-Lifestyle on roof rail first panel port,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/11/633011_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Worcester_Solar_Thermal_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Worcester_Product_Guide_2015.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Worcester_Solar Thermal_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Renewable_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PP84012,MTR OF RAUTHERMEX UNO 40/91,Rehau,51.57,"Offering quick installation, the Rehau Rauthermex 40/91mm pre-insulated pipe, supplied in a 1M length, is part of a optimised pre-insulated pipe system. Rauthermex is a cutting-edge district heating compatible pipe system promising flexibility and low energy losses for reliable efficiency in renewables.",Renewables/Renewables.csv -> MTR OF RAUTHERMEX UNO 40/91,,n/a,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/12/P84012_wm.jpg,RAUTHERMEX,,5 Years,,N,,,93,,,352181-001,Pre Insulated Pipe,N,Flexible design,For quick installation,With secure Everloc joints,Leakproof fitting,CFC-free polyethylene construction,5 year warranty,,,,,,,,,,,,,PolyethyleneCFC Free flexible polyurethane Foam,,,,,,,,,93,,,,,,,,,,,,,
180,P648515,JA Solar 435W PV Bifacial Dbl Glass Traceable LB,JA Solar,101.35,TBC,Renewables/Renewables.csv -> JA Solar 435W PV Bifacial Dbl Glass Traceable LB,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/15/648515_wm.jpg,,,,22,N,,,,,,25478,,N,JA Solar Integrated Traceable System,25 year product warranty,30 year linear power output warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,,
181,P243616,Stelrad Vita Compact K3 K3 radiator 600 x 1100mm,Stelrad,194.87,"The perfect choice for a low energy heating system the Stelrad Vita Compact K3 rectangular radiator incorporates three panels and three fins, maximising the heat output from a lower temperature renewable system for 8967 BTU/h of reliable warmth. Compact and slim in design, this powder-coated steel radiator, painted in clean, bright Traffic White, is suitable for wall or floor mounting and has a BOE connection, providing installers with flexibility of siting in even the smallest space.",Renewables/Renewables.csv -> Stelrad Vita Compact K3 K3 radiator 600 x 1100mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/18/243609_243618_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,P117995,Vaillant 0020222285 heat schanger module,Vaillant,646.0,"The compact Vaillant aroTHERM heat exchanger module separates the heat pump glycol circuit from the heating system circuit. Using this module means there's no need to fill an entire system with frost protection, reducing cost and preventing contamination of glycol circuits if radiators need to be removed or drained and re-filled. Easy to install, the module includes integral glycol circuit fill and flush points.",Renewables/Renewables.csv -> Vaillant 0020222285 heat schanger module,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/95/117995_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_aroTherm_Val0040_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_aroTHERM_AWHP_Brochure.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_aroTHERM_AW_HP_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,P613803,Mitsubishi Ecodan PUZ coastal monobloc unit 11.2kw,Mitsubishi,3564.36,"Supplying a reliable 11kW output, the Mitsubishi Ecodan PUZ Coastal monobloc air source heat pump is a highly efficient renewable heating system suitable for a range of potential uses.",Renewables/Renewables.csv -> Mitsubishi Ecodan PUZ coastal monobloc unit 11.2kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/03/NW-613803_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Mitsi_Heating_Catalogue_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,P119663,Vaillant aroTHERM plus VWL 75 / 6 air source heat pump 7kW,Vaillant,3913.4,"An outdoor solution with monobloc technology, the Vaillant aroTHERM Plus 7kW air-to-water heat pump offers excellent performance combined with a high level of energy efficiency. Employing natural refrigerant R290, the aroTHERM Plus has an extremely low Global Warming Potential (GWP) of 3. It also operates very quietly, with a 54dB(A) sound level, making it suitable for flexible installation in even the most densely populated housing estates.",Renewables/Renewables.csv -> Vaillant aroTHERM plus VWL 75 / 6 air source heat pump 7kW,,Air-to-water heat pumpDirt filterSafety valveExpansion vesselFilling loop and pressure gaugeValvesHydraulic and wiring connectionsHeating systemWarranty card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/63/NW-119663_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_aroTHERM_plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_aroTHERM_plus_Installation.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_aroTHERM_plus_VWL_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,P444907,Bosch storage heat pump cylinder 300ltr Green,Bosch,1320.17,"Designed for use with Compress heat pumps, the Bosch Green 300L storage heat pump cylinder provides fast reheat times and high levels of heat retention for on-demand hot water, no waiting. Tested along with the Compress 7000 range, this efficient cylinder is a tried and tested choice for reliable hot water.",Renewables/Renewables.csv -> Bosch storage heat pump cylinder 300ltr Green,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/07/444907_wm.jpg,,,5 years comoponents/25 years on the basic vessel,70 kg,N,,,,,,7733601336,Cylinder,N,Compatible with Compress 7000 and 7400 series heat pumps,ErP Class C efficiency,Good reheat and heat retention,Green shell,"25 year warranty on vessel, 5 years on components",,,,,300 l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PP04343,Uponor Ecoflex Thermo VIP 1118583 twin 2x50x4 6/175,Uponor,138.03,"Pre-insulated, these Uponor Ecoflex Thermo VIP 50 x 4 6/175 175mm twin pipes are ideal for applications where heat loss protection is required alongside the benefits of an existing Thermo system. Supplied in a 200M length, these pipes are manufactured in PE-Xa with a HDPE casing, oxygen barrier and PEX foam.",Renewables/Renewables.csv -> Uponor Ecoflex Thermo VIP 1118583 twin 2x50x4 6/175,,Coil of Pre insulated PEX Pipe,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/41/NW-P04341_wm.jpg,Ecoflex Thermo VIP,,25 Years,,N,,,Varies,,,1118583,Twin Pre-Insulated Pipe,N,2x medium pipes,Suitable for heating and cooling use,PE-Xa construction,"With oxygen barrier, SDR11",Pre-insulated with VIP+ PEX foam,With HDPE casingMaximum load of 6 bar at 95°C,Coloured centre for easy identification of flow and return,,,,25 year warranty,,,,,,,,PEX,,,,,,,,,175 mm,,,,,,,,,,,,,
187,P605851,Mitsubishi Ecodan PUZ monobloc ASHP unit 5kW,Mitsubishi,1907.18,"A highly flexible solution, the Mitsubishi Ecodan PUZ 5kW air source heat pump unit is suitable for installation in any property type, from smaller dwellings to large size commercial spaces. An efficient alternative to traditionally high carbon heating systems, this ASHP makes use of reliable renewable technology for sustainable space heating and hot water with no need for flues, gas or ventilation.",Renewables/Renewables.csv -> Mitsubishi Ecodan PUZ monobloc ASHP unit 5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/51/605851_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Mitsi_Heating_Catalogue_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PD00997,Recoup Easyfit+ under bath horizontal waste water heat recovery system Black,Recoup,601.26,"The Recoup Easyfit+ is a stand-alone horizontal Waste Water Heat Recovery System for Showers. Designed to slide directly under a standard bath or a walk-in shower tray. It recovers heat energy from shower waste water, using it to heat mains cold water, producing preheated water. The preheated water is used by the shower and / or water heater which reduces the hot water energy demand whilst showering. The Easyfit+ is easy to retrofit into an existing system or plan and install into any property design. Producing efficiencies of up to 47.6%, it is SAP listed, legionella control risk assessed and virtually maintenance free. It is a very exciting product for new-build, residential retrofit, apartment & social housing markets.",Renewables/Renewables.csv -> Recoup Easyfit+ under bath horizontal waste water heat recovery system Black,,Recoup Easyfit+ Main Unit;Installation Instruction;Property NCM SAP Label;4 x threaded legs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/97/D00997_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Recoup_Easyfit_Product_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Recoup_Easyfit_Installation.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Recoup_Easyfit+_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Recoup_Easyfit_Retrofit_Installation.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Recoup_Easyfit_Drawing.pdf,,,,,,,,,,,,,,
189,P276297,Stelrad Compact K3 K3 radiator 700 x 1400mm,Stelrad,348.62,"A popular choice for installation in just about any room, the Stelrad Compact K3 triple panel triple convector radiator is perfectly designed for those domestic or commercial projects where space is limited. Designed to combine smart style with reliability, this 1400 x 700mm radiator offers excellent efficiency, thanks in large part to the precision-welding of the convector onto the waterways. Every Compact is designed with flexible connection options for ease of siting, while robust packaging that remains in place until fitting is complete makes the engineer's job even easier, limiting the risk of damage during transport and installation.",Renewables/Renewables.csv -> Stelrad Compact K3 K3 radiator 700 x 1400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/00/NW-276269_276300_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_K3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,P119665,Vaillant aroTHERM plus 12kW & Appliance Interface 0010037215 air source heat pump 12kW,Vaillant,5606.6,"Designed for cost-effective performance, the Vaillant aroTHERM Plus heat pump is equally suitable for radiators as for underfloor heating. Offering flow temperatures of up to 75°C, this 12kW output pump does away with the need for direct electric immersion, protects from legionella and, thanks to its low running noise, it's suitable for installation in built-up terraced housing estates. Extremely energy efficient, the aroTHERM Plus is suitable for installation alongside photovoltaic systems or integrated into smart power grids for the increased savings that come with variable electricity tariffs.",Renewables/Renewables.csv -> Vaillant aroTHERM plus 12kW & Appliance Interface 0010037215 air source heat pump 12kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/65/119665_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/aroTHERM_Plus_AW 1.1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Vaillant_aroThermPlus_Heat-P_Leaflet.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ch/em/Vaillant_aroThermPlus_Heat-P_Schem.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_aroThermPlus_Heat-P_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_aroThermPlus_Heat-Pump_Tech.pdf,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Vaillant_aroTHERM_Plus_Manual.pdf,
191,P619524,MITS 170L MONO PP CYL STD SMALL 22MM,Mitsubishi,2850.51,"An efficient unit featuring a high capacity coil heat exchanger, the pre-plumbed Mitsubishi Ecodan 170L mono slimline cylinder is part of a versatile range designed to meet the needs of a wide variety of hot water applications. These adaptable MELCloud enabled cylinders offer fast heat-up times, thanks to their integral plate heat exchangers, and are suitable for integration with the brand's monobloc air source heat pumps, helping to reduce a system's carbon footprint.",Renewables/Renewables.csv -> MITS 170L MONO PP CYL STD SMALL 22MM,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/24/619524_wm.jpg,,220 - 240,3 Years,5.8Kg,N,,,,,,607778,Cylinder,N,Plug-and-play installation,Unvented,"For efficient, rapid heating",With premium insulation,Flexible 2-zone space heating control,MELCloud enabled,3 year warranty,,,170 l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,P612212,Pump House heat pump flexible hose 28mm x 500mm (Pair),Pump House,95.03,"Meeting all necessary industry requirements, this Pump House 28mm x 500mm heat pump flexible hose provides protection from damage or bending via its stainless steel braided sleeving. In addition, the hose is protected from low temperatures with 19mm thick insulation which also contributes to a reduction in pipework vibration.",Renewables/Renewables.csv -> Pump House heat pump flexible hose 28mm x 500mm (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ho/se/Pump House_Flexible-Hose_wm.jpg,,,,,N,,,,,,FH-500-28-F,,N,Reduces transmission of vibration through pipework,Stainless steel braid sleeve for added protection,With 19mm wall insulation,Insulation is weatherproof and UV stable,Meets the requirements of MCS MIS 3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pair,,,
193,P610195,Mitsubishi Ecodan PUZ-WM112VAA(-BS) monobloc unit 11.2kw,Mitsubishi,3394.44,"Innovative and attractively designed, the Mitsubishi Ecodan 11.2kW monobloc unit air source heat pump is a single fan outdoor unit packed with advanced technologies, including the use of R32 refrigerant, to deliver an extremely high level of efficiency. The Ecodan's extremely low operating noise levels do away with the need for planning permission in most situations and improve siting options.",Renewables/Renewables.csv -> Mitsubishi Ecodan PUZ-WM112VAA(-BS) monobloc unit 11.2kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/95/NW-610195_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Mitsi_Heating_Catalogue_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/610195_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,P613832,Mitsubishi Ecodan 408129 elbow conn hoses 28mmx300mm,Mitsubishi,92.78,"Offering optimised control and protection, these Mitsubishi 28mm, 3M long elbow connection hoses protect from frost and reduce nuisance noise and vibration.",Renewables/Renewables.csv -> Mitsubishi Ecodan 408129 elbow conn hoses 28mmx300mm,,Connection Hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/32/605254_613820_613832_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Mitsi_Heating_Catalogue_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,P613558,Diversitech SpeediChannel 230-EB3 inside elbow 90 degree 70 mm,Diversitech,4.66,"Made of UV-resistant PVC for a long usable life, the DiversiTech SpeediChannel 230-EB3 70mm inside elbow routes a lineset around an inside corner. Individually packed, this elbow is supplied with screws for ease of fixing.",Renewables/Renewables.csv -> Diversitech SpeediChannel 230-EB3 inside elbow 90 degree 70 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/58/613558_wm.jpg,SpeediChannel,,,,N,,,,,,230-EB3,,N,PVC construction,UV-resistant to resist fading and damage,Paintable finish,Includes stainless steel screws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,P125455,Vaillant uniSTOR 0020235272 heat pump cylinder 200ltr,Vaillant,1094.38,"Built for performance and reliability, the Vaillant uniSTOR 200L indirect heat pump cylinder is manufactured from hardwearing stainless steel and incorporates the latest thermal-injected insulation for ultra-low heat loss, as little as 1kW in 24 hours. The uniSTOR has a large diameter, smooth-surfaced coil positioned in an optimal spot for the ultimate in hot water performance and with automatic de-scaling provides ongoing efficiency with minimal maintenance.",Renewables/Renewables.csv -> Vaillant uniSTOR 0020235272 heat pump cylinder 200ltr,,Cylinder;Documentation;Tundish;Three-way motorised valve;Unvented cylinder kit;Expansion vessel;3/4 inch x 28mm MI-copper compression fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/57/125454_125457_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Heat_Pump_Cylinder_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT21876,Panasonic Aquarea WH-MDC05J3E5 mono-bloc air source heat pump R32 5kW,Panasonic,2829.45,"Supplying hot water at 55°C, the high performance Panasonic Aquarea WH-MDC05J3E5 5kW air source heat pump is designed to deliver in the UK's always varied climate, working at outdoor temperatures right down to -20°C with constant full capacity at external temperatures down to -7°C. Designed for outdoor installation, this single unit supplies water for cooling, heating and for domestic hot water storage and can be used in new builds or for renovation projects in any property. Ideal for homes with low temperature radiators or underfloor heating, the high performance Aquarea heat pump is suitable for use as a standalone unit or for use alongside an existing gas or oil heating system. Smart grid-ready for compatibility with PV or solar, and suitable for connection to a thermostat for complete control, the Aquarea heat pump provides homeowners with a variety of solutions for improved efficiency.",Renewables/Renewables.csv -> Panasonic Aquarea WH-MDC05J3E5 mono-bloc air source heat pump R32 5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/76/T21876_wm.jpg,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/c_/ds/Panasonic_J-Gen_Monobloc_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
