,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Diameter,Range,Thickness,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 4,Attachment 5,Attachment 6,Pipe Size,Feature 13,Length (M),Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11
168,PM70366,JET Range PFST phenolic block 50NB x 25 x 100mm,JET Range,19.12,This 25mm Jet phenolic block insulation for 50NB pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 50NB x 25 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/67/NW-M70366_M70367_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,P187233,Isover glass foiled insulation 1.2mtr x 60mm x 20mm,Isover,97.19,"Supplied in a 1.2M length, this Isover 60 x 20mm foiled glass mineral wool insulation includes pre-formed snap-on sections for ease of installation, along with self-adhesive lap for the reliable sealing of a strong vapour barrier. Reducing the number of joints required across a system, this well-designed insulation minimises time spent on-site.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Isover glass foiled insulation 1.2mtr x 60mm x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/46/187226_187246_wm.jpg,,,,Natural,,,20 mm,,N,Glass Mineral Wool,LAGG060020,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,,,60 mm,,,,,,,
170,P621347,Armaflex Evo technical insulation 2-5/8in OD x 1/2in WT - 2mtr,Armaflex,10.94,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo technical insulation 2-5/8in OD x 1/2in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,67 mm,Evo,67mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU13067000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,
171,P190708,Climaflex Pipe Insulation semi-slit pipe insulation 28 x 13mm 1mtr,Climaflex,3.52,"Suitable for use on 28mm diameter pipes, this Climaflex 13mm thick pipe insulation in black is supplied in handy 1M lengths. Manufactured in a flexible foamed closed cell polyethylene and NMC Nature foam, this professional grade semi-slit insulation contains at least 50% renewable raw material, helping you to create a more eco-friendly installation while also making energy savings of up to 80% and reducing pipe noise at the same time.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Climaflex Pipe Insulation semi-slit pipe insulation 28 x 13mm 1mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/10/NW-190706_190710_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Climaflex_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Climaflex_Product_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Climaflex_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Climaflex_nmc_Nature_Foam_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Climaflex_Leaflet_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Climaflex_Decla_Of_Performance.pdf,,,,,,,,
172,P189003,Rockwool Rock Foiled insulation 1mtr x 34mm x 20mm,Rockwool,74.91,"ROCKWOOL RockLap H&V Sections are pre-formed sections of stone wool insulation, manufactured pre-slit for ease of application and have a layer of factory applied foil facing and a self-adhesive lap. The self-adhesive lap allows the sections to be snapped onto the pipework, then backing tape used to completely seal the joint.  The sections have been designed to provide acoustic and thermal insulation to heating, ventilation and air conditioning pipework, from temperatures of 0C to 250C.  In addition to insulating to save energy and minimise heat loss, insulation is required to services and equipment for other specific criteria such as Frost Protection, Condensation Control, Personnel Protection and Acoustic Control.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Rockwool Rock Foiled insulation 1mtr x 34mm x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/03/189000_189003_wm.jpg,,,,Natural,,Rock Foiled,20 mm,,N,Rock Mineral Wool,03C034020,Pipe Insulation,N,"Quick, easy installation reduces costs and time on site",Tape requirement reduced,Rock mineral wool,CE marked to EN 14303,,,,,,,,,,,,34 mm,,1,,,,,
173,PM70330,JET Range PFST phenolic block 15NB/22CU x 25 x 100mm,JET Range,7.62,This 25mm Jet phenolic block insulation for 15NB/22CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 15NB/22CU x 25 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/31/NW-M70328_M70331_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PM70324,JET Range PFCU phenolic block 15CU x 25 x 100mm,JET Range,7.08,This 25mm Jet phenolic block insulation for 15CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFCU phenolic block 15CU x 25 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/24/NW-M70322_M70324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,P621335,Armaflex Evo technical insulation 1-5/8in OD x 3/8in WT - 2mtr,Armaflex,3.75,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo technical insulation 1-5/8in OD x 3/8in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,42 mm,Evo,42mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09042000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,
176,P187239,Isover glass foiled insulation 1.2mtr x 48mm x 25mm,Isover,95.98,"Supplied in a 1.2M length, this Isover 48 x 25mm foiled glass mineral wool insulation includes pre-formed snap-on sections for ease of installation, along with self-adhesive lap for the reliable sealing of a strong vapour barrier. Reducing the number of joints required across a system, this well-designed insulation minimises time spent on-site.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Isover glass foiled insulation 1.2mtr x 48mm x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/46/187226_187246_wm.jpg,,,,Natural,,,2.5 mm,,N,Glass Mineral Wool,LAGG048025,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,,,48 mm,,,,,,,
177,P187232,Isover glass foiled insulation 1.2mtr x 54mm x 20mm,Isover,91.35,"Supplied in a 1.2M length, this Isover 54 x 20mm foiled glass mineral wool insulation includes pre-formed snap-on sections for ease of installation, along with self-adhesive lap for the reliable sealing of a strong vapour barrier. Reducing the number of joints required across a system, this well-designed insulation minimises time spent on-site.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Isover glass foiled insulation 1.2mtr x 54mm x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/46/187226_187246_wm.jpg,,,,Natural,,,20 mm,,N,Glass Mineral Wool,LAGG054020,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,,,54mm,,,,,,,
178,P187296,Rockwool rock foiled insulation 1mtr x 21mm x 25mm,Rockwool,72.68,"Supplied in 1M lengths, this Rockwool Rock 21 x 25mm rock mineral wool foiled insulation makes installation of reliable frost protection, condensation and acoustic control simple. Pre-slit, these sections are designed with a layer of factory-applied foil facing and a self-adhesive lap. This allows each section to be snapped onto pipework before the tape is used for quick, easy sealing of the joint. Suitable for use on heating, ventilation and air conditioning pipework in temperatures of 0C to 250C, Rock insulation minimises heat loss and helps to conserve energy.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Rockwool rock foiled insulation 1mtr x 21mm x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/07/187287_187307_wm.jpg,,,,Natural,,,2.5 mm,,N,Rock Mineral Wool,LAGR021025,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,,,21 mm,,,,,,,
179,P621388,Armaflex Evo AC coil 1/2OD X 3/8WT (09012) 45M,Armaflex,48.13,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo 1/2"" OD x 3/8"" WT pipe insulation is designed with a unique microcell structure for easy installation with no need for an additional vapour barrier. Supplied in a 15M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo AC coil 1/2OD X 3/8WT (09012) 45M",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/99/621374_621399_wm.jpg,,,,Black,12 mm,Evo,1.2 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09012299,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,Self-seal tube format speeds up installation,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,,,,,5 year warranty,,,,,,
180,P621394,Armaflex Evo AC coil 3/8OD X 1/2WT (13010) 35M,Armaflex,49.41,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo 3/8"" OD x 1/2"" WT pipe insulation is designed with a unique microcell structure for easy installation with no need for an additional vapour barrier. Supplied in a 15M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo AC coil 3/8OD X 1/2WT (13010) 35M",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/99/621374_621399_wm.jpg,,,,Black,10 mm,Evo,10 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU13010299,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,Self-seal tube format speeds up installation,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,,,,,5 year warranty,,,,,,
181,P621367,Armaflex Evo technical insulation 2-1/8in OD x 1in WT - 2mtr,Armaflex,15.99,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo technical insulation 2-1/8in OD x 1in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,54 mm,Evo,54mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU25054000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,
182,P621358,Armaflex Evo technical insulation 2-5/8in OD x 3/4in WT - 2mtr,Armaflex,16.07,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo technical insulation 2-5/8in OD x 3/4in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,67 mm,Evo,67mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU19067000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,
183,P187245,Isover glass foiled insulation 1.2mtr x 89mm x 25mm,Isover,139.09,"Supplied in a 1.2M length, this Isover 89 x 25mm foiled glass mineral wool insulation includes pre-formed snap-on sections for ease of installation, along with self-adhesive lap for the reliable sealing of a strong vapour barrier. Reducing the number of joints required across a system, this well-designed insulation minimises time spent on-site.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Isover glass foiled insulation 1.2mtr x 89mm x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/46/187226_187246_wm.jpg,,,,Natural,,,2.5 mm,,N,Glass Mineral Wool,LAGG089025,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,,,89 mm,,,,,,,
184,P621396,Armaflex Evo AC coil 5/8OD X 1/2WT (13015) 28M,Armaflex,49.29,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo 5/8"" OD x 1/2"" WT pipe insulation is designed with a unique microcell structure for easy installation with no need for an additional vapour barrier. Supplied in a 15M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo AC coil 5/8OD X 1/2WT (13015) 28M",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/99/621374_621399_wm.jpg,,,,Black,15 mm,Evo,1.5 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU13015299,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,Self-seal tube format speeds up installation,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,,,,,5 year warranty,,,,,,
185,PM70385,JET Range PFST phenolic block 80NB x 30 x 100mm,JET Range,27.53,This 30mm Jet phenolic block insulation for 80NB pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> JET Range PFST phenolic block 80NB x 30 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/85/NW-M70384_M70385_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,P621389,Armaflex Evo AC coil 5/8OD X 3/8WT (09015) 40M,Armaflex,43.64,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo 5/8"" OD x 3/8"" WT pipe insulation is designed with a unique microcell structure for easy installation with no need for an additional vapour barrier. Supplied in a 15M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo AC coil 5/8OD X 3/8WT (09015) 40M",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/99/621374_621399_wm.jpg,,,,Black,15 mm,Evo,1.5 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09015299,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,Self-seal tube format speeds up installation,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,,,,,5 year warranty,,,,,,
187,P621324,Armaflex Evo technical insulation 1/4in OD x 1/4in WT - 2mtr,Armaflex,1.64,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Armaflex Evo technical insulation 1/4in OD x 1/4in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,6 mm,Evo,6mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU06006000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,
188,P187307,Rockwool rock foiled insulation 1.0m x 114mm x 25mm,Rockwool,192.75,"Supplied in 1M lengths, this Rockwool Rock 114 x 25mm rock mineral wool foiled insulation makes installation of reliable frost protection, condensation and acoustic control simple. Pre-slit, these sections are designed with a layer of factory-applied foil facing and a self-adhesive lap. This allows each section to be snapped onto pipework before the tape is used for quick, easy sealing of the joint. Suitable for use on heating, ventilation and air conditioning pipework in temperatures of 0C to 250C, Rock insulation minimises heat loss and helps to conserve energy.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Insulation/Pipe Insulation.csv -> Rockwool rock foiled insulation 1.0m x 114mm x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/07/187287_187307_wm.jpg,,,,Natural,,,2.5 mm,,N,Rock Mineral Wool,LAGR114025,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,,,114 mm,,,,,,,
