,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Colour,Warranty,Weight,Hazardous,Number of Bars,Fuel Source,Material,Output (W),BTU h,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7
42,P219483,CenterRail F5I-CR curved towel warmer 862 x 500mm Chrome,CenterRail,165.06,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a glossy chrome finish well-suited to contemporary bathroom designs. This 901 BTU/h towel warmer's 25mm 4-4-7 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR curved towel warmer 862 x 500mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/88/219483_219488_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,
43,P207098,Center CB MD001-MS electric straight 1200x600 505w Chrome,Center CB,338.33,"Designed to complement a modern bathroom design, the spacious Center CB MD001-MS contemporary towel warmer has a cool square-tubed design with a bright, shiny chrome finish and 4-5-13 bar configuration. Installation of this practical wall-mounted 1723 BTU/h heated towel rail is simple and flexible using the adjustable brackets through the crossbars.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Center CB MD001-MS electric straight 1200x600 505w Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/98/207097_207098_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Center_CB_CenterRail_Fitting_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_Part2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_Part1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/CenterRail_Fitting Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_Part2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Center_CB_207098_1200x600_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_Part1_Installation.pdf,,,,,,,,,,,,,,,,,,,,
44,P219509,Tradefix F5I-TF curved towel warmer 772 x 500mm White,Tradefix,85.06,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern glossy white. With its slimline, wall-mounted design, this curved heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 1140 BTU/h output and plenty of towel hanging space in a 4-4-6 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF curved towel warmer 772 x 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/11/219509_219511_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_F5I_TF_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
45,P207097,Center CB MD001-MS electric straight 1200x500 428w Chrome,Center CB,333.11,"Designed to complement a modern bathroom design, the spacious Center CB MD001-MS contemporary towel warmer has a cool square-tubed design with a bright, shiny chrome finish and 4-5-13 bar configuration. Installation of this practical wall-mounted 1460 BTU/h heated towel rail is simple and flexible using the adjustable brackets through the crossbars.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Center CB MD001-MS electric straight 1200x500 428w Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/98/207097_207098_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Center_CB_CenterRail_Fitting_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_Part2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_Part1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/CenterRail_Fitting Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Center_CB_207097_1200x500_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_Part2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_Part1_Installation.pdf,,,,,,,,,,,,,,,,,,,,
46,P219496,Tradefix F5I-TF 772x450 Straight Chrome 723B,Tradefix,114.32,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern glossy chrome. With its slimline, wall-mounted design, this heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 723 BTU/h output and plenty of towel hanging space in a 4-4-6 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF 772x450 Straight Chrome 723B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/02/219496_219502_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_219489-219511_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
47,P275078,Stelrad Boutique straight ladder towel warmer 1800 x 500mm White,Stelrad,137.82,"Combining effective heating with practical storage and drying, the Stelrad Boutique straight ladder towel warmer is ideal for use in the kitchen or bathroom. It measures 1800 x 500mm and has a 5-9-9-13 rail layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Stelrad Boutique straight ladder towel warmer 1800 x 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/79/NW-275070_275079_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Boutique_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
48,P219471,CenterRail F5I-CR straight towel warmer 862 x 600mm White,CenterRail,110.35,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a neat white powder-coated to complement most modern and traditional bathroom designs. This 1570 BTU/h towel warmer's 25mm 4-4-7 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR straight towel warmer 862 x 600mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/75/219469_219475_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,,
49,P207090,Center CB MD001-MS electric straight 1200x600 783w White,Center CB,213.43,"Designed to complement a modern bathroom design, the spacious Center CB MD001-MS contemporary towel warmer has a cool square-tubed design with a white powder-coated finish and 4-5-13 bar configuration. Installation of this practical wall-mounted 2672 BTU/h heated towel rail is simple and flexible using the adjustable brackets through the crossbars.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Center CB MD001-MS electric straight 1200x600 783w White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/90/207090_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Center_CB_207090_1200x600_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Center_CB_CenterRail_Fitting_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_Part2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_Part1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/CenterRail_Fitting Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_Part2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_Part1_Installation.pdf,,,,,,,,,,,,,,,,,,,,
50,P270182,Stelrad Caliente double towel warmer 1199 x 600mm White,Stelrad,579.55,"Launched at Ecobuild 2012, the Stelrad Caliente 1199 x 600mm double towel warmer is a firm favourite among homeowners and installers. A smart tube-on-tube design with a 2x 28 configuration of tightly packed slim tubes, this heated towel rail has simplified designer looks to suit both modern and period interiors. Delivering 3937 BTU/h, each Caliente towel warmer is thoroughly tested before leaving the factory to guarantee quality.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Stelrad Caliente double towel warmer 1199 x 600mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/tr/Caradon Stelrad_Caliente Double TR_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Aqua Series_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P219511,Tradefix F5I-TF curved towel warmer 1807 x 500mm White,Tradefix,159.33,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern glossy white. With its slimline, wall-mounted design, this curved heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 2620 BTU/h output and plenty of towel hanging space in a 10-4-4-4-10 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF curved towel warmer 1807 x 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/11/219509_219511_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_F5I_TF_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
52,P277918,Vogue Chube ladder towel warmer 1600 x 600mm,Vogue,652.51,"Optimising your towel hanging space, the 1600 x 600mm Vogue Chube ladder towel warmer has a handy 3-4-5-6-6 rail design. With round tubes used throughout and a hidden rear air vent, this heated towel rail is not just highly practical but attractively modern too.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Vogue Chube ladder towel warmer 1600 x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/18/NW-277918_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Vogue_UK_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P207100,Center CB MD001-MS electric straight 1800x500 638w Chrome,Center CB,437.2,"Designed to complement a modern bathroom design, the spacious Center CB MD001-MS contemporary towel warmer has a cool square-tubed design with a bright, shiny chrome finish and 4-5-12-13 bar configuration. Installation of this practical wall-mounted 2177 BTU/h heated towel rail is simple and flexible using the adjustable brackets through the crossbars.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Center CB MD001-MS electric straight 1800x500 638w Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/00/207100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Center_CB_CenterRail_Fitting_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_Part2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_Part1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Center_CB_207100_1800x500_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/CenterRail_Fitting Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_Part2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_Part1_Installation.pdf,,,,,,,,,,,,,,,,,,,,
54,P219487,CenterRail F5I-CR curved towel warmer 1807 x 500mm Chrome,CenterRail,332.66,"Built from high quality, robust steel, this practical CenterRail F5I-CR classic ladder towel rail has a glossy chrome finish well-suited to contemporary bathroom designs. This 1849 BTU/h towel warmer's 25mm 10-4-4-4-10 configuration tubes look good, provide plentiful hanging space and improve efficiency for heating performance with minimal waste.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> CenterRail F5I-CR curved towel warmer 1807 x 500mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/88/219483_219488_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_Radiator_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRail_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRad_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/il/32024_Tech_Sheet_CenterRail.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRail_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/CenterRad_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRail_27464_Installation.pdf,,,,,,,,,,,,,,,,,,,
55,P275080,Stelrad Classic Towel Rail (Straight) straight ladder towel warmer 1800 x 600mm White,Stelrad,148.45,"Supplying handy drying and heating performance in a kitchen or bathroom, this Stelrad Classic ladder towel rail is the straight version of the ever popular Classic design. Featuring 36 bars for plentiful hanging space and offering a 3410 BTU/h heat output, this 1000W heated towel rail measures 1800 x 600mm and is finished in a practical white colour.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Stelrad Classic Towel Rail (Straight) straight ladder towel warmer 1800 x 600mm White,,Towel Rail;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ra/il/Caradon Stelrad_Towel Rail_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P219506,Tradefix F5I-TF curved towel warmer 1087 x 600mm Chrome,Tradefix,192.45,"Designed for installation in bathrooms or cloakrooms, the Tradefix F5I-TF standard contemporary towel warmer is built from quality steel and finished in a modern glossy chrome. With its slimline, wall-mounted design, this curved heated towel rail is an ideal choice for those homes where space is at a premium, offering a generous 1235 BTU/h output and plenty of towel hanging space in a 4-4-4-6 bar layout.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Tradefix F5I-TF curved towel warmer 1087 x 600mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/08/219503_219508_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/TradeFix_27735_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tradefix_F5I_TF_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_27624 _Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/219489-511_Tradefix_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_F5I_TF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Tradefix_219489_511_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,
57,P260400,Myson Avonmore straight towel warmer 862 x 500mm White,Myson,147.63,"A simple design, the Myson Avonmore 862 x 500mm straight towel warmer has a white finish to suit all bathrooms. Fitted with rails in a simple 4-5-8 configuration, the Avonmore provides ample towel hanging space and a cosy heat output of 1423 BTU/h.",Radiators/Heated Towel Rails/Ladder Towel Rails/Ladder Towel Rails.csv -> Myson Avonmore straight towel warmer 862 x 500mm White,,Towel warmer;Air vents,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_n/ew/Myson_Avonmore White New_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Avonmore_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_DesignCollection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
