,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Colour,Connection Size,Connection Type,Range,Thickness,Refrigerant Suitability,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Diameter,Pack Quantity,Size,Connection Type 1,Feature 3,Feature 4,Gender,Connection Type 2,Attachment 2,Attachment 3,Feature 5,Feature 6,Dimensions (L x W x D),Refrigerant,Max Pressure,Sight Glass,Number of Valves,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12
61,P671154,"Refcomm B2-8 flared copper gasket 1/2"" (Pack of 10)",Refcomm,1.86,"This Parker refrigeration grade 1/2"" flared gasket is made of copper.","Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Refcomm B2-8 flared copper gasket 1/2"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/55/NW-671153_671155_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Parker_CA_Fittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P680119,Javac low pressure gauge R22/R134A/R404A/R407C 80mm,Javac,31.57,"This robust brass Javac 80MMLP 8 bar pressure gauge offers easy to read measurements in R-22, R-134A, R-407C and R-404A refrigerants.",Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Javac low pressure gauge R22/R134A/R404A/R407C 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/19/NW-680119_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_HP-LP-Gauge_Technical.pdf,,,,,,,,,,,,,,
63,P690817,"Javac Edge PTFE braided hose 24"" Stainless Steel",Javac,48.32,"This Javac Edge Supahose 24"" flexible refrigerant hose is made of stainless steel with PTFE lining and offers a 1/4"" SAE connection.","Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Javac Edge PTFE braided hose 24"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/21/NW-690816_690821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P337375,Fieldpiece manifold 4valve,Fieldpiece,873.36,"Designed with many years of feedback from A/C and refrigeration specialists in mind, the Fieldpiece SMAN four valve digital refrigerant manifold is a tough unit packed with advanced features developed to help streamline the way you work while also providing customers with the support they require. Toughly resistant, SM480VINT incorporates a heavy duty waterproof casing for operation in all conditions along with a reinforced hook, hermetically sealed sight glass and impact resistant screen. Protected, well-located thermocouple ports also protect the unit from unnecessary damage.",Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Fieldpiece manifold 4valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/75/337375_wm.jpg,,,,,,,,N,,SM480VINT,Ground Drainage,N,,With micron gauge,Reliably robust build,,,,,Includes data logging feature,Temperature compensated system tightness test,,,,,Capable of sending and receiving wireless readings,300M wireless range,,R11 R12 R13 R22 R23 R32 R113 R114 R115 R116 R123 R124 R125 R134A R236FA R245FA R290 R401A R401B R402A R402B R403B R404A R406A R407A R407C R407F R408A R409A R410A R413A R414A R414B R416A R417A R417C R420A R421A R421B R422A R422B R422C R422D R424A R427A R4,,Yes,,350 hour battery life,Protected thermocouple jacks suitable for outdoor remperatures,R32(A2L) ready,IP54 protected,,
65,P671156,"Refcomm LGL B2-12 flared copper gasket 3/4""",Refcomm,2.65,"This Refcom LGL 3/4"" flare gasket is made of copper.","Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Refcomm LGL B2-12 flared copper gasket 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/56/NW-671156_wm.jpg,,,,,LGL,,,N,Copper,B212,Gasket,N,,De-greased copper,Specifically designed for ACR,3/4,,3/4,Flare,Can be used in assemblies subject to pressure equipment directive,Safety factor of at least 3 applied as a recommended maximum working pressure,,,,,Manufactured to ASME B1622 - 2001 standards,,,,,,,,,,,,
66,P690816,"Javac Edge PTFE braided hose 18"" Stainless Steel",Javac,52.86,"This Javac Edge Supahose 18"" flexible refrigerant hose is made of stainless steel with PTFE lining and offers a 1/4"" SAE connection.","Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Javac Edge PTFE braided hose 18"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/21/NW-690816_690821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P671108,"Refcomm LGL UR3-86 reducer female flared x male flared 1/2 x 3/8""",Refcomm,15.23,"This Refcom LGL 1/2 x 3/8"" female flare x male flare reducer is made of brass.","Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Refcomm LGL UR3-86 reducer female flared x male flared 1/2 x 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/08/NW-671108_wm.jpg,,,,,LGL,,,N,Brass,UR3-86,Reducer,N,,Made of Brass,"Sizes in 1/2 x 3/8""",1/2 x 3/8,,1/2 x 3/8,Flare,,,Female x Male,Flare,,,,,,,,,,,,,,,
68,P671053,"Refcomm LGL NS4-12 short flared nut 3/4""",Refcomm,11.92,"This Refcom LGL 3/4"" short flare nut is made of brass","Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Refcomm LGL NS4-12 short flared nut 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/54/NW-671050_671054_wm.jpg,,,,,LGL,,,N,Brass,NS4-12,Short Flared Nut,N,,Made of Brass,"Sizes in 3/4""",3/4,,3/4,Flare,,,,,,,,,,,,,,,,,,,
69,P690692,"Javac Refco CL-200-B SAE hose 1/4"" x 5mtr",Javac,51.92,"This Javac Refco CL-200 5M (200"") single charging line in blue has a working pressure of 60 bar/870 psi.","Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Javac Refco CL-200-B SAE hose 1/4"" x 5mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/92/NW-690692_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P671240,"Parker 639F 639F-10 flanged sealing plug 5/8""",Parker,8.87,"Made of brass, this Parker 639F 5/8"" seal plug  is suitable for use in refrigeration, heavy duty truck, mobile, industrial, heating and air conditioning applications. This 45° flare fitting is an economical choice for a metal-to-metal seal in high pressure service, is resistant to mechanical pull out and offers positive connections to ensure reliability and safety. Flare fittings are a suitable alternative to solder joints where an open flame shouldn't be used.","Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Parker 639F 639F-10 flanged sealing plug 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/40/NW-671240_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P671378,"Parker 218P 218P-12 male pipe thread briggs sealing plug 3/4""",Parker,16.41,"This Parker 218P 3/4"" hex head plug with MPT connections is a forged and extruded brass pipe fitting suitable for use in air lines, water lines and cooling lines. All pipe fitting threads are made to Dryseal standards and are compatible with copper and brass tubing as well as iron pipe.","Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Parker 218P 218P-12 male pipe thread briggs sealing plug 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/78/NW-671374_671378_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P688005,Javac high pressure gauge R410A 80mm,Javac,31.66,This robust brass Javac 80MMHP 34 bar pressure gauge offers easy to read measurements in R-410A and R-32 refrigerants.,Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Javac high pressure gauge R410A 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/05/NW-688005_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_HP-LP-Gauge_Technical.pdf,,,,,,,,,,,,,,
73,P419954,Testo Digital manifolds 550s basic kit basic set with cable temperature probes,Testo,547.9,"An all-in-one set for commissioning, servicing and maintenance, this Testo 550s basic kit is a must for engineers working on refrigeration systems, air conditioning systems and heat pumps. Fronted by the reliable Testo 550s smart digital manifold, this kit provides Bluetooth connection, a two-way valve block and a pair of fixed cable clamp temperature probes (NTC), all in a tough, practical carry case. Extra compatible Bluetooth probes, including those used for the wireless measurement of temperature and vacuum, can be purchased separately.",Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Testo Digital manifolds 550s basic kit basic set with cable temperature probes,,"Delivery scope : 1 x testo 550s digital 2-way manifold including batteries (4 x AA) ;calibration protocol, 2 x wired pipe clamp probes NTC, Transport case, instruction manuals.",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/54/419954_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x-/uk/testo-550s-Datasheet-198X-088X-UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P688004,Javac low pressure gauge R410A 80mm,Javac,31.66,This robust brass Javac 80MMLP 8 bar pressure gauge offers easy to read measurements in R-410A and R-32 refrigerants.,Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Javac low pressure gauge R410A 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/04/NW-688004_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_HP-LP-Gauge_Technical.pdf,,,,,,,,,,,,,,
75,P690818,"Javac Edge PTFE braided hose 30"" Stainless Steel",Javac,51.58,"This Javac Edge Supahose 30"" flexible refrigerant hose is made of stainless steel with PTFE lining and offers a 1/4"" SAE connection.","Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Javac Edge PTFE braided hose 30"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/21/NW-690816_690821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P690821,"Javac Edge PTFE  braided hose 60"" Stainless Steel",Javac,82.77,"This Javac Edge Supahose 60"" flexible refrigerant hose is made of stainless steel with PTFE lining and offers a 1/4"" SAE connection.","Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Javac Edge PTFE  braided hose 60"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/21/NW-690816_690821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,P690819,"Javac Edge PTFE braided hose 36"" Stainless Steel",Javac,74.38,"This Javac Edge Supahose 36"" flexible refrigerant hose is made of stainless steel with PTFE lining and offers a 1/4"" SAE connection.","Air Conditioning/Air Conditioning Parts/HVAC Service Equipment/Refrigerant Hoses and Gauges/Refrigerant Hoses and Gauges.csv -> Javac Edge PTFE braided hose 36"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/21/NW-690816_690821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
