,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Style,Warranty,Hazardous,Depth (mm),Door Opening Orientation,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Range,Demisting,Shape,Feature 8,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 9,Feature 10,Feature 11,Feature 12
58,PC24179,Nabis Vision carcass for reduced back-to-wall toilet unit 500mm White Gloss,Nabis,126.27,Nabis Vision 200mm reduced fascia pack is available in white gloss finish and suitable for use with 500mm back to wall toilet units. The Nabis furniture range is designed with versatility. This range is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Vision carcass for reduced back-to-wall toilet unit 500mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/79/NW-C24179_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_FHBTW_ToiletUnit_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_BTW_Toilet_Unit_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PC24117,Nabis Vision fascia pack for back-to-wall toilet unit 600mm White Gloss,Nabis,69.4,"Finished in white gloss, this Nabis Vision door pack is designed for use with 600mm back-to-wall toilet units. This pack is easy to install and made of high quality FSC certified wood.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Vision fascia pack for back-to-wall toilet unit 600mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/17/NW-C24117_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_BTW_Toilet_Unit_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PC22655,* NAB DEC 500MM TOILET UNIT WHITE GLOSS,Nabis,189.65,"Nabis Deco 500mm toilet unit is made of 16mm MFC, 0.8mm ABS laminate and available in white gloss finish. This stylish range of toilet units designed to complement the beautiful Deco range of bathroom furniture.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> * NAB DEC 500MM TOILET UNIT WHITE GLOSS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/55/NW-C22655_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_C22655-C22662_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PC22584,* NAB CLASSIC 525MM SGL MIRROR CABINT RH,Nabis,274.89,"Nabis Classic right hand single mirror cabinet is available in earl grey colour. This new 'Classical' range for a sophisticated and traditional, yet stylish look for the user bathroom.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> * NAB CLASSIC 525MM SGL MIRROR CABINT RH,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/84/NW-C22583_C22584_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Bathroom_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Nabis_Bathroom_Edi1_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Nabis_M_Cabinet_W525_D150_H696_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PC22671,* NAB DEC 500MM MIRROR CABINET WH GL,Nabis,369.4,"As practical as it is stylish, this white gloss finish Nabis Deco 660 x 500mm bathroom mirror cabinet unit provides useful storage alongside a single socket for your shaver or toothbrush and an overhead light. Elegantly designed, this mirrored cabinet is designed to blend seamlessly with the rest of the Deco range.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> * NAB DEC 500MM MIRROR CABINET WH GL,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/71/NW-C22671_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_C22671-C22682_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_C22671-C22682_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PC24047,Nabis round bar handle Chrome,Nabis,10.01,This Nabis chrome round bar handle is designed for use with back-to-wall toilet units.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis round bar handle Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/47/NW-C24047_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_BTW_Toilet_Unit_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PC22659,Nabis Deco toilet unit 600mm White Gloss,Nabis,205.08,"Nabis Deco 600mm toilet unit is made of 16mm MFC, 0.8mm ABS laminate and available in white gloss finish. This stylish range of toilet units designed to complement the beautiful Deco range of bathroom furniture.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Deco toilet unit 600mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/59/NW-C22659_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_C22655-C22662_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PC23980,Nabis laminate worktop 1000 x 310 x 22mm White Gloss,Nabis,61.9,Nabis laminate worktop is available in white gloss finish. The Nabis furniture range is designed with versatility. The range is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis laminate worktop 1000 x 310 x 22mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/80/NW-C23980_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_LaminateWorktops_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Laminate_Worktop_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PC22706,* NAB DEC 700MM FRAMELSS MIRROR ALU,Nabis,104.41,"With a neat aluminium finish, the Nabis Deco frameless mirror is designed to complement the Deco bathroom furniture range. Compliant with EN and FIRA guidance, the Deco is suitable for both commercial and domestic use.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> * NAB DEC 700MM FRAMELSS MIRROR ALU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/06/NW-C22706_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Nabis_Bathroom_Edi1_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_C22703-C22707_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_C22703-C22707_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PC24193,Nabis Vision carcass for reduced back-to-wall toilet unit 600mm White Gloss,Nabis,130.65,Nabis Vision 200mm reduced fascia pack is available in white gloss finish and suitable for use with 600mm back to wall toilet units. The Nabis furniture range is designed with versatility. This range is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Vision carcass for reduced back-to-wall toilet unit 600mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/93/NW-C24193_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_BTW_Toilet_Unit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_FHBTW_ToiletUnit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PC22679,* NAB DEC 800MM MIRROR CABINET WH GLOSS,Nabis,400.91,"As practical as it is stylish, this white gloss finish Nabis Deco 660 x 800mm bathroom mirror cabinet unit provides useful storage alongside a single socket for your shaver or toothbrush and an overhead light. Elegantly designed, this mirrored cabinet is designed to blend seamlessly with the rest of the Deco range.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> * NAB DEC 800MM MIRROR CABINET WH GLOSS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/79/NW-C22679_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_C22671-C22682_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_C22671-C22682_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PC22279,Nabis Vision bath side panel 1700mm White Gloss,Nabis,122.94,"Finished in white gloss, this Nabis Vision 500 x 1700mm bath front panel is easy to install and made of high quality FSC certified wood.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Vision bath side panel 1700mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/79/NW-C22279_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Bathroom_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Vision_Bath_Panels_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PC24271,Nabis tall unit 300mm Soft White,Nabis,182.78,"Finished in a clean and smart smooth white gloss, this Nabis 1780 x 300 x 280mm tall two-door carcass is easy to install. It is made using high-quality FSC certified sustainable materials.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis tall unit 300mm Soft White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/71/NW-C24271_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_C24271_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Tall_Unit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PC24172,Nabis Vision carcass for standard back-to-wall toilet unit 500mm White Gloss,Nabis,126.27,Nabis Vision 300mm standard fascia pack is available in white gloss finish and suitable for use with 500mm back to wall toilet units. The Nabis furniture range is designed with versatility. This range is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Vision carcass for standard back-to-wall toilet unit 500mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/72/NW-C24172_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_BTW_Toilet_Unit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_FHBTW_ToiletUnit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PC24194,Nabis Furniture doors for 600mm mirror cabinet 300 x 660mm,Nabis,225.04,Nabis Furniture mirror cabinet is designed with versatility in mind. It is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Furniture doors for 600mm mirror cabinet 300 x 660mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/97/NW-C24194_C24197_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Mirror_Cabinet_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PC23994,Nabis laminate worktop 1500 x 310 x 22mm White Gloss,Nabis,88.15,Nabis laminate worktop is available in white gloss finish. The Nabis furniture range is designed with versatility. The range is easy to install and manufactured from FSC certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis laminate worktop 1500 x 310 x 22mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/94/NW-C23994_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_LaminateWorktops_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Laminate_Worktop_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PC24127,Nabis Grace fascia pack for washbasin unit 600mm Charcoal Grey Gloss,Nabis,143.78,"Finished in deep Charcoal Grey, this Nabis Grace fascia pack is suitable for use with washbasin units. Easy to install, this pack is manufactured from high quality FSC certified wood.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Grace fascia pack for washbasin unit 600mm Charcoal Grey Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/27/NW-C24127_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Washbasin_Unit_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PC22286,Nabis Vision plinth 2600mm White Gloss,Nabis,64.87,"This Nabis Vision 2600 x 175mm plinth is finished in clean white gloss. Easy to install, this plinth is made of quality FSC certified wood.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Vision plinth 2600mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/86/NW-C22286_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Bathroom_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Nabis_W_Base_Cladding_&_Plinths_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_Plinth_2600_Long_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PC24069,Nabis Vision door for 300mm single base unit 656 x 296mm White Gloss,Nabis,48.14,Nabis Vision door is available in white gloss finish and suitable for use with 300mm single base/wall units. The Nabis furniture range is designed with versatility. The range easy to install and manufactured from FSC Certified timber which speaks to the quality of the product.,Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Nabis Vision door for 300mm single base unit 656 x 296mm White Gloss,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/69/NW-C24069_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Single_Wall_Unit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Single_Base_Unit_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT86982,Roca Onabase Unik & Basin 2 Draws 450x460mm Matt Green,Roca,405.09,"This Roca Unik Onabase 450 x 460mm vanity unit is supplied complete with a basin for all-in-one installation with no need to shop around. Finished in stylish matte green, the unit features two soft-close drawers, maximising storage in the bathroom.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Roca Onabase Unik & Basin 2 Draws 450x460mm Matt Green,,Unit and Basin,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/82/T86982_wm.jpg,,,,White/Gloss,Unit and Basin,2 Year,N,410,N/A,Moisture Resistant Particle Board,A851681513,Unit and Basin,N,With basin,Moisture-resistant particle board construction,Matte green finish,With 2x soft-close drawers,2 year warranty,,,,,,,,,,,,,
78,PD58745,Roca Debba 2-drawer vanity unit only 600mm Gloss White,Roca,433.43,"Modern and stylish, this Roca Debba 720 x 600 x 460mm two drawer washbasin unit is made of MDF finished in a clean, simple white gloss. Suitable for wall-mounted installation, this unit offers all the convenience of two generously sized drawers, providing space for toiletries and cleaning products hidden away from sight but in easy reach. The Debba washbasin unit is topped with a contemporary basin with single pre-drilled central tap hole, allowing the homeowner to select the right mixer tap to suit their style.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Roca Debba 2-drawer vanity unit only 600mm Gloss White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/45/NW-D58745_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_856826806_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PE51337,Hib Vega mirror (LED illuminated) with charging socket 70 x 50 x 5.5cm,Hib,342.55,"With a charging socket hidden discreetly behind its front, the HIB Vega 800 x 500 x 55mm mirror is a practical choice for a streamlined bathroom, providing easy charging of toothbrushes and shavers. With the addition of LED colour temperature changing lighting and a built-in heated demister pad, the Vega helps to streamline your morning routine and create the perfect in-bathroom atmosphere.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib Vega mirror (LED illuminated) with charging socket 70 x 50 x 5.5cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/39/NW-E51337_E51339_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/HIB_Arena_Vega_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HIB_Vega_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PD30319,Croydex Avon double door small cabinet Stainless Steel,Croydex,106.87,"Made of stainless steel, this Croydex Avon 440 x 430 x 160mm two door bathroom cabinet brings a touch of industrial style to a bathroom. With a fixed internal stainless steel shelf, this unit is easy to install using the supplied fixtures and fittings.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Croydex Avon double door small cabinet Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/19/NW-D30319_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Croydex_Cabinets_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PD45258,Roca Victoria-N alter unik bas 600x460 1th,Roca,166.17,"Made of ceramic with a smart rectangular design, this Roca Victoria-N 160 x 605 x 460mm single taphole double washbasin in white is the ideal addition to a contemporary classic bathroom. Supplied with a single central tap hole, this spacious basin can be fitted with any in a wide range of mixer taps.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Roca Victoria-N alter unik bas 600x460 1th,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/58/NW-D45258_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A32799E000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e0/00/INS_32799E000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PE10494,Atlanta Fitted basin 600mm White Gloss,Atlanta,260.64,"Designed for a semi-recessed basin, this Atlanta Original Fitted 820 x 600mm basin unit has smart slab doors concealing plenty of useful storage. This unit is finished in clean, fresh Lucia White gloss, a versatile , contemporary white ideal for creating a sense of space.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Atlanta Fitted basin 600mm White Gloss,,Basin unit;Adjustable legs;1x adjustable shelf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/94/E10494_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Atlanta_Bath_Furniture_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT26393,Essentials alaska deluxe basin vanity unit 650 mm,Essentials,158.02,"A flexible design suitable for most bathrooms, the Essentials Alaska 650mm deluxe vanity unit is supplied complete with a simple ceramic basin. A classic white unit with undersink storage cupboard, the Alaska is both practical and stylish.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Essentials alaska deluxe basin vanity unit 650 mm,,Basin Vanity Unit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/93/T26393_wm.jpg,,,,White,Contemporary,10 Years,N,300,Left & Right,MDF UnitCeramic Basin,EFP010W,Base Unit,N,Modern design,White finish,MDF unit construction,With ceramic basin,Left and right opening doors,10 year warranty,,,,,,,,,,,,
84,PE11955,Hib Joshua bevelled mirror 70 x 50cm,Hib,85.25,"Simple yet stylish, the HIB Joshua 700 x 500 x 4mm mirror is designed with an eye-catching bevelled edge.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Hib Joshua bevelled mirror 70 x 50cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/55/NW-E11955_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HiB_WallMountedMirror_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/E11955_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/HiB_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT26740,Essentials Montana 500mmx820mm 2 Door Vanity Unit & Basin - Gloss White,Essentials,278.35,"Part of a comprehensive range, the Essentials Montana 500mm vanity unit and basin is a contemporary choice that finishes off a modern bathroom perfectly. Offering handy storage hidden behind two soft-close doors fitted with your choice of handles, this vanity unit blends convenience with good looks.",Bathrooms and Kitchens/Bathroom Furniture/Bathroom Furniture.csv -> Essentials Montana 500mmx820mm 2 Door Vanity Unit & Basin - Gloss White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/40/T26740_wm.jpg,,,,White/Gloss,Contemporary,10 Years,N,390,Right And Left,MDF / MFC,EFP907GW,Base Unit,N,Modern design,MDF/MFC unit construction,With basin,White gloss finish,With 2x soft-close doors,Includes 2x handle options,Right and left-opening doors,,,,10 year warranty,,,,,,,
