,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Connection Size,Connection Type,Range,Hazardous,Core Size,Core Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 2,Model For Use With,Power Supply,Feature 3,Warranty,Phase
43,P682272,Kelvion end cover,Kelvion,20.77,A Kelvion Searle end cover for all KEC models.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Kelvion end cover,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/72/NW-682272_wm.jpg,,,,N,,,100458625,End Cover,N,Suitable for use with all models,,,,,,,,KEC,,,,
44,P693434,"Danfoss SGP SGP16SN sight glass male 5/8""",Danfoss,48.71,"Made of brass, this Danfoss SGP16SN sight glass with 5/8"" solder connections is for installation after the filter drier in the liquid line of a refrigerating system and in the compressor, using socket type. The sight glass allows users to observe property changes in liquid or vapour refrigerant and uses colour to indicate moisture level.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss SGP SGP16SN sight glass male 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/34/NW-693434_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_SG-SGP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_SG-SGP_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_SG-SGP_Safety_Certificate.pdf,,,,,,,,,
45,P693433,Danfoss SGP SGP12SN sight glass male 28 mm,Danfoss,37.5,"Made of brass, this Danfoss SGP12SN sight glass with 1/2"" solder connections is for installation after the filter drier in the liquid line of a refrigerating system and in the compressor, using socket type. The sight glass allows users to observe property changes in liquid or vapour refrigerant and uses colour to indicate moisture level.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss SGP SGP12SN sight glass male 28 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/33/NW-693433_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_SG-SGP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_SG-SGP_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_SG-SGP_Safety_Certificate.pdf,,,,,,,,,
46,P693436,Danfoss SGP SGP22SN sight glass male 28 pieces,Danfoss,66.81,"Made of brass, this Danfoss SGP22SN sight glass with 7/8"" solder connections is for installation after the filter drier in the liquid line of a refrigerating system and in the compressor, using socket type. The sight glass allows users to observe property changes in liquid or vapour refrigerant and uses colour to indicate moisture level.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss SGP SGP22SN sight glass male 28 pieces,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/36/NW-693436_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_SG-SGP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_SG-SGP_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_SG-SGP_Safety_Certificate.pdf,,,,,,,,,
47,P678306,Kelvion 215-261-080 coil heater,Kelvion,81.36,"The Kelvion Searle 215-261-080 230V, 1060W coil heater fits post-1998 KME80 and KME95 models with round fan guards.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Kelvion 215-261-080 coil heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/06/NW-678306_wm.jpg,,,,N,,,100461675,Heater,N,To fit KM8095 (from 1998 - round fan guards),,,,,,,Models with round fan guards,KME80KME95,"230 V, 1060 W",,,
48,P681687,Beermaster fan set,Beermaster,666.85,This Beermaster 1P fan set offers reduced noise during operation and high levels of efficiency.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Beermaster fan set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/87/NW-681687_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Beermaster_R407C_Brochure.pdf,,,,,,,,,,,
49,P619301,"Henry Technologies 907511-CE ball valve 1.3/8""",Henry Technologies,73.59,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Henry Technologies 907511-CE ball valve 1.3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,
50,P683987,Danfoss Optyma Slim and Plus 118U5219 condenser coil MCHX G7 Aluminium,Danfoss,631.56,This Danfoss Optyma Slim and Plus condenser coil is suitable for B3/H3 models.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss Optyma Slim and Plus 118U5219 condenser coil MCHX G7 Aluminium,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/87/NW-683987_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,,,,,,,,,,,
51,P619329,"Henry Technologies 937307 schraeder+ ball valve 7/8""",Henry Technologies,43.04,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Henry Technologies 937307 schraeder+ ball valve 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,
52,P693963,"Danfoss DCL DCL084S filter drier solder connection 1/2""",Danfoss,18.5,"This Danfoss Eliminator DCL084S 8 cu.inch hermetic filter drier with 1/2"" solder inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCL DCL084S filter drier solder connection 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/63/NW-693963_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,
53,P693975,"Danfoss DCL DCL163 filter drier flared connection 3/8""",Danfoss,24.2,"This Danfoss Eliminator DCL163 16 cu.inch hermetic filter drier with 3/8"" flare inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCL DCL163 filter drier flared connection 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/75/NW-693975_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,
54,P619303,"Henry Technologies 907617-CE ball valve 2.1/8""",Henry Technologies,170.53,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Henry Technologies 907617-CE ball valve 2.1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,
55,P677672,Kelvion 210-070-104 capacitor 4mf,Kelvion,48.76,A Kelvion Searle 210-070-104 4µF capacitor.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Kelvion 210-070-104 capacitor 4mf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/72/NW-677672_wm.jpg,,,,N,,,100461088,Capacitor,N,Kelvion Searle spare part,,,,,,10x8x8,4µF capacitor,,,,,
56,P693958,"Danfoss DCL DCL306 filter drier flared connection 3/4""",Danfoss,41.2,"This Danfoss Eliminator DCL306 30 cu.inch hermetic filter drier with 3/4"" flare inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCL DCL306 filter drier flared connection 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/58/NW-693958_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,
57,P693955,"Danfoss DCL DCL303 filter drier flared connection 3/8""",Danfoss,41.2,"This Danfoss Eliminator DCL303 30 cu.inch hermetic filter drier with 3/8"" flare inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCL DCL303 filter drier flared connection 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/55/NW-693955_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,
58,P619328,"Henry Technologies 937306 schraeder+ ball valve 3/4""",Henry Technologies,37.27,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Henry Technologies 937306 schraeder+ ball valve 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,
59,P619296,"Henry Technologies 907204 ball valve 1/2""",Henry Technologies,23.14,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Henry Technologies 907204 ball valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,
60,P694037,Danfoss DCL DCL164S filter drier (164S),Danfoss,24.2,"This Danfoss Eliminator DCL164S 16 cu.inch hermetic filter drier with 1/2"" solder inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCL DCL164S filter drier (164S),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/37/NW-694037_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,,
61,P619327,"Henry Technologies 937205 schraeder+ ball valve 5/8""",Henry Technologies,25.47,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Henry Technologies 937205 schraeder+ ball valve 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,
62,P692439,Dena Service Driers 4014 drier with multistep connections 1IN,Dena,6.82,"A Dena 1"" drier made of copper with multistep connection.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Dena Service Driers 4014 drier with multistep connections 1IN,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/39/NW-692439_wm.jpg,3/8IN x 5/16IN x Capillary,Stepped,Service Driers,N,1IN,Soldering,CD.4014,Drier,N,With multistep connection,,,,,,,,,,,,
63,P619302,"Henry Technologies 901613-CE ball valve 1.5/8""",Henry Technologies,100.47,"Ball valves are used in a wide variety of air conditioning and refrigeration applications. They can be used for both liquid and gas applications. This type of valve is commonly used for isolating purposes. All valves are suitable for CO2, HCFC and HFC refrigerants along with their associated oils.","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Henry Technologies 901613-CE ball valve 1.5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/al/ve/Pic of Ball Valve_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Henry_64-66_Brochure.pdf,,,,,,,,,,,
64,P693969,"Danfoss DCL DCL033 filter drier flared connection 3/8""",Danfoss,13.3,"This Danfoss Eliminator DCL033 3 cu.inch hermetic filter drier with 3/8"" flare inlet and outlet is manufactured for use in applications needing a high moisture and acid absorption capacity. A solid core, composed of 80% molecular sieve and 20% activated alumina, is ideal for systems using HCFC and CFC refrigerants and mineral or alkyl benzene oils and type DCL driers are especially recommended for systems that operate at high condensing temperatures, requiring a higher drying capacity","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCL DCL033 filter drier flared connection 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/69/NW-693969_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_7_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCL_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DCL_Installation_Guide.pdf,,,,,,,
65,P675191,"Danfoss GBC10S solder ball valve 3/8""",Danfoss,25.83,"GBC ball valves are manually operated shut-off valves suitable for applications where bi-directional flow is a requirement; GBC valves are approved for applications in liquid, suction, and hot gas lines in refrigeration and air conditioning systems; GBC valves offer maximum tightness across the seat and seal, with minimum pressure drop; GBC valves give maximum flow in the fully open position;They are designed for operation within a broad temperature range and are approved for use with any fluorinated refrigerant;Standard GBC valves may be used in applications using high pressure refrigerants, including R410A, and GBC bi-directional ball valves can be delivered with or without external access port; For CO2 applications a dedicated range is available with a max;working pressure of 90 bar (1300 psig); GBC valves are equipped with a one-piece seal cap to prevent tampering;Complies with European Safety Directive EN 378 (Safety and environmental requirements).","Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss GBC10S solder ball valve 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/02/693802_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_1_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_Technical.pdf,,,,,,,,,,
66,P693735,Danfoss DCR-DA 48-DA burnout core with gasket,Danfoss,43.91,"A Danfoss 48 DA 48 cu.inch core with gasket for DCR filter driers. The Eliminator DCR filter drier with interchangeable solid core is suitable for use in liquid and suction lines in refrigeration, freezing and air conditioning systems using fluorinated refrigerants. Block holders can be used in compact units where limited space makes it difficult to insert cores into a DCR filter drier designed for three or four cores. DCR housings undergo phosphate pre-treatment and offer a corrosion-resistant powder-coated finish.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Refrigeration Parts and Accessories/Refrigeration Parts and Accessories.csv -> Danfoss DCR-DA 48-DA burnout core with gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/35/NW-693735_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/ls/Danfoss_Approvals.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Danfoss_DCR_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_Catalog.pdf,,,,,,,,,
