,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Range,Hazardous,Physical State / Form,Size,Supplier Product Code,Type,WEEE Compliant,Feature 1,Attachment 4,Pack Quantity,Feature 2,Feature 3,Weight,Handle Type,Material,Feature 4,Feature 5,Dimensions (L x W x D)
59,P581019,Laco Regular regular flux paste 125gm (40z) jar,Laco,4.98,"Offering superior detergent action to clean as it solders, this Laco regular flux paste has a pH value of 6.5 - 7 pH.",Trade Essentials/Soldering and Brazing Supplies/Soldering and Brazing Supplies.csv -> Laco Regular regular flux paste 125gm (40z) jar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/20/NW-581019_581020_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Laco_Flux_Paste_MSDS.pdf,,,,,,,,,,,,,,,,,,,,
60,P611069,Javac regulator oxygen 0-4bar Stainless Steel,Javac,74.87,"Made of quality solid-forged and chemically stabilised brass, this Javac single stage acetylene regulator incorporates a zinc die-cast bonnet protected by a double layer of powder coating for reliable corrosion resistance even in the most aggressive environments. An integrated pressure relief valve, located on the rear, provides additional safety, keeping end users from changing the factory setting while engraved identification allows for identification even if the label is removed. Other features include encapsulated control valves and a captive pressure adjusting screw.",Trade Essentials/Soldering and Brazing Supplies/Soldering and Brazing Supplies.csv -> Javac regulator oxygen 0-4bar Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/69/NW-611069_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Javac_Welding_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,
61,P671606,Johnson Matthey Easy flow Easy-flo™ Flux Powder flux powder pot 500g (500g),Johnson Matthey,23.89,"Popular with distributors and end users, EASY-FLO Easy flow flux powder is a general purpose white-silver brazing flux powder suitable for use on common engineering metals including copper, copper alloys (brass, bronze, nickel silver, copper nickel), nickel alloys, steel, stainless steel and tungsten carbide. Flux powder has a varying working range, activity and overheat resistance and can be supplied according to Rolls-Royce MSRR 9500 specification.",Trade Essentials/Soldering and Brazing Supplies/Soldering and Brazing Supplies.csv -> Johnson Matthey Easy flow Easy-flo™ Flux Powder flux powder pot 500g (500g),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/06/NW-671606_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/EASY_FLO_Easy_Flow_Powder_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Johnson_Matthey_MJ_AlloysFluxes_Brcr.pdf,,,,,,,,,,,,,,,,,,,
62,PT86474,Virax power flame professional hand torch,Virax,48.54,A Rothenberger Virax power flame torch.,Trade Essentials/Soldering and Brazing Supplies/Soldering and Brazing Supplies.csv -> Virax power flame professional hand torch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/74/NW-T86474_wm.jpg,,,,,N,,,35772R,Torch,N,1 year warranty,,,,,,,,,,
63,P611080,Javac lightewight nozzle (No.7),Javac,7.62,This Javac lightweight size 7 swaged nozzle is made of copper.,Trade Essentials/Soldering and Brazing Supplies/Soldering and Brazing Supplies.csv -> Javac lightewight nozzle (No.7),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/82/NW-611080_611082_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Javac_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,
64,PN04733,"Monument Omat omat soldering mat 10""",Monument,20.82,"This patented Monument Omat 250mm cut-out soldering mat is designed for use when for soldering 15 - 22mm copper pipes. Providing a secure fit via its unique shape and overlap, the mat reduces the risk of fire and, unlike conventional soldering mats, the Omat wraps around a pipe for complete protection during soldering.","Trade Essentials/Soldering and Brazing Supplies/Soldering and Brazing Supplies.csv -> Monument Omat omat soldering mat 10""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/33/NW-N04733_wm.jpg,,,,Omat,N,,,MON2361,Soldering Mat,N,Reduces risk of fire,,,Tight and secure fit,Offers complete protection,0.12527,,,Woven glass fabric,,250 (L) x 250 mm (W)
65,P628808,A-Gas Steel Acetylene Cylinder 10ltr,A Gas,111.38,"This A-Gas 5L steel acetylene cylinder, for use with oxygen, is ideal for brazing copper pipes together in refrigeration and air conditioning systems and brazing together different metals such as steel and copper.",Trade Essentials/Soldering and Brazing Supplies/Soldering and Brazing Supplies.csv -> A-Gas Steel Acetylene Cylinder 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/08/NW-628807_628808_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_Acetylene_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Acetylene_H&S.pdf,,,,,,,,,,,,,,,,,,,
66,P611066,Javac Edge light weight welding set toolbox,Javac,498.89,This useful Javac Edge oxy-acetylene brazing and welding tool kit is fully compatible with Braze-A-Gas.,Trade Essentials/Soldering and Brazing Supplies/Soldering and Brazing Supplies.csv -> Javac Edge light weight welding set toolbox,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/66/NW-611066_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Javac_Welding_Data_Sheet_2014.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,
67,P613187,Javac Maxy flame kit jav-1264,Javac,488.69,"Lighter than your standard oxy acetylene kit, the Maxy JAV-1264 Flame Kit includes an extended 5M hose set. The adaptable trolley is built to support a mid-size nitrogen bottle.",Trade Essentials/Soldering and Brazing Supplies/Soldering and Brazing Supplies.csv -> Javac Maxy flame kit jav-1264,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/87/NW-613187_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/04/21/Javac_Product_Guide_B5_UK_0421.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/613187_Technical.pdf,,,,,,,,,,,,,,,,,,,
68,PT85006,Murex E6013 welding rods 3.2mm,Murex,52.75,"Made of mild steel, this Murex 3.2 x 350mm general purpose welding rod makes welding in all positions, including vertical down, simple.",Trade Essentials/Soldering and Brazing Supplies/Soldering and Brazing Supplies.csv -> Murex E6013 welding rods 3.2mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/06/NW-T85005_T85006_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/T85005_06_Murex_Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,
69,P671628,Johnson Matthey Silverflo 38 Silver-flo™38 FCR flux coated rod 500mm (25),Johnson Matthey,196.36,"Johnson Matthey SILVER-FLO 38 metal filler joins common engineering metals such as copper, copper alloys (brass, bronze, nickel silver, aluminium bronze, copper nickel), nickel alloys, steel, stainless steel and tungsten carbide. With similar properties to SILVER-FLO 40 and a medium brazing temperature, melting range, flow characteristics and silver content, SILVER-FLO 38 is preferred in different global regions where it is also used in general purpose and HVAC&R.",Trade Essentials/Soldering and Brazing Supplies/Soldering and Brazing Supplies.csv -> Johnson Matthey Silverflo 38 Silver-flo™38 FCR flux coated rod 500mm (25),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/28/NW-671628_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Johnson_Matthey_SILVER_FLO_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Johnson_Matthey_SILVER_FLO_MJ_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Johnson_Matthey_MJ_AlloysFluxes_Brcr.pdf,,,,,,,,,,,,,,,,,,
70,PT85005,Murex E6013 welding rods 2.5mm,Murex,48.66,"Made of mild steel, this Murex 2.5 x 350mm general purpose welding rod makes welding in all positions, including vertical down, simple.",Trade Essentials/Soldering and Brazing Supplies/Soldering and Brazing Supplies.csv -> Murex E6013 welding rods 2.5mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/06/NW-T85005_T85006_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/T85005_06_Murex_Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,
71,P624596,VBC Group Meta-Braze 281 brazing rods 1.5 x 500mm (Pack of 50),VBC Group,59.9,"Supplied in a pack of 50, these VBC Group Meta-Braze 281 5% silver-copper-phos 1.5 x 500mm brazing rods combine good ductility and flow, making them ideal for refrigerated pipework applications, especially in supermarkets and for HVACR OEM jobs, including the brazing of heat exchanger and air-conditioning parts. Meeting ISO 17672 Ag281/CuP104, these rods can also be used for brazing K65 copper tube in carbon dioxide refrigerated systems.",Trade Essentials/Soldering and Brazing Supplies/Soldering and Brazing Supplies.csv -> VBC Group Meta-Braze 281 brazing rods 1.5 x 500mm (Pack of 50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/96/624596_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/VBC_Group_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,
