,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Diameter,Range,Thickness,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Size,Pipe Size,Attachment 4,Attachment 5,Attachment 6,Feature 13,Length (M),Material Type,Pack Quantity,Weight,Connection Size,Connection Type,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Standards,Application,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11
320,P597044,"Flamco RKW supaplate 1.1/2"" White",Flamco,1.63,"Providing a neat finish to any installation this Flamco RKW 48.8mm white pipe escutcheon plate conceals messy pipe holes in walls, floors or ceilings.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Flamco RKW supaplate 1.1/2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/45/NW-597043_597045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Flamco_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,P189205,Isover Glass Foiled insulation 1.2mtr x 15mm x 20mm,Isover,17.78,"CLIMPIPE Sections can be considered for the thermal and acoustic insulation of pipework. Robust and lightweight, they feature pre-formed ‘snap on’ sections with a reinforced self-adhesive overlap to help ensure a strong vapour barrier. Manufactured in 1.2m lengths, they offer the opportunity for fewer joints than traditional 1m products, helping to reduce thermal bridging.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Isover Glass Foiled insulation 1.2mtr x 15mm x 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/05/189205_wm.jpg,,,,Natural,,Glass Foiled,20 mm,,N,Glass Mineral Wool,03P015020,Pipe Insulation,N,"Quick, easy installation reduces costs and time on site",Tape requirement reduced,Glass mineral wool,CE marked to EN 14303,,,,,,,,,,15 mm,,,,,1/2,,,,,,,,,,,,,,,,,,
322,P621348,Armaflex Evo technical insulation 3-1/8in OD x 1/2in WT - 2mtr,Armaflex,13.49,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Evo technical insulation 3-1/8in OD x 1/2in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,80mm,Evo,80mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU13080000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,
323,P621357,Armaflex Evo technical insulation 2-1/8in OD x 3/4in WT - 2mtr,Armaflex,13.44,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Evo technical insulation 2-1/8in OD x 3/4in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,54 mm,Evo,54mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU19054000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT82103,Jubilee Original zinc plated mild steel hose clip 13-20mm,Jubilee,0.8,"Made of zinc-protected mild steel, this Jubilee Original range clip offers a clamping size of 13 - 20mm and is suitable for joining hose in a wide range of applications, from automotive industry and the automotive aftermarket to the agricultural sector, including irrigation and farm machinery, from pneumatic and hydraulic use in the industrial sector through to hardware, DIY and construction.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Jubilee Original zinc plated mild steel hose clip 13-20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/05/NW-T82102_T82105_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Lit-Jubilee-Original-Range_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PM92033,M Greenaway And Son short spring channel nut (m8),M Greenaway And Son,2.45,"Made of mild steel, this M Greenaway And Son SZ0860 M8 x 35mm short spring channel nut is pre-drilled with fixing holes allowing for the use of bolts and threaded rod.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> M Greenaway And Son short spring channel nut (m8)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/33/NW-M92033_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_SSChannelNut_M8_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PW54048,Alutec Flushfit 102mm pipe clip,Alutec,10.1,"Maintenance-free, the Marley Alutec Flushfit 102mm pipe clip in black is manufactured in highly robust marine-grade aluminium. This corrosion-resistant rainwater fitting is designed to help reduce the need for replacement and repair for a longer lifetime of use.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Alutec Flushfit 102mm pipe clip",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/48/W54048_wm.jpg,,,,Black,102mm,,,50 years functional life expectancy and 25 years for paint finish,N,Aluminium,XRE480,,N,Aluminium construction,Black finish,2x screw connection,Corrosion resistant,Functional life expectancy of 50 years or more,,,,,,,,,,,,,,,,,0.1Kg,102mm,2-screw,Rainwater Fitting,N/A,Corrosion Resistant,N/A,n/a,Yes,Drainage design standard BS EN 12056-3:2000,Rainwater,,,,,
327,P621391,Armaflex Evo AC coil 7/8OD X 3/8WT (09022) 30M,Armaflex,42.36,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo "" OD x 7/8"" WT pipe insulation is designed with a unique microcell structure for easy installation with no need for an additional vapour barrier. Supplied in a 15M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Evo AC coil 7/8OD X 3/8WT (09022) 30M",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/99/621374_621399_wm.jpg,,,,Black,22 mm,Evo,22mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09022299,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,Self-seal tube format speeds up installation,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,,,,,,5 year warranty,,,,,,,,,,,,,,,,,,,
328,P637128,Lawton Tube MUN cast hospital bracket 22mm Brass,Lawton Tube,6.74,"Made of brass, this Lawton Tube MUN 22mm hospital bracket is a seamless, one piece fitting, making it strong and easy to work with. This fitting is compatible with the entire Lawton copper plumbing and heating range.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Lawton Tube MUN cast hospital bracket 22mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/28/NW-637127_637128_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,P695429,Pump House 7 insulation wall clamp 3/4 inner diameter 3/4,Pump House,9.43,"The Pump House Klo-Shure 7 insulation coupling in 3/4"" x 3/4"" is a one-piece tubular sleeve with an internal configuration designed to support, secure and seal tubular insulation while supporting and levelling copper tubing in strut-mounted suspension devices and drop hangers. With Klo-Shure there's no need to double-wrap, glue and tape insulation and insulating copper tubing for refrigerant lines is faster. A patented clamp allows sections of closed-cell insulation to be secured at fixing points.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Pump House 7 insulation wall clamp 3/4 inner diameter 3/4",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/NW-695426_695434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Klo-Shure_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Klo-Shure_Line_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Klo-Shure_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
330,P621331,Armaflex Evo technical insulation 3/4in OD x 3/8in WT - 2mtr,Armaflex,2.59,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Evo technical insulation 3/4in OD x 3/8in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,20 mm,Evo,20 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09020000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,
331,P637088,Lawton Tube MUN single munsen ring M10 35mm Chrome with Galvanised Finish,Lawton Tube,6.59,"Made of copper with a chrome finish, this Lawton Tube MUN 35mm munsen ring is designed for use as a tube support on ceilings and walls. Copper is a cost effective solution for a wide range of pipework applications.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Lawton Tube MUN single munsen ring M10 35mm Chrome with Galvanised Finish",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/90/NW-637085_637090_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PM12082,S/STEEL 316 UNLIND CLIP 75-80MM (2-1/2IN),DST Group,10.74,"Manufactured in mild steel with a DZR finish, this DST Group Surefix 2 1/2"" lined clip can be used to securely fix copper, plastic and stainless steel pipes and tubes.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> S/STEEL 316 UNLIND CLIP 75-80MM (2-1/2IN)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/85/NW-M12073_M12085_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/DST_Pipe_Support_Sept_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/DST_Product_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,P187300,Rockwool rock foiled insulation 1mtr x 48mm x 25mm,Rockwool,102.61,"Supplied in 1M lengths, this Rockwool Rock 48 x 25mm rock mineral wool foiled insulation makes installation of reliable frost protection, condensation and acoustic control simple. Pre-slit, these sections are designed with a layer of factory-applied foil facing and a self-adhesive lap. This allows each section to be snapped onto pipework before the tape is used for quick, easy sealing of the joint. Suitable for use on heating, ventilation and air conditioning pipework in temperatures of 0C to 250C, Rock insulation minimises heat loss and helps to conserve energy.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Rockwool rock foiled insulation 1mtr x 48mm x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/07/187287_187307_wm.jpg,,,,Natural,,,2.5 mm,,N,Rock Mineral Wool,LAGR048025,Pipe Insulation,N,Glass mineral wool construction,Natural colour,"Fast, simple installation saves on-site time",Quick snap-on sections,Self-adhesive overlap reduces need for tape,CE marked to EN14303,,,,,,,,48 mm,,,,,,,,,,,,,,,,,,,,,,,
334,P637081,Lawton Tube MUN single cast munsen ring M10 76mm Brass,Lawton Tube,16.83,"Made of copper with a brass finish, this Lawton Tube MUN 76mm munsen ring is designed for use as a tube support on ceilings and walls. Copper is a cost effective solution for a wide range of pipework applications.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Lawton Tube MUN single cast munsen ring M10 76mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/82/NW-637074_637082_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,P597053,Flamco RVC supaplate 18mm Chrome Plated,Flamco,1.6,"Providing a neat finish to any installation this Flamco RVC 18mm chrome pipe escutcheon plate conceals messy pipe holes in walls, floors or ceilings.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Flamco RVC supaplate 18mm Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/55/NW-597050_597055_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Flamco_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,P597045,"Flamco RKW supaplate 2"" White",Flamco,1.84,"Providing a neat finish to any installation this Flamco RKW 60.8mm white pipe escutcheon plate conceals messy pipe holes in walls, floors or ceilings.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Flamco RKW supaplate 2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/45/NW-597043_597045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Flamco_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,P621359,Armaflex Evo technical insulation 3-1/8in OD x 3/4in WT - 2mtr,Armaflex,20.33,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Evo technical insulation 3-1/8in OD x 3/4in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,80mm,Evo,80mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU19080000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,
338,P129882,AF EVO SELF SEAL 25MM THK 35MM OD 2M,Armaflex,29.46,"Helping to improve fire-retardancy, the low smoke generating Armaflex Evo 35mm diameter self-seal pipe insulation, supplied in a 2M length, is manufactured in a flexible elastomeric foam and offers suitability for HVAC, refrigeration and process equipment applications. Improving efficiency without risking corrosion, this 25mm thick pipe jacket has a closed-cell structure for excellent insulating properties and is Microban-treated for antimicrobial protection.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> AF EVO SELF SEAL 25MM THK 35MM OD 2M",,12 x 2m length,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/82/129882_wm.jpg,,,,Black,,,2.5 mm,,N,Flexible elastomeric foam,IAFEU25035600,Pipe Insulation,N,"Fire safety BL-s2,d0",Flexible elastomeric foam contruction,Black colour,With Microban antimicrobial protection,Closed cell structure for reduced risk of under-insulation corrosion,Aids system reliability,Low thermal conductivity for energy saving on pipework,Self-seal for fast installation,,,,,,35 mm,,,,,,,,,,,,,,,,,,,,,,,
339,P621362,Armaflex Evo technical insulation 3/4in OD x 1in WT - 2mtr,Armaflex,9.86,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> Armaflex Evo technical insulation 3/4in OD x 1in WT - 2mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,Black,20 mm,Evo,20 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU25020000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,
340,PM70331,JET Range PFST phenolic block 15NB/22CU x 30 x 100mm,JET Range,8.51,This 30mm Jet phenolic block insulation for 15NB/22CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> JET Range PFST phenolic block 15NB/22CU x 30 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/31/NW-M70328_M70331_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PM97921,JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 135-148mm,JET Range,9.3,"Offering excellent versatility, this JET Range twin screw rubber-lined pipe clip for 135 - 148mm pipes incorporates a phthalate-free EPDM rubber strip, allowing grip range to be extended while offering acoustic suppression, reducing noise transference through pipework. Compatible with plastic, copper and stainless steel pipes, the EPDM rubber has a rounded leading edge for easier pipework installation without the issue of the rubber being pulled out of the clip. Thanks to its BZP steel construction and strengthening ribs, the clip is able to handle high load weights with no deforming while an extended dual M8/M10 threaded boss provides wide ranging system compatibility.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> JET Range Rubber Lined pipe clip twin screw M8/M10 dual boss 135-148mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/23/NW-M97904_M97923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ee/ts/M97904 - M97923_RL Clips Spec Sheets.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PM92123,M Greenaway And Son GB galvanised 90deg angled - 3 hole bracket 55 x 90mm,M Greenaway And Son,10.57,"Made of 6mm thick mild steel, this M Greenaway And Son 2 x 1 hole 90° bracket with galvanised finish has been designed to support and fix together Channel (strut) lengths in metal framework. The majority of Channel accessories and bracketry are pre-drilled with 14mm fixing holes, allowing the use of bolts and threaded rod for fixings.","Pipe, Valves and Fittings/Pipe Support Systems/Pipe Support Systems.csv -> M Greenaway And Son GB galvanised 90deg angled - 3 hole bracket 55 x 90mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/23/NW-M92122_M92123_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_GB09B_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_ChannelAccssrs_Size.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
