,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Attachment 2,Attachment 3,Range,Boiler Section,Boiler Range,Feature 4,Feature 5,Feature 6,Feature 7,Connection,Thread Standard,Max Set Pressure,Connection Gender,Material,Thread Size,Maximum Operating Temperature,Connection Size,Application,Attachment 4,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 5,Attachment 6,Attachment 7,Pack Quantity
52,P891135,"Flamco Prescor female iron safety valve 1/2""",Flamco,12.48,"This Flamco Prescor safety valve protects potable water systems from excess pressure, reducing the risk of damage. When the set pressure is reached the safety valve opens to prevent a further rise.","Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Flamco Prescor female iron safety valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/36/NW-891135_891136_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flamco_Man_Prescor_Installation.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flamco_EU_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Flamco_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P537707,"Altecnic 311 Series 311560 safety relief valve 3/4 x 3/4"" 6bar",Altecnic,27.12,"Suitable for domestic hot water and heating systems, the Altecnic 311 safety relief valve is used to protect a hot water cylinder or boiler and other components from the damage that can result from over-pressure. Fitted with 3/4"" BSP female connections and with a maximum set pressure of 6 bar, this valve opens upon reaching discharge pressure, discharging to the atmosphere in order to maintain a safe internal pressure level.","Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Altecnic 311 Series 311560 safety relief valve 3/4 x 3/4"" 6bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/07/NW-537707_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Domestic_Brochure.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_311_312_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,P340092,Center CB 3 port valve pack 22mm,Center CB,70.0,"A complete solution in a single box, this Center CB three port valve pack includes a 22mm three port motorised valve, room thermostat, cylinder thermostat, two channel programmers and a junction box.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Center CB 3 port valve pack 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/92/NW-340092_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Center_CB_EHE0200159_Installation.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Center_CB_EHE0200155_Roomstat_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Center_EHE0200160_Program_Install.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Center_EHE0200363_Program_User_Guide.pdf,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Center_3Port_Motorised_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Center_EHE0200160_Program_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Center_CB_EHE0200363_Program_Install.pdf,
55,P418425,Danfoss IHPT IHPT valve 90,Danfoss,487.54,A Danfoss IHPT 90 valve.,Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Danfoss IHPT IHPT valve 90,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/25/418425_wm.jpg,,N,DGT99008002,Control Valve,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P870570,"Reliance Valves Anti-Legionella ANTI100005 anti legionella valve FBSP 1.1/4""",Reliance Valves,141.36,"Converting a standard connection expansion vessel to a flow-through type, the Reliance Anti-Legionella valve diverts a specific amount of flow into the vessel for continual renewal, preventing the water stagnation that often leads to dangerous Legionella growth. Fitted with a ball valve for ease of installation, the Anti-Legionella valve is suitable for use on any standard vessel with connections of between 3/4"" and 1 1/4"".","Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Reliance Valves Anti-Legionella ANTI100005 anti legionella valve FBSP 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/70/NW-870570_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/RWC_Anti-Legionella-Val_Install.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_ANTI100001-05_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,P893975,Altecnic 533H 533641H high temperature pressure reducing valve 15mm,Altecnic,78.16,"With a specially-shaped diaphragm for accurate pressure regulation and an effective response to changes in downstream pressure, the high performance Altecnic 533H pressure reducing valve is designed for higher flow rates and a low noise level. With a plastic cartridge control stem housing offering a low coefficient of adhesion, this PRV reduces the risk of damage and malfunction that can be caused by the build-up of scale.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Altecnic 533H 533641H high temperature pressure reducing valve 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/75/NW-893975_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_533H_Technical.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Multi_Occupancy_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,P468864,Advanced Water 102 Series PREL102009 pressure relief valve,Advanced Water,46.58,"Made of hot pressed brass, the RWC 102 series pressure relief valve helps to maintain safe pressure levels in closed circuit water heating systems. This valve has a set pressure relief range of 3.5 to 8 bar, 1/2"" MBSP connections and a high grade fibreglass reinforced plastic cap with response pressure indicator.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water 102 Series PREL102009 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/64/468864_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_102_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PA30695,Center CB 2 tap hole bath pack White,Center CB,331.8,"This simple, practical Center CB bathroom pack includes a two tap hole bath, pedestal basin and toilet with close coupled cistern and dual flush.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Center CB 2 tap hole bath pack White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/95/NW-A30694_A30695_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Wolseley_Care_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P310992,"Honeywell Home DU146-3/4E hw home du146 3/4""e diff by-pass valve",Honeywell Home,80.64,"Helping a property to meet Building Regs, this DU146 automatic bypass valve controls the flow of water through a bypass circuit installed between flow and return pipework on a large system or branch of a district heating system. Allowing flow through the bypass only as needed, when flow through the system is reduced and when zone valves or radiator thermostats are closing, this valve minimises energy use.","Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Honeywell Home DU146-3/4E hw home du146 3/4""e diff by-pass valve",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/92/NW-310992_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P422145,Altecnic Eres ER-PRV1522 pressure reducing valve with gauge 15 x 22mm,Altecnic,36.71,"With a specially shaped diaphragm, the Altecnic Eres pressure reducing valve supplies accurate pressure regulation when downstream pressure changes. Minimising water noise thanks to an outlet chamber that creates low exit velocity, this PRV also reduces scale through use of a plastic control stem cartridge housing. The Eres PRV provides easy maintenance via a cartridge and strainer screen that can be removed for effortless cleaning.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Altecnic Eres ER-PRV1522 pressure reducing valve with gauge 15 x 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/45/NW-422145_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_ERPRV1522_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P468874,Advanced Water 102 Series PREL102031 pressure relief valve,Advanced Water,60.42,"Made of hot pressed brass, the RWC 102 Series 6 bar potable water pressure relief expansion valve helps to maintain safe pressure levels in a closed circuit water heating system. This valve is supplied with 3/4"" FBSP x 3/4"" MBSP connections and a high-grade fibreglass reinforced plastic cap.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water 102 Series PREL102031 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/74/468874_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_102_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P468884,Advanced Water TPR22 PTEM575205 pressure temperature relief valve 7bar,Advanced Water,136.07,"Designed with a reliable cartridge construction, the RWC 7 bar TPR22 pressure and temperature relief valve helps to maintain safe pressure and temperature levels in an unvented hot water system. This valve is supplied with 3/4"" MBSP threaded inlet x 22mm compression outlet connections.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water TPR22 PTEM575205 pressure temperature relief valve 7bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/84/468884_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_TPR15_TPR22_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P310260,Honeywell Home Smartfit hw home smartfit 22mm 3 way valve body,Honeywell Home,40.81,This three way valve body with 22mm compression connection is compatible with Smartfit systems.,Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Honeywell Home Smartfit hw home smartfit 22mm 3 way valve body,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/60/NW-310260_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P468859,Advanced Water 312007 CST push fit pressure relief valve,Advanced Water,67.58,"Used to maintain a safe pressure level in the MK1 Caleffi multibloc, this Altecnic CST 6 bar pressure relief valve has 1/2"" threaded x 15mm push-fit connections.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water 312007 CST push fit pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/59/468859_wm.jpg,,N,014-468-0006,Pressure Relief Valve,N,Pressure relief valve for MK1 Caleffi Multibloc,Pressure rating: 6.0 Bar,15mm outlet connection,,,,Gas Assembly,,Push-Fit Inlet Connection,Connection: 15mm Outlet Connection x Push Fit Inlet Connection,,,1/2 inch Threaded x 15 mm Push Fit,,6 bar,Female,,1/2 inch,,,,,,,,,,,,,
66,P493362,Advanced Water TPR22 PTEM575210 thermostastic pressure relief valve 3/4'' x 22mm 10bar,Advanced Water,189.68,"Designed with a reliable cartridge construction, the RWC 10 bar TPR22 pressure and temperature relief valve helps to maintain safe pressure and temperature levels in an unvented hot water system. This valve is supplied with 3/4"" MBSP threaded inlet x 22mm compression outlet connections.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water TPR22 PTEM575210 thermostastic pressure relief valve 3/4'' x 22mm 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/62/493362_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_TPR15_TPR22_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P247063,Danfoss ARV ARV22 auto bypass valve 22mm,Danfoss,69.58,"Well-engineered, this Danfoss ARV automatic bypass control valve is a compact angled pattern design with 22mm connections. ARV22 offers sufficient bypass for most small-to-medium sized domestic heating systems.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Danfoss ARV ARV22 auto bypass valve 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/63/NW-247063_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DomesticProdSelection_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P339382,Danfoss H Series HP28 2-port valve 28mm,Danfoss,87.39,"Offering versions for copper and iron pipework, Danfoss H three port shoe motorised zone valves are designed to work with an actuator, with assembly of the actuator to the valve body made on-site. These high capacity bodies incorporate two self-cleaning positive shut-off shoes and flow through the port valves can be in either direction.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Danfoss H Series HP28 2-port valve 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/82/NW-339381_339382_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DomesticProdSelection_Guide.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_H-Series_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_H-Series_Valves_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P353114,Eph Controls GW03 gateway for thermostat TS systems (20),Eph Controls,76.78,"Suitable for use with the EMBER app, this EPH Controls Wi-Fi gateway communicates with RF control components as well as the EMBER cloud server, helping you to control your thermostat wirelessly for easier and more efficient control over a 30M range.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Eph Controls GW03 gateway for thermostat TS systems (20),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/14/353114_wm.jpg,,N,GW03,WiFi Gateway,N,RF/WiFi interface,30m range,230VAC power supply,,,,,,2.4GHz wire connection,Wall or free standing,"Meets CE, UKCA standards",Wall or free standing mount,,,,,,,,,,,5 year warranty,,,,,,,,20
70,P247057,Danfoss AVDO AVDO25 auto bypass valve 28mm,Danfoss,208.75,"Designed for use in domestic central heating systems, this Danfoss AVDO automatic bypass control valve with 28mm connections allows minimum flow to be maintained through a boiler as water flow through the pump is reduced by radiator thermostats or similar controls.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Danfoss AVDO AVDO25 auto bypass valve 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/57/NW-247055_247057_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DomesticProdSelection_Guide.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_AVDO_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_AVDO_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P247056,Danfoss AVDO AVDO20 auto bypass valve 22mm,Danfoss,144.17,"Designed for use in domestic central heating systems, this Danfoss AVDO automatic bypass control valve with 22mm connections allows minimum flow to be maintained through a boiler as water flow through the pump is reduced by radiator thermostats or similar controls.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Danfoss AVDO AVDO20 auto bypass valve 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/57/NW-247055_247057_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_DomesticProdSelection_Guide.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_AVDO_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_AVDO_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P468717,Advanced Water ZRC214009 expansion relief cartridge,Advanced Water,32.4,This RWC 8 bar pressure relief expansion cartridge has a blue plastic twist cap and rubber seat.,Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water ZRC214009 expansion relief cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/17/468717_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_102_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P538060,Altecnic Intaball AI-373115 T-handle ball valve 15mm Blue,Altecnic,13.04,"Suitable for copper or steel pipe systems, the Altecnic Intaball ball valve with blue handle incorporates 15mm compression ends and threaded adapters for compatibility with alternative pipe materials. Able to isolate individual outlets or provide isolation for Y strainers or control valves during maintenance, this valve can also be employed in larger systems for isolation in heating, on the primary side of HWS and cold water services. Offering bi-directional flow and reliable resistance to wear, the Intaball valve is also suitable for industrial air and non-corrosive liquid applications.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Altecnic Intaball AI-373115 T-handle ball valve 15mm Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/60/NW-538038_538060_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Domestic_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P468867,Advanced Water 2117 Series PREL510505 pressure relief valve,Advanced Water,68.99,"Made of hot pressed brass, the RWC 2117 series pressure relief valve has a set pressure relief range of between 3 and 8 bar with the response pressure helpfully indicated on the cover of the included high grade fibreglass reinforced plastic cap. Designed to ensure safe pressure levels in closed circuit water heating systems, this valve is fitted with 3/4"" plain shank x 15mm compression connections.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water 2117 Series PREL510505 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/67/468867_wm.jpg,,N,520-468-0757,Pressure Relief Valve,N,,,,,,2117 Series,Gas Assembly,,,,,,3/4 inch Plain Shank x 15 mm Compression,,8 bar,,,,,,,,,,,,,,,,
75,P488907,Advanced Water TPR28 PTEM100050 pressure temperature relief valve,Advanced Water,564.64,"This RWC 7 bar pressure and 90 - 95°C temperature relief valve is supplied with 1"" MBSP x 28mm connections and a 200mm probe. A compact, cartridge-type valve, this part is for use in unvented hot water systems. The relief valve is designed to safely relieve over pressure.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water TPR28 PTEM100050 pressure temperature relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/07/488907_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_TPR28_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P893978,Altecnic 533H 533751H high temperature pressure reducing valve port only 22m,Altecnic,63.27,"With a specially-shaped diaphragm for accurate pressure regulation for an effective response to changes in downstream pressure, the high performance Altecnic 533H pressure reducing valve with 22mm connections is designed for higher flow rates and a low noise level, providing a maximum set pressure of 5.5 bar. With a plastic cartridge control stem housing offering a low coefficient of adhesion, this PRV reduces the risk of damage and malfunction that can be caused by the build-up of scale.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Altecnic 533H 533751H high temperature pressure reducing valve port only 22m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/79/NW-893977_893979_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_533H_Technical.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Multi_Occupancy_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,P314029,Pegler Yorkshire USV22 differential pressure valve 22mm,Pegler,50.84,"A self-contained product, this Pegler Yorkshire USV22 differential pressure valve with 22mm compression connections is designed for installation in each system containing a small or medium power boiler running thermostatic or manual valves. Creating a bypass between incoming and outgoing flow, this valve ensures the differential pressure in the system will not increase.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Pegler Yorkshire USV22 differential pressure valve 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/29/NW-314029_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pegler_Yorkshire_USV22_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,P468858,Advanced Water Multibloc PREL355009 pressure relief valve,Advanced Water,79.84,"Fitted with 3/4"" captive nut x 15mm compression connections, this RWC 6 bar pressure relief valve is a replacement for the 22mm MK2 multibloc inlet control valve, since superseded. The PRV safely controls pressure in a closed system, opening proportionally to relieve excess pressure.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water Multibloc PREL355009 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/58/468858_wm.jpg,,N,520-468-0007,Pressure Relief Valve,N,6 bar Reliance Pressure Relief Valve for 1 Piece MK2 22mm Multibloc,Pressure relief valve for use with 1 Piece MK2 22mm Multibloc,Pressure rating: 6 bar,,,Multibloc,Gas Assembly,,"Connection Size: 15mm x 3/4"" Captive Nut",,,,3/4 inch Captive Nut x 15 mm Compression,,6 bar,,,3/4 inch,,,,,,,,,,,,,
79,P468872,Advanced Water 102 Series PREL102020 pressure relief valve,Advanced Water,62.02,"Made of hot pressed brass, the RWC 102 series 3.5 bar pressure relief valve has the response pressure helpfully indicated on the cover of the included high grade fibreglass reinforced plastic cap. Designed to ensure safe pressure levels in closed circuit water heating systems, this valve is fitted with 3/4"" MBSP x 22mm compression connections.",Heating/Central Heating Controls/Central Heating Valves/Central Heating Valves.csv -> Advanced Water 102 Series PREL102020 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/72/468872_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/RWC_102_Series_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
