,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Colour,Diameter,Material Type,Range,Warranty,Hazardous,Supplier Product Code,Type,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Weight,Attachment 3,Attachment 4,Attachment 5,Connection Type
51,P193393,Kingspan Fortic E7 indirect copper cylinder combi 1400 x 450mm,Kingspan,696.85,"Bringing together a cold water cistern (40L) and a hot water tank (144L), the Kingspan Fortic E7 1400 x 450mm indirect combi cylinder provides a space-saving alternative to the classic cold water tank, removing the necessity for cold water pipe runs at the same time. Supplied with two immersion heater bosses, this smart cylinder is lagged in thick environmentally-friendly insulation to reduce heat loss and ensure high levels of efficiency and economy.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Fortic E7 indirect copper cylinder combi 1400 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/e7/KAHWSTE7_wm.jpg,,,Blue,450mm excl. insulation (add approx. 100mm for the lagging),copper,Fortic,2 years against manufacturing defects,N,KN1400450G3C7,,N,144 l,Removes need for a cold water storage tank in the loft,Copper construction,Double thickness of environmentally friendly CFC-urethane foam lagging,With 2x side entry immersion heater bosses,Manufactured to BS 3198,2 year warranty against manufacturing defects,,,,,,,,,,
52,P193222,Kingspan Albion E7 twin immersion boss cylinder grade 3 1200 x 450mm,Kingspan,479.95,"The 162L capacity Kingspan Albion E7 hot water cylinder is built for reliability and minimal heat loss, boasting a thick layer of efficient CFC-free, eco-friendly lagging. An ideal replacement for old Economy 7 units, this cylinder includes twin connections for easy connection to back-up immersion heaters.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion E7 twin immersion boss cylinder grade 3 1200 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/22/193216_193222_wm.jpg,,,Blue,450mm,copper,Albion,2 Year,N,KD1200450G37,Vented Cylinder,N,162 l,Double thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Connections suitable for use with back boiler,"2x 2 1/4"" side bosses allow for fitting of back-up immersion heaters",Cylinders available with or without coils,Available in Grade 3 to suit 10M working head,Copper construction,Blue finish,Manufactured to British Standard 1566,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,
53,P193380,Kingspan Albion E7 indirect copper cylinder grade 3 1500 x 450mm,Kingspan,696.85,"Incorporating a cold water cistern and hot water storage tank, the 175L Kingspan Albion Economy 7 indirect vented cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation and maintenance costs. Lagged with CFC-free urethane foam insulation, this hardwearing copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion E7 indirect copper cylinder grade 3 1500 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/80/NW-193380_wm.jpg,,,Blue,450mm,copper,Albion,2 Year,N,KN1500450G37,Vented Cylinder,N,175 l,Single thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty,,,,,,,,,
54,P193217,Kingspan Albion E7 twin immersion boss cylinder grade 3 1200 x 400mm,Kingspan,461.04,"The 133L capacity Kingspan Albion E7 hot water cylinder is built for reliability and minimal heat loss, boasting a thick layer of efficient CFC-free, eco-friendly lagging. An ideal replacement for old Economy 7 units, this cylinder includes twin connections for easy connection to back-up immersion heaters.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion E7 twin immersion boss cylinder grade 3 1200 x 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/22/193216_193222_wm.jpg,,,Blue,400 mm,copper,Albion,2 Year,N,KD1200400G37,Vented Cylinder,N,133 l,Double thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Connections suitable for use with back boiler,"2x 2 1/4"" side bosses allow for fitting of back-up immersion heaters",Cylinders available with or without coils,Available in Grade 3 to suit 10M working head,Copper construction,Blue finish,Manufactured to British Standard 1566,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,
55,P193203,Kingspan Albion Fortic F1 direct copper cylinder combi 1200 x 450mm,Kingspan,456.31,"Incorporating a cold water cistern and hot water storage tank, the compact 115L Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation and maintenance costs, making it ideal for flats, bungalows, bedsits or homes with converted lofts. Lagged with CFC-free urethane foam insulation, this hardwearing copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic F1 direct copper cylinder combi 1200 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/03/193201_193203_wm.jpg,,,Blue,450mm,copper,Albion Fortic,2 Year,N,KD1200450G3C,Vented Cylinder,N,115 l,Single thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
56,P177580,Heatrae Sadia Coral Aquanox AF120TD direct auto fill cylinder,Heatrae Sadia,1442.25,"Built to incorporate the most advanced technology available, the 120L Heatrae Sadia Coral Aquanox unvented cylinder brings together reliable hot water comfort, fast, mains pressure delivery and impressive levels of efficiency in one floor standing unit. With a thermal store incorporating an indirect heating coil for use with gas, oil or a heat only boiler system, plus a robust stainless steel cylinder lagged with heat loss-reducing foam insulation, the Coral Aquanox delivers excellent flow rate performance along with minimal waste.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Heatrae Sadia Coral Aquanox AF120TD direct auto fill cylinder,,Coral Aquanox vented water heater incorporating immersion heater(s) ;thermal controls;Visual discharge indicator;Compression nuts ;olives;Immersion heater spanner;Installation ;servicing instructions;Guarantee card;Blending valve insulation kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/80/177580_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Heatrae_Sadia_Coral_Aquanox_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/HS_Coral_Aquanox_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
57,P193234,Kingspan Albion Fortic E7 twin immersion cylinder combi 900 x 450mm,Kingspan,418.48,"Quick to install and highly practical, this Albion Fortic direct vented combi storage tank is made of copper for reliable resistance to corrosion and low heat loss. Offering  a capacity of 85L, it makes an excellent replacement for existing copper vented cylinders that have reached the end of their usable life.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic E7 twin immersion cylinder combi 900 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/34/NW-193234_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Albion_Vented_Copper_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,P193241,Kingspan Albion Fortic E7 twin immersion cylinder combi 1800 x 450mm,Kingspan,756.57,"Both a cold water cistern and a hot water storage tank, the Kingspan Albion Fortic 206L twin immersion combi hot water cylinder helps to save space by getting rid of your cold water storage tank and associated pipework while also minimising costs through reduced maintenance and simplified installation. Measuring 1800 x 450mm, this hardwearing copper-built combi cylinder is insulated with a double layer of CFC-free urethane foam insulation meaning that standing heat losses are reduced for improved efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic E7 twin immersion cylinder combi 1800 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/41/193241_wm.jpg,,,Blue,450mm,copper,Albion Fortic,2 Year,N,KD1800450G3C7,Vented Cylinder,N,206 l,Double thickness of environmentally-friendly CFC-free urethane foam lagging,2x side entry immersion heater bosses,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
59,PS08393,Acv Smartline SL420 cylinder,Acv,2410.0,"Made of stainless steel with effective PU foam insulation, the ACV Smartline SL420 indirect hot water storage cylinder offers a 318L capacity. A cost-effective solution where simple installation is required with no need for a de-stratification kit and no flue requirements, this low maintenance cylinder is resistant to corrosion and requires no anode protection.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Acv Smartline SL420 cylinder,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/93/NW-S08393_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/ACV_Smart_420_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/ACV_Smart_L_420_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/ACV_Smart_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/ACV_Smart_SL_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/ACV_Smart_Product_Fiche.pdf,
60,PT21887,Panasonic Duo PP PAW-TD30B7PP-UK domestic hot water tank with buffer tank 300ltr,Panasonic,3068.33,"Pre-plumbed for easy installation, the Panasonic Duo 300L domestic hot water tank with buffer tank is suitable for use with Aquarea monobloc units, providing highly efficient water for heating and domestic hot water use. This tank is supplied with a three-way valve and offers particular suitability for retrofitting into an existing installation.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Panasonic Duo PP PAW-TD30B7PP-UK domestic hot water tank with buffer tank 300ltr,,Tank ;all the connections pre installed,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/87/T21887_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Panasonic_Renewables_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P193391,Kingspan Albion Fortic E7 indirect copper cylinder combi 1200 x 450mm,Kingspan,530.1,"Combining a cold water cistern and hot water storage tank, the 115L capacity Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation time and maintenance costs. Lagged with a double layer of CFC-free urethane foam insulation, this robust, reliable copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic E7 indirect copper cylinder combi 1200 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/91/193391_wm.jpg,,,Blue,450mm,copper,Albion Fortic,2 Year,N,KN1200450G3C7,Vented Cylinder,N,115 l,Double thickness of environmentally-friendly CFC-free urethane foam lagging,2x side entry immersion heater bosses,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
62,P193239,Kingspan Albion Fortic E7 twin immersion cylinder combi 1500 x 450mm,Kingspan,685.65,"Combining a cold water cistern and hot water storage tank, the 162L capacity Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation time and maintenance costs. Lagged with a double layer of CFC-free urethane foam insulation, this robust, reliable copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic E7 twin immersion cylinder combi 1500 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/39/193238_193239_wm.jpg,,,Blue,450mm,copper,Albion Fortic,2 Year,N,KD1500450G3C7,Vented Cylinder,N,162 l,Double thickness of environmentally-friendly CFC-free urethane foam lagging,2x side entry immersion heater bosses,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
63,PU28256,McDonald Water Storage TMFP150OV open vented multiflow + 150ltr,McDonald Water Storage,1720.52,"A direct thermal store providing mains pressure hot water, the McDonald Water Storage MULTIflow+ 150L open vented cylinder is fitted with an integrated F&E tank. Suitable for use with an open vented boiler and compatible wth off-peak electricity, this unit helps to reduce running costs and minimise waste while maintaining a safe supply of hot water with no need for the discharge pipework normally associated with unvented cylinders. With no requirement for year-to-year maintenance, the MULTIflow+ eliminates expensive pumps and additional electronic controls.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> McDonald Water Storage TMFP150OV open vented multiflow + 150ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/_a/U28255_60_A_wm.jpg,,,White,550mm,Copper Cylinder,,2YR Components / 5YR Cylinder,N,TMFP150OV,,N,150 l,Compatible with open-vented boilers,Maximises benefit of off-peak electricity supply,No discharge pipework,No annual maintenance,No G3 certification required for installation,Copper cylinder construction,2 year warranty on components,5 year warranty on cylinder,,,,,,,,
64,P193197,Kingspan Albion Fortic F1 direct copper cylinder combi 1075 x 400mm,Kingspan,401.93,"Incorporating a cold water cistern and hot water storage tank, the compact 89L Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation and maintenance costs, making it ideal for flats, bungalows, bedsits or homes with converted lofts. Lagged with CFC-free urethane foam insulation, this hardwearing copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic F1 direct copper cylinder combi 1075 x 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/97/193196_193197_wm.jpg,,,Blue,400 mm,copper,Albion Fortic,2 Year,N,KD1075400G3C,Vented Cylinder,N,89 l,Single thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
65,PT21886,Panasonic Duo PP PAW-TD20B7PP-UK domestic hot water tank with buffer tank 200ltr,Panasonic,2691.0,"Pre-plumbed for easy installation, the Panasonic Duo 200L domestic hot water tank with buffer tank is suitable for use with Aquarea monobloc units, providing highly efficient water for heating and domestic hot water use. This tank is supplied with a three-way valve and offers particular suitability for retrofitting into an existing installation.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Panasonic Duo PP PAW-TD20B7PP-UK domestic hot water tank with buffer tank 200ltr,,Tank ;all the connections pre installed,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/86/T21886_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Panasonic_Renewables_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,P193238,Kingspan Albion Fortic E7 twin immersion cylinder combi 1400 x 450mm,Kingspan,662.0,"Combining a cold water cistern and hot water storage tank, the 144L capacity Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation time and maintenance costs. Lagged with a double layer of CFC-free urethane foam insulation, this robust, reliable copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic E7 twin immersion cylinder combi 1400 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/39/193238_193239_wm.jpg,,,Blue,450mm,copper,Albion Fortic,2 Year,N,KD1400450G3C7,Vented Cylinder,N,144 l,Double thickness of environmentally-friendly CFC-free urethane foam lagging,2x side entry immersion heater bosses,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
67,P193236,Kingspan Albion Fortic E7 twin immersion cylinder combi 1200 x 450mm,Kingspan,503.6,"Combining a cold water cistern and hot water storage tank, the 115L capacity Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation time and maintenance costs. Lagged with a double layer of CFC-free urethane foam insulation, this robust, reliable copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic E7 twin immersion cylinder combi 1200 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/36/193234_193236_wm.jpg,,,Blue,450mm,copper,Albion Fortic,2 Year,N,KD1200450G3C7,Vented Cylinder,N,115 l,Double thickness of environmentally-friendly CFC-free urethane foam lagging,2x side entry immersion heater bosses,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
68,P193206,Kingspan Fortic F1 direct copper cylinder combi 1500 x 450mm,Kingspan,638.36,Kingspan's combination units are available in a variety of sizes in direct and indirect versions and are manufactured to British Standard 3198. They comprise a cold water cistern and a hot water tank in a single unit eliminating the need for a cold water storage tank and removing the complication of running pipes to and from the cold water system. Fortic E7 models come as standard with a double thickness of environmentally-friendly foam lagging and two immersion heater bosses.,Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Fortic F1 direct copper cylinder combi 1500 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/e7/KAHWSTE7_wm.jpg,,,Blue,450mm excl. insulation (add approx. 100mm for the lagging),copper,Fortic,2 years against manufacturing defects,N,KD1500450G3C,,N,162 l,Available in a range of sizes in direct and indirect formats,No need for a cold water storage tank in the loft,Double thickness of environmentally friendly CFC-Urethane foam lagging as standard for low standing heat loss,Two side entry immersion heater bosses,Manufactured to British standard,,,,,,,,,,,
69,P193205,Kingspan Albion Fortic F1 direct copper cylinder combi 1400 x 450mm,Kingspan,614.72,"Incorporating a cold water cistern and hot water storage tank, the compact 144L Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation and maintenance costs, making it ideal for flats, bungalows, bedsits or homes with converted lofts. Lagged with CFC-free urethane foam insulation, this hardwearing copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic F1 direct copper cylinder combi 1400 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/05/193205_wm.jpg,,,Blue,450mm,copper,Albion Fortic,2 Year,N,KD1400450G3C,Vented Cylinder,N,144 l,Single thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
70,P193231,ALBION FORTIC E7 TWIN IMM COMBI 1200X400,Kingspan,494.14,"Doing away with the need for a separate cold water storage tank while also minimising cold water piping, the Kingspan Fortic E7 90L twin immersion combi direct cylinder incorporates a cold water cistern and a hot water tank, all in a relatively compact package. It is ideal for smaller loft-free properties, including bungalows, apartments or bedsits, and for homes without access to the gas grid, requiring only electricity to heat water via twin 2 1/4""  immersion heater bosses. The 1200 x 400mm Fortic E7 is lagged with thick, eco-friendly HFO for low standing heat losses, ensuring reliable access to ready-hot water with minimal impact on the environment.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> ALBION FORTIC E7 TWIN IMM COMBI 1200X400,,cylinder,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/e7/KAHWSTE7_wm.jpg,,,Blue,400,copper,Fortic,2-year guarantee against manufacturing defects,N,KD1200400G3C7,,N,90 l,No need for separate feed and expansion tank in loft,50mm double thickness of environmentally sound HFO foam lagging,Lagging minimises heat loss,With 2x side entry immersion heater bosses,Copper construction,"Electric immersion eliminates need for gas, ideal for off-grid properties",Manufactured to BS 3198,Part L1B compliant,2 year warranty against manufacturing defects,,,,,,,"Fitted with three G1 female connections, a G1/2 draining boss and 2 x G2 1/4 immersion heater bosses"
71,P193208,Kingspan Albion Fortic F1 direct copper cylinder combi 1800 x 450mm,Kingspan,709.29,"Incorporating a cold water cistern and hot water storage tank, the compact 206L Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation and maintenance costs, making it ideal for flats, bungalows, bedsits or homes with converted lofts. Lagged with CFC-free urethane foam insulation, this hardwearing copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic F1 direct copper cylinder combi 1800 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/08/193208_wm.jpg,,,Blue,450mm,copper,Albion Fortic,2 Year,N,KD1800450G3C,Vented Cylinder,N,206 l,Single thickness of environmentally-friendly CFC-free urethane foam lagging,Suitable replacement for old Economy 7 style combi cylinders,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
72,P193235,Kingspan Albion Fortic E7 twin immersion cylinder combi 1075 x 450mm,Kingspan,461.04,"Combining a cold water cistern and hot water storage tank, the 115L capacity Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation time and maintenance costs. Lagged with a double layer of CFC-free urethane foam insulation, this robust, reliable copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Hot Water Cylinders/Vented Hot Water Cylinders/Vented Hot Water Cylinders.csv -> Kingspan Albion Fortic E7 twin immersion cylinder combi 1075 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/36/193234_193236_wm.jpg,,,Blue,450mm,copper,Albion Fortic,2 Year,N,KD1075450G3C7,Vented Cylinder,N,115 l,Double thickness of environmentally-friendly CFC-free urethane foam lagging,2x side entry immersion heater bosses,Copper construction,Blue finish,Manufactured to British Standard 3198,Energy Efficiency Class 3,2 year warranty against manufacturing defects,,,,,,,,,
