,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Standards,Supplier Product Code,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Type
52,PF40140,Polypipe Terrain Fuze HDPE pipe 75mm x 3mtr,Polypipe,34.28,"Made of HDPE with 75mm solvent weld connections, this Polypipe Terrain Fuze 3M length of pipe is suitable for commercial building services. Offering better performance than traditional drainage materials, the Terrain Fuze range is highly resistant to impact and abrasion and stands up to chemical corrosion and extreme temperatures. Easy to install, lightweight Fuze fittings help installers to save on time and cost.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe Terrain Fuze HDPE pipe 75mm x 3mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/40/NW-F40140_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PF29005,"Polypipe Terrain 100 plain end soil pipe 6"" x 3mtr Grey",Polypipe,241.06,"Made of grey PVC-U, this Polypipe Terrain 100 plain end soil pipe with 160mm solvent weld connections and supplied in a length of 3M is designed for use in commercial building services. The Polypipe Terrain PVC drainage system is fully accredited and is suitable for joining to a variety of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe Terrain 100 plain end soil pipe 6"" x 3mtr Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/05/NW-F29003_F29005_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PQ66509,Wavin OsmaSoil 3S274B access pipe Black,Wavin,62.78,"Part of a comprehensive PVC-u soil system, this Wavin OsmaSoil 82mm access pipe is suitable for sanitary waste removal in commercial and domestic developments. Available in a wide variety of colours and sizes to suit any setting, OsmaSoil is available with push-fit and solvent-weld joints. Harnessing Reycore technology, OsmaSoil is an eco-friendly system manufactured using as much recycled material as possible while maintaining the same level of performance as virgin products.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Wavin OsmaSoil 3S274B access pipe Black,,Access Pipe,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/09/Q66509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wavin_BelowGroundDrainage_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PF23587,Marley Soilvent Soil 87.5deg double boss pipe 110 x 32mm Grey,Marley,9.6,"This Marley Solvent Soil 110mm 87.5° boss pipe with 32mm connection is made of grey PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Marley Soilvent Soil 87.5deg double boss pipe 110 x 32mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/87/NW-F23587_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PF40160,FUZE HDPE PIPE 160MM X 3M,Polypipe,147.68,"Made of HDPE with 160mm solvent weld connections, this Polypipe Terrain Fuze 3M pipe is suitable for commercial building services. Offering better performance than traditional drainage materials, the Terrain Fuze range is highly resistant to impact and abrasion and stands up to chemical corrosion and extreme temperatures. Easy to install, lightweight Fuze fittings help installers to save on time and cost.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> FUZE HDPE PIPE 160MM X 3M,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/60/NW-F40160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PF29004,6IN X 4M PLAIN END SOIL PIPE   100.6.40:G,Polypipe,315.08,"Made of grey PVC-U, this Polypipe Terrain 100 plain end soil pipe with 160mm solvent weld connections and supplied in a length of 4M is designed for use in commercial building services. The Polypipe Terrain PVC drainage system is fully accredited and is suitable for joining to a variety of other materials.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> 6IN X 4M PLAIN END SOIL PIPE   100.6.40:G,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/05/NW-F29003_F29005_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PF29302,"Polypipe Terrain 100 plain end soil pipe 3"" x 4mtr Grey",Polypipe,119.14,"Made of grey PVC-U, this Polypipe Terrain 100 plain end soil pipe with 82mm solvent weld connections and supplied in a length of 4M is designed for use in commercial building services. The Polypipe Terrain PVC drainage system is fully accredited and is suitable for joining to a variety of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe Terrain 100 plain end soil pipe 3"" x 4mtr Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/02/NW-F29302_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PQ66416,Wavin Wavin OsmaSoil doubler solvent-weld boss access pipe Black,Wavin,61.31,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm double solvent weld boss access pipe is made of durable black PVC-u and is fitted with secure socket x push-fit connections.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Wavin Wavin OsmaSoil doubler solvent-weld boss access pipe Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/16/NW-Q66416_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PQ64258,Wavin Wavin OsmaSoil boss pipe 40mm Grey,Wavin,31.96,"Suitable for domestic or commercial use, this Wavin OsmaSoil 40mm boss pipe is made of durable grey PVC-u and is fitted with secure 110 x 40 x 100mm socket x push-fit connections.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Wavin Wavin OsmaSoil boss pipe 40mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/58/NW-Q64258_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PF13551,Hargreaves eared soil pipe 100 x 1829mm,Hargreaves,157.05,"Suitable for external soil and waste installations, this 1829mm length of Hargreaves Premier LCC Soil 100mm eared pipe is made of strong cast iron. A long life material, cast iron is highly resistant to damage, vandalism and corrosion while offering an attractive period look ideal for traditional properties.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Hargreaves eared soil pipe 100 x 1829mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/51/NW-F13551_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hargreaves_Premier_Soil_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hargreaves_Premier_SoilPipe_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hargreaves_Premier_LCC_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Hargreaves_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/du/ct/Hargreaves_Premier_LCC_Product.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Hargreaves_Premier_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Hargreaves_TraditionalExpress_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hargreaves_Premier_SoilPipe_Tech.pdf,
62,PF40156,Polypipe Terrain Fuze HDPE pipe 250mm x 5mtr,Polypipe,511.25,"Made of HDPE with 250mm solvent weld connections, this Polypipe Terrain Fuze 5M pipe is suitable for commercial building services. Offering better performance than traditional drainage materials, the Terrain Fuze range is highly resistant to impact and abrasion and stands up to chemical corrosion and extreme temperatures. Easy to install, lightweight Fuze fittings help installers to save on time and cost.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe Terrain Fuze HDPE pipe 250mm x 5mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/56/NW-F40154_F40156_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PF01994,Geberit Silent-db20 pipe 110mm x 3mtr,Geberit,78.56,"Ideal for use in projects requiring high levels of sound insulation, this Geberit Silent-db20 3M pipe is made of mineral-reinforced polyethylene (PE-S2) and offers 110mm solvent weld connections. This fitting is suitable for use in premium residential buildings and hotels as well as in hospitals, retirement and nursing homes.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Geberit Silent-db20 pipe 110mm x 3mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/95/NW-F01994_F01995_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PQ66455,Wavin Wavin OsmaSoil soil and waste bossed pipe 110mm Grey,Wavin,13.37,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm soil and waste bossed pipe is made of durable grey PVC-u and is fitted with secure 110mm plain end connections.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Wavin Wavin OsmaSoil soil and waste bossed pipe 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/55/NW-Q66455_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PF29300,"Polypipe Terrain 100 plain end soil pipe 3"" x 3mtr Grey",Polypipe,90.97,"Made of grey PVC-U, this Polypipe Terrain 100 plain end soil pipe with 82mm solvent weld connections and supplied in a length of 3M is designed for use in commercial building services. The Polypipe Terrain PVC drainage system is fully accredited and is suitable for joining to a variety of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe Terrain 100 plain end soil pipe 3"" x 3mtr Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/00/NW-F29300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PF72003,Saint Gobain Timesaver GT100 double spigot pipe 50mm x 3mtr,Saint Gobain,127.92,"This Saint Gobain Timesaver GT100 50mm double spigot pipe, supplied in a 3M length, is made of cast iron and has been externally coated in black alkyd paint and internally coated with a two-part epoxy. With a substantial section thickness of BS 437, this Timesaver fitting is ideal for under building drainage and is particularly recommended for commercial buildings where fit-and-forget is desirable.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Saint Gobain Timesaver GT100 double spigot pipe 50mm x 3mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/03/NW-F72003_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PQ64263,Wavin OsmaSoil boss pipe solvent ring 110mm Grey,Wavin,25.91,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm solvent ring boss pipe is made of durable grey PVC-u and is fitted with secure 110 x 50 x 110mm socket x push-fit connections.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Wavin OsmaSoil boss pipe solvent ring 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/63/NW-Q64263_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PF23585,Marley Soilvent Soil 87.5deg double boss pipe 110 x 50mm Grey,Marley,10.21,"This Marley Solvent Soil 110mm 87.5° boss pipe with 50mm connection is made of grey PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Marley Soilvent Soil 87.5deg double boss pipe 110 x 50mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/85/NW-F23585_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PF72040,Saint Gobain Timesaver GT100 double spigot pipe 75mm x 3mtr,Saint Gobain,143.09,"This Saint Gobain Timesaver GT100 75mm double spigot pipe, supplied in a 3M length, is made of cast iron and has been externally coated in black alkyd paint and internally coated with a two-part epoxy. With a substantial section thickness of BS 437, this Timesaver fitting is ideal for under building drainage and is particularly recommended for commercial buildings where fit-and-forget is desirable.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Saint Gobain Timesaver GT100 double spigot pipe 75mm x 3mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/40/NW-F72040_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PF40155,Polypipe Terrain Fuze HDPE pipe 200mm x 5mtr,Polypipe,318.92,"Made of HDPE with 200mm solvent weld connections, this Polypipe Terrain Fuze 5M pipe is suitable for commercial building services. Offering better performance than traditional drainage materials, the Terrain Fuze range is highly resistant to impact and abrasion and stands up to chemical corrosion and extreme temperatures. Easy to install, lightweight Fuze fittings help installers to save on time and cost.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe Terrain Fuze HDPE pipe 200mm x 5mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/56/NW-F40154_F40156_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PQ64257,Wavin Wavin OsmaSoil boss pipe 32mm Grey,Wavin,39.9,"Suitable for domestic or commercial use, this Wavin OsmaSoil 32mm boss pipe for 1 1/4"" or 32mm plastic or copper pipe is made of durable grey PVC-u and is fitted with secure 110 x 32 x 100mm solvent weld x push-fit x solvent weld connections.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Wavin Wavin OsmaSoil boss pipe 32mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/57/NW-Q64257_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PF68895,Polypipe 3 way single socket boss pipe 110mm Grey,Polypipe,21.58,"This Polypipe System 2000 boss pipe is made of grey PVC-U with 110mm solvent weld connections and is suitable for domestic use. An alternative to ring seal fittings, System 2000 Solvent weld soil fittings are the ideal choice where a permanent homogeneous connection is needed.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe 3 way single socket boss pipe 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/95/NW-F68895_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PF66901,Polypipe double spigot PE soil pipe 110mm x 3mtr Black,Polypipe,93.05,"Supplied in a 3M length, this Polypipe System 2000 soil pipe is made of black PVC-U with 110mm solvent weld connections and is suitable for domestic use. An alternative to ring seal fittings, System 2000 Solvent weld soil fittings are the ideal choice where a permanent homogeneous connection is needed.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe double spigot PE soil pipe 110mm x 3mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/01/NW-F66901_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PF14610,Center CB universal boss pipe 110mm Black,Center CB,18.55,"Center CB universal boss pipe is made of plastic. The 110mm PVC-U Center push-fit soil system offers a complete range of push-fit fittings. This time saving system is quick and easy to install as it is simply pushed together on site, making it the system of choice for countless installations.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Center CB universal boss pipe 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/10/NW-F14610_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PW13100,Harmer SML Above Ground SML soil pipe 100mm x 3mtr,Harmer,139.84,"Made of cast iron, this Harmer SML Above Ground 3M pipe with 100mm plain end connections is part of a dry-jointed pipework system featuring a comprehensive range of easy to install, low maintenance fittings and accessories. Manufactured under strict factory-controlled conditions to meet high performance standards, this part is durable and fully recyclable and offers compatibility with the Below Ground range.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Harmer SML Above Ground SML soil pipe 100mm x 3mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/00/NW-W13100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M004RW_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Harmer_SML_CI_Drainage_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PF66605,Polypipe PolySoil spigot socket soil pipe 82mm x 3mtr Grey,Polypipe,125.12,"Made of grey PVC-U, this Polypipe PolySoil soil pipe, supplied in a 3M length with 82mm push-fit connections, is suitable for use in domestic applications. Incorporating single-piece moulding technology the PolySoil system offers improved performance and longevity with ring lock seal technology preventing seal distortion for simple, reliable installation with no risk of dislodgment.",Drainage/Soil Pipes and Fittings/Soil Pipes/Soil Pipes.csv -> Polypipe PolySoil spigot socket soil pipe 82mm x 3mtr Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/05/NW-F66605_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
