,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Pack Quantity,Range,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 4,Model For Use With,Attachment 5,Warranty,Weight,For Use With
55,P695440,Pump House Klo-Shure insulation wall clamp 7/8 inner diameter 1,Pump House,12.94,"There's no need to double-wrap, glue and tape insulation onto strut-mounted clamps with the Pump House Klo-Shure  7/8"" diameter insulation wall clamp. A patented solution designed to reduce installation time and improve the appearance of your insulation, Klo-Shure secures closed-cell insulation at fixing points without the need for additional accessories.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Pump House Klo-Shure insulation wall clamp 7/8 inner diameter 1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/51/695451_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Pumphouse_Klo-Shure_LineDrawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Kloshure_Series_7DataSheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pumphouse_Klo-Shure_Instalation.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/KloShure_Brochure.pdf,,,,,
56,P604954,Daikin 5015522 One Phase Ac Fan Motor (4P5B2231061) 55W,Daikin,436.39,"This Daikin 4P5B2231061 one phase, 55W AC fan motor is a replacement part for use in air conditioning units.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 5015522 One Phase Ac Fan Motor (4P5B2231061) 55W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/54/604954_wm.jpg,,,,N,5015522,fan motor,N,1PH AC fan motor,55W power rating,,,,,,,,,,,,,
57,P604648,Daikin 1693900 Printed Circuit Boardreyq10M,Daikin,785.55,This Daikin EB0350R PCB is a suitable control board for the brand's REYQ10M.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 1693900 Printed Circuit Boardreyq10M,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/48/NW-604648_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
58,P604956,Daikin 2013437 Drain Pump (Pmd12D13Dm1),Daikin,201.01,A Daikin PMD-12D13DM-1 drain pump compatible with the VRV range.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 2013437 Drain Pump (Pmd12D13Dm1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/56/604956_wm.jpg,,,,N,2013437,Drain Pump,N,Replacement drain pump only,For use with VRV units,,,,,,,,,VRV,,,,
59,P697549,Fujitsu UTYTWRXZ2 Communications Kit And Wall Mount,Fujitsu,55.97,"Compatible with ASYG18KMTA and ASYG24KMTA units, the Fujitsu UTY-TWRXZ2 communication kit, supplied with wall mount, connects non-polar two-core wired remote controls.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Fujitsu UTYTWRXZ2 Communications Kit And Wall Mount,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/49/NW-697549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fujitsu_Air_Conditioner_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
60,P634324,Daikin DCS601C51 Intelligent Controller,Daikin,2606.4,"Allowing for the control and monitoring of up to 64 indoor units or groups, this Daikin intelligent touch controller is compatible with FXFA-A, FXFQ-B, FXZA-A, FXZQ-A, FXCQ 20 to 40A, FXCQ 50 to 63A, FXCQ 80 to 125A, FXMQ 50 to 80, FXMQ 100 to 125, FXMQ 200 to 250, FXHQ 32A, FXHQ 63A and FXHQ 71 to 100A.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin DCS601C51 Intelligent Controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/24/NW-634324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_DCS601C51_Operation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Daikin_VRV_Catalogue_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_DCS601C51_Installation.pdf,,,,,,,,,,,,,,,,,,,
61,P695444,Pump House Klo-Shure insulation wall clamp 2-1/8 inner diameter 1,Pump House,21.66,"There's no need to double-wrap, glue and tape insulation onto strut-mounted clamps with the Pump House Klo-Shure  2 1/8"" diameter insulation wall clamp. A patented solution designed to reduce installation time and improve the appearance of your insulation, Klo-Shure secures closed-cell insulation at fixing points without the need for additional accessories.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Pump House Klo-Shure insulation wall clamp 2-1/8 inner diameter 1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/12/695412_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Pumphouse_Klo-Shure_LineDrawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Kloshure_Series_7DataSheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pumphouse_Klo-Shure_Instalation.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/KloShure_Brochure.pdf,,,,,
62,P604665,Daikin 142430J Compressor 4.5KW,Daikin,3557.13,"With a 4.5kW power rating, the Daikin JT170CKYE compressor is compatible with many Daikin AC units, including those in the REYQ and RXQ ranges.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 142430J Compressor 4.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/65/NW-604665_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
63,P695426,Pump House 7 insulation wall clamp 3/8 inner diameter 3/4,Pump House,7.03,"The Pump House Klo-Shure 7 insulation coupling in 3/8"" x 3/4"" is a one-piece tubular sleeve with an internal configuration designed to support, secure and seal tubular insulation while supporting and levelling copper tubing in strut-mounted suspension devices and drop hangers. With Klo-Shure there's no need to double-wrap, glue and tape insulation and insulating copper tubing for refrigerant lines is faster. A patented clamp allows sections of closed-cell insulation to be secured at fixing points.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Pump House 7 insulation wall clamp 3/8 inner diameter 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/NW-695426_695434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Klo-Shure_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Klo-Shure_Line_DWG.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Klo-Shure_Technical.pdf,,,,,
64,P606923,Daikin FXNQ40A R410A Low Level Indoor Vrv Chassis Unit 40 Class,Daikin,933.68,"Designed for concealed installation inside walls, the Daikin VRV indoor floor-standing air conditioning unit blends discreetly into its surrounding with only its suction and discharge grilles on show, ideal for those settings where space is limited.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin FXNQ40A R410A Low Level Indoor Vrv Chassis Unit 40 Class,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/24/NW-606920_606924_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FXNQ_A_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXNQ-A_4PEN323720-1E_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXNQ-A_4PEN393318-1C_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FXNQ_Technical.pdf,,,
65,P609895,Daikin 300581P Compressor Noise Filter,Daikin,512.32,A Daikin compound noise filter for RZQ250C7Y1B and VRV units.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 300581P Compressor Noise Filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/95/NW-609895_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
66,P619016,Fujitsu UTGUKYCW Circular Flow Grille,Fujitsu,148.69,"This Fujitsu 950 x 950mm circular flow panorama flow design cassette grille in white is compatible with AUXG 18/22/24/30/36/45/54 KRLB, AUXG 18/24/30/36/45/54 LRLB, AUXN 009/012/014 GLAH, AUXM 018/024/030 GLEH and AUXK 018/024/030/034/036/045/054 GLEH units.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Fujitsu UTGUKYCW Circular Flow Grille,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/16/NW-619016_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fujitsu_Product_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,
67,P695427,Pump House 7 insulation wall clamp 1/2 inner diameter 3/4,Pump House,7.44,"The Pump House Klo-Shure 7 insulation coupling in 1/2"" x 3/4"" is a one-piece tubular sleeve with an internal configuration designed to support, secure and seal tubular insulation while supporting and levelling copper tubing in strut-mounted suspension devices and drop hangers. With Klo-Shure there's no need to double-wrap, glue and tape insulation and insulating copper tubing for refrigerant lines is faster. A patented clamp allows sections of closed-cell insulation to be secured at fixing points.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Pump House 7 insulation wall clamp 1/2 inner diameter 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/34/NW-695426_695434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Klo-Shure_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Klo-Shure_Line_DWG.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Klo-Shure_Technical.pdf,,,,,
68,P611945,Daikin 5010287 Fan Motor,Daikin,205.37,A Daikin KFD-280-23-8C fan motor for use in air conditioning systems.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 5010287 Fan Motor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/45/NW-611945_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
69,P608532,Toshiba Carrier DA550A3F-11M compressor,Toshiba Carrier,2692.71,A Toshiba Carrier DA550A3F-11M compressor for installation in air conditioning units.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Toshiba Carrier DA550A3F-11M compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/32/608532_wm.jpg,,,,N,43141513,Compressor,N,Toshiba compressor DA550A3F-11M,,,,,,,,,,"Toshiba RAV-SM2244AT8-EToshiba RAV-SM2244AT8Z-EToshiba RAV-SM2244AT8ZG-EToshiba RAV-SM2804AT8-EToshiba RAV-SM2804AT8Z-EToshiba RAV-SM2804AT8ZG-EToshiba RUA-CP2101H8-EToshiba RUA-CP2101HFP8-E, Toshiba RUA-CP2101HL8-E",,,,
70,P691022,Daikin BS1Q10A Single Boxes For Vrv/Iv,Daikin,454.96,"This compact Daikin VRV IV branch selector is connectable to VRV IV, REYQ-T, RQCEQ-P3 and RWEYQ-T8 heat recovery units.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin BS1Q10A Single Boxes For Vrv/Iv,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/22/NW-691022_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
71,P680836,Fujitsu R32 UTYTWBXF2 Compact Range Kit,Fujitsu,68.27,"A compact interface board, this Fujitsu R32 UTY-TWBXF2 communication kit is designed for use with wall-mounted AC units. It is suitable for use with Fujitsu ASYG, KMTB, ASYG LUCA and ASYG LTCA units.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Fujitsu R32 UTYTWBXF2 Compact Range Kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/36/NW-680836_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fujitsu_UTYTWBXF2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Fujitsu_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,
72,P664593,Daikin UK.SAF5 Supply Air Flange,Daikin,87.3,"Designed to fit onto the open face of an air conditioning unit return, this Daikin air conditioning supply air plenum 2 x 150mm spigot outlet is suitable for the FDXS25+FDXS35 ducted unit.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin UK.SAF5 Supply Air Flange,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/93/NW-664593_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Daikin_FDXM-F9RZAG-A_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,
73,P696499,Pump House Diversi-Gum cool weld spray,Pump House,23.42,"Pump House Diversi-Gum Cool-Weld heat barrier gel is for use during soldering, sweating and welding. Immediately paintable, Diversi-Gum has a temperature usage range of between -4°C and 49°C and is ideal for sealing openings through foundations or refrigeration pipe entries.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Pump House Diversi-Gum cool weld spray,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/99/NW-696499_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Pump_House_DiversiTech_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_Diversi_Gum_Compound_SDS.pdf,,,,,,,,,,,,,,,,,,,,
74,P611248,Daikin 1696707 Printed Circuit Board,Daikin,1373.15,"The Daikin PC0208-1 PCB is an inverter compressor board offering compatibility  with a range of Daikin models, including those in the REYQ and RXQ ranges.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin 1696707 Printed Circuit Board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/48/NW-611248_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
75,P616415,Daikin Madoka BRC1H52K Wired Remote Black,Daikin,120.6,"Easy to use, the highly intuitive Daikin Madoka wired remote control offers an enlarged display and simple touch buttons. This handy remote provides complete control over your indoor climate.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin Madoka BRC1H52K Wired Remote Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/15/NW-616415_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Daikin_BRC1H52_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_2/Daikin_BRC1H52_Installation_2.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_1/Daikin_BRC1H52_Installation_1.pdf,,,,,,,,,,,,,,,,,,,
76,P634217,Daikin KRP928A2S Pcb Adaptor Split Inverter 2 Diii Condensing System,Daikin,181.8,"A Daikin brand part, this PCB split inverter interface adapter is designed for use with DIII-net.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin KRP928A2S Pcb Adaptor Split Inverter 2 Diii Condensing System,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/17/634217_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,
77,P680817,Fujitsu UTGUKYAW Circular Flow Cassette Grille,Fujitsu,175.89,This Fujitsu 950 x 950mm circular flow panorama flow design cassette grille in white is compatible with AUXG 18/22/24/30/36/45/54 KRLB and AUXG 18/24/30/36/45/54 LRLB units.,Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Fujitsu UTGUKYAW Circular Flow Cassette Grille,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/17/NW-680817_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Fujitsu_CS_OP_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,
78,P606919,Daikin BRC073 Hard-Wired Remote (For Split Systems),Daikin,107.1,"With a modern design, this Daikin wired remote control fits in well with contemporary home décor. This user-friendly remote is compatible with a variety of units.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin BRC073 Hard-Wired Remote (For Split Systems),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/19/NW-606919_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_2/Daikin_BRC073_Installation_2.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_1/Daikin_BRC073_Installation_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_BRC073_User_Guide.pdf,,,,,,,,,,,,,,,,,,,
79,P606921,Daikin FXNQ25A R410A Vrv Indoor Chassis Unit 25 Fxnq25A,Daikin,884.4,"Designed for concealed installation inside walls, the Daikin VRV indoor floor-standing air conditioning unit blends discreetly into its surrounding with only its suction and discharge grilles on show, ideal for those settings where space is limited.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Daikin FXNQ25A R410A Vrv Indoor Chassis Unit 25 Fxnq25A,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/24/NW-606920_606924_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FXNQ_A_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXNQ-A_4PEN323720-1E_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXNQ-A_4PEN393318-1C_Install.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FXNQ_Technical.pdf,,,
80,P695413,Pump House 7 insulation wall clamp 5/8inner diameter 1/2,Pump House,5.9,"The Pump House Klo-Shure 7 insulation coupling in 5/8"" x 1/2"" is a one-piece tubular sleeve with an internal configuration designed to support, secure and seal tubular insulation while supporting and levelling copper tubing in strut-mounted suspension devices and drop hangers. With Klo-Shure there's no need to double-wrap, glue and tape insulation and insulating copper tubing for refrigerant lines is faster. A patented clamp allows sections of closed-cell insulation to be secured at fixing points.",Parts and Spares/sub_categories/Cooling Parts/sub_categories/Air Conditioning Parts/Air Conditioning Parts.csv -> Pump House 7 insulation wall clamp 5/8inner diameter 1/2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/13/NW-695411_695413_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Klo-Shure_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Klo-Shure_Line_DWG.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Klo-Shure_Technical.pdf,,,,,
